"McLean 1990, Spec. Con3"	
-37.008	-37.828
-38.024	-38.059
-37.236	-26.938
-36.246	-22.753
-35.357	-19.532
-34.341	-16.08
-33.503	-13.58
-32.537	-10.409
-31.496	-7.5353
-30.607	-5.1377
-29.743	-2.9047
-28.778	-0.44927
-27.864	1.419
-27	3.1227
-26.035	4.9064
-25.095	6.3876
-24.13	7.7666
-23.139	9.0744
-22.25	10.191
-21.133	11.081
-20.295	12.428
-19.431	13.491
-18.313	14.87
-17.577	15.702
-16.561	16.77
-15.57	17.846
-14.681	18.771
-13.792	19.617
-12.751	20.609
-11.836	21.463
-10.82	22.419
-9.8044	23.006
-8.9916	23.558
-7.9248	24.1
-7.0612	24.941
-6.1722	25.475
-5.0546	26.071
-4.2418	26.618
-3.3274	27.112
-2.2606	27.69
-1.2446	28.139
-0.2286	28.575
-0.2286	24.848
0.6096	28.922
1.5494	29.367
2.5654	29.794
3.6322	30.119
4.4958	30.337
5.5372	30.719
6.2738	30.893
7.366	31.253
8.382	31.493
9.144	31.542
10.084	31.916
11.252	32.236
11.938	32.165
12.979	32.703
13.97	32.783
15.037	32.948
15.926	33.188
16.942	32.975
17.729	33.544
18.821	33.891
19.787	33.949
20.549	34.207
21.539	34.349
22.581	34.638
23.571	34.754
24.638	35.025
25.349	35.172
26.416	35.528
27.508	35.644
28.245	35.848
29.286	36.204
30.251	36.039
31.039	36.524
32.055	36.738
33.122	36.974
34.036	37.031
35.077	37.321
35.789	37.312
36.754	37.596
37.948	37.845
38.786	37.743
39.903	37.979
40.615	37.814
41.732	37.712
42.748	37.779
43.51	37.525
44.653	37.507
45.491	37.352
44.501	27.615
43.815	25.573
42.85	22.797
41.885	20.328
40.97	17.895
40.132	15.836
39.091	13.287
38.176	11.205
37.236	9.239
36.246	7.1394
35.306	5.3468
34.366	3.5719
33.452	1.9083
32.537	0.43148
31.394	-1.1832
30.632	-2.4287
29.743	-3.5808
28.651	-4.9064
27.788	-5.8717
26.924	-6.8725
25.959	-7.8289
24.994	-8.8386
24.105	-9.7683
22.987	-10.805
22.123	-11.712
21.057	-12.927
20.193	-13.567
19.355	-14.439
18.161	-15.435
17.424	-16.192
16.535	-17.054
15.367	-17.957
14.554	-18.629
13.665	-19.31
12.522	-20.124
11.709	-20.68
10.795	-21.503
9.7282	-22.036
8.89	-22.575
7.9756	-23.233
6.985	-23.736
6.0452	-24.221
5.1308	-24.741
4.191	-25.226
3.2512	-25.693
2.2606	-26.169
1.27	-26.618
0.3048	-27.05
-0.7112	-27.494
-1.7018	-27.864
-2.5908	-28.237
-3.6068	-28.642
-4.5466	-28.873
-5.461	-29.283
-6.5024	-29.665
-7.366	-29.763
-8.2804	-30.248
-9.3726	-30.604
-10.287	-30.733
-11.278	-31.08
-12.167	-31.04
-13.005	-31.551
-14.122	-31.898
-15.088	-32.045
-16.027	-32.396
-16.967	-32.339
-17.78	-32.739
-18.847	-33.086
-19.863	-33.086
-20.65	-33.473
-21.742	-33.838
-22.606	-33.615
-23.419	-34.127
-24.613	-34.438
-25.603	-34.5
-26.492	-34.794
-27.559	-35.012
-28.169	-35.199
-29.261	-35.568
-30.328	-35.768
-31.318	-35.955
-32.207	-36.182
-33.274	-36.213
-33.884	-36.431
-35.077	-36.742
-36.068	-36.818
-37.033	-37.063
-38.024	-37.378
-38.837	-37.165
-39.878	-37.392
-40.691	-36.813
-41.656	-37.103
-42.824	-36.426
-43.586	-36.493
-44.526	-35.137
-45.593	-35.924
-44.628	-23.518
-43.891	-20.159
-42.951	-16.676
-41.859	-12.949
-41.072	-10.124
-40.183	-7.0994
-39.167	-4.128
-38.278	-1.6058
-37.414	0.7562
-36.398	3.096
-35.408	5.2445
-34.519	7.0104
-33.63	8.6429
-32.69	10.2
-31.623	11.058
-30.734	12.909
-29.794	14.096
-28.804	15.222
-27.838	16.445
-27.026	17.201
-25.984	18.478
-25.095	19.465
-24.181	20.466
-23.114	21.409
-22.301	22.317
-21.311	23.322
-20.371	23.989
-19.482	24.79
-18.44	25.72
-17.501	26.329
-16.688	26.952
-15.596	27.61
-14.656	28.22
-13.767	28.722
-12.776	29.336
-11.836	29.839
-10.922	30.31
-9.906	30.755
-8.8392	31.133
-7.7724	31.533
-6.858	31.743
-5.9436	32.103
-4.8768	32.49
-4.191	32.703
-3.048	32.837
-2.1336	33.148
-1.1938	32.694
-0.254	33.589
0.7112	33.589
1.7526	33.869
2.4892	33.864
3.556	34.153
4.2926	33.758
5.5372	34.1
6.2738	34.354
7.4168	34.563
8.4328	34.305
9.271	34.669
10.185	34.621
11.201	34.167
12.065	34.834
13.106	34.772
13.945	34.211
15.011	34.954
15.977	34.87
16.866	34.478
17.729	34.95
18.923	35.105
19.558	35.043
20.701	35.199
21.565	34.767
22.454	35.199
23.597	34.736
24.486	35.297
25.451	35.23
26.518	35.443
27.254	35.426
28.397	35.479
29.337	35.608
30.048	35.185
31.14	35.759
32.182	35.595
33.122	35.822
34.011	35.728
35.077	35.999
35.814	36.031
36.881	35.999
37.948	35.999
38.633	36.2
39.878	36.342
40.818	36.235
41.656	36.048
42.647	36.342
43.586	35.986
44.475	36.249
45.517	35.061
44.501	26.618
43.79	24.278
42.85	21.658
41.91	19.27
40.945	16.925
40.107	14.666
39.04	12.299
38.151	10.218
37.186	8.2648
36.22	6.3876
35.281	4.5327
34.341	2.8558
33.401	1.1565
32.461	-0.27579
31.394	-1.548
30.607	-2.9536
29.718	-4.0746
28.575	-5.3735
27.838	-6.2053
26.924	-7.1305
25.857	-8.1313
24.968	-9.0566
24.079	-9.9017
22.962	-10.907
22.098	-11.77
21.057	-12.9
20.168	-13.554
19.253	-14.541
18.339	-15.24
17.348	-16.2
16.561	-16.885
15.367	-17.993
14.503	-18.549
13.691	-19.199
12.598	-20.008
11.709	-20.671
10.744	-21.436
9.7028	-21.996
8.8646	-22.526
7.6962	-23.242
6.9088	-23.678
6.0198	-24.203
4.9022	-24.87
3.9624	-25.288
3.0734	-25.729
2.0828	-26.204
1.0922	-26.64
0.2032	-26.974
-0.762	-27.41
-1.778	-27.819
-2.5908	-27.917
-3.5306	-28.429
-4.572	-28.798
-5.6642	-29.118
-6.5532	-29.3
-7.5184	-29.652
-8.4836	-29.576
-9.2202	-30.079
-10.312	-30.408
-11.379	-30.377
-12.167	-30.648
-13.208	-30.973
-14.173	-30.897
-15.011	-31.275
-16.104	-31.587
-16.866	-31.298
-17.856	-31.751
-19.025	-31.894
-19.964	-31.969
-20.93	-32.138
-21.793	-32.272
-22.835	-32.023
-23.47	-32.423
-24.74	-32.583
-25.73	-32.717
-26.543	-32.801
-27.635	-33.055
-28.499	-33.006
-29.54	-33.277
-30.353	-33.144
-31.318	-33.424
-32.41	-33.566
-33.122	-33.335
-34.087	-33.646
-35.306	-33.611
-35.941	-33.637
-37.008	-33.958
-38.151	-33.971
-38.913	-33.976
-40.005	-34.242
-40.64	-33.78
-41.656	-34.34
-42.85	-34.327
-43.79	-34.029
-44.729	-34.251
-45.441	-33.21
-44.679	-22.33
-43.942	-18.856
-42.977	-15.373
-42.037	-11.93
-41.123	-8.7941
-40.259	-6.1964
-39.243	-2.9314
-38.354	-0.70282
-37.414	1.9305
-36.449	3.999
-35.535	5.8183
-34.417	8.4294
-33.604	9.3368
-32.715	10.711
-31.699	12.166
-30.759	13.376
-29.718	14.501
-28.931	15.418
-27.991	16.49
-27.102	17.464
-25.933	18.705
-25.197	19.434
-24.257	20.457
-23.241	21.374
-22.352	22.286
-21.387	23.313
-20.447	24.007
-19.482	24.874
-18.593	25.582
-17.602	26.378
-16.713	27.067
-15.57	27.637
-14.732	28.389
-13.741	28.958
-12.751	29.514
-11.836	30.003
-10.947	30.497
-9.9822	30.955
-8.9154	31.342
-7.8232	31.765
-7.0358	31.809
-6.1976	32.267
-5.1054	32.663
-4.0132	32.721
-3.2766	33.13
-2.1082	33.21
-1.2954	33.495
-0.1778	33.798
