"Saatcioglu, 1999, Specimen RC-1"	
-49.84 	-47.84 
-48.69 	-46.62 
-47.85 	-44.76 
-47.20 	-43.18 
-46.66 	-42.43 
-46.64 	-42.57 
-45.69 	-40.49 
-44.50 	-37.99 
-44.30 	-37.33 
-43.71 	-36.66 
-42.71 	-34.50 
-42.54 	-34.30 
-42.08 	-33.47 
-42.02 	-32.80 
-40.49 	-30.49 
-39.08 	-27.61 
-38.70 	-26.59 
-37.77 	-26.30 
-37.73 	-25.88 
-36.13 	-24.01 
-34.53 	-21.13 
-34.29 	-20.68 
-33.39 	-20.30 
-32.00 	-17.65 
-31.70 	-16.89 
-29.78 	-15.27 
-28.45 	-12.36 
-26.52 	-10.50 
-26.40 	-10.29 
-24.38 	-7.85 
-23.61 	-5.98 
-22.25 	-4.38 
-21.59 	-4.13 
-21.33 	-3.57 
-19.77 	-1.71 
-19.70 	-1.32 
-17.94 	0.38 
-17.25 	1.07 
-15.61 	4.13 
-13.25 	6.50 
-11.66 	9.59 
-10.14 	10.69 
-8.95 	11.84 
-7.67 	14.67 
-6.12 	15.61 
-5.19 	17.66 
-4.12 	17.96 
-2.80 	20.56 
-0.39 	23.08 
0.25 	24.56 
2.44 	26.35 
2.47 	26.53 
3.56 	27.60 
4.44 	30.32 
6.21 	30.92 
6.26 	31.17 
7.75 	32.61 
7.95 	33.44 
8.78 	33.75 
9.54 	35.18 
10.12 	35.37 
10.52 	35.58 
10.66 	35.91 
11.52 	37.25 
12.81 	38.43 
13.21 	39.45 
14.24 	39.72 
14.74 	41.12 
16.14 	42.75 
17.45 	43.78 
19.05 	45.08 
20.34 	45.83 
21.27 	46.63 
22.70 	47.83 
23.04 	48.68 
24.28 	49.05 
25.42 	51.47 
27.54 	52.78 
29.47 	54.44 
31.74 	56.10 
32.79 	56.96 
35.41 	57.93 
38.31 	59.56 
38.67 	60.21 
41.05 	61.86 
42.84 	62.74 
44.13 	63.23 
45.99 	63.48 
47.25 	64.52 
48.73 	65.23 
50.26 	66.00 
50.47 	64.96 
50.50 	64.66 
50.50 	64.45 
49.78 	52.24 
47.40 	46.52 
46.63 	43.95 
45.78 	43.05 
44.41 	39.28 
43.08 	38.01 
42.41 	35.62 
41.77 	35.28 
41.63 	35.09 
41.48 	34.75 
39.63 	31.15 
37.62 	27.27 
35.64 	24.65 
32.92 	21.18 
30.06 	17.52 
28.28 	14.72 
25.80 	11.39 
23.63 	8.25 
21.44 	5.63 
19.01 	2.93 
17.10 	0.38 
16.00 	-0.55 
15.22 	-1.57 
13.72 	-4.02 
11.97 	-5.78 
10.16 	-8.28 
7.76 	-10.93 
4.94 	-14.28 
2.68 	-17.95 
-0.18 	-21.89 
-2.40 	-24.53 
-3.22 	-25.24 
-4.67 	-27.68 
-6.90 	-28.73 
-8.05 	-32.04 
-10.39 	-33.76 
-10.90 	-33.95 
-12.58 	-36.63 
-14.82 	-39.64 
-17.49 	-42.38 
-20.11 	-45.14 
-21.85 	-46.29 
-23.62 	-47.77 
-24.31 	-48.33 
-25.45 	-49.51 
-27.38 	-50.13 
-27.41 	-50.52 
-28.90 	-51.79 
-30.58 	-54.44 
-33.69 	-56.62 
-35.77 	-57.58 
-35.98 	-57.78 
-37.01 	-58.81 
-39.11 	-60.11 
-39.53 	-60.83 
-42.94 	-62.62 
-44.35 	-63.67 
-46.14 	-65.09 
-47.12 	-65.60 
-48.81 	-66.59 
-49.10 	-65.46 
-50.28 	-65.34 
-50.28 	-65.17 
-50.28 	-64.79 
-50.28 	-64.58 
-50.26 	-62.72 
-50.17 	-57.91 
-50.10 	-56.32 
-50.07 	-56.28 
-50.09 	-56.35 
-49.19 	-49.94 
-48.00 	-47.20 
-45.69 	-43.15 
-43.78 	-39.05 
-43.14 	-36.67 
-42.21 	-36.11 
-40.47 	-32.59 
-39.51 	-30.54 
-38.04 	-27.86 
-37.56 	-26.30 
-36.79 	-25.73 
-35.89 	-23.62 
-35.10 	-23.01 
-34.29 	-21.92 
-34.25 	-21.63 
-33.31 	-20.55 
-32.24 	-18.28 
-30.58 	-16.85 
-29.78 	-15.58 
-28.72 	-13.65 
-28.62 	-13.50 
-27.47 	-12.39 
-26.95 	-11.16 
-26.00 	-10.22 
-25.26 	-9.58 
-24.42 	-7.86 
-23.26 	-6.68 
-22.57 	-5.08 
-21.64 	-4.66 
-21.35 	-3.96 
-20.89 	-3.68 
-20.64 	-3.15 
-18.77 	-0.44 
-18.23 	0.71 
-16.61 	2.21 
-16.04 	3.68 
-13.53 	6.67 
-13.24 	7.30 
-11.96 	7.81 
-10.38 	10.82 
-9.84 	11.73 
-7.79 	13.58 
-7.34 	15.03 
-5.47 	16.92 
-3.88 	18.11 
-2.38 	20.66 
-0.85 	21.86 
0.34 	23.84 
0.86 	24.90 
2.91 	26.74 
3.59 	28.44 
5.27 	29.33 
5.83 	30.73 
7.25 	31.39 
8.04 	32.83 
9.25 	33.64 
10.18 	35.34 
10.92 	35.71 
11.42 	35.92 
11.59 	36.26 
12.05 	36.71 
13.14 	38.41 
14.02 	39.89 
15.79 	41.44 
16.77 	42.37 
19.01 	44.16 
20.31 	45.31 
21.27 	46.53 
23.85 	48.40 
26.09 	50.07 
26.71 	50.82 
28.95 	51.86 
29.99 	53.27 
32.40 	54.66 
34.29 	55.89 
35.52 	57.74 
38.43 	59.14 
40.46 	60.05 
42.77 	61.66 
45.77 	63.11 
48.78 	64.38 
49.45 	65.45 
53.18 	66.63 
55.40 	67.23 
56.72 	67.20 
58.33 	68.15 
58.69 	66.66 
63.06 	67.28 
63.17 	66.75 
63.17 	66.40 
63.17 	66.09 
63.18 	65.92 
63.22 	65.69 
63.20 	67.44 
63.22 	67.44 
63.22 	67.24 
63.22 	67.34 
66.27 	67.11 
67.66 	67.05 
67.66 	66.85 
68.82 	66.75 
70.44 	67.39 
70.83 	67.07 
72.49 	67.31 
73.07 	67.09 
73.38 	67.03 
75.45 	67.05 
75.45 	66.85 
75.67 	66.61 
75.66 	66.44 
75.66 	66.27 
75.69 	66.16 
75.64 	62.26 
75.55 	56.84 
74.92 	50.81 
73.81 	48.03 
72.71 	45.65 
72.00 	44.28 
71.35 	42.84 
69.94 	40.75 
68.90 	39.31 
68.32 	39.00 
68.23 	38.86 
67.40 	36.97 
66.01 	34.58 
65.01 	32.56 
63.15 	29.40 
61.10 	26.93 
60.48 	26.07 
58.45 	24.62 
55.81 	21.13 
54.16 	18.62 
53.12 	17.67 
50.40 	15.09 
48.97 	13.07 
47.32 	11.88 
45.44 	9.72 
43.44 	7.81 
42.27 	6.04 
37.67 	2.82 
36.64 	1.83 
36.00 	1.27 
34.17 	0.33 
32.07 	-1.87 
31.93 	-2.13 
29.90 	-3.18 
28.59 	-4.21 
26.28 	-6.65 
24.77 	-7.11 
23.32 	-8.27 
21.55 	-9.75 
19.46 	-11.64 
17.70 	-13.25 
12.38 	-17.63 
9.10 	-20.33 
5.87 	-23.25 
3.22 	-26.17 
2.68 	-26.66 
0.46 	-27.79 
-3.11 	-31.46 
-5.76 	-34.43 
-7.43 	-36.08 
-11.57 	-39.16 
-13.17 	-41.03 
-15.49 	-42.58 
-15.89 	-42.95 
-18.40 	-45.24 
-19.85 	-47.07 
-25.16 	-51.88 
-28.55 	-53.57 
-31.34 	-55.32 
-31.64 	-55.99 
-34.37 	-57.17 
-35.94 	-59.46 
-40.59 	-62.50 
-42.08 	-63.84 
-45.78 	-65.59 
-46.80 	-66.16 
-52.60 	-67.54 
-53.76 	-68.35 
-56.43 	-69.25 
-56.79 	-69.10 
-59.08 	-69.03 
-62.71 	-69.47 
-65.14 	-69.24 
-69.17 	-69.67 
-69.17 	-69.87 
-72.88 	-70.54 
-72.91 	-69.89 
-75.07 	-69.82 
-75.08 	-69.44 
-75.07 	-69.23 
-75.10 	-69.04 
-75.10 	-68.79 
-75.08 	-68.68 
-75.10 	-68.42 
-75.12 	-68.11 
-75.15 	-67.49 
-74.93 	-59.12 
-74.33 	-53.16 
-72.79 	-50.25 
-71.60 	-48.32 
-69.86 	-45.04 
-69.59 	-44.76 
-68.57 	-42.73 
-68.00 	-40.57 
-66.47 	-38.47 
-64.01 	-34.05 
-61.39 	-30.15 
-59.27 	-27.19 
-58.58 	-25.88 
-55.53 	-23.08 
-55.43 	-23.07 
-53.51 	-21.14 
-51.03 	-17.57 
-47.66 	-14.44 
-47.61 	-14.30 
-45.64 	-11.91 
-45.47 	-11.61 
-43.45 	-9.76 
-42.25 	-8.57 
-41.09 	-7.38 
-40.11 	-6.89 
-39.75 	-6.50 
-38.30 	-5.12 
-36.80 	-3.59 
-35.74 	-2.12 
-33.10 	-0.37 
-31.29 	1.03 
-30.21 	2.34 
-30.14 	1.83 
-27.90 	4.43 
-25.88 	7.03 
-24.92 	7.73 
-22.66 	9.95 
-19.56 	12.69 
-18.42 	13.04 
-15.06 	15.17 
-11.19 	18.79 
-10.36 	20.10 
-7.47 	23.25 
-5.90 	23.77 
-4.02 	24.55 
-1.90 	25.94 
-0.71 	27.30 
0.77 	27.91 
1.70 	29.75 
3.54 	30.91 
4.11 	32.41 
6.16 	33.09 
7.51 	34.68 
7.71 	35.09 
8.75 	35.46 
9.47 	35.99 
10.50 	36.46 
11.93 	37.55 
13.38 	38.90 
14.81 	40.06 
16.31 	40.64 
17.58 	42.05 
18.67 	43.81 
22.79 	45.20 
24.75 	46.88 
26.90 	48.41 
27.33 	48.64 
31.73 	50.28 
32.76 	51.24 
33.42 	51.57 
37.19 	53.28 
39.10 	54.56 
42.18 	56.07 
43.20 	56.70 
48.37 	58.47 
49.76 	59.27 
50.59 	59.62 
54.81 	60.83 
55.62 	61.86 
59.17 	62.73 
63.24 	63.52 
64.32 	64.35 
64.82 	64.71 
66.97 	65.46 
69.33 	65.53 
69.83 	66.40 
70.35 	65.18 
72.37 	65.39 
75.71 	65.65 
74.85 	49.22 
74.55 	47.79 
73.81 	46.74 
72.44 	44.18 
70.92 	39.87 
70.32 	39.46 
69.90 	39.23 
69.82 	39.04 
69.27 	38.48 
68.25 	36.31 
67.18 	34.21 
66.78 	33.32 
65.61 	32.44 
64.60 	31.01 
63.10 	28.87 
61.67 	27.54 
60.34 	24.99 
59.33 	23.00 
55.69 	19.74 
54.04 	18.05 
52.33 	15.92 
51.18 	14.04 
49.97 	13.61 
47.46 	10.92 
44.94 	9.09 
43.15 	7.11 
40.94 	4.42 
39.50 	2.88 
38.57 	2.59 
37.69 	2.28 
36.62 	1.06 
35.12 	-0.55 
32.93 	-2.80 
30.43 	-3.96 
28.18 	-5.97 
26.63 	-7.81 
24.20 	-9.21 
21.15 	-11.61 
19.12 	-13.69 
18.48 	-14.03 
16.64 	-14.75 
13.88 	-16.70 
11.64 	-19.20 
10.74 	-20.55 
7.04 	-21.83 
5.70 	-23.09 
4.09 	-24.82 
2.70 	-26.81 
-2.47 	-29.36 
-4.30 	-31.10 
-5.47 	-32.73 
-9.17 	-34.70 
-10.64 	-37.35 
-15.24 	-39.71 
-15.46 	-39.92 
-18.16 	-41.34 
-20.52 	-43.65 
-20.63 	-43.85 
-22.25 	-44.28 
-24.02 	-46.11 
-24.43 	-47.07 
-28.12 	-48.25 
-29.83 	-49.81 
-30.24 	-50.38 
-33.38 	-51.47 
-33.62 	-52.23 
-36.06 	-52.83 
-39.06 	-54.86 
-41.35 	-56.23 
-44.09 	-57.86 
-45.06 	-58.32 
-50.05 	-60.93 
-52.86 	-62.26 
-55.31 	-63.46 
-57.29 	-64.36 
-62.73 	-66.34 
-66.43 	-67.73 
-71.74 	-69.63 
-72.43 	-67.50 
-74.19 	-67.20 
-74.95 	-67.01 
-75.20 	-66.81 
-75.12 	-65.66 
-74.30 	-48.99 
-71.10 	-43.78 
-69.31 	-41.69 
-67.23 	-38.35 
-65.66 	-34.48 
-65.07 	-33.74 
-63.99 	-32.63 
-62.58 	-30.41 
-61.54 	-28.55 
-60.92 	-26.90 
-59.63 	-25.53 
-58.46 	-24.93 
-57.34 	-23.68 
-55.79 	-21.57 
-55.31 	-20.74 
-53.84 	-19.98 
-52.95 	-18.57 
-52.34 	-18.19 
-51.12 	-16.76 
-50.60 	-15.53 
-48.28 	-13.96 
-47.57 	-12.82 
-47.30 	-12.28 
-46.05 	-11.60 
-45.11 	-10.45 
-44.78 	-9.51 
-43.63 	-8.39 
-42.08 	-7.28 
-41.75 	-6.99 
-40.85 	-6.43 
-40.16 	-5.35 
-39.16 	-3.23 
-36.65 	-2.18 
-35.34 	-0.07 
-31.62 	2.46 
-29.83 	4.84 
-27.64 	5.37 
-24.54 	8.58 
-21.30 	11.86 
-17.01 	14.41 
-14.30 	17.40 
-10.55 	20.62 
-7.29 	22.10 
-5.14 	24.87 
-2.95 	25.32 
-1.14 	27.99 
2.03 	29.53 
4.13 	32.20 
4.83 	32.50 
8.42 	34.41 
9.02 	35.20 
10.61 	35.97 
11.31 	36.39 
14.22 	38.27 
16.39 	40.10 
17.24 	41.69 
21.32 	43.43 
23.40 	45.08 
24.41 	45.73 
29.40 	48.23 
31.74 	50.10 
38.64 	52.08 
42.56 	54.77 
44.11 	56.22 
53.90 	60.03 
55.19 	60.72 
62.94 	63.00 
64.10 	64.42 
72.02 	66.09 
72.49 	64.41 
75.09 	64.41 
72.97 	44.23 
72.69 	43.29 
70.25 	39.52 
70.18 	38.93 
70.14 	38.92 
68.75 	36.90 
66.04 	31.27 
63.55 	27.69 
61.19 	25.22 
58.05 	21.76 
55.30 	18.27 
51.81 	14.39 
49.11 	12.85 
45.51 	9.21 
42.91 	5.97 
42.41 	5.75 
39.94 	4.02 
38.67 	2.12 
38.01 	1.81 
36.55 	0.99 
33.85 	-2.17 
33.38 	-2.90 
30.16 	-4.41 
26.73 	-7.99 
26.13 	-8.47 
23.92 	-9.65 
20.62 	-12.59 
18.94 	-14.62 
11.33 	-19.77 
9.16 	-21.32 
4.58 	-23.54 
1.42 	-26.97 
0.34 	-28.50 
-5.26 	-31.00 
-8.95 	-35.71 
-13.79 	-38.20 
-16.03 	-39.25 
-16.63 	-40.14 
-21.47 	-42.39 
-21.71 	-42.98 
-27.26 	-46.63 
-30.17 	-47.93 
-32.29 	-49.71 
-36.32 	-51.52 
-39.39 	-53.31 
-46.26 	-56.12 
-49.04 	-58.65 
-52.77 	-60.09 
-53.32 	-60.32 
-58.20 	-61.99 
-58.99 	-62.46 
-62.25 	-63.22 
-64.95 	-65.14 
-66.45 	-66.14 
-72.81 	-67.77 
-80.08 	-68.17 
-80.94 	-69.62 
-82.37 	-53.13 
-81.06 	-49.67 
-79.61 	-46.83 
-77.18 	-42.87 
-77.15 	-42.89 
-76.58 	-41.29 
-73.86 	-37.03 
-73.58 	-36.78 
-72.26 	-33.91 
-70.17 	-30.34 
-68.70 	-27.56 
-67.68 	-26.12 
-65.16 	-24.07 
-63.54 	-21.67 
-62.35 	-20.76 
-61.30 	-19.17 
-60.18 	-17.44 
-58.84 	-15.99 
-56.68 	-14.61 
-54.34 	-12.00 
-52.83 	-9.66 
-50.34 	-8.19 
-49.79 	-7.72 
-49.33 	-7.44 
-47.76 	-6.51 
-45.18 	-3.60 
-42.89 	-0.90 
-39.18 	0.94 
-37.08 	3.76 
-33.41 	6.55 
-31.55 	8.45 
-27.55 	10.31 
-27.43 	10.67 
-24.83 	12.53 
-20.71 	16.29 
-15.13 	19.68 
-13.89 	21.08 
-9.72 	23.45 
-5.93 	26.86 
1.30 	31.41 
5.40 	34.45 
8.26 	35.32 
9.49 	37.37 
15.79 	41.76 
22.49 	45.80 
27.06 	47.63 
34.02 	49.82 
36.76 	52.05 
40.12 	52.38 
41.75 	54.13 
45.23 	55.13 
48.63 	55.95 
49.30 	56.64 
52.31 	57.85 
55.17 	59.20 
57.88 	60.99 
60.93 	61.57 
64.41 	61.81 
65.90 	62.26 
67.70 	64.79 
76.62 	67.24 
77.67 	65.38 
80.10 	65.24 
85.60 	66.12 
85.61 	65.99 
85.61 	65.74 
88.54 	66.56 
88.56 	66.35 
88.66 	66.13 
90.27 	66.73 
91.97 	66.65 
94.11 	67.06 
94.12 	66.72 
94.18 	66.59 
96.86 	67.26 
100.89 	67.62 
101.52 	67.62 
101.55 	67.34 
101.53 	67.17 
101.55 	67.00 
101.53 	66.76 
101.69 	66.61 
101.70 	66.51 
101.72 	65.86 
101.57 	57.05 
101.57 	56.88 
101.26 	52.45 
100.67 	48.08 
98.43 	44.05 
98.12 	43.65 
97.73 	42.73 
96.07 	39.50 
95.74 	38.62 
91.85 	32.69 
91.45 	32.25 
87.20 	27.10 
83.74 	22.79 
80.98 	20.07 
80.07 	18.83 
76.86 	15.32 
75.14 	13.18 
70.90 	9.45 
66.72 	6.57 
64.87 	4.83 
63.36 	4.48 
61.15 	2.03 
60.12 	1.03 
55.66 	-2.43 
51.81 	-5.18 
47.27 	-7.87 
43.41 	-10.42 
38.93 	-12.65 
38.29 	-12.85 
35.50 	-14.60 
29.37 	-18.08 
26.23 	-19.31 
21.96 	-21.37 
19.34 	-22.86 
16.83 	-23.71 
16.31 	-24.17 
14.79 	-25.42 
13.59 	-26.09 
10.55 	-26.75 
8.71 	-27.28 
7.11 	-29.99 
4.28 	-30.27 
3.42 	-31.61 
0.61 	-32.34 
-0.14 	-33.56 
-4.66 	-35.70 
-4.69 	-33.46 
-4.76 	-32.96 
-4.76 	-32.92 
-6.19 	-36.12 
-6.59 	-36.91 
-8.83 	-37.51 
-12.20 	-39.67 
-14.94 	-41.59 
-18.63 	-42.97 
-20.11 	-43.87 
-21.90 	-45.60 
-22.45 	-45.79 
-27.60 	-47.34 
-29.02 	-48.19 
-30.52 	-49.40 
-31.27 	-49.48 
-32.15 	-50.45 
-35.96 	-51.89 
-37.17 	-52.97 
-39.87 	-53.54 
-40.92 	-54.88 
-46.68 	-56.49 
-49.50 	-58.12 
-50.83 	-59.37 
-55.34 	-60.09 
-58.56 	-61.02 
-62.21 	-62.46 
-63.78 	-63.51 
-64.90 	-64.27 
-69.91 	-64.66 
-71.65 	-66.07 
-74.14 	-65.53 
-74.96 	-66.73 
-77.75 	-67.39 
-78.15 	-65.45 
-78.98 	-65.30 
-78.94 	-64.89 
-80.30 	-65.41 
-88.55 	-66.49 
-88.80 	-66.32 
-90.59 	-66.71 
-92.95 	-66.78 
-94.86 	-66.87 
-96.12 	-66.41 
-97.29 	-66.29 
-97.31 	-65.74 
-97.29 	-65.54 
-97.32 	-65.30 
-97.96 	-65.77 
-100.34 	-66.09 
-100.34 	-65.98 
-100.36 	-65.64 
-100.37 	-65.48 
-100.34 	-65.26 
-100.29 	-56.53 
-100.18 	-53.77 
-98.87 	-47.84 
-98.03 	-46.42 
-95.96 	-43.24 
-93.19 	-38.18 
-90.83 	-33.01 
-88.50 	-29.85 
-85.71 	-26.21 
-84.35 	-24.19 
-82.09 	-22.05 
-78.51 	-17.82 
-75.60 	-13.61 
-72.67 	-11.13 
-71.96 	-10.86 
-69.24 	-8.18 
-67.54 	-6.11 
-62.23 	-2.54 
-60.11 	0.38 
-53.77 	4.19 
-50.33 	6.64 
-46.28 	8.99 
-42.52 	11.39 
-35.37 	16.24 
-32.07 	18.65 
-25.76 	21.76 
-21.68 	23.55 
-16.60 	25.55 
-15.72 	26.37 
-12.27 	28.34 
-11.58 	28.51 
-7.21 	30.35 
-6.91 	30.60 
-6.12 	31.08 
-4.35 	32.33 
-1.69 	33.04 
-1.13 	33.29 
0.08 	32.97 
0.11 	31.19 
0.11 	31.05 
0.27 	30.24 
1.04 	32.16 
1.11 	32.41 
1.39 	33.28 
2.06 	34.35 
2.73 	34.84 
3.65 	35.20 
4.54 	35.93 
6.42 	37.95 
7.56 	38.71 
16.03 	42.88 
21.56 	45.93 
24.87 	47.52 
34.91 	50.24 
37.02 	52.13 
47.04 	55.69 
50.54 	56.94 
60.20 	59.06 
61.32 	59.53 
65.34 	60.90 
68.63 	61.70 
73.11 	63.69 
81.50 	65.41 
82.48 	64.38 
84.30 	64.26 
84.36 	64.51 
84.37 	63.44 
91.76 	65.31 
94.64 	65.81 
94.64 	65.46 
94.66 	65.26 
99.53 	66.34 
100.64 	66.48 
100.64 	66.27 
100.62 	66.10 
100.65 	65.79 
100.64 	65.48 
100.64 	65.34 
100.67 	63.28 
100.48 	55.18 
100.15 	49.97 
99.24 	45.24 
98.93 	43.30 
98.40 	42.35 
98.38 	41.83 
97.95 	41.66 
95.69 	36.09 
94.90 	34.49 
92.01 	31.48 
88.20 	26.29 
87.96 	25.32 
84.70 	22.54 
79.88 	16.80 
73.37 	10.76 
72.11 	9.56 
68.97 	7.86 
67.65 	6.07 
67.08 	5.84 
64.84 	3.93 
63.30 	2.10 
61.89 	0.73 
59.24 	-1.52 
55.45 	-4.20 
54.12 	-5.19 
51.06 	-6.13 
49.14 	-7.57 
47.30 	-8.15 
44.54 	-9.66 
42.03 	-12.75 
34.04 	-16.73 
33.24 	-17.46 
24.41 	-21.66 
18.29 	-24.56 
14.79 	-26.22 
7.13 	-29.09 
7.01 	-29.47 
1.80 	-32.20 
-2.00 	-34.79 
-4.71 	-36.06 
-8.84 	-36.89 
-11.15 	-38.02 
-16.18 	-41.45 
-20.58 	-42.22 
-23.18 	-43.71 
-24.56 	-45.34 
-31.26 	-48.03 
-36.77 	-50.19 
-42.90 	-53.20 
-51.00 	-55.67 
-53.38 	-56.47 
-60.39 	-58.00 
-66.19 	-59.65 
-72.46 	-60.75 
-72.55 	-61.18 
-77.96 	-63.39 
-81.72 	-64.26 
-83.99 	-65.21 
-84.45 	-62.95 
-87.04 	-63.01 
-89.93 	-63.30 
-92.17 	-63.68 
-92.21 	-63.25 
-95.27 	-64.18 
-99.60 	-64.73 
-100.17 	-64.68 
-100.17 	-64.30 
-100.17 	-64.13 
-100.15 	-64.02 
-100.15 	-63.78 
-100.18 	-60.83 
-98.44 	-46.25 
-98.41 	-45.48 
-96.69 	-43.42 
-94.57 	-39.26 
-92.93 	-35.86 
-92.38 	-34.68 
-89.81 	-30.99 
-87.81 	-26.94 
-85.13 	-23.42 
-82.75 	-20.35 
-80.63 	-18.68 
-79.53 	-16.74 
-77.84 	-15.34 
-76.38 	-13.11 
-75.69 	-12.58 
-74.02 	-11.35 
-73.83 	-10.77 
-73.14 	-10.14 
-70.57 	-7.84 
-69.60 	-6.03 
-67.14 	-4.71 
-65.57 	-3.32 
-63.68 	-1.57 
-62.15 	1.32 
-58.53 	2.18 
-55.84 	4.51 
-53.74 	6.98 
-49.24 	8.49 
-48.97 	9.02 
-45.71 	11.60 
-42.76 	12.18 
-40.78 	15.05 
-36.77 	17.75 
-30.88 	20.53 
-27.04 	22.97 
-22.09 	25.90 
-18.42 	26.83 
-14.75 	28.49 
-9.53 	30.74 
-4.61 	32.73 
-1.88 	33.62 
1.61 	36.70 
9.88 	40.58 
16.07 	41.77 
19.56 	42.44 
22.58 	43.61 
27.20 	45.65 
27.66 	46.32 
33.50 	49.70 
36.95 	50.60 
42.79 	51.63 
46.56 	52.93 
51.81 	54.53 
57.69 	56.46 
62.86 	57.36 
63.25 	57.70 
69.21 	59.48 
75.47 	61.79 
81.41 	63.04 
81.70 	62.58 
86.89 	64.64 
90.16 	64.33 
90.30 	64.74 
95.00 	66.06 
96.02 	66.67 
96.86 	65.43 
99.96 	65.75 
100.93 	65.56 
100.91 	65.25 
100.91 	61.35 
99.48 	43.52 
98.69 	41.57 
97.16 	36.27 
95.62 	32.43 
93.37 	30.69 
87.97 	23.02 
85.25 	21.79 
81.93 	17.12 
79.26 	14.20 
72.45 	8.81 
69.06 	6.01 
68.73 	5.58 
67.42 	4.65 
63.51 	0.86 
62.67 	-0.76 
54.60 	-6.24 
50.40 	-9.30 
42.30 	-13.51 
38.31 	-15.69 
32.69 	-18.25 
30.30 	-19.83 
22.51 	-22.80 
21.84 	-23.56 
16.10 	-25.14 
15.81 	-25.52 
10.45 	-28.42 
3.80 	-31.90 
-2.45 	-33.69 
-2.88 	-34.86 
-12.44 	-39.61 
-19.68 	-42.35 
-22.76 	-42.64 
-26.97 	-43.83 
-29.14 	-44.45 
-33.77 	-46.40 
-37.42 	-47.36 
-41.35 	-48.99 
-42.04 	-49.83 
-48.66 	-52.78 
-52.46 	-53.74 
-55.63 	-53.97 
-58.29 	-55.63 
-62.71 	-57.03 
-67.02 	-58.24 
-70.50 	-59.65 
-72.98 	-59.36 
-76.63 	-60.56 
-80.82 	-62.64 
-84.45 	-62.29 
-88.26 	-63.55 
-89.45 	-62.63 
-90.81 	-63.27 
-92.66 	-64.97 
-93.21 	-62.75 
-97.91 	-62.60 
-100.39 	-63.27 
-100.39 	-62.65 
-100.39 	-62.51 
-100.39 	-62.00 
-100.42 	-61.89 
-100.41 	-60.41 
-98.41 	-43.59 
-97.65 	-40.88 
-95.17 	-37.91 
-93.52 	-33.69 
-90.97 	-30.14 
-88.62 	-25.91 
-84.40 	-19.76 
-83.85 	-19.50 
-80.04 	-15.58 
-79.60 	-14.17 
-76.43 	-11.74 
-75.96 	-10.59 
-72.36 	-6.23 
-66.78 	-1.72 
-62.16 	1.57 
-60.97 	3.93 
-54.05 	9.38 
-48.00 	13.01 
-44.78 	14.96 
-36.53 	19.52 
-28.81 	21.86 
-25.40 	23.50 
-22.88 	24.46 
-22.87 	24.81 
-19.68 	25.49 
-16.49 	27.17 
-13.12 	30.50 
-6.48 	32.47 
-3.86 	33.06 
-2.69 	34.46 
-0.16 	34.89 
3.34 	36.75 
4.18 	37.49 
10.21 	39.45 
14.21 	40.99 
14.79 	41.22 
19.65 	43.41 
21.61 	44.42 
26.77 	46.24 
36.83 	48.72 
40.12 	49.74 
44.20 	50.93 
50.68 	53.62 
55.07 	54.57 
60.15 	56.24 
62.91 	57.20 
70.75 	59.93 
75.88 	61.47 
81.27 	61.95 
81.51 	62.27 
84.29 	64.05 
86.89 	63.67 
87.44 	64.21 
92.59 	65.17 
97.60 	67.03 
98.38 	65.40 
99.76 	65.38 
103.81 	66.40 
104.94 	66.27 
104.98 	66.03 
104.98 	65.86 
104.96 	65.71 
104.98 	65.55 
109.32 	67.06 
109.34 	66.72 
110.80 	66.64 
110.78 	66.32 
112.30 	66.95 
113.42 	67.09 
115.47 	67.32 
119.12 	67.44 
120.81 	67.60 
120.84 	67.33 
120.88 	67.23 
122.03 	67.59 
122.12 	67.33 
123.27 	67.44 
123.29 	67.24 
125.51 	67.55 
125.55 	67.35 
125.58 	67.22 
125.60 	67.12 
125.60 	66.95 
125.63 	66.71 
125.55 	60.77 
124.81 	48.18 
124.41 	45.47 
124.19 	44.12 
123.98 	43.85 
121.98 	37.05 
121.90 	36.11 
116.71 	29.05 
115.21 	26.20 
111.40 	22.10 
107.46 	17.50 
104.75 	14.79 
98.66 	10.31 
95.76 	7.61 
95.57 	7.24 
88.25 	1.46 
86.73 	0.15 
79.71 	-4.33 
76.23 	-7.03 
71.01 	-9.35 
62.31 	-13.95 
60.27 	-15.30 
53.64 	-17.79 
49.16 	-20.56 
45.25 	-21.87 
36.53 	-25.06 
30.14 	-27.53 
21.44 	-30.72 
11.86 	-34.40 
-1.09 	-38.36 
-3.07 	-39.65 
-12.32 	-42.93 
-21.35 	-45.69 
-27.38 	-47.96 
-34.99 	-49.83 
-39.23 	-51.37 
-43.02 	-53.02 
-48.38 	-54.91 
-68.24 	-58.56 
-70.79 	-61.18 
-78.56 	-62.56 
-93.22 	-64.13 
-98.44 	-65.89 
-104.56 	-67.55 
-107.23 	-64.25 
-110.18 	-64.17 
-110.23 	-63.45 
-115.76 	-63.60 
-121.46 	-64.53 
-121.48 	-64.23 
-123.32 	-64.56 
-124.32 	-64.78 
-125.18 	-64.57 
-125.16 	-64.33 
-125.16 	-64.09 
-125.15 	-63.80 
-125.16 	-63.64 
-125.16 	-63.43 
-125.18 	-62.95 
-125.15 	-56.15 
-113.67 	-25.44 
