"Hamilton 2002, UCI-1"	
-2.8448	-13.59376526
-3.0734	-14.60351156
-3.2766	-15.73780807
-3.4925	-16.87210459
-3.7041582	-18.09536553
-3.9158418	-19.1807316
-4.1656	-20.22161546
-4.3476418	-21.4226353
-4.572	-22.49020849
-4.7752	-23.53109234
-4.9784	-24.66538886
-5.1816	-25.64399761
-5.3848	-26.4446775
-5.6134	-27.40549337
-5.7658	-28.26400014
-5.9986418	-28.90899228
-6.2103	-29.51395042
-6.4008	-30.21676943
-6.6082418	-30.81283113
-6.8326	-31.60461457
-6.985	-32.36970869
-7.2136	-32.95242572
-7.4422	-33.65969296
-7.5946	-34.36251198
-7.8232	-34.95857367
-8.0518	-35.69253024
-8.255	-36.25745438
-8.4074	-36.7956892
-8.636	-37.33837224
-8.8138	-37.96557148
-9.017	-38.57052962
-9.1016582	-39.00645534
-9.017	-39.60696526
-8.8180418	-38.83742292
-8.5640418	-35.52794604
-8.2084418	-31.36885883
-7.6708	-27.78804043
-7.0358	-24.41628844
-6.4008	-21.27584398
-5.7658	-18.32222483
-5.1562	-15.48870766
-4.5466	-12.76639604
-3.9116	-10.20422038
-3.3485582	-7.744353832
-2.7686	-5.56472524
-2.2309582	-3.500750411
-1.7018	-1.730358208
-1.1599418	-0.475959713
-0.5926582	0.662785021
-0.0719582	2.197421478
0.4529582	3.758747265
0.9736582	5.34231416
1.5494	7.174981465
2.1336	8.89644323
2.6416	10.88035007
3.2258	12.99325534
3.8608	14.92823174
4.3942	17.08561922
4.953	19.33641936
5.4356	21.45822107
5.969	23.74460698
6.5108582	26.08437155
7.0527418	28.30848236
7.5819	30.71052203
8.1026	32.90794351
8.7122	35.08312388
9.1948	37.20492559
9.7028	39.00645534
10.0584	40.07847675
9.3218	38.01895014
9.2075	35.24325986
8.9408	32.28074426
8.509	30.00770301
8.0264	27.78804043
7.5692	25.75965137
7.1628	23.80243386
6.7056	21.93418078
6.35	20.19492613
5.969	18.50905014
5.5626	16.86765636
5.2324	15.38195034
4.8514	13.83841744
4.5212	12.46391697
4.0386	10.67128365
3.7084	9.394644051
3.3782	8.15359022
3.048	7.014845487
2.7474418	5.778239878
2.4214582	4.786286458
2.1209	3.7454026
1.8245582	2.935826266
1.5621	2.063974829
1.2827	1.289984268
1.0244582	0.582717032
0.7831582	-0.008896443
0.5418582	-0.622751026
0.2836418	-1.143192955
0.0127	-1.770392203
-0.2032	-2.566623872
-0.4826	-3.349510876
-0.8128	-4.230258756
-1.0922	-5.026490425
-1.3716	-5.871652532
-1.6002	-6.734607525
-1.8542	-7.624251848
-2.2098	-8.585067717
-2.413	-9.554780029
-2.7178	-10.50225123
-2.9718	-11.49420465
-3.2300418	-12.46391697
-3.4798	-13.42918106
-3.7592	-14.45227203
-4.0386	-15.48870766
-4.2672	-16.44952353
-4.5466	-17.52154494
-4.7752	-18.50905014
-5.08	-19.51434823
-5.3594	-20.81322894
-5.5837582	-21.94752545
-5.842	-22.93503065
-6.096	-24.06932716
-6.35	-25.07907347
-6.5786	-26.22671464
-6.8326	-27.26315028
-6.985	-28.14834638
-7.239	-29.29153933
-7.493	-30.32352675
-7.6708	-31.24430862
-7.8994	-32.25850315
-8.2042	-33.34386923
-8.4074	-34.22016888
-8.6106	-35.22101875
-8.8392	-36.17738639
-9.0424	-37.01365206
-9.3218	-37.97001971
-9.5207582	-38.74401027
-9.7536	-39.6558957
-9.5969582	-40.40764515
-10.16	-40.2741985
-9.1270582	-37.13820226
-8.7841582	-32.95242572
-8.2804	-29.10471403
-7.5692	-25.73296204
-6.8834	-22.54358714
-6.223	-19.39424624
-5.5626	-16.54738441
-4.9022	-13.80727989
-4.2418	-11.1338987
-3.6068	-8.611757047
-2.9718	-6.303130028
-2.3749	-4.243603421
-1.8118582	-2.330868126
-1.2403582	-0.756197675
-0.6434582	0.355857729
-0.0381	1.690324214
0.5418582	3.19382312
1.1133582	4.888595555
1.8034	7.112706362
2.3876	9.154440084
2.9718	11.08496826
3.556	13.11335732
4.1656	15.40863967
4.7752	17.57047538
5.4102	19.87465418
5.9944	22.12545431
6.5828418	24.43852955
7.2220582	26.76494946
7.6454	29.2025749
8.636	33.12145815
8.89	35.39449939
9.6774	37.75650507
10.1092	39.90499611
10.2362	39.07762689
9.9568	36.58217456
9.4742	33.64190007
8.9154	31.15534419
8.4074	28.85116539
7.9502	26.6715368
7.4676	24.5719762
6.985	22.68148201
6.5786	20.80878071
6.1722	18.93163119
5.7912	17.38365007
5.334	15.54653454
4.9784	14.03858742
4.5466	12.46391697
4.2164	10.98265917
3.8608	9.599262245
3.4798	8.411587074
3.1453582	7.059327703
2.794	6.03178851
2.4426418	4.888595555
2.1166582	3.785436594
1.8034	2.97586026
1.5113	1.997251505
1.2065	1.330018263
0.9271	0.489304378
0.635	-0.106757319
0.3683	-0.68947435
0.0719582	-1.370052257
-0.2116582	-2.019492613
-0.4572	-2.900240493
-0.8382	-3.905538578
-1.143	-4.817424009
-1.4478	-5.733757662
-1.7018	-6.654539536
-2.032	-7.593114297
-2.3368	-8.48275862
-2.6416	-9.568124694
-2.921	-10.54228523
-3.2004	-11.48530821
-3.5052	-12.50395096
-3.7634418	-13.68272969
-4.0470582	-14.69247599
-4.318	-15.68887764
-4.6058582	-16.81872593
-4.9022	-17.87295445
-5.1816	-18.8915972
-5.4356	-20.11485814
-5.715	-21.11570801
-5.9944	-22.29893496
-6.2272418	-23.46436902
-6.5024	-24.41628844
-6.7564	-25.59506717
-6.985	-26.75160479
-7.2644	-27.73466177
-7.493	-28.86451006
-7.6962	-29.94987613
-7.9756	-31.05748332
-8.2296	-32.08502251
-8.4836	-33.16594036
-8.7122	-34.22016888
-8.9408	-35.27439741
-9.1948	-36.43538325
-8.8392	-37.36950979
-9.5758	-37.13820226
-8.6868	-31.33327306
-7.9248	-27.54338824
-7.239	-23.98925917
-6.5024	-20.7642985
-5.7912	-17.67278448
-5.1054	-14.78588865
-4.3942	-12.01019836
-3.7084	-9.385747608
-3.048	-6.925881055
-2.4511	-4.817424009
-1.8711418	-2.886895828
-1.3927582	-1.143192955
-0.9609582	-0.048930438
-0.6223	0.934126539
-0.3175	1.15653762
-0.1566418	1.779288646
-0.0381	1.957217511
0.0169418	1.877149522
0.0846582	1.939424624
0.0973582	1.886045965
0.1016	1.823770862
0.0931418	1.805977976
0.1016	1.926079959
0.1016	1.823770862
0.0762	1.810426197
0.0762	1.886045965
0.1016	1.783736868
0.127	1.886045965
0.127	1.810426197
0.1016	1.805977976
0.1016	1.832667305
0.1016	1.783736868
0.1016	1.810426197
0.1016	1.783736868
0.1016	1.730358208
0.1016	1.850460192
0.0973582	1.783736868
0.1016	1.837115527
0.1016	1.810426197
0.1016	1.779288646
0.1016	1.805977976
0.1016	1.792633311
0.1016	1.797081532
0.1016	1.805977976
0.1016	1.797081532
0.1016	1.792633311
0.1058418	1.792633311
0.1016	1.819322641
0.1016	1.725909987
0.1100582	1.752599316
0.1016	1.837115527
0.1143	1.743702873
0.1185418	1.783736868
0.1016	1.717013543
0.127	1.779288646
0.127	1.690324214
0.1016	1.725909987
0.1016	1.819322641
0.1016	1.757047538
0.1016	1.717013543
0.1016	1.739254651
0.1016	1.819322641
0.1016	1.757047538
0.1016	1.717013543
0.1058418	1.685875992
0.1016	1.819322641
0.1016	1.770392203
0.1016	1.730358208
0.1016	1.779288646
0.1016	1.699220657
0.1016	1.676979549
0.1016	1.739254651
0.1016	1.690324214
0.1016	1.703668879
0.1016	1.770392203
0.1016	1.765943981
0.1016	1.743702873
0.1016	1.752599316
0.1016	1.757047538
0.1016	1.725909987
0.1016	1.730358208
0.1016	1.712565322
0.1016	1.717013543
0.1016	1.739254651
0.1016	1.717013543
0.1058418	1.676979549
0.1058418	1.712565322
0.1016	1.757047538
0.1016	1.819322641
0.1016	1.752599316
0.1016	1.752599316
0.1058418	1.739254651
0.1100582	1.712565322
0.1016	1.717013543
0.1016	1.752599316
0.1100582	1.703668879
0.1058418	1.676979549
0.1016	1.765943981
0.1016	1.739254651
0.1016	1.663634884
0.1016	1.685875992
0.0973582	1.765943981
0.1058418	1.743702873
0.1016	1.703668879
0.1016	1.743702873
0.1016	1.717013543
0.1016	1.752599316
0.1016	1.743702873
0.1016	1.730358208
0.1016	1.739254651
0.1016	1.752599316
0.1058418	1.685875992
0.1016	1.739254651
0.1100582	1.783736868
0.1016	1.805977976
0.1016	1.730358208
0.1016	1.663634884
0.1143	1.725909987
0.1016	1.730358208
0.1058418	1.672531327
0.1058418	1.636945554
0.1100582	1.743702873
0.1016	1.712565322
0.1016	1.645841998
0.1016	1.690324214
0.1016	1.725909987
0.1016	1.685875992
0.1016	1.805977976
0.1016	1.712565322
0.1016	1.650290219
0.1016	1.743702873
0.1016	1.725909987
0.1016	1.690324214
0.1016	1.685875992
0.1016	1.676979549
0.1016	1.690324214
0.0973582	1.636945554
0.1058418	1.685875992
0.1016	1.650290219
0.1016	1.717013543
0.1016	1.676979549
0.1016	1.823770862
0.1100582	1.739254651
0.1016	1.663634884
0.1058418	1.672531327
0.1016	1.663634884
0.1100582	1.699220657
0.1016	1.623600889
0.1058418	1.725909987
0.1016	1.712565322
0.1016	1.703668879
0.1016	1.645841998
0.1016	1.645841998
0.0973582	1.725909987
0.1016	1.636945554
0.1016	1.712565322
0.1016	1.757047538
0.1016	1.770392203
0.1016	1.663634884
0.1016	1.730358208
0.1016	1.659186662
0.1016	1.752599316
0.1016	1.659186662
0.1016	1.650290219
0.1058418	1.712565322
0.1016	1.783736868
0.0931418	1.685875992
0.1016	1.685875992
0.1100582	1.619152668
0.1016	1.610256225
0.1016	1.672531327
0.1058418	1.699220657
0.1100582	1.636945554
0.1016	1.757047538
0.1143	1.610256225
0.1016	1.717013543
0.1016	1.659186662
0.1100582	1.619152668
0.1016	1.743702873
0.1058418	1.610256225
0.1016	1.765943981
0.1016	1.663634884
0.1016	1.659186662
0.1016	1.685875992
0.1016	1.59691156
0.1058418	1.699220657
0.1058418	1.610256225
0.1016	1.703668879
0.1016	1.676979549
0.1016	1.672531327
0.1016	1.712565322
0.1016	1.717013543
0.1016	1.632497333
0.1016	1.623600889
0.1016	1.690324214
0.1100582	1.610256225
0.1058418	1.699220657
0.1016	1.699220657
0.1100582	1.676979549
0.1016	1.685875992
0.1058418	1.659186662
0.1016	1.730358208
0.1016	1.619152668
0.1016	1.663634884
0.1016	1.636945554
0.1016	1.623600889
0.0973582	1.730358208
0.1016	1.717013543
0.1016	1.685875992
0.1100582	1.645841998
0.1016	1.659186662
0.1016	1.659186662
0.1016	1.610256225
0.1016	1.725909987
0.1016	1.650290219
0.1058418	1.645841998
0.1016	1.588015117
0.1016	1.672531327
0.1016	1.659186662
0.1016	1.610256225
0.1016	1.659186662
0.1016	1.672531327
0.1016	1.619152668
0.1016	1.676979549
0.1016	1.636945554
0.1016	1.650290219
0.1016	1.663634884
0.1016	1.650290219
0.1058418	1.685875992
0.1016	1.672531327
0.1016	1.610256225
0.1016	1.636945554
0.1100582	1.690324214
0.1016	1.659186662
0.0973582	1.623600889
0.1016	1.672531327
0.1016	1.685875992
0.1016	1.59691156
0.1016	1.690324214
0.1016	1.632497333
0.0931418	1.619152668
0.0973582	1.717013543
0.1016	1.605808003
0.0973582	1.659186662
0.0931418	1.672531327
0.1016	1.59691156
0.1016	1.717013543
0.1016	1.619152668
0.1016	1.610256225
0.1016	1.672531327
0.1016	1.632497333
0.9609582	3.247201779
1.2446	5.004249317
1.8288	6.716814639
2.3876	8.656239263
2.9718	10.56007811
3.556	12.57957073
4.1656	14.67913133
4.7498	16.78758838
5.2789582	18.92273475
5.8504582	21.15129378
6.4092582	23.45547258
6.9807582	25.68847983
7.5311	27.89479775
8.0856582	30.22566587
8.7122	32.52539645
9.2202	34.75395548
9.7028	37.1248576
10.1811582	39.32227908
10.7442	41.24835904
11.1506	43.12995678
11.557	44.70907545
12.1327418	46.11026526
12.6238	47.68938393
13.081	48.9170931
13.6398	50.15369871
14.1224	51.43478653
14.6727418	52.34667197
15.1934418	53.59662224
15.7014418	54.45068079
16.2136582	55.40260021
16.7301418	56.08317812
17.2466	56.53689673
17.7715418	57.20857819
18.2414418	57.86246677
18.6266582	58.55194112
18.796	59.26365658
18.8468	58.88555774
18.7706	56.45238052
18.6097418	53.2585574
18.2626	50.36721335
17.7038	47.84507169
17.1196	45.52310001
16.6624	43.33457497
16.1036	41.31953058
15.6464	39.33117552
15.1638	37.413992
14.7828	35.73256423
14.3213582	33.97996492
13.8938	32.31633003
13.4366	30.70607381
13.0048	29.18033379
12.6492	27.51669891
12.2174	26.02209645
11.811	24.69652641
11.4554	23.19747572
11.0236	21.80518236
10.7188	20.41733721
10.3632	19.09176717
9.906	17.74840424
9.5758	16.37835199
9.2202	15.08836772
8.8392	13.88289966
8.4328	12.66853516
8.0772	11.40524022
7.7131418	10.25315082
7.3406	9.123302532
7.0146418	8.011247129
6.6717418	7.059327703
6.3415418	6.045133175
6.0198	5.044283311
5.715	4.127949659
5.4102	3.33171799
5.1138582	2.575520315
4.8133	1.699220657
4.5381418	1.143192955
4.2629582	0.386995281
4.0005	-0.280237962
3.7084	-0.840713885
3.4374582	-1.401189809
3.175	-1.886045965
2.9125418	-2.61555431
2.6162	-3.345062654
2.3876	-3.918883243
2.032	-4.621702258
1.778	-5.15104063
1.4732	-5.871652532
1.1938	-6.458817785
0.9144	-7.081568811
0.5842	-7.775491383
0.3048	-8.469413955
0.0084582	-9.087716759
-0.2794	-9.737157115
-0.5842	-10.44887257
-0.889	-11.19172558
-1.2192	-11.81447661
-1.4732	-12.49060629
-1.7441418	-13.20676997
-2.032	-13.90958899
-2.3114	-14.67468311
-2.5738582	-15.38639857
-2.921	-16.05363181
-3.1157418	-16.82317415
-3.3782	-17.60161293
-3.6322	-18.31777661
-3.9116	-19.08731895
-4.2164	-19.82127552
-4.4196	-20.61750719
-4.699	-21.45377285
-4.953	-22.25445274
-5.207	-23.11295951
-5.461	-23.92698407
-5.715	-24.78549084
-5.9478418	-25.70182449
-6.2060582	-26.50250438
-6.4473582	-27.3298736
-6.731	-28.33961991
-6.9215	-29.27819467
-7.1628	-30.19452832
-7.4168	-31.02189754
-7.62	-31.8981972
-7.874	-32.92128817
-8.1534	-33.77979494
-8.382	-34.64274994
-8.5598	-35.63470336
-8.8392	-36.39534925
-9.0424	-37.19158092
-9.3218	-38.12570746
-9.5504	-38.82852648
-9.7282	-39.67368858
-9.9568	-40.43433448
-10.1769418	-41.05263728
-10.3632	-41.76435274
-10.6172	-42.62285951
-10.8458	-43.26340343
-11.0532418	-43.84612046
-11.2268	-44.66904146
-11.5062	-45.31848181
-11.7263418	-45.89675062
-11.9634	-46.51505343
-12.1666	-47.12890801
-12.3698	-47.60931595
-12.5984	-48.2987903
-12.8100582	-48.77030179
-13.0048	-49.39305281
-13.2291582	-49.82897853
-13.4450582	-50.30049002
-13.6609582	-50.70972641
-13.8811	-51.07892881
-14.097	-51.62161184
-14.3002	-52.03529645
-14.5034	-52.57353127
-14.7574	-52.99611232
-14.9606	-53.44983093
-15.1892	-53.7745511
-15.4135582	-54.09927128
-15.6337	-54.49961123
-15.8496	-54.85102073
-16.0909	-55.08677648
-16.2814	-55.39815199
-16.5354	-55.67838995
-16.7470582	-55.9141457
-16.9926	-56.31003742
-17.1958	-56.58582716
-17.4244	-56.7993418
-17.6276	-57.11961376
-17.8308	-57.37761061
-18.0594	-57.72902012
-18.3134	-57.92474187
-18.4912	-58.14270473
-18.7198	-58.45852846
-18.1186582	-58.48521779
-17.8138582	-55.44708243
-17.4201582	-51.07448058
-16.891	-47.208976
-16.0782	-43.6904327
-15.2908	-40.22526806
-14.4526	-36.8979983
-13.6652	-33.83762183
-12.8524	-30.83507224
-12.1412	-27.97931396
-11.3665	-25.19472723
-10.6129582	-22.59251758
-9.8679	-20.04813482
-9.1270582	-17.47706273
-8.382	-15.10171238
-7.6708	-12.85091225
-6.9596	-10.72911054
-6.2992	-8.740755473
-5.6176418	-6.943673941
-4.9403	-5.226660398
-4.3053	-3.69202394
-3.6787582	-2.255248359
-3.0691582	-0.840713885
-2.4341582	0.128998427
-1.8161	1.187675171
-1.1895582	2.459866553
-0.5757418	3.816574146
0.0254	5.097661971
0.7366	6.378749796
1.4224	7.655389399
2.0066	8.963166554
2.5908	10.24425438
3.2512	11.5253422
3.8862	12.95766956
4.4958	14.1987234
5.08	15.7422563
5.6430418	17.05448167
6.2357	18.65139323
6.8410582	20.07927237
7.4295	21.84521635
8.0264	23.3576117
8.5979	25.18138256
9.271	26.75160479
9.7578418	28.53978988
10.3124	30.2923892
10.8796582	32.04498851
11.4130582	33.90879337
11.9930418	35.61691047
12.5518418	37.59192087
13.1487418	39.51800083
13.7414	41.29728947
14.3256	43.16109433
14.9352	45.09162251
15.5448	46.89315227
16.0528	48.71247491
16.7386	50.48731533
17.3482	52.59577238
17.8181	54.20158038
18.5166	55.77625083
18.2753	57.12406198
18.2795418	55.36701444
18.1694582	52.59577238
17.8858418	49.71332477
17.3736	47.13335623
16.8402	44.80248811
16.256	42.34706977
15.748	40.27864672
15.2146	38.31253277
14.7828	36.43538325
14.2494	34.55378551
13.7668	32.76115219
13.2588	31.02634576
12.8397	29.30043578
12.3444	27.5967669
11.938	26.02209645
11.4808	24.59866553
10.9728	22.92168598
10.6172	21.44487641
10.1854	20.1059617
9.8044	18.78483988
9.3726	17.2857892
8.9154	15.96466738
8.5598	14.65689022
8.0941418	13.46031861
7.6792582	12.26374699
7.2305418	11.08052004
6.7775582	9.972912861
6.4516	8.905339673
5.7912	7.148292135
5.4906418	6.183028045
5.0715418	5.360107046
4.6355	4.506048496
4.2587418	3.7454026
3.8862	2.855758277
3.5306	2.139594597
3.1834582	1.370052257
2.8575	0.840713885
2.5357582	0.213514638
2.2225	-0.342513064
1.9134582	-0.796231669
1.6002	-1.330018263
1.3208	-2.108457046
1.016	-2.802379617
0.6096	-3.465164638
0.254	-4.190224761
-0.1524	-4.866354447
-0.4572	-5.600311013
-0.8382	-6.325371137
-1.2192	-6.88584706
-1.524	-7.690975172
-1.8034	-8.175831328
-2.1336	-8.963166554
-2.4384	-9.634848018
-2.8194	-10.19087572
-3.0988	-10.96041806
-3.4036	-11.64989241
-3.683	-12.27709166
-3.9878	-13.01104822
-4.2672	-13.78503878
-4.5974	-14.42113448
-4.9276	-15.18622859
-5.2578	-15.96466738
-5.6134	-16.88100103
-5.842	-17.56157894
-6.1468	-18.40674104
-6.4389	-19.30083359
-6.7564	-20.05703126
-7.0104	-20.83102182
-7.2855582	-21.69842504
-7.5776582	-22.54358714
-7.8486	-23.24640616
-8.1534	-24.18942914
-8.4328	-25.09241813
-8.7122	-25.88420158
-8.9916	-26.7115708
-9.271	-27.65014556
-9.5758	-28.45972189
-9.8298	-29.31378044
-10.1092	-30.21676943
-10.3843582	-31.07972442
-10.6426	-32.04943674
-10.922	-32.85011663
-11.2014	-33.73086451
-11.43	-34.62940527
-11.7348	-35.4167405
-12.0142	-36.27079905
-12.319	-37.1248576
-12.5222	-37.95667504
-12.7508	-38.84187114
-13.0302	-39.62475815
-13.2842	-40.42988626
-13.5128	-41.31508236
-13.7922	-42.07128003
-14.0208	-42.84971882
-14.2748	-43.69488092
-14.5542	-44.50890548
-14.7828	-45.28289604
-15.0368	-46.12805815
-15.24	-46.90204871
-15.5194	-47.57817839
-15.6972	-48.39220295
-15.9258	-49.1439524
-16.2052	-49.93128763
-16.51	-50.80758729
-16.7894	-51.48816519
-17.018	-52.30218975
-17.2212	-53.09842142
-17.5006	-53.74786177
-17.7546	-54.46847368
-17.9324	-55.09567292
-18.2372	-55.78069905
-18.4573418	-56.40345008
-18.7198	-57.06178688
-18.4869582	-57.59112525
-19.1008	-57.30643907
-17.9112418	-53.88575664
-17.4709582	-49.57098168
-16.891	-45.76330398
-16.0274	-42.20472668
-15.1892	-38.71287272
-14.3764	-35.65249624
-13.5636	-32.63215377
-12.7508	-29.64739706
-11.9634	-26.79608701
-11.1887	-24.08267182
-10.4224582	-21.36480842
-9.6604582	-18.91828653
-8.9408	-16.35611088
-8.1534	-14.2209645
-7.4676	-12.14809323
-6.8326	-10.15084173
-6.1425582	-8.562826609
-5.4779418	-6.845813065
-4.8344582	-5.324521273
-4.1867582	-4.02119234
-3.5771582	-2.579968537
-2.9845	-1.334466485
-2.4045418	-0.342513064
-1.8118582	0.515993707
-1.2065	1.623600889
-0.6053582	2.775690288
-0.0762	4.074570999
0.6096	5.275590835
1.2954	6.449921342
1.9304	7.842214707
2.54	9.052130987
3.175	10.48890657
3.9116	11.96126792
4.5466	13.34911307
5.1816	14.79033687
5.7531	16.30718044
6.3754	17.7795418
6.9977	19.35866047
7.6030582	20.9911578
8.2126582	22.64589624
8.8349582	24.36290979
9.4572582	26.19112887
10.0668582	27.97931396
10.6976418	29.98991013
11.3538	32.0005063
12.0184418	33.9354827
12.6492	36.47096902
13.2757418	38.58387429
14.0208	40.67009023
14.6812	42.6806864
15.1638	44.55783592
15.8242	46.46167477
16.4338	48.39220295
17.018	50.24711136
17.6022	52.13315733
18.2118	53.8768602
18.7706	55.65170063
18.8425582	57.13295842
18.9060582	57.76015767
18.8849	55.37591089
18.7198	52.07977867
18.3642	49.40639748
17.78	46.83532538
17.1958	44.50000904
16.7132	42.36486266
16.0782	40.17633763
15.5956	38.20132723
15.0622	36.3642117
14.6304	34.48261396
14.0716	32.63215377
13.6144	30.90624378
13.1064	29.21591957
12.6746	27.58342223
12.2174	25.99540712
11.7094	24.47856355
11.3538	22.99730575
10.8204	21.33367087
10.4902	19.91913639
9.906	18.06422798
9.4742	16.8142777
9.0424	15.48870766
8.636	14.19427517
8.1661	12.97991067
7.7385418	11.71661573
7.3067418	10.59566389
6.8961	9.599262245
6.4854582	8.509447949
6.0833	7.508598086
5.6853582	6.578919769
5.2874418	5.649241451
4.9022	4.826320452
4.5042582	4.007847675
4.1232582	3.260546444
3.7295582	2.548830985
3.3697418	1.805977976
3.0183582	1.094262517
2.6924	0.458166826
2.3537418	-0.035585773
2.032	-0.609406361
1.8034	-1.196571614
1.4224	-1.76149576
1.0922	-2.593313202
0.6604	-3.251650001
0.3048	-3.967813681
-0.1016	-4.630598701
-0.4318	-5.257797949
-0.8128	-6.085167169
-1.2192	-6.743503968
-1.5748	-7.477460535
-1.905	-8.166934885
-2.4384	-9.221163408
-2.8702	-10.10635951
-3.2258	-10.70686943
-3.5052	-11.41413666
-3.8354	-12.17923078
-4.1656	-12.85536047
-4.445	-13.51369727
-4.7921418	-14.34551471
-5.1308	-15.03498906
-5.461	-15.73335985
-5.7404	-16.51624686
-6.0494418	-17.35251252
-6.35	-18.04643509
-6.6802	-18.84266676
-6.9723	-19.69227709
-7.2898	-20.4974052
-7.6115418	-21.27584398
-7.9036418	-22.45017449
-8.2804	-23.25975082
-8.5598	-24.12270582
-8.8392	-25.07462524
-9.1694	-25.91978735
-9.525	-26.72491546
-9.7536	-27.58787046
-10.033	-28.57092743
-10.3124	-29.52284686
-10.6172	-30.40804296
-10.9474	-31.1775853
-11.2014	-32.14284939
-11.4808	-32.99690794
-11.7856	-33.80648427
-12.065	-34.71836971
-12.3698	-35.50570493
-12.5984	-36.54214057
-12.8778	-37.31613113
-13.1572	-38.29473988
-13.462	-39.13990199
-13.716	-39.87385856
-13.97	-40.77239932
-14.224	-41.63980254
-14.478	-42.40489666
-14.732	-43.22336943
-14.986	-44.08632443
-15.2654	-44.85586677
-15.5448	-45.64765021
-15.7734	-46.4883641
-15.9766	-47.26680288
-16.2306	-48.0941721
-16.5354	-48.79699112
-16.7894	-49.59322279
-17.0434	-50.35386868
-17.3228	-51.39030432
-17.5768	-52.11091622
-17.8054	-52.82263168
-18.1102	-53.6500009
-18.3896	-54.37506102
-18.5928	-54.98001916
-18.6520582	-55.67838995
-19.0754	-56.41679474
-18.2626	-55.69618284
-17.9154582	-51.63495651
-17.4201582	-47.42249064
-16.7894	-43.71712203
-15.8496	-40.34092183
-15.0622	-37.08927183
-14.1986	-33.90434515
-13.3858	-31.05303509
-12.6238	-28.24620726
-11.8618	-25.73741026
-11.1209582	-23.26419905
-10.4013	-20.66643762
-9.6647	-18.32667305
-8.9492582	-16.04918359
-8.255	-14.0341392
-7.5184	-12.09026635
-6.858	-10.19532394
-6.1722	-8.518344393
-5.4864	-6.992604379
-4.8133	-5.435726814
-4.1486582	-4.02119234
-3.5306	-2.735656293
-2.9294582	-1.561325787
-2.3368	-0.360305951
-1.8076418	0.400339945
-1.3673582	1.494602463
-0.9906	2.58886498
-0.508	2.633347196
-0.2794	3.207167784
0	3.60750773
0.3302	4.32367141
0.4572	4.439325172
0.4572	4.46156628
0.4572	4.43487695
0.4572	4.385946512
0.4572	4.127949659
0.4572	4.087915664
0.4572	4.056778113
0.4402582	3.749850821
0.4318	3.723161492
0.4318	3.723161492
0.381	3.251650001
0.3048	3.104858687
0.3048	3.144892682
0.2794	3.05592825
0.2286	3.064824693
0.0762	2.455418331
0.1185418	2.486555883
0.0508	2.357557456
0.0508	2.402039672
0.0254	2.357557456
0.0508	2.326419905
0.0254	2.468762996
0.0508	2.344212791
0.0254	2.326419905
0	2.402039672
0	2.357557456
0	2.344212791
0.0254	2.290834132
0.0254	2.31307524
0	2.330868126
0	2.273041245
0	2.326419905
0	2.28638591
0	2.299730575
0	2.317523461
0	2.317523461
-0.0127	2.246351916
-0.0169418	2.299730575
-0.0169418	2.277489467
-0.0254	2.264144802
-0.0211582	2.330868126
0	2.25969658
-0.0254	2.370902121
-0.0254	2.353109234
0	2.233007251
-0.0254	2.28638591
-0.0254	2.31307524
-0.0254	2.339764569
0	2.264144802
-0.0254	2.384246786
-0.0254	2.366453899
0	2.237455472
-0.0169418	2.210766143
0	2.210766143
-0.0254	2.277489467
-0.0254	2.344212791
0	2.277489467
0	2.219662586
-0.0254	2.299730575
-0.0254	2.299730575
-0.0254	2.304178797
0	2.290834132
-0.0254	2.299730575
-0.0254	2.330868126
-0.0254	2.31307524
-0.0254	2.353109234
-0.0254	2.31307524
-0.0254	2.28638591
-0.0254	2.330868126
-0.0211582	2.370902121
-0.0254	2.344212791
0	2.304178797
-0.0254	2.379798564
-0.0254	2.370902121
-0.0254	2.299730575
-0.0254	2.339764569
0	2.379798564
0	2.357557456
0	2.357557456
0	2.330868126
0	2.326419905
0	2.317523461
-0.0084582	2.326419905
-0.0254	2.366453899
-0.0254	2.344212791
0	2.330868126
-0.0254	2.344212791
-0.0254	2.357557456
0	2.353109234
-0.0254	2.330868126
-0.0254	2.370902121
0	2.330868126
-0.0508	2.330868126
0	2.326419905
-0.0254	2.428729002
-0.0254	2.393143229
0	2.290834132
0	2.366453899
0	2.277489467
-0.0254	2.428729002
0	2.344212791
0	2.31307524
0	2.330868126
-0.0254	2.379798564
0	2.370902121
-0.0084582	2.446521888
-0.0254	2.304178797
0	2.370902121
0	2.393143229
-0.0254	2.330868126
-0.0508	2.330868126
0	2.379798564
-0.0254	2.419832559
0	2.370902121
-0.0254	2.419832559
0.0254	2.290834132
-0.0254	2.370902121
0	2.304178797
-0.0254	2.459866553
0	2.304178797
0	2.339764569
0.6942582	2.971412039
1.0625582	4.683977361
1.397	6.236406704
2.1336	7.726560945
2.794	9.141095419
3.4798	10.60900855
4.2164	12.11250746
4.9784	13.7272119
5.588	15.27964125
6.2484	16.88100103
6.858	18.49125725
7.62	20.32837278
8.2804	22.19662586
8.9662	24.05598249
9.652	25.97316601
10.2616	27.90814241
10.8458	29.90539392
11.4808	31.85816321
12.1158	33.74420917
12.7592582	35.7058749
13.3604	37.70757463
14.0208	39.68703325
14.6812	41.6931812
15.2654	43.71712203
15.9004	45.74551109
16.5354	47.59152306
17.1196	49.40194926
17.7292	51.35471855
18.3388	53.18293763
