"Saatcioglu, 1999, Specimen RC-2"	
-0.45	9.5178
-0.45	9.6578
-0.45	9.4078
-0.47	9.5146
-0.42	9.2126
-0.47	9.3746
-0.44	9.5894
-0.45	9.2378
-0.45	9.3778
-0.45	9.5878
-0.45	9.6878
-0.42	9.2826
-0.42	9.5526
-0.44	9.6594
-0.42	9.6226
-0.42	9.1726
-0.42	9.3526
-0.42	9.5226
-0.42	9.2826
-0.44	9.4094
-0.44	9.5194
-0.47	9.1646
-0.39	9.3574
-0.42	9.4826
-0.39	9.7674
-0.4	9.1758
-0.4	9.3558
-0.39	9.6274
-0.4	9.1058
-0.4	9.3558
-0.42	9.4526
-0.4	9.6658
-0.44	9.0994
-0.4	9.4158
-0.44	9.0994
-0.4	9.2458
-0.39	9.5574
-0.33	9.677
-0.42	9.1026
-0.4	9.5958
-0.35	8.9138
-0.42	9.2426
-0.42	9.4826
-0.37	9.6006
-0.37	8.9106
-0.39	9.0474
-0.42	9.3126
-0.35	9.4938
-0.2	12.0379
0.34	14.1246
0.7	16.1123
0.99	18.0189
1.2	19.0126
1.39	19.4931
1.65	20.6048
1.85	22.9469
2.11	23.7386
2.6	25.3372
2.85	25.8574
3.03	27.9862
3.35	28.4576
3.54	28.5881
3.58	28.7345
3.63	28.6025
3.77	28.865
3.82	29.113
3.82	29.293
3.84	29.7762
3.9	30.5759
4.13	30.7128
4.25	32.042
4.78	33.8171
5.39	35.265
5.51	35.4842
5.71	36.0063
5.97	36.598
6.11	37.0305
6.26	37.8546
6.87	39.1124
6.99	39.3117
7.18	40.0622
7.76	41.2953
8.09	42.0982
8.52	43.2072
8.78	43.5189
8.97	44.2094
9.49	45.1829
9.83	45.1074
9.92	45.6019
10.05	45.3427
10.07	45.0759
10.09	44.9091
10.11	44.8023
10.12	44.6039
10.11	39.8123
9.99	37.5831
9.97	37.3699
9.93	36.9535
9.76	33.7262
9.66	32.1201
9.37	31.1436
9.35	31.0004
9.31	30.894
9.07	28.8955
8.68	27.0729
8.45	26.486
8.25	26.2139
8.19	26.1343
8.13	25.9546
8	23.8938
7.2	21.7354
6.61	19.4707
6.14	17.8053
5.73	16.0195
5.68	15.1215
4.83	12.3251
4.27	9.4452
3.84	8.6862
3.35	6.0976
2.53	3.246
1.93	0.1797
1.22	-2.6242
0.69	-4.3193
0.32	-4.8286
-0.2	-7.1821
-0.73	-8.4471
-0.82	-9.3516
-1.01	-10.5621
-1.32	-11.5018
-1.71	-12.4244
-1.94	-12.7713
-1.9	-13.7349
-2.18	-14.0498
-2.42	-14.4683
-2.5	-15.4512
-2.68	-15.9901
-2.8	-16.2593
-3.02	-16.4946
-2.97	-16.8666
-3.07	-17.0227
-3.33	-17.3344
-3.26	-17.4331
-3.44	-18.502
-3.8	-19.0698
-3.78	-19.3066
-4.14	-20.9144
-4.55	-22.1802
-4.61	-22.2598
-5.11	-24.17
-5.33	-24.6553
-5.81	-25.8824
-6.24	-27.0414
-6.41	-27.4486
-6.62	-27.8923
-6.85	-28.6492
-7.17	-29.0106
-7.43	-29.7423
-7.62	-30.9828
-7.88	-30.8145
-8.07	-31.125
-8.4	-31.798
-8.4	-31.898
-8.6	-33.4101
-9.08	-34.3871
-9.67	-34.6217
-9.72	-34.5598
-9.81	-34.7442
-9.96	-35.0083
-10.05	-34.6427
-10.1	-34.3407
-10.14	-34.3172
-9.84	-30.479
-9.93	-26.8035
-9.65	-26.1385
-9.69	-25.765
-9.76	-25.6062
-9.71	-25.4982
-9.36	-21.992
-8.86	-20.0518
-8.81	-19.1137
-8.14	-15.7662
-8	-15.0238
-7.64	-14.826
-7.66	-14.5192
-7.6	-14.6496
-7.21	-12.967
-7.24	-11.8718
-6.81	-10.1128
-6.35	-8.799
-6.17	-8.2801
-6.02	-6.436
-5.62	-5.2319
-4.43	-0.0509
-3.73	4.5114
-3.24	6.1101
-1.85	10.9131
-0.9	15.2656
-0.59	16.3153
0.41	18.6158
0.77	20.9836
1.82	23.4921
2.75	26.0813
2.91	27.627
3.51	28.3133
3.61	28.4593
3.73	28.7886
3.78	29.0066
3.78	29.2866
3.9	29.6859
4.06	30.1915
4.52	31.6453
4.63	32.003
4.9	32.2863
5.06	34.072
5.9	35.3068
5.97	35.978
6.25	36.363
6.75	38.1332
7.38	40.0643
7.64	40.376
8.14	40.9062
8.33	41.6967
8.66	42.9897
9.3	44.3324
9.66	44.9401
10.02	45.9279
10.57	46.1162
10.57	45.9762
10.61	44.8826
10.54	41.7013
10.55	40.9429
10.33	34.8776
10.04	32.0411
9.47	29.1297
8.83	27.547
8.81	27.7837
8.57	27.1952
8.54	26.7704
8.52	26.2572
8.45	26.006
8.33	25.0867
7.14	21.5158
6.61	18.4007
5.7	15.5347
4.75	11.2423
3.73	7.7086
3.63	7.4525
2.49	3.3396
2.37	2.7003
1.58	0.3636
0.96	-3.2159
0.15	-5.3259
-0.04	-6.3064
-0.76	-7.692
-1.04	-7.9769
-1.01	-8.5621
-1.45	-9.4527
-1.52	-9.6039
-1.71	-10.9144
-2.09	-11.4854
-2.19	-11.8114
-2.23	-12.8179
-2.42	-13.6783
-2.71	-14.4449
-2.87	-14.8206
-3.07	-15.6127
-3.35	-17.1676
-3.9	-18.4959
-4.3	-19.08
-4.28	-19.3468
-4.8	-21.1903
-5.38	-22.6633
-5.47	-23.4378
-5.95	-23.9648
-6.12	-24.3021
-6.36	-25.7106
-6.6	-26.6091
-7.1	-27.3894
-7.52	-29.1767
-7.95	-30.2057
-8.16	-30.5494
-8.36	-31.4415
-8.77	-32.0273
-9.08	-33.2871
-9.48	-33.3513
-9.53	-33.5993
-9.79	-34.261
-9.93	-34.4235
-10.07	-34.1359
-10.05	-33.9527
-10.08	-33.8275
-9.91	-28.1103
-9.69	-26.805
-9.53	-24.3593
-9.58	-23.6173
-9.21	-21.7279
-9.02	-21.4874
-8.83	-19.327
-8.19	-17.6343
-7.93	-15.0125
-7.28	-13.0082
-6.71	-10.8868
-6.54	-8.9995
-5.95	-8.1848
-6.04	-7.8493
-5.79	-6.4291
-5.67	-5.7899
-4.97	-1.6476
-3.85	2.5922
-2.26	8.9473
-1.49	12.1009
-0.47	15.4046
-0.16	17.4843
0.53	18.3551
0.92	20.9376
1.75	21.7208
2.23	24.7579
3.2	27.5335
3.73	28.8286
4.01	29.1135
4.08	29.2247
4.18	29.3508
4.25	29.562
4.27	29.7752
4.3	30.12
4.59	30.8266
4.65	30.9362
4.71	31.3258
4.83	31.7251
5.23	33.9993
5.73	34.9695
6.37	36.1122
6.54	36.8195
7.44	38.7239
7.92	40.7009
8.42	41.4712
8.76	42.4157
9.02	42.5574
9.35	44.1004
9.87	45.0438
10.3	45.3128
10.36	45.6725
10.36	45.2925
10.4	45.1589
10.43	45.0637
10.45	44.9269
10.23	36.9016
10.26	35.2164
9.85	32.3906
9.47	29.9197
8.73	27.2209
8.44	26.6844
8.33	26.4267
8.38	26.0947
8.21	25.9975
8.21	25.7875
8.04	24.5602
6.92	20.6205
6.59	18.4975
5.9	16.8068
5.4	14.4166
4.34	9.7365
3.49	7.9101
3.47	7.8068
2.56	3.9708
2.25	1.7811
1.15	-1.0155
1.03	-2.4747
-0.26	-6.3417
-0.51	-7.8218
-1.04	-8.8369
-1.23	-9.1074
-1.68	-10.2496
-1.99	-11.8893
-2.07	-12.0722
-2.5	-13.5212
-2.99	-15.2498
-3.09	-15.9959
-3.68	-17.6405
-3.99	-18.7503
-4.42	-20.1693
-5.04	-21.1988
-5.33	-22.8653
-5.59	-23.487
-5.92	-24.34
-6.07	-25.0841
-6.48	-25.5599
-6.54	-26.2595
-6.59	-26.4375
-6.91	-27.2889
-7.24	-27.8918
-7.4	-28.8475
-7.98	-30.5906
-8.71	-31.9877
-8.98	-32.581
-9.26	-33.076
-9.36	-33.712
-9.58	-33.8773
-9.83	-34.4674
-9.98	-34.8715
-10.19	-34.9452
-10.2	-34.5668
-10.2	-34.3968
-10.27	-34.368
-10.26	-34.2664
-9.93	-26.7735
-9.93	-26.4235
-9.95	-26.5667
-9.67	-23.5217
-9.65	-22.8985
-9.03	-19.599
-8.59	-17.3584
-8.21	-16.8475
-8	-15.3338
-7.66	-12.8292
-6.93	-11.3721
-6.83	-10.876
-6.67	-9.4304
-6.35	-8.379
-6.17	-8.1501
-6.12	-7.6221
-5.95	-6.6348
-5.79	-6.2991
-5.59	-5.677
-5.57	-5.3638
-5.04	-1.7988
-4.26	1.2164
-4.07	1.7669
-3.54	3.8519
-3.19	5.7681
-2.78	8.0039
-2.38	8.5181
-2.31	8.2193
-2.33	8.0461
-2.18	7.6902
-2.23	9.0921
-1.64	11.6368
-0.87	14.3404
-0.42	16.6826
0.37	18.4694
0.56	18.8399
0.96	20.2841
1.15	21.1045
1.44	21.5311
1.94	22.6813
2.25	25.3811
2.87	25.6906
3.01	26.193
3.59	27.7361
3.77	28.735
3.84	28.8762
4.01	29.1435
4.06	29.4615
4.15	29.726
4.25	30.392
5.01	32.584
5.33	34.4553
6.45	36.7051
6.63	37.2539
7.25	38.1434
7.63	40.2344
8.25	40.6839
8.92	42.8214
9.81	44.4442
9.85	45.0006
10.31	45.7344
10.88	47.8559
11.9	49.4296
12.86	51.2436
13.63	52.5371
13.93	53.3053
14.9	54.5409
15.84	55.8917
16.64	56.72
17.24	57.2463
17.76	57.6397
18.19	58.0187
18.43	58.4072
18.7	58.7905
19.36	59.6964
19.81	60.8285
20.24	60.4575
20.25	60.1491
20.25	59.8691
20.27	59.7023
20.25	59.5291
20.31	59.3587
20.39	59.1716
20.41	59.0648
20.43	58.928
20.46	58.8728
20.46	58.7628
20.48	58.766
20.46	58.6928
20.46	58.6928
20.46	58.5928
20.49	58.5676
20.51	58.6308
20.53	58.464
20.51	58.5008
20.55	58.3972
20.56	58.3288
20.58	58.3721
20.56	58.3688
20.55	58.3672
20.56	58.3688
20.6	58.3753
20.62	58.3085
20.6	58.3753
20.63	58.1701
20.63	58.1701
20.62	58.1685
20.63	58.2101
20.65	58.1733
20.65	58.1033
20.63	58.1401
20.65	58.1433
20.62	52.8685
20.55	50.7472
20.27	46.9123
20.24	46.7775
19.89	44.2714
18.93	41.4674
18.74	40.2969
18.38	39.6892
17.78	37.5929
17.19	35.7083
16.48	33.5944
16	32.4874
15.55	31.2452
14.84	29.2313
14.65	28.8008
14.27	27.8298
13.93	27.0153
13.86	26.834
13.74	26.3648
12.35	22.3318
11.5	19.4254
10.83	17.7879
10.59	17.1494
10.31	16.5044
10.23	16.4716
8.62	12.7333
7.69	9.724
7.57	10.6315
7.52	10.5887
7.26	8.345
6.51	6.7947
6.18	6.1317
5.47	4.0278
4.63	1.293
4.23	0.6888
3.66	-0.7627
3.3	-2.4204
2.99	-3.6702
2.08	-6.9162
1.68	-7.6804
1.2	-8.4074
0.65	-9.6457
0.44	-10.0794
0.29	-10.6935
-0.16	-10.9357
-0.37	-11.6294
-0.61	-12.8679
-1.35	-14.1966
-1.42	-14.9979
-1.69	-15.9012
-2.47	-18.3764
-2.64	-18.7137
-3.43	-21.3504
-3.97	-22.9171
-4.47	-24.0673
-4.67	-23.4794
-4.61	-24.3898
-5.09	-24.8868
-5.31	-25.9621
-5.98	-27.8596
-6.98	-29.5401
-7.14	-30.1858
-7.4	-31.0175
-8.17	-32.9311
-9.38	-35.7452
-9.64	-36.3369
-10.88	-38.4259
-11.72	-39.8707
-11.7	-40.0075
-12.63	-41.9167
-13.2	-42.7281
-13.53	-43.9211
-14.58	-45.2595
-15.65	-47.2612
-16.37	-48.2367
-17.04	-48.7942
-17.66	-50.3737
-18.84	-52.383
-20.14	-53.7015
-20.25	-52.7191
-20.27	-52.3723
-20.33	-52.072
-20.35	-51.8052
-20.33	-51.592
-20.37	-51.5284
-20.3	-51.5571
-20.37	-51.4584
-20.42	-51.3964
-20.4	-51.2232
-20.44	-51.1596
-20.45	-51.0312
-20.47	-51.0644
-20.45	-50.9212
-20.44	-50.9896
-20.47	-50.8244
-20.44	-50.9196
-20.39	-50.9116
-20.66	-50.7149
-20.51	-50.7608
-20.51	-50.7608
-20.45	-50.8212
-20.47	-50.6844
-20.49	-50.7576
-20.45	-50.6512
-20.33	-50.762
-20.44	-50.6096
-20.49	-50.6176
-20.45	-50.6112
-20.51	-50.5908
-20.54	-50.4856
-20.47	-50.7844
-20.54	-50.6656
-20.58	-50.5621
-20.52	-50.5524
-20.54	-50.6256
-20.54	-50.5556
-20.54	-50.6256
-20.47	-50.6144
-20.49	-50.5476
-20.49	-50.4776
-20.51	-50.4808
-20.45	-50.3012
-20.49	-50.3076
-20.39	-46.5016
-20.33	-45.702
-19.96	-41.1926
-19.92	-41.0162
-19.58	-38.2717
-19.15	-36.6927
-18.85	-36.2646
-18.46	-34.342
-17.63	-32.1088
-17.23	-30.9047
-16.46	-28.0612
-15.53	-26.082
-15.46	-25.8007
-15.03	-24.4517
-14.75	-23.1368
-14.12	-21.8657
-14.03	-21.1913
-13.7	-20.3784
-13.43	-19.025
-12.87	-17.3552
-12.32	-16.2969
-12.25	-15.5957
-11.77	-14.8687
-11.65	-13.5094
-11.15	-11.5692
-10.41	-9.6505
-9.77	-7.9978
-9.48	-7.1313
-9.21	-6.7079
-8.96	-6.2878
-8.57	-4.5352
-8.36	-4.2915
-7.74	-2.7821
-7.02	-0.0865
-6.17	1.0499
-6.04	1.7307
-5.14	4.0052
-4.97	5.7924
-4.05	7.9001
-3.57	8.1171
-2.75	11.0787
-1.95	12.9271
-1.85	13.3231
-1.01	15.9679
-0.16	18.2243
0.36	18.6378
0.49	18.7586
0.77	19.9836
0.98	20.5673
1.63	21.7716
1.79	22.8673
2.6	24.3072
2.89	25.5938
3.82	27.293
4.04	28.2183
4.46	28.6357
4.47	28.9073
4.66	29.1178
4.78	29.8571
4.99	30.5408
5.35	30.9085
6.06	33.2025
7.14	34.9258
7.82	36.8049
9.37	39.8936
10.35	41.9109
10.5	42.2849
11.64	44.2578
12.78	46.2307
13.07	47.4173
14.57	49.1679
14.65	49.9808
15.96	51.7709
16.05	52.5454
17.24	53.6963
17.65	55.4921
18.69	56.1389
18.77	57.0817
19.46	57.5324
19.94	58.3694
20.1	58.5051
20.13	58.1599
20.17	57.8963
20.17	57.8263
20.18	57.6879
18.88	42.2794
17.79	39.2045
16.78	36.6725
15.71	33.3008
15.14	31.9994
13.97	28.8517
13.28	27.151
13.12	26.8853
12.93	26.5848
12.85	26.292
12.54	25.4122
12.28	23.9305
10.78	20.6598
10.12	18.1039
9.59	17.7089
9.43	17.4432
8.76	16.1957
8.71	15.1177
7.99	14.2422
6.76	9.8448
5.06	5.882
3.78	2.9566
2.89	1.4038
2.16	-0.6734
1.17	-3.3822
-0.23	-6.8169
-0.44	-8.2606
-1.19	-9.041
-1.3	-9.7786
-1.95	-11.4629
-2.07	-12.2122
-3.43	-16.0804
-3.74	-16.4702
-5.07	-19.5436
-5.45	-21.6446
-6.81	-24.3028
-7.98	-28.3906
-9.14	-29.2967
-10.19	-32.1552
-11.6	-35.1314
-11.96	-36.6092
-13.31	-38.4058
-13.56	-39.6859
-14.51	-41.1883
-15.15	-42.901
-16.01	-43.389
-16.04	-43.8438
-17.11	-45.7054
-17.2	-46.1999
-17.92	-47.1754
-18.94	-48.959
-19.15	-49.3327
-19.7	-50.1809
-20.08	-50.2419
-20.33	-51.072
-20.37	-50.7684
-20.3	-49.2771
-18.73	-36.2753
-18.25	-34.1683
-16.96	-31.5114
-15.75	-26.1873
-15.06	-25.7366
-13.39	-20.2986
-12.91	-17.5316
-11.24	-13.7537
-11.07	-12.8964
-10.58	-12.2278
-10.03	-9.5895
-9.22	-7.7395
-8.91	-6.2398
-6.64	0.2845
-5.52	2.7042
-3.92	6.7509
-3.8	6.9502
-2.04	11.3626
-0.9	15.9256
0.72	19.4555
2.32	23.3623
4.27	27.6352
4.96	28.816
5.01	29.244
5.18	29.5113
5.3	29.6305
5.4	30.0266
5.64	30.7551
6.37	31.9422
6.44	32.7434
7.37	34.6827
8.09	36.1382
9.11	38.3419
9.19	38.9047
9.93	39.5035
10.33	41.2576
11.17	42.0824
11.36	43.3529
12.71	44.9095
12.95	46.088
13.86	46.994
14.38	49.3875
16.14	51.1798
16.81	53.2573
17.72	54.1933
18.65	55.4725
18.79	56.6749
19.86	57.6366
20.39	59.3016
20.63	58.7201
20.68	58.5581
20.68	58.4181
20.67	58.2165
20.65	53.8733
20.55	51.2672
20.41	48.9348
20.1	45.9551
19.82	44.2301
19.53	44.0436
19.55	44.1468
19.08	42.3814
18.24	39.1467
17.32	37.6191
16.24	33.6559
14.72	29.522
13.55	27.3043
13.41	26.4918
13.24	26.1546
12.73	24.5827
11.74	22.6739
10.45	18.4669
9.88	16.9654
9.35	16.6404
8.23	14.6607
7.68	13.0224
7.23	11.4402
6.66	10.6587
6.49	10.4915
5.25	6.6425
5.01	5.564
3.96	3.9155
3.87	3.181
3.39	2.554
2.97	0.4866
2.08	-0.8662
1.23	-4.4826
-0.26	-7.7517
-0.51	-8.0618
-0.82	-8.4216
-1.09	-10.1249
-2.23	-13.0279
-2.61	-13.2288
-3.26	-15.9831
-3.66	-16.4273
-4.86	-18.5799
-5.38	-21.3233
-6.69	-23.8436
-6.86	-24.0408
-7.6	-25.3296
-8.1	-27.6098
-9.27	-29.2876
-9.45	-30.6864
-10.26	-31.8164
-10.86	-33.3927
-11.7	-35.4575
-12.93	-37.5148
-14.53	-40.1215
-14.61	-40.9544
-15.42	-42.4343
-15.53	-42.762
-16.2	-43.3194
-16.2	-43.8294
-16.77	-44.8509
-16.96	-45.6814
-17.77	-46.1213
-18.18	-47.6971
-18.53	-48.0332
-18.66	-48.6041
-19.25	-48.9387
-19.54	-49.6752
-19.68	-50.1477
-19.94	-50.2194
-20.01	-49.7806
-19.87	-45.8982
-19.68	-44.9777
-19.47	-39.874
-19.27	-39.1919
-18.16	-34.4639
-17.54	-32.9144
-16.58	-30.6604
-16.53	-28.9024
-15.72	-27.6624
-15.48	-25.8339
-14.43	-23.3555
-13.84	-21.1908
-12.98	-18.9528
-12.13	-16.9965
-11.77	-14.5887
-11.1	-13.6212
-10.33	-11.0576
-10.12	-10.8839
-9.22	-8.3295
-9.08	-7.3771
-8.59	-6.8084
-7.79	-3.7201
-5.55	1.7694
-4.42	5.4007
-2.71	9.3951
-2.61	10.0312
-1.69	11.7288
-0.99	15.3911
0.73	18.7671
1.37	19.8699
1.96	21.4145
2.15	22.095
2.53	22.396
3.47	24.7568
3.96	26.2155
4.85	28.6983
5.06	29.142
5.46	29.4162
5.63	29.6835
5.66	29.9983
6.13	31.9037
7.35	33.5795
8.14	36.0162
8.33	36.2867
9.14	37.5167
9.81	39.4842
11.04	41.5116
11.33	42.8681
12.02	43.1488
12.52	44.469
13.14	46.1185
13.4	46.2602
13.91	46.482
14.21	47.8702
14.76	49.3084
15.55	50.3952
16.39	52.1199
17.08	52.9506
17.58	53.6208
18.38	54.9492
19.65	56.8429
19.82	58.3501
20.99	59.8478
21.87	61.089
22.49	61.7084
23.22	62.7955
23.87	63.3097
24.23	64.0375
25.53	64.4059
27.54	65.1682
27.71	65.7155
29.04	66.0987
31.35	67.159
33.47	67.6188
34.16	67.6794
35.55	67.9522
35.74	67.9826
37.07	68.2957
37.39	67.847
38.88	67.0557
40.03	67.0699
40.08	66.6679
40.1	66.5611
40.13	66.4659
40.15	66.2592
40.19	66.0256
40.22	65.7904
40.27	65.5584
40.32	65.3564
40.51	64.5668
40.6	64.4712
40.62	64.2344
40.7	63.9772
40.7	63.8672
40.75	63.5653
40.81	63.2649
40.86	63.0729
40.86	63.0029
40.82	62.7565
40.81	62.9949
40.77	62.9885
40.82	62.8565
40.86	62.6929
40.86	62.5829
40.75	62.8753
40.89	62.5877
40.84	62.9297
40.81	62.6849
40.84	62.7197
40.79	62.6117
40.86	62.8329
40.82	62.6465
40.86	62.5529
40.86	62.2729
40.79	62.5417
40.41	52.3208
40.29	51.2616
38.88	47.3457
38.03	45.3195
36.88	42.6853
35.76	39.7858
35.09	38.0285
34.48	36.5507
33.09	34.4579
32.31	32.9329
31.64	30.9255
30.54	29.0492
30.4	29.1767
30.26	28.8143
29.75	28.0425
28.16	25.2676
26.33	21.8742
25.27	20.0042
23.1	17.0562
21.27	13.6627
20.56	12.4088
18.07	9.1494
16.53	7.1424
15.15	5.681
13.31	2.5858
13.09	1.8505
11.16	-1.2592
11	-1.5849
8.83	-4.933
8.78	-4.9911
7.85	-6.1003
7.42	-6.3493
7.32	-6.6053
7.04	-7.7203
6.92	-8.0095
6.42	-8.4398
5.92	-9.51
5.77	-10.2241
4.39	-12.4455
3.27	-14.4152
3.01	-15.067
1.91	-17.1135
1.35	-18.1334
0.53	-19.3749
-0.75	-22.0704
-1.69	-24.3112
-2.76	-26.2929
-3.33	-27.4844
-5.54	-31.199
-5.95	-32.1648
-6.98	-33.2201
-7.74	-35.4821
-8.91	-37.8698
-10.89	-40.9775
-12.38	-43.3366
-12.75	-44.0959
-13.43	-45.305
-14.41	-47.1623
-15.61	-48.8548
-16.32	-50.1187
-17.85	-52.1141
-18.89	-53.941
-19.32	-54.8099
-20.44	-56.4296
-21.92	-58.267
-22.83	-59.5129
-24.04	-60.607
-25.16	-61.6866
-25.86	-62.0188
-27.66	-62.6575
-28.62	-63.0914
-29.64	-63.3049
-30.55	-63.6508
-31.51	-64.1047
-33.69	-63.9641
-34.68	-65.3028
-34.99	-64.0024
-34.98	-63.6908
-36.1	-63.6003
-36.17	-63.1915
-36.99	-63.7429
-37.08	-63.1673
-38.29	-63.8112
-39.1	-64.041
-39.15	-63.569
-39.96	-64.0087
-39.9	-63.7891
-39.87	-63.4043
-40.06	-63.0247
-39.97	-62.8703
-40.03	-62.7799
-40.04	-62.6815
-40.04	-62.5715
-40.03	-62.4999
-40.04	-62.3715
-40.03	-62.3299
-40.06	-62.1647
-40.09	-62.1295
-40.08	-62.0979
-40.08	-62.0279
-40.11	-61.8927
-40.11	-61.8927
-40.09	-61.9595
-40.06	-61.7547
-40.11	-61.8627
-40.13	-61.8259
-40.11	-61.7227
-40.09	-61.6895
-40.13	-61.6959
-40.13	-61.5859
-40.08	-61.6479
-40.15	-61.5192
-40.16	-61.4908
-40.13	-61.5159
-40.16	-61.4608
-40.11	-61.3827
-40.15	-61.4192
-40.16	-61.4208
-40.15	-61.2792
-40.2	-61.2872
-40.13	-61.2459
-40.16	-61.3908
-40.13	-61.2759
-40.13	-61.2059
-40.15	-61.1792
-40.15	-61.1392
-40.16	-61.1108
-40.15	-61.0792
-40.16	-61.0108
-40.18	-61.084
-40.2	-61.0872
-40.18	-60.904
-40.16	-60.8708
-40.15	-60.9023
-40.08	-61.1279
-40.11	-61.1027
-40.18	-60.944
-40.2	-60.8072
-40.21	-60.4988
-40.23	-60.712
-40.25	-60.4052
-40.27	-60.3684
-40.28	-60.27
-40.27	-60.2284
-39.85	-54.4811
-39.66	-49.5907
-39.23	-48.9418
-38.8	-47.8329
-38.03	-45.1595
-37.73	-44.5315
-37.34	-44.359
-36.91	-43.4301
-36.41	-42.66
-35.98	-41.2811
-35.75	-41.2842
-35.01	-39.5756
-34.5	-37.9439
-34.29	-37.4502
-33.2	-35.7756
-32.5	-33.3234
-32.12	-32.5725
-31.08	-31.4757
-30.65	-30.1968
-30.12	-29.6619
-29.48	-27.9093
-28.98	-26.4191
-28.57	-26.1434
-28.07	-25.2032
-27.41	-23.8874
-26.55	-22.1695
-26.3	-21.6394
-25.74	-21.1796
-24.61	-19.4784
-24.21	-18.1742
-23.8	-17.2785
-22.23	-16.1367
-21.45	-13.7016
-20.8	-12.4873
-19.44	-11.0292
-19.18	-10.1275
-18.34	-9.0627
-18.03	-8.193
-17.32	-7.6591
-17.29	-7.2443
-16.75	-6.9477
-15.22	-4.2222
-14.27	-2.0698
-13.2	-1.1781
-12.65	0.3201
-12.43	1.4654
-11.27	2.2315
-10.19	4.2348
-9.03	7.451
-5.71	11.6337
-5.19	12.6171
-4.07	13.8669
-3.3	14.9204
-2.19	16.8486
-1.69	17.7788
-0.97	18.5943
-0.25	19.6099
-0.02	21.0268
1.75	22.6208
2.54	24.2576
3.32	24.6628
3.94	25.8323
5.06	27.592
5.4	28.4166
6.92	29.6505
7.28	30.1182
14.6	39.5328
17.12	42.307
18.86	44.1362
20.68	46.4281
21.49	46.798
24.68	50.9696
28.01	53.3936
29.69	54.4529
30.61	56.0504
31.66	56.9087
33.35	58.1496
35.31	60.0737
39.55	63.133
40.77	63.7785
40.79	63.6817
40.81	63.5049
40.79	63.3317
40.82	63.0265
40.75	57.8153
40.77	57.2285
39.91	50.1707
38.96	46.6785
38.17	45.172
37.74	44.1031
37	42.6345
36.55	41.7724
35.67	40.8114
34.4	37.8779
33.9	36.1777
32.57	34.5546
31.31	31.4626
31	29.6529
29.64	29.1249
29.5	28.4825
28.64	27.5846
26.94	24.802
25.9	23.5053
23.53	20.4952
22.25	18.4599
22.01	17.3914
19.51	14.7504
19.03	12.9534
16.38	10.4583
15.27	8.1402
13.19	5.6065
12.21	3.4193
10.54	1.9413
9.14	-0.5533
8.95	-1.1338
7.42	-2.2493
5.56	-5.1578
4.32	-6.8768
4.08	-7.5653
3.2	-8.3665
2.35	-9.8129
1.44	-11.7889
1.08	-12.2867
0.17	-12.8527
-0.92	-14.9176
-1.97	-17.0561
-2.59	-18.0856
-3.59	-18.7961
-4.59	-19.9866
-5.47	-22.1978
-6.16	-22.9385
-8.02	-25.337
-8.91	-26.5398
-9.08	-26.9771
-10.12	-28.1839
-10.96	-30.1087
-12.5	-31.5958
-13.65	-34.1203
-15.18	-35.1958
-16.61	-37.7352
-18.15	-39.3523
-19.73	-42.1957
-20.99	-42.6678
