"Saatcioglu, 1999, Specimen RC-2"	
-22.23	-44.8367
-22.95	-46.7022
-25.38	-48.0219
-25.74	-49.3296
-27.76	-50.9535
-28.31	-51.7317
-29.29	-52.1688
-30.5	-54.0528
-31.57	-54.4943
-32.65	-55.5274
-33.43	-56.7624
-34.62	-57.7731
-34.82	-58.4952
-36.79	-60.0909
-38.65	-61.0789
-39.54	-61.4214
-39.61	-60.9227
-39.63	-60.6159
-39.75	-60.9051
-39.8	-60.6031
-39.78	-60.4599
-39.8	-60.4631
-39.89	-60.1375
-38.67	-46.3021
-34.96	-40.8776
-33.15	-36.6575
-31.93	-33.952
-30.43	-31.9916
-29.1	-28.9883
-26.57	-23.9227
-24.87	-21.2101
-23.02	-18.2234
-22.45	-17.102
-20.75	-14.4093
-19.34	-12.8132
-18.63	-10.4893
-17.04	-9.4042
-16.17	-7.6546
-14.86	-4.8945
-12.75	-1.2759
-12.15	-0.6697
-9.34	3.4712
-8.4	6.522
-6.88	8.1059
-6.02	8.764
-5.33	10.8347
-3.38	12.8376
-1.61	15.8116
-0.3	17.8419
-0.11	18.4223
1.13	19.7313
2.03	21.6258
2.32	22.4323
3.66	23.3373
4.46	25.4257
6.56	27.6927
7.14	29.7158
8.59	30.2284
8.64	30.5065
9.78	32.5894
11.45	34.4374
12.5	37.0958
14.9	38.7509
15.41	40.6627
17.7	42.3401
19.72	44.1741
20.17	45.3863
21.92	47.047
24.66	49.5164
25.01	50.4725
27.23	52.2685
28.64	53.2546
30.06	54.1422
30.83	55.9857
32.69	57.0738
33.97	58.179
35.02	58.6172
35.22	59.5493
36.5	60.4044
37.43	61.2134
39	63.1149
39.44	62.0854
39.48	61.8118
40.36	62.1928
40.38	62.066
40.38	61.956
40.36	64.0228
38.48	44.6316
36.33	41.3972
35.83	40.597
34.14	36.7062
31.38	32.1238
30.07	29.1938
29.69	28.7529
29.14	28.1147
29.06	27.9619
25.82	23.8224
23.6	20.0364
22.32	18.8211
20.75	15.6693
17.98	12.545
15.95	9.9793
14.14	7.789
13.79	5.7728
12.26	5.3173
10.31	1.5644
8.37	-0.5069
6.02	-5.334
4.06	-7.0585
3.9	-7.7341
1.91	-9.8435
1.06	-12.2199
-1.81	-15.6805
-3.16	-17.6171
-4.33	-20.1849
-6.16	-22.3085
-9.24	-27.8627
-11.93	-30.5344
-13.24	-32.9846
-14.92	-35.1541
-16.29	-36.3639
-16.42	-36.8047
-17.72	-38.2233
-19.32	-40.7799
-21.25	-42.9495
-23.8	-45.8085
-25.36	-48.9187
-28.67	-51.3794
-30.83	-53.4957
-30.96	-53.8165
-33.38	-55.9244
-35.25	-58.9841
-37.06	-60.7841
-40.23	-62.672
-41.73	-63.0522
-41.85	-62.2414
-41.95	-61.7775
-41.94	-61.6359
-41.35	-53.2714
-41.28	-52.2601
-40.57	-48.9564
-40.06	-48.0347
-39.01	-44.9065
-36.56	-40.724
-35.25	-38.3441
-34.41	-36.1695
-33.6	-35.1797
-31.74	-31.2015
-31.55	-30.8611
-29.67	-27.9397
-28.6	-25.4582
-28.22	-25.2272
-24.97	-20.3261
-22.99	-17.5286
-21.02	-14.1426
-18.49	-10.7768
-17.68	-8.7169
-16.7	-8.0497
-13.98	-2.9233
-10.91	2.0493
-7.78	7.7915
-2.88	14.7078
-0.9	16.8156
1.44	21.5311
6.2	27.8449
7.92	29.6409
8.54	29.8404
8.75	30.5241
10.8	33.5831
12.59	36.6703
16.81	41.5773
18.86	43.8662
22.75	47.0401
23.11	47.6178
24.36	48.9583
25.77	51.2144
28.52	52.8953
31.02	54.7061
31.9	56.7372
35.69	59.5146
36.65	60.3584
38.05	60.9327
38.17	61.292
39.41	61.6006
40.43	63.274
42.74	64.164
43.03	64.9004
45.53	65.3307
46.22	65.8612
47.63	66.2169
48.76	66.8177
49.7	67.4482
51.3	68.0842
51.66	66.8618
55.26	66.9976
56.62	67.0351
57.64	66.8582
59.5	67.0855
60.05	67.0734
60.05	66.8934
60.12	66.6346
60.15	66.4994
60.12	66.3946
60.19	66.1957
60.2	66.0273
60.24	65.9337
60.32	65.6265
60.34	65.4297
60.58	65.0481
60.72	64.5204
60.82	64.1964
60.77	64.2184
60.84	64.1596
60.89	63.9676
60.89	63.8976
60.89	63.9276
60.96	63.8388
60.98	63.872
61	63.6352
60.96	63.5988
60.94	63.6956
60.96	63.5988
61.01	63.4668
61	63.5652
60.93	63.734
60.94	63.6256
61.07	63.4064
61.01	63.2568
61.03	63.44
61.03	63.23
61.03	63.4
61.05	63.2632
61.03	63.3
61.03	63.06
61.03	63.16
60.93	63.244
61.03	63.09
60.98	63.192
61.05	63.0932
61.03	62.99
61.05	62.9932
61.1	62.8612
61.01	62.9168
61.03	62.85
61.08	62.688
61.05	62.6432
61.08	62.648
61.05	62.6832
61.07	62.6864
61.08	62.378
61.03	62.51
61.08	62.448
61.05	62.4732
61.1	62.3812
61.05	62.4032
61.07	62.4064
61.08	62.268
61.08	62.268
60.91	62.1808
61.03	62.09
61.12	62.0044
61.1	62.0312
61.05	62.0632
61.1	62.0012
60.7	54.3172
60.63	52.7261
59.79	50.4918
59.55	48.6235
58.86	47.6532
58.15	45.7097
57.22	44.011
56.78	43.5607
56.6	43.0919
55.95	42.5679
55.35	40.442
54.5	38.5861
52.97	36.4413
52.4	35.3502
51.71	33.9698
50.56	32.2558
50.33	32.339
50.11	32.1638
50.06	31.8758
49.63	31.007
49.47	30.3714
48.23	29.1829
47.51	28.4377
46.56	27.0756
45.54	25.7523
44.44	24.7062
43.2	22.6876
42.1	21.5015
41.96	21.1391
39.98	19.4819
38.69	18.3453
37.67	16.8719
37.02	16.4177
35.79	15.2606
35.57	14.2254
34.4	13.0679
33.26	11.8852
29.28	8.0872
28.14	6.8644
27.61	6.2794
25.34	3.9755
23.82	2.4717
22.82	1.2113
20.91	-0.215
19.56	-1.7116
18.86	-2.3238
17.2	-4.1901
16.26	-5.0609
15.57	-5.6916
14.41	-6.5677
14.14	-7.131
13.33	-7.771
12.79	-8.3476
10.61	-10.4874
10.12	-10.9461
9.18	-11.2269
8.69	-12.2055
8.4	-12.422
7.82	-12.9351
6.95	-14.2447
6.71	-14.3832
5.66	-15.8417
3.75	-17.7882
2.13	-19.6082
1.89	-19.7767
0.87	-20.8104
-0.45	-22.8222
-0.88	-23.4912
-3.19	-26.1619
-4.52	-28.0753
-5.33	-29.0253
-7.24	-31.0118
-7.84	-31.5681
-9.5	-33.2845
-10.69	-34.4754
-11.03	-34.94
-12.43	-36.2446
-13.48	-37.5131
-15.6	-39.8132
-17.46	-42.0016
-19.3	-44.1467
-19.51	-44.4704
-21.09	-45.6139
-22.23	-46.4867
-23.03	-47.335
-23.62	-48.1196
-24.73	-48.9176
-24.74	-49.2692
-26.59	-50.6359
-28.07	-52.2532
-29.15	-53.1264
-32.07	-56.0244
-33.63	-57.2745
-36.24	-59.1727
-37.99	-60.0731
-39.16	-61.4006
-40.01	-62.3967
-41.54	-62.9218
-42.68	-63.2744
-44.04	-64.0721
-46.5	-65.506
-51.65	-67.0502
-54.1	-67.8221
-56.94	-68.0662
-57.56	-67.5754
-58.96	-66.9092
-58.98	-66.8024
-60.3	-66.5033
-60.41	-65.6909
-60.54	-65.7117
-60.41	-65.6909
-60.47	-65.4605
-60.49	-65.1937
-60.47	-64.7705
-60.54	-64.7217
-60.53	-64.5401
-60.56	-64.3449
-60.54	-63.9917
-60.56	-63.9249
-60.56	-63.6549
-60.56	-63.5849
-60.54	-63.4717
-60.58	-63.4481
-60.59	-63.1697
-60.59	-63.2097
-60.63	-63.0461
-60.59	-62.9997
-60.59	-62.9697
-60.59	-62.8997
-60.63	-62.8361
-60.63	-62.7671
-60.65	-62.7354
-60.66	-62.6348
-60.65	-62.6293
-60.63	-62.8061
-60.66	-62.5009
-60.66	-62.4309
-60.39	-58.2877
-60.35	-56.6613
-58.72	-48.5408
-56.03	-42.5307
-54.57	-40.1973
-53.57	-38.6273
-52.58	-36.979
-51.24	-34.4646
-50.05	-31.7242
-48.52	-29.5493
-48.14	-28.1385
-47.02	-27.6192
-45.16	-25.4615
-42.92	-22.3428
-40.84	-19.7397
-38.51	-17.1564
-36.51	-14.736
-34.01	-11.3054
-33.34	-11.058
-32.39	-10.3557
-31.19	-9.2634
-28.69	-6.2826
-26.04	-3.3077
-22.99	0.1414
-19.54	4.6648
-17.42	7.6248
-16.1	8.0366
-14.24	8.545
-13.22	9.7387
-12.69	10.7237
-11.88	11.6137
-11.5	13.3546
-9.1	15.7097
-6.26	18.2354
-5.76	18.5857
-4.61	20.2202
-2.75	21.7887
-1.3	23.5414
2.32	25.5323
3.49	27.0301
4.4	28.6961
5.99	29.0912
6.37	29.2822
6.7	29.4752
7.28	29.8482
7.63	30.3444
8.88	31.585
9.87	32.5038
11.28	33.3801
12.64	34.7683
14.03	36.2013
14.9	37.2409
17.07	38.409
18	39.4582
19.05	40.7966
20.01	41.8406
20.6	42.0753
23.13	43.171
24.34	44.5351
25.61	45.9488
26.92	46.6688
28.04	47.7884
31.04	49.0893
32.35	50.6493
34.52	51.2371
36.69	52.8548
38.43	54.2136
42.43	56.4343
42.96	56.8592
45.18	58.1147
46.68	59.0348
49.2	60.5081
51.81	61.9558
54.48	63.0129
57.6	64.5418
59.82	64.7266
60.17	64.9825
60.96	64.3588
61	64.0852
61.07	63.9964
61.05	62.6132
60.76	55.0168
60.55	51.0633
58.29	47.1521
56.98	44.5626
56.59	44.5203
56.57	43.9171
56.45	42.7879
56.09	42.6303
55.36	41.2736
54.52	39.4093
53.8	39.0241
52.83	36.9389
52.28	35.821
51.52	34.1494
50.5	33.0162
49.97	32.1714
49.61	31.9138
48.2	29.8581
46.61	28.1536
45.49	26.4243
44.18	24.7346
43.89	24.1681
41.8	22.5634
40.81	21.2649
39.29	18.6814
37.15	17.6185
36	15.9843
35.59	14.8586
32.28	12.3881
31.09	10.5074
29.11	9.1899
27.28	7.0065
25.99	4.5597
23.1	3.1662
20.15	-0.3769
18.58	-0.8288
17.22	-2.3969
16.08	-4.0698
13.86	-5.316
13.29	-7.1274
10.92	-8.2277
10.59	-8.8006
9.19	-9.5753
7.88	-10.4355
7.23	-12.0998
5.92	-12.75
5.23	-13.8607
3.72	-14.793
3.32	-16.0672
0.99	-17.2311
0.49	-18.4514
-1.33	-19.2934
-2.62	-21.6004
-4.09	-22.1463
-4.33	-23.1449
-5.47	-23.5778
-6.85	-25.6592
-8.65	-26.7381
-9.45	-28.3164
-11.01	-29.2168
-11.6	-30.4114
-13.44	-32.1566
-15.55	-33.8452
-16.27	-34.5607
-18.09	-36.1426
-19.87	-38.1382
-20.66	-38.6549
-22.07	-40.191
-22.28	-40.2947
-24.16	-41.3862
-25.55	-42.3991
-26.38	-42.6422
-27.38	-43.7326
-27.79	-44.2083
-28.66	-44.7278
-30.02	-46.3958
-31.81	-47.7128
-34.24	-49.1722
-35.48	-49.921
-36.11	-50.9519
-37.42	-51.8218
-39.65	-53.3091
-40.75	-53.5953
-41.87	-54.2146
-41.99	-54.9239
-45.04	-56.0023
-46.8	-57.854
-50.22	-59.5214
-51.79	-60.3226
-53.1	-61.7721
-55.6	-62.372
-55.79	-62.6924
-58.7	-64.1576
-59.06	-63.4451
-59.06	-63.1751
-60.82	-63.4864
-60.94	-63.1656
-59.41	-51.0611
-58.56	-49.3752
-57.41	-46.9914
-55.84	-43.1204
-55.13	-42.9068
-53.6	-39.6921
-52.08	-36.589
-50.71	-34.9298
-49.67	-32.5934
-49.05	-31.1841
-47.98	-29.9729
-47.05	-29.004
-45.88	-26.8867
-45.54	-25.8623
-43.8	-24.4737
-42.35	-22.8415
-41.49	-21.6038
-40.3	-19.9132
-38.63	-18.1457
-36.89	-15.4169
-34.03	-12.9286
-32.82	-12.2447
-31.84	-10.9576
-30.84	-10.1773
-30.43	-9.1116
-29.38	-8.5632
-28.72	-6.7674
-25.86	-4.5188
-24.07	-1.8518
-23.87	-1.0997
-20.9	0.7566
-19.9	2.637
-18.34	3.3773
-17.06	5.2626
-16.03	5.9478
-15.55	6.8848
-13.74	8.3452
-12.36	10.1866
-11.43	12.4759
-8.55	13.968
-7.33	16.6437
-5.12	17.3484
-4.85	18.3517
-3.69	18.6478
-2.61	19.9912
-1.45	20.7973
-0.4	22.6158
0.75	22.9404
0.89	23.8228
2.87	25.2406
3.06	25.8911
4.44	26.3525
6.18	28.7417
7.44	29.3839
7.75	29.9237
8.02	30.347
8.69	30.6945
10.52	32.6381
12.66	33.7015
14.52	35.9999
17.51	38.3096
18.53	39.1932
20.36	40.1068
21.79	41.9561
23.87	42.7697
26.02	45.3945
28.97	46.5575
30.38	48.7135
32.14	49.3357
34.26	49.9554
36.81	52.4941
40.46	53.7388
40.81	54.6849
44.58	56.6686
44.91	57.1714
48.99	58.9645
51.04	59.7326
52.85	61.6421
56.33	62.7187
58.81	62.9052
59.62	63.1746
59.91	63.641
60.2	63.0273
60.27	62.7685
60.29	62.6317
60.31	62.5249
60.43	62.3041
60.1	52.5014
59.95	51.4474
58.15	47.0597
57.05	44.0938
55.26	41.0176
53.49	36.9445
50.54	33.8526
49.75	32.1062
49.2	31.8481
48.11	29.7737
46.25	27.996
43.41	23.6513
40.24	21.1736
37.91	17.7703
35.62	16.3034
33.47	12.6488
29.38	9.6132
27.9	7.0359
25.18	4.5898
24.61	3.4084
20.18	0.4179
19.5	-1.1712
15.09	-4.2886
13.9	-6.0996
11.93	-7.1356
10.36	-9.5575
6.9	-11.3527
5.37	-14.1483
1.23	-16.7826
-0.71	-20.0539
-5.5	-23.0226
-9.07	-27.7055
-13.12	-30.5853
-16.53	-34.3024
-17.46	-35.9716
-20.9	-37.6634
-24.49	-41.0991
-25.09	-42.4654
-28.43	-44.1109
-33.82	-48.9649
-38.42	-52.112
-42.32	-54.6667
-43.92	-56.3429
-50.53	-58.811
-50.83	-59.899
-58.13	-63.4665
-59.11	-63.6231
-62.23	-64.1917
-62.21	-63.6785
-62.25	-63.3049
-62.15	-62.9089
-62.2	-61.8169
-62.02	-58.4782
-62.09	-58.1094
-61.84	-57.9294
-61.87	-57.7642
-61.84	-57.5194
-61.77	-57.4682
-61.47	-51.8803
-60.01	-47.857
-57.43	-42.7846
-55.81	-39.6056
-55.25	-39.306
-53	-35.2561
-50.83	-31.259
-48.81	-28.4557
-46.8	-25.584
-46.24	-24.6644
-42.76	-21.3872
-41.11	-18.9529
-39.73	-18.0719
-37.63	-15.5654
-37.34	-14.799
-35.37	-13.2133
-33.75	-11.0937
-33.39	-10.726
-31.89	-9.6856
-28.98	-5.8091
-28.19	-4.6724
-23.56	-0.43
-22.4	1.996
-18.09	5.3774
-17.51	6.8504
-15.42	7.4957
-13.24	10.6354
-10.65	12.741
-9.05	15.6477
-6	17.0672
-3.68	20.3295
-3.23	20.5417
-0.49	22.2614
2.08	25.2938
2.53	26.466
6.9	29.2973
7.54	29.61
8.59	30.2584
8.76	30.4257
10.9	32.1491
12.91	35.2316
14.5	35.9267
16.86	37.5153
19.22	39.6339
20.63	41.3201
24.87	43.3501
27.13	45.9025
27.47	46.247
32.17	49.9305
36.79	51.6509
38.76	52.7665
40.7	53.8772
40.81	53.9649
43.22	56.1808
46.13	57.6468
48.14	58.6485
51.33	59.819
54.04	60.7325
56.59	61.5203
57.91	63.6613
62.48	64.8717
65.91	65.5895
67.08	65.9563
70.42	66.4494
72.75	67.1312
73.12	66.0602
74.35	65.9063
77.31	65.9982
79.83	66.2598
81.1	66.0921
81.12	65.7853
81.12	65.6053
81.15	65.4701
81.26	65.3176
81.39	65.0683
81.48	64.9026
81.46	64.7994
82.2	62.8473
82	62.9554
82.07	62.7966
82.17	62.1525
82.15	61.5293
82.15	61.5993
82.1	61.5913
82.12	61.6345
82.2	61.4773
82.07	61.4166
82.08	60.3182
81.98	57.5122
81.77	51.9288
80.72	48.8016
78.98	45.2844
78.21	43.6417
77.55	42.2665
76.54	41.3455
74.92	38.3272
73.78	36.2554
73.31	35.5205
72.97	34.5362
71.07	32.1031
67.84	27.4177
66.92	26.5708
63.2	22.4767
59.88	19.0462
59.64	18.7278
56.97	16.381
56.24	15.6643
54.85	14.642
52.16	12.5118
50.56	11.0558
49.16	10.0317
46.13	7.2468
43.23	4.5824
40.98	2.8921
37.12	0.0037
35.24	-1.0975
34.28	-1.5214
31.92	-2.9296
29.26	-4.356
28.49	-4.8595
28.07	-5.3768
25.53	-7.0541
24.44	-8.0289
21.24	-10.0421
20.17	-10.7737
18.13	-11.9409
16.79	-12.8559
14.55	-14.6153
12.79	-16.0276
10.43	-17.3763
8.28	-19.1313
5.54	-20.761
3.89	-22.1258
1.82	-23.3579
-0.02	-24.9432
-0.54	-25.6467
-3.5	-27.6117
-4.43	-28.3609
-7.78	-31.3985
-8.81	-32.0637
-13	-35.136
-14.24	-36.335
-18.68	-39.9473
-19.68	-40.5077
-22.44	-42.3904
-25.04	-44.2473
-28.88	-47.2131
-29.21	-47.366
-32.79	-49.0098
-33.6	-49.4797
-35.15	-50.4881
-36.49	-52.1528
-40.06	-53.1047
-40.23	-54.132
-45.31	-56.1855
-48.57	-57.5273
-50.62	-59.9254
-54.2	-61.0381
-55.06	-62.0856
-57.61	-62.4934
-59.03	-62.8103
-59.15	-63.2195
-61.13	-64.436
-64.35	-64.1204
-65.02	-65.1874
-68.62	-65.3222
-70.52	-65.5454
-70.95	-65.414
-72.03	-65.1763
-72.24	-65.0698
-72.29	-64.9378
-76.13	-66.0001
-77.22	-65.9639
-78.36	-66.0456
-78.48	-66.0147
-79.18	-65.8962
-80.04	-66.1432
-80.11	-65.8744
-80.06	-65.5264
-80.08	-65.4196
-80.27	-65.0399
-80.15	-64.6408
-80.39	-64.469
-80.22	-64.2719
-80.25	-64.1367
-80.32	-64.2178
-80.18	-64.0255
-80.27	-63.7599
-80.23	-63.8635
-80.27	-63.8699
-80.37	-63.6458
-80.17	-63.684
-80.23	-63.6235
-80.35	-63.5726
-80.48	-63.2833
-80.27	-63.3199
-80.37	-63.4358
-80.49	-63.2149
-80.32	-63.2878
-80.37	-63.1258
-80.44	-63.207
-80.44	-63.037
-80.48	-63.1133
-80.51	-62.9381
-80.7	-62.8684
-80.53	-62.9113
-80.46	-62.8301
-80.42	-62.9238
-80.42	-62.8238
-80.37	-62.7858
-80.68	-62.4552
-80.54	-62.6329
-80.29	-62.8331
-80.39	-62.609
-80.29	-62.7731
-80.49	-62.2849
-80.46	-62.6201
-80.61	-62.474
-80.63	-62.3372
-80.51	-62.5581
-80.49	-62.3149
-80.37	-62.2958
-80.42	-62.3038
-80.49	-62.2849
-80.41	-62.1722
-80.54	-62.0829
-80.42	-62.2338
-80.63	-62.1372
-80.46	-62.0401
-80.48	-62.1433
-80.35	-62.2226
-80.32	-62.1178
-80.41	-61.4422
-80.42	-61.2038
-79.99	-56.5853
-78.72	-48.7029
-77.27	-46.7119
-76.98	-46.1156
-74.82	-41.8313
-72.05	-37.0895
-69.35	-32.5687
-68.7	-31.2549
-67.04	-29.5399
-65.99	-28.1323
-65.85	-27.4999
-64.13	-26.1852
-61.99	-22.9834
-60.63	-21.6961
-59.94	-20.4158
-58.72	-19.8408
-56.75	-17.4459
-55.19	-15.5964
-54.7	-14.758
-52.1	-12.6022
-51.65	-12.3302
-51.41	-11.8918
-51.14	-11.8486
-50.52	-11.3594
-50.28	-11.191
-48.66	-9.8517
-46.85	-8.062
-45.76	-6.6775
-43	-4.4356
-39.73	-1.8519
-39.28	-1.3598
-35.43	0.9678
-33.67	2.1204
-31.1	5.151
-29.88	6.1366
-26.74	6.7801
-22.83	10.4071
-21.51	12.5788
-15.86	14.8651
-13.53	17.4089
-13.12	17.6447
-10.34	18.6808
-7.47	21.3113
-5.71	23.6637
-0.44	26.5694
0.11	27.3477
3.99	28.6603
4.71	29.7058
7.75	30.9537
11.19	34.3356
16.07	36.1786
18.27	38.1515
22.51	39.7616
25.18	42.5698
30.38	44.7135
31.23	45.8498
35.21	46.5877
37.33	48.2374
40.75	49.9853
41.15	50.2493
45.49	51.8843
47.71	53.0997
49.16	54.1317
53.8	55.4541
54.42	56.1433
59.95	58.5074
66.54	60.7701
69.85	61.5385
72.11	62.4991
76.76	63.7806
77.59	62.7729
78.21	62.6317
78.21	62.4217
78.93	62.6064
80.38	62.9074
80.41	62.7022
80.45	62.5086
80.43	61.9154
80.2	54.0887
80	51.3369
78.86	47.4052
77.67	44.5956
75.21	41.0635
74.19	39.0108
71.92	35.6688
71.66	35.0573
70.95	33.494
69.35	31.6887
67.11	29.3011
65.35	26.8201
61.96	22.9786
58.34	18.8001
55.21	16.7996
52.35	13.9422
48.7	11.1581
45.66	8.4715
45.39	7.9083
42.94	7.036
42.75	7.2056
42.65	6.9896
42.6	7.2815
42.56	7.3151
40.12	4.2743
39.96	4.7587
38.22	2.78
36.53	1.1092
34.19	-0.4358
33.98	-0.7094
31.93	-1.828
29.59	-3.4131
28.78	-3.853
28.23	-4.0411
26.42	-5.4014
24.2	-7.6474
23.34	-8.2753
18.58	-10.4488
17.15	-11.9882
13.09	-14.5495
12.66	-14.9185
8.76	-17.6443
6.57	-18.8857
5.83	-19.9644
-0.64	-23.8327
-6.79	-26.8896
-9.6	-29.3905
-15.6	-33.6032
-16.18	-34.5262
-22.21	-38.4535
-26.98	-40.7684
-30.48	-42.9196
-34.22	-44.739
-34.34	-44.6083
-36.48	-45.9812
-40.66	-47.7508
-41.85	-49.0614
-46.09	-51.0404
-49.05	-52.7141
-49.47	-53.1314
-52.86	-54.6637
-55.75	-55.886
-55.91	-56.0215
-59.35	-57.5715
-61.8	-58.273
-64.76	-60.1159
-68.28	-60.6479
-68.66	-61.0485
-71.38	-62.7626
-74.05	-62.6385
-75.31	-63.2794
-77.22	-63.8639
-78.61	-63.5654
-78.77	-63.0409
-78.84	-62.9521
-79.7	-63.3291
-80.34	-63.431
-80.56	-63.0561
-80.54	-62.7029
-80.63	-62.4772
-80.3	-55.0847
-78.13	-48.9189
-74.95	-42.282
-73.33	-38.8837
-71.53	-37.2565
-67.93	-31.272
-67.07	-29.2047
-64.54	-26.8007
-62.49	-24.2633
-59.91	-21.791
-58.56	-19.7852
-55.65	-17.39
-53.48	-13.8729
-50.52	-12.3294
-49.48	-10.023
-43.01	-5.4072
-42.23	-4.2823
-38.92	-2.7821
-35.63	1.225
-31.33	3.2842
-30.4	5.0933
-26.4	8.6946
-20.89	12.5782
-17.16	14.2765
-16.66	15.2568
-12.72	16.6389
-10.88	19.0041
-6.69	20.7764
-4.8	23.8097
0.24	26.1685
4.27	27.8452
5.04	29.6588
9.16	32.8699
16.41	35.8531
17.24	37.0963
23.03	40.645
29.32	44.5436
33.11	46.2511
36.31	47.384
41.56	49.215
47.47	51.6513
53.21	54.4697
57.98	57.3325
61.51	58.1067
65.54	59.7504
75.5	61.8497
80.14	63.9392
80.57	62.5877
80.65	62.1204
80.76	61.8279
80.81	61.5259
80.83	61.2591
80.83	61.0791
80.79	60.8327
80.72	55.3816
80.58	53.0793
80.07	47.388
79.79	46.2034
75.6	39.0556
73.5	35.5208
68.42	28.0302
67.1	26.7795
63.6	23.1406
60.17	19.8925
58.03	17.9505
51.44	11.9466
50.78	11.151
46.11	7.1436
43.94	4.9861
36.81	-0.1459
32.5	-2.6366
30.11	-3.8097
25.04	-7.1027
23.66	-8.554
18.12	-10.9725
16.96	-12.8386
12.02	-16.3612
7.59	-18.732
3.42	-21.5012
-4.07	-25.3131
-4.45	-25.8941
-9.71	-28.8682
-11.24	-31.2537
-17.41	-35.1436
-22.61	-37.8976
-27.1	-40.4077
-31.57	-41.9543
-31.57	-42.1143
-34.62	-43.5431
-38.37	-46.114
-42.08	-48.4283
-46.62	-49.9152
-49.72	-51.5114
-54.55	-53.7641
-54.7	-54.028
-56.67	-54.5531
-58.8	-56.1336
-60.65	-57.4993
-63.47	-58.8098
-66.16	-59.2794
-70.76	-60.4937
-71.02	-61.1852
-74.89	-62.4924
-78.05	-63.1662
-78.96	-63.4912
-79.3	-62.8153
-79.39	-62.3797
-80.82	-62.8575
-80.82	-62.4075
-80.94	-62.2166
-80.94	-62.0766
-80.96	-61.8098
-77.72	-45.5836
-76.69	-45.1094
-73.83	-39.4434
-70.64	-34.7345
-69.81	-32.8821
-68.33	-31.1659
-65.92	-27.3611
-65.47	-27.0492
-59.89	-20.9578
-59.41	-20.6011
-56.32	-17.5671
-55.24	-15.9044
-51.96	-13.0398
-51.67	-12.4434
-48.73	-10.5929
-45.9	-6.8299
-42.61	-5.2732
-41.28	-2.7501
-35.7	0.8338
-32.69	2.8262
-32.17	4.1895
-29.07	5.1365
-26.92	8.3012
-22.66	10.5043
-19.25	12.2513
-18.22	13.1765
-14.91	15.2975
-14.06	16.9839
-8.4	20.852
-1.95	24.2271
-1.78	24.5344
1.42	25.8379
3.27	27.8548
6.25	29.233
6.76	29.8948
8.25	31.5839
13.86	34.624
16.64	36.65
20.2	38.0211
23.89	39.9829
28.44	42.3125
28.83	43.015
32.04	44.7396
35.45	46.6661
39.93	48.6539
43.84	49.9801
47.54	51.5725
49.13	52.9569
53.02	54.6493
57.71	56.0193
63.15	58.3687
68.49	60.3214
70.95	60.994
75.9	61.8835
77.93	62.477
80.91	63.5118
84.53	64.1882
84.79	62.5696
88.96	62.993
92.49	63.5542
92.59	63.3701
94.25	63.5238
95.16	63.6684
96.86	63.8083
97.07	63.5617
98.31	63.8285
98.41	63.6744
99.95	63.9887
100.22	63.9616
100.22	63.7216
100.41	63.4017
100.6	63.1618
100.58	63.0487
100.76	62.9072
100.62	62.745
100.62	62.785
100.89	62.4478
100.98	62.1821
100.95	62.1474
101.05	62.0232
101.03	61.8801
100.98	62.1821
101.19	61.8754
101.02	61.9185
101.07	61.7464
101.1	61.6512
101.27	61.5381
101.14	61.5875
101.21	61.4286
101.21	61.4986
101.17	61.4523
101.21	61.3286
101.1	61.3112
101.21	61.2586
101.29	61.2013
101.24	61.0234
101.33	61.2076
101.38	61.0056
101.29	61.2013
101.34	61.0692
101.41	61.1503
101.29	61.0913
101.43	61.0135
101.31	61.0945
101.26	61.0865
101.46	60.9483
101.36	61.0024
101.33	61.0676
101.36	60.9724
101.43	60.8735
101.39	60.8672
101.31	60.8545
101.45	60.7067
101.34	60.6592
101.46	60.8083
101.46	60.6383
101.26	60.7765
101.36	60.7624
101.34	60.7292
101.41	60.6003
101.52	60.4478
101.45	60.5367
101.39	60.5272
101.5	60.4046
101.58	60.4873
101.31	60.6545
101.29	60.5813
101.45	60.4367
101.53	60.4094
101.48	60.4714
101.48	60.3314
101.38	60.2456
101.31	60.2345
101.36	60.3524
101.46	60.1883
101.43	60.2935
101.45	60.2967
101.33	60.3076
101.38	60.2156
101.36	60.2124
101.38	60.0456
101.52	59.9578
101.58	59.8373
101.41	60.0503
101.45	59.9467
101.45	59.7067
101.24	59.9534
101.26	59.8165
101.41	59.7003
101.58	59.6273
101.39	59.8672
101.46	59.8183
101.38	59.8056
101.33	59.5476
101.52	59.7178
101.39	59.6972
101.55	59.5825
101.55	59.4825
101.33	59.7276
101.21	59.5286
101.45	59.3667
101.24	59.5734
101.33	59.4176
101.52	59.3078
101.43	59.5035
101.5	59.3746
101.48	59.2614
101.52	59.3078
101.34	59.1792
101.22	59.3602
101.31	59.2745
101.41	59.1503
101.41	59.1503
101.33	59.2076
101.43	59.0135
101.29	59.1013
101.43	59.0135
101.38	55.0456
101.02	50.4085
100.77	47.7188
100.69	47.4561
99.43	44.5762
98	42.1393
96.14	39.054
95.59	38.4467
95.23	37.4595
91.75	32.1566
88.99	28.6878
86.32	25.4631
83.84	22.5684
79.96	18.0505
75.85	14.3955
72.21	11.415
70.44	10.0126
66.15	6.7478
63.96	5.2281
61.43	3.5939
56.5	0.2759
54.45	-1.0819
50.28	-3.439
