"Graff, 2001, C5"	
5014	
-3.054576339	-36.39297632
-2.846576628	-33.9251377
-2.59328666	-31.49596587
-2.41212563	-28.616297
-2.108513157	-25.83574082
-1.979352048	-22.86645453
-1.687481487	-19.85755982
-1.454320536	-16.81867803
-1.263094985	-13.7304817
-1.122191964	-10.63816351
-0.847095588	-7.66600275
-0.642450709	-4.369156589
-0.407612342	-0.915715773
-0.196257799	1.241234103
0.13251594	3.444536171
0.369031749	6.6827413
0.58541854	9.919952129
0.793418251	13.31788564
1.021546954	16.65078162
1.221159559	20.03023995
1.486191465	23.19540787
1.689158903	26.25985321
1.937416623	29.3380369
2.095093829	32.43947461
2.3198677	35.5252028
2.519480331	38.55647233
2.702318776	41.4834031
2.917028151	44.15270371
3.227350289	46.95339934
3.400124239	49.53471882
3.666833535	52.11751612
3.87315583	54.45939668
4.099607142	57.02668821
4.304251996	59.26806105
4.455219538	61.60615853
4.867864102	64.68548283
5.129541176	67.71338063
5.470056802	69.93374508
5.711604858	72.20175703
6.057152757	75.06832582
6.347345903	77.7224308
6.709667962	80.33191483
7.046828782	83.03054275
7.425925026	85.39582817
7.72115042	88.12592282
7.981150052	90.70781906
8.412246218	93.1322373
8.732632852	95.54072342
9.01779375	98.45069451
9.381793251	100.7877097
9.645147715	103.2615308
9.975598845	105.8962577
10.36979186	108.4374944
10.64656565	111.1274028
10.95353296	113.6513619
11.32088729	116.1017939
11.63120943	118.612046
11.99353149	121.1025533
12.2904343	123.6676135
12.65778863	126.1531633
13.05198162	128.5433237
13.29185226	131.1788014
13.57533571	133.630867
13.99636738	135.9068353
14.26307668	138.4076994
14.63210843	140.8648298
14.92565641	143.2252151
15.38191381	145.4267108
15.10010777	142.325192
14.90888222	139.1940766
14.70423734	136.36269
14.49456024	133.4099447
14.24797994	130.7138823
13.9879803	128.504073
13.74307742	125.9831587
13.53340029	123.7866359
13.27004582	120.6440937
12.86411092	117.5419715
12.58230486	114.9725432
12.27701497	112.4373121
11.82075754	109.7287172
11.57417726	106.9017642
11.26720993	104.4307563
10.84282345	101.9510645
10.64824307	99.44143292
10.22050173	96.7680713
9.955469853	94.18394448
9.61159937	91.64337818
9.255986974	89.07979302
8.930568067	86.35274199
8.608504017	83.93540048
8.29985927	81.46271981
7.981150052	78.57630934
7.694311739	75.74565744
7.258183325	73.31295992
6.998183692	70.41060558
6.702958298	67.83643533
6.31715239	65.4109958
6.114184927	63.2268473
5.850830462	60.86404139
5.495218067	57.93380445
5.275476444	54.66717529
4.849412526	51.51945774
4.612896718	49.22735955
4.441800184	46.95281535
4.265671403	44.65636686
4.034187868	41.92887703
3.752381802	39.71470479
3.604769118	36.98348521
3.363221061	34.50040996
3.123350446	31.75676064
2.917028151	28.98438809
2.631867253	26.0607033
2.485931985	23.17974189
2.26283553	20.27546535
2.041416491	17.21447601
1.804900683	14.22084105
1.699223424	11.16118984
1.382191597	7.96129557
1.221159559	4.855401668
0.929289023	1.756131692
0.670966806	-0.402142985
0.451225183	-2.588754061
0.201290047	-5.618202944
-0.098967595	-8.602088755
-0.343870483	-12.21892741
-0.518321849	-15.79226792
-0.763224737	-19.37519234
-1.004772768	-22.53423248
-1.197675735	-25.69885329
-1.430836686	-28.88822774
-1.655610583	-31.79415231
-1.84180386	-34.88697147
-2.049803571	-37.86432611
-2.296383876	-40.77542687
-2.507738393	-43.19119871
-2.74089937	-45.93599391
-2.935479727	-48.2525123
-3.18709228	-50.7605168
-3.371608167	-53.2657408
-3.673543224	-55.81940266
-3.973800866	-58.63622544
-4.118058718	-61.1240515
-4.45018729	-64.09146865
-4.671606329	-66.2255203
-5.03728322	-69.05888288
-5.349282799	-71.65803239
-5.592508246	-74.21061894
-5.958185163	-76.85672912
-6.323862054	-79.29946362
-6.580506854	-81.5718886
-6.988119196	-83.90330757
-7.219602731	-86.06450077
-7.618827968	-88.51921573
-7.997924212	-91.45011107
-8.46424614	-94.1448106
-8.737665126	-96.44174778
-9.210696717	-99.06309967
-9.641792883	-101.1984728
-9.910179595	-103.3211159
-10.18359856	-105.4303202
-10.58450123	-107.4915213
-11.01391998	-110.1865065
-11.32424212	-112.4471874
-11.75198346	-114.7270099
-12.16630544	-117.6214278
-12.65946605	-119.7738694
-13.02346552	-122.1947334
-13.49817453	-124.6377513
-14.00307705	-127.1739306
-14.25133477	-129.4622856
-14.55997949	-131.662176
-14.89043065	-133.9659171
-15.34668805	-136.883757
-15.70901014	-139.122434
-16.21223524	-141.432023
-16.63829916	-143.7264527
-17.24887894	-145.9701915
-17.7001041	-148.0488343
-18.2922323	-150.1301267
-18.8843605	-152.2144741
-19.32216633	-154.3310424
-19.97803637	-156.3012457
-19.94616547	-153.3782852
-19.71803674	-151.111988
-19.68448839	-148.8994792
-19.35906951	-146.4101259
-19.03532802	-144.0744375
-18.55055452	-141.3040949
-18.24861946	-138.9793912
-17.95339407	-136.5835233
-17.65649126	-134.0293741
-17.28242728	-131.4689951
-16.91171812	-129.0991409
-16.70204099	-126.4575508
-16.25920291	-123.9970389
-15.96565494	-121.3967221
-15.64191345	-119.0082084
-15.26617206	-116.7758329
-15.01623692	-114.3234289
-14.52978598	-111.5047039
-14.2546896	-109.404306
-13.84204501	-107.0822911
-13.43611011	-104.1463377
-13.03688487	-101.4216321
-12.66114346	-99.20858639
-12.32901489	-97.04857009
-12.04049916	-94.85271555
-11.71004803	-92.63331791
-11.40475814	-90.44693383
-11.03740381	-88.29355798
-10.63314632	-85.32942554
-10.1886308	-82.62893602
-9.774308823	-80.04686707
-9.356631985	-77.41160776
-8.865148792	-74.77706238
-8.462568724	-72.29460317
-8.111988577	-70.17585834
-7.794956775	-68.06228503
-7.382312185	-65.85607345
-6.954570851	-62.9435866
-6.707990546	-60.70604969
-6.387603913	-58.28078616
-5.966572243	-55.98097923
-5.728379018	-53.49938797
-5.411347216	-51.16420593
-5.055734821	-48.42038598
-4.760509427	-45.7034053
-4.341155173	-42.75595147
-4.097929701	-39.68644768
-3.85638167	-37.45987927
-3.539349843	-33.97862479
-3.208898713	-30.6896114
-2.913673319	-28.18677866
-2.755996114	-25.70218044
-2.551351235	-23.16148694
-2.31148062	-20.57888756
-2.15548083	-17.89032629
-1.900513446	-15.09519788
-1.719352416	-12.14563881
-1.504643041	-9.191495453
-1.289933666	-6.412446435
-1.076901707	-3.265307944
-0.810192411	-0.503069594
-0.342193067	2.277620654
-0.103999843	4.828947001
0.035225761	8.180290627
0.244902888	11.23970834
0.471354175	14.20233997
0.701160294	17.37701254
0.862192332	20.14440827
1.097030724	23.28351205
1.326836843	26.26452379
1.559997794	29.14203151
1.798191019	31.95590837
2.004513314	34.81829705
2.242706513	37.58531838
2.467480409	40.37327371
2.673802679	42.99010289
2.828125052	45.69963337
3.091479517	48.19025675
3.291092148	50.63351571
3.487349921	52.87801905
3.74063989	55.07630147
3.930188025	57.41675977
4.270703676	60.63507543
4.53405814	63.59149053
4.903089864	66.33976549
5.300637684	69.07501125
5.498572899	71.31744209
5.867604648	74.06218062
6.256765388	76.97459454
6.535216597	79.31679096
6.885796744	81.92368698
7.219602731	84.28851152
7.543344222	86.69178793
7.927472715	89.28018836
8.162311082	91.65256096
8.568246008	94.05827774
8.891987474	96.48533527
9.148632274	99.25801102
9.539470431	101.4239037
9.851469985	103.882761
10.11985672	106.4812121
10.4838562	108.9515131
10.8478557	111.3003883
11.13469399	113.7120755
11.46346773	116.0906871
11.77378986	118.7705017
12.17133768	120.9425904
12.39946641	123.5325684
12.76849814	125.8185622
13.17946531	128.5921216
13.38746502	130.8419285
13.77830318	133.4714414
14.07520599	135.8044589
14.40733456	138.3358682
14.7780437	140.5310681
15.09339811	142.8897839
15.34501064	145.0728902
15.72913913	147.4338786
16.19713847	149.7964605
16.59636373	152.0340874
17.04087923	154.1822357
17.72694278	156.2456161
18.24358721	158.410187
18.76861872	160.5690543
19.36074693	162.791177
19.83713335	165.124097
20.52151949	167.0113013
20.47622923	163.8283345
20.23132634	160.9931497
19.94616547	158.3619187
19.78010118	156.024658
19.51674672	153.9372219
19.22823099	150.4446262
18.87597342	147.467444
18.49184493	144.6233721
18.24694204	141.730232
17.89132965	139.1153011
17.54578175	136.790742
17.33442721	134.5455584
17.12475008	132.093947
16.84629884	129.4106661
16.49068645	126.8869744
16.23068682	124.3083356
15.87507442	122.1246833
15.57984903	119.64885
15.14372061	117.4212137
14.88372098	115.0756474
14.43417321	112.1736061
14.12888332	109.7864124
13.67933558	106.850231
13.3455296	104.4430368
12.91611085	101.4899584
12.57391778	99.229788
12.26695047	96.94429864
11.99017665	94.72579764
11.52217731	91.76522478
11.11456499	89.59886176
10.84450087	87.1659752
10.53585612	84.97445914
10.17017923	82.67343313
9.861534506	80.38096053
9.519341439	78.00281408
9.101664601	75.96041932
8.891987474	73.45569619
8.533020247	71.08254768
8.197536843	68.73389909
7.815085767	65.92144464
7.518182957	63.09591275
7.15921573	60.45524829
6.796893645	57.89962291
6.447990914	55.51875609
6.241668619	52.80958407
5.825669222	50.01136179
5.478443907	47.35891829
5.164766912	44.39238737
4.899735032	41.22747068
4.59109031	39.13362665
4.389800263	36.82881651
4.203606985	34.53482268
4.002316938	32.20542953
3.799349501	29.83250001
3.56786594	27.49106953
3.351479149	24.99196322
3.205543881	22.51174632
2.895221718	19.92079454
2.74089937	16.96361202
2.455738472	14.78508346
2.230964601	11.90366507
2.036384218	9.200882688
1.823352284	6.247164345
1.563352626	3.448329826
1.378836765	0.738885939
0.941030935	-1.829924023
0.790063393	-4.534219864
0.511612185	-7.474400834
0.311999554	-10.38225872
0.186193278	-12.60097945
-0.390838157	-18.30867053
-0.74309572	-22.76978524
-1.011482458	-27.16786957
-1.464385032	-32.47893131
-1.89044895	-37.66900015
-2.355093461	-42.67883663
-2.81638314	-47.13859258
-3.267608298	-51.73129384
-3.812768829	-56.88917903
-4.312639076	-61.73662028
-4.866186686	-66.04960419
-5.471734218	-70.44653218
-6.072249501	-75.06922563
-6.657668041	-79.3330107
-7.337021927	-83.62246098
-8.068375735	-87.78612689
-8.819858535	-92.51862563
-9.532760767	-97.07077079
-10.25069525	-101.7080899
-11.02901673	-106.1698008
-11.85766071	-110.6657098
-12.6259177	-114.7787369
-13.36398117	-119.0111532
-14.2832057	-123.5070826
-15.05481752	-128.0767661
-15.86500993	-132.2685526
-16.58797663	-136.9371639
-17.36797555	-141.1713911
-18.22010336	-145.6503215
-19.28023091	-149.9131147
-20.20281027	-154.3408371
-19.82706885	-149.3103425
-19.13597306	-144.8612311
-18.3526193	-140.2741551
-17.73029761	-135.3414009
-17.09958881	-130.5100918
-16.40178335	-125.5715344
-15.7157198	-120.9693167
-15.19907537	-116.3202364
-14.46772156	-112.1607043
-13.73636775	-108.0220725
-13.10398154	-103.6687976
-12.48333726	-99.41150059
-11.86437038	-95.13318622
-11.20346809	-90.96250141
-10.52579162	-86.56701333
-9.900115099	-82.29636657
-9.115083929	-77.64017745
-8.304891518	-73.2002983
-7.5802474	-68.4588675
-6.830441991	-63.80184746
-6.087346271	-59.37806124
-5.475089075	-54.7095843
-4.842702862	-49.97394211
-4.260639155	-45.54855301
-3.738962474	-40.56649221
-3.31122114	-36.1292907
-2.804641203	-30.62921944
-2.368512789	-25.83086412
-1.888771534	-20.67035022
-1.462707616	-15.29680447
-1.034966282	-9.532722175
-0.597160452	-3.782949909
-0.23987064	1.147705655
0.338838235	5.966423411
0.788385977	10.36074699
0.935998687	14.8122714
1.368772269	19.20302391
1.662320247	23.53417644
2.111867989	29.08208927
2.506060977	34.58183222
2.938834559	39.6271845
3.366575893	44.68125196
3.775865651	49.22246088
4.300897164	53.60008762
4.773928755	58.55853941
5.40128272	63.08511744
5.986701235	67.76828819
6.55702303	72.15446202
7.378957353	76.76385864
7.922440467	81.40747004
8.613536265	85.91096033
9.27443855	90.09375022
9.978953677	94.58043585
10.60966247	98.78470398
11.2722422	103.2586197
11.91972516	107.6125916
12.5370146	112.084351
13.32036833	116.8636434
13.99636738	121.1346888
14.67739869	125.4963854
15.35842999	129.5921976
15.92707434	133.8644567
16.58965404	138.1018228
17.4619109	142.7430153
18.01042623	146.9564521
18.75352198	151.6124347
19.49326287	156.4241828
20.30010045	160.6549162
20.17932642	155.637612
19.58719821	151.015425
19.14268272	146.6990375
18.70319947	141.824099
18.18152277	137.3260091
17.61455583	133.1479996
16.9486213	128.5075083
16.26758999	123.671375
15.59494577	119.3023636
14.95249506	114.7884653
14.36707655	110.4269993
13.67933558	106.2024294
12.98153009	101.872632
12.37598256	97.33013251
11.70166095	93.11637985
11.03069414	88.77854415
10.44192077	84.36666588
9.797792647	79.89047004
9.069793671	75.37214928
8.444117148	70.89269676
7.801666439	66.58008267
7.224634979	62.24819869
6.578829438	57.32260678
5.990056092	53.11064372
5.416379464	48.71321746
5.01212198	43.83502413
4.47534853	39.56644427
4.091220037	35.1722386
3.621543278	30.27397257
3.208898713	25.43635984
2.801286371	20.22317598
2.366835373	14.84607123
1.932384375	9.286656617
1.471094696	3.707997085
0.932643855	-0.70158012
0.519999265	-5.956867697
0.110709532	-10.91989715
-0.761547321	-20.84398663
-1.414062526	-30.72514926
-2.168900183	-39.65803496
-3.032769931	-49.01452197
-3.982187946	-57.96700661
-5.084250893	-66.959691
-6.275216964	-75.45797063
-7.519860373	-84.02099067
-8.910439075	-91.64516071
-10.24063075	-99.97464045
-11.51211282	-107.7371896
-12.85740123	-114.8746789
-14.17752841	-122.0947523
-15.52281686	-128.9223736
-16.89662138	-136.6620071
-18.3022968	-144.0824491
-19.69119808	-150.7977303
-21.04487358	-156.7518339
-22.51932311	-162.2099613
-23.81261163	-167.3619472
-25.20486773	-172.1657605
-24.42654624	-163.0637471
-23.43183797	-154.5632745
-22.11003338	-147.627374
-20.7899062	-140.6846417
-19.44461778	-131.8272503
-18.05739393	-123.0727394
-16.75571833	-115.5244037
-15.35339774	-107.0402405
-14.03662539	-99.40882055
-12.73494982	-91.45504111
-11.44333873	-83.93581393
-10.12656639	-76.22847273
-8.741019958	-68.50062048
-7.405796034	-60.46789614
-6.045410845	-52.19647299
-4.983605882	-43.54194489
-3.760768907	-34.43921443
-2.940512001	-24.85436188
-2.043093907	-15.40805759
-1.27986917	-6.443532393
-0.308644722	2.577320447
0.417676838	11.79270596
1.1154823	21.18001388
1.90722311	30.08959761
2.663738183	38.6800671
3.569543356	47.6463342
4.564251628	56.80221036
5.678056513	65.53881803
6.894183849	73.95983358
8.333407616	82.59085653
9.522696271	91.01523791
10.79585575	99.45856201
12.11933776	107.5710628
13.39417468	115.7820841
14.85352747	124.5016813
16.25249325	133.1888959
17.53571723	141.3361022
18.88268309	149.9893319
20.17597159	158.1949401
21.57493734	165.0281504
22.89674194	169.7397268
24.30744963	173.8071064
25.66112516	177.2406491
24.94990034	168.0474919
23.98035331	158.9141764
22.87325811	150.1882799
21.9741626	141.2573017
20.87377705	132.8300761
19.55364987	124.5100073
18.25868396	116.5597499
16.93352453	108.6644454
15.62346187	100.258324
14.20604451	92.80340963
12.91946568	84.67558452
11.64295134	77.16547988
10.25237266	69.79430291
8.947342227	61.4993935
7.625537657	53.78364333
6.298700814	45.05381207
5.265411948	36.26108372
4.282445588	27.36593878
3.378317831	18.73968312
2.601673765	9.426863166
1.851868356	0.15049229
0.69445063	-9.416602826
-0.266709296	-18.36847841
-1.060127547	-28.10559132
-1.915610215	-37.46441463
-2.831479884	-46.12374802
-3.685285136	-54.78105643
-4.938315625	-63.8029753
-6.231604123	-72.57884612
-7.630569905	-81.05178108
-8.900374554	-89.34407743
-10.25908233	-96.20780787
-11.72011253	-104.0706932
-13.10062671	-111.7324396
-14.46772156	-118.9219938
-15.75262298	-125.1138689
-17.0375244	-131.318144
-18.42139341	-138.1229738
-19.85558493	-145.0568706
-21.19919596	-150.8825618
-22.51429086	-156.4496557
-23.82938579	-162.4395399
-25.10925496	-167.9249644
-24.22022395	-159.2923406
-22.91854837	-151.4643706
-21.61687277	-144.4995905
-20.32526169	-137.3153676
-18.96823135	-128.4825354
-17.68836218	-120.8588715
-16.33300924	-113.1167381
-15.00281757	-105.8907665
-13.6239808	-97.57518372
-12.35249874	-90.19125555
-11.06927474	-82.69382768
-9.725663734	-74.7820571
-8.346826944	-67.8406905
-6.9780547	-60.0719676
-5.703217778	-52.25313142
-4.547477468	-43.59058663
-3.512511187	-34.56006399
-2.428899816	-25.37546088
-1.70090084	-15.79136841
-0.942708351	-7.108753923
0.134193356	2.621815606
0.892385845	11.49774186
1.669029911	20.4990979
2.522835163	29.91345899
3.401801655	38.85724327
4.28580042	48.08085203
5.436508482	56.72405357
6.73818406	65.17954225
8.073407983	72.81445756
9.423728676	80.85846397
10.70695265	88.09950269
12.06398301	96.16301597
13.43946494	104.3053521
14.82165654	112.6867633
16.16023529	119.8332943
17.52900756	127.7439651
18.8659089	134.9796662
20.24139084	142.9912583
21.52629225	149.9682416
22.82629044	156.8499482
24.12461119	164.133727
25.50512537	170.4173765
24.88951334	161.3393351
23.86125672	152.6493324
22.76758083	144.196522
21.62022763	135.8610227
20.29842303	127.4710697
18.97997327	119.5780287
17.66487834	111.3245995
16.34810601	103.8507222
14.964237	96.50902607
13.68604525	89.28172174
12.3877245	81.24387285
11.06759732	74.0635162
9.787728151	67.17867962
8.501149317	59.78055403
7.194441491	52.07444191
6.068894669	43.56527944
4.956767201	34.87548061
4.055994301	25.63601832
3.153543934	16.95553605
2.304770956	7.544491349
1.348643251	-1.158332275
0.514967017	-10.59808457
-0.338838235	-19.57480045
-1.103740388	-28.52937097
-1.917287631	-37.45967108
-2.957286161	-46.97533737
-4.040897532	-56.01707608
-5.16979916	-64.67265928
-6.481539259	-72.89627715
-7.865408272	-81.23487405
-9.163729018	-88.67519076
-10.45198527	-95.77389276
-11.74359638	-102.9141477
-13.01507844	-109.9234375
-14.40733456	-117.1944094
-15.71404238	-123.6502099
-17.11804041	-130.156258
-18.44487726	-136.5694164
-19.75829475	-143.1424936
-21.06668002	-148.6182305
-22.46061352	-154.4582962
-23.77570846	-160.0037995
-25.12267429	-165.6321458
-24.12461119	-157.1888793
-22.71725832	-149.4084741
-21.38035699	-142.6825594
-20.06022981	-134.7335048
-18.75687681	-126.6245481
-17.48539472	-118.8375725
-16.16526754	-111.5920876
-14.82501137	-103.5582067
-13.52501321	-96.23092621
-12.22669246	-88.70096127
-10.87637177	-81.30695213
-9.578051024	-74.08095686
-8.242827101	-66.53063516
-6.900893513	-59.58962098
-5.538830909	-50.98207323
-4.349542253	-42.56721577
-3.327995325	-33.41750646
-2.3198677	-24.05632872
-1.55328813	-14.64511301
-0.637418461	-4.79203129
0.41264459	4.874285225
1.152385478	13.52031413
1.969287552	22.31126815
2.797931539	31.67016152
3.611478782	40.20906289
4.622961239	48.82541939
5.761927364	57.76338845
7.105538392	65.78796379
8.430697794	73.10790709
9.814566833	80.57537517
11.13301657	88.4066343
12.44140184	95.68340278
13.79843217	102.8812377
15.14707545	110.8579952
16.55107345	118.7398872
17.93494249	126.5749097
19.24835998	134.2726746
20.70771276	141.9777429
22.12177529	149.5310898
23.47545081	157.1361972
24.78719089	163.9118488
24.29738514	154.3115155
23.2489995	145.4887307
22.04125927	136.9661337
20.73455144	128.7228274
19.45803711	120.530361
18.09765192	112.3296624
16.77920218	104.8835197
15.50101043	97.55728795
14.08191565	89.94751913
12.76178847	82.2902604
11.40643556	75.18842156
10.0678568	67.85307878
8.756116702	60.59902221
7.410828282	52.52365852
6.114184927	43.72583187
5.017154228	35.04317181
4.030833036	26.17762735
3.223995457	17.35325318
2.39535147	7.952096508
1.518062369	-0.652684265
0.543483114	-9.866636995
-0.332128571	-18.94781652
-1.103740388	-28.0178796
-1.960900472	-37.06541173
-2.938834559	-46.32137991
-3.987220194	-55.5428105
-5.137928256	-64.15823057
-6.471474763	-72.20891709
-7.763085845	-79.98188008
-9.15869677	-87.8959822
-10.57611413	-95.50187825
-11.90462839	-103.2542812
-13.23649748	-110.1115774
-14.56668915	-116.8094557
-15.97907426	-124.3756892
-17.27739501	-130.556812
-18.59919961	-136.3107489
-19.89081069	-142.3711871
-21.23106686	-148.6131837
-22.57132306	-153.9803153
-23.92667597	-159.8969215
-25.22835158	-165.6407872
-24.28396581	-156.9969008
-22.98899987	-149.8039379
-21.61855018	-143.2075371
-20.2766166	-135.4043416
-18.97829585	-127.2545648
-17.62294291	-118.9727899
-16.29610609	-111.6474116
-14.91894672	-103.9155011
-13.50823905	-95.80007639
-12.18978929	-88.59657939
-10.83946859	-80.8405844
-9.566309112	-73.3225994
-8.152246586	-65.97897018
-6.872377416	-58.90736092
-5.592508246	-51.28706543
-4.40992928	-42.76487742
-3.371608167	-33.70065333
-2.351738629	-24.66403095
-1.539868802	-15.56739494
-0.733031224	-6.789383903
0.360644643	2.620009099
1.088643619	11.53319485
1.771352337	20.18526064
2.670447847	29.43369284
3.549414364	38.18080395
4.463606618	46.89262353
5.69818553	56.11405018
7.100506119	64.70997537
8.440762316	72.10804666
9.764244302	78.96419806
11.12295207	86.6805419
12.42798248	93.82753806
13.84204501	101.7501592
15.22423663	109.5977592
16.51081547	116.4240013
17.89132965	124.2614611
19.19468264	131.2504088
20.47119698	138.5257388
21.75442098	145.6416176
23.03093529	152.3344071
24.32757865	159.3121814
25.6477058	166.0496744
24.89286817	157.4269368
23.75725685	148.1658983
22.62835523	139.2706205
21.35184089	130.307306
20.05855239	122.4222548
18.69648979	114.8340557
17.36629811	106.7568853
16.04784837	99.46045505
14.63881809	91.89929316
13.367336	84.18827987
12.07404751	77.94741713
10.65663015	70.36813765
9.244245037	62.87259968
7.922440467	55.50750415
6.598958456	47.19211289
5.438185898	38.34142373
4.5508323	29.77836374
3.487349921	20.38808303
2.657028519	11.31713614
1.826707116	1.925733194
0.779998897	-7.573905187
-0.375741413	-16.86325685
-0.993030856	-25.49866715
-1.806578099	-35.34878276
-2.762705778	-43.85914131
-3.720510898	-52.48458588
-4.854444774	-61.50798461
-6.110830095	-70.10505622
-7.652376313	-78.85284245
-9.105019433	-87.43136909
-10.61301731	-95.6786553
-12.26527306	-104.0603997
-13.64410982	-112.2883051
-15.24772046	-120.3989249
-17.07610499	-128.7045864
-18.74178004	-136.8390924
-20.5332614	-144.2971807
-22.47403285	-152.3883406
-24.29570772	-160.6792698
-26.09725357	-168.4775414
-27.90886392	-174.9283606
-29.80769995	-180.0891234
-29.61647442	-171.3073539
-28.56305654	-162.7847056
-26.95273624	-154.8095685
-25.18641615	-146.5072803
-23.42680572	-138.2749819
-21.98254968	-129.4281709
-20.47455181	-121.3765523
-18.91790885	-112.7623388
-17.26733051	-104.2355539
-15.72242946	-95.82091427
-14.09365756	-87.52634568
-12.4866921	-79.34869141
-10.9266943	-71.17602279
-9.210696717	-62.79807581
-7.48966686	-54.49112629
-6.055475341	-45.7902105
-4.735348162	-37.12344721
-3.655091623	-28.59495802
-2.658705935	-19.84856727
-1.731094328	-10.33058897
-0.855482668	-1.379786558
0.191225551	7.546093076
1.045030778	16.84406821
1.923997295	25.67334063
2.781157379	34.38007868
3.703736712	43.29627896
4.747090099	51.79592431
6.090701103	60.39738974
7.612118304	69.05046636
9.271083718	77.41316333
10.86127503	85.91817261
12.41120832	94.61112726
14.07185116	103.0828355
15.52281686	111.342288
17.14487907	119.7590423
18.70319947	128.3736863
20.35042295	136.9292007
21.95235617	145.4821211
23.48887014	153.9308232
25.15454522	161.9358192
26.93931689	170.104428
28.76266917	175.4281571
30.64473104	176.0563811
30.2270542	166.5636067
29.03105588	157.8946539
27.86357366	149.1351534
27.02151032	140.4857923
25.89260869	131.932883
24.41983658	123.5451434
22.9420322	114.7059042
21.38035699	106.1471175
19.65094007	97.66734491
17.90307156	89.32143315
16.16023529	81.17786075
14.34023787	72.88913383
12.49843401	64.94106017
10.680114	57.2109255
8.952374501	48.67576216
7.447731434	40.42970897
6.219862211	31.90791479
5.0037349	23.18742092
3.905026759	14.55160265
2.999221586	6.017007056
1.83341678	-2.669869448
0.885676181	-12.01722994
-0.145935268	-20.75761646
-1.061804963	-30.00313476
-2.017932642	-38.76663039
-3.101544013	-47.31122469
-4.230445667	-56.05811416
-5.629411423	-64.47119857
-7.278312342	-73.3303898
-8.982567989	-82.18828475
-10.51404971	-90.42490998
-12.22501505	-98.83291981
-13.98294806	-107.657253
-15.70901014	-116.2379063
-17.42836255	-124.23035
-19.15777946	-132.2247853
-21.01635748	-139.6898708
-22.82629044	-146.6607775
-24.62280402	-153.9088145
-26.45454338	-160.9779066
-28.35673424	-168.6659154
-30.25892513	-175.4444797
-29.27595877	-166.3848895
-27.74615446	-157.9687005
-26.01841497	-149.6974503
-24.37790116	-141.5119177
-22.69712933	-133.1346462
-21.27803456	-124.4104569
-19.63081106	-115.6508508
-18.09765192	-107.4063206
-16.41855751	-99.20831428
-14.90049514	-90.91898057
-13.13752988	-82.65980525
-11.55908049	-74.26883574
-9.772631407	-65.69911152
-7.865408272	-57.310486
-6.337281407	-48.91506509
-4.919864049	-40.47247301
-3.767478571	-31.84508063
-2.730834874	-23.10480413
-1.747868513	-13.82907351
-0.820256907	-4.633556367
0.462967095	4.53558207
1.30503041	14.00651686
2.27122261	23.26239531
3.309543724	31.94892339
4.307606828	40.77857216
5.563992174	49.84146876
6.971345011	58.23438949
8.647084585	66.74795672
10.50063038	74.90167712
12.20824086	83.18986641
13.96785129	91.63052437
15.70062306	100.5320429
17.43842705	108.5888437
19.11248921	117.0052397
20.90229315	125.1619174
22.58138755	133.1848152
24.27725612	141.4821492
26.06035039	149.7457816
28.01957345	157.766233
29.83453863	165.441003
29.55273256	156.1979391
28.38021809	147.6623329
27.08525218	138.8773018
25.77854433	130.0882198
24.44667524	121.5265876
22.92022579	112.8998365
21.27803456	104.666551
19.65597232	96.0566895
17.93997474	88.05758173
16.13171922	79.9960774
14.30501211	72.18807326
12.52024044	64.65453784
10.67340433	57.10960283
8.957406749	48.87180828
7.493021717	40.43275308
6.077281775	31.38206023
4.936638209	22.82726559
3.817801077	14.08410794
2.8331573	5.503158543
1.774707169	-3.291873473
0.768256985	-12.48111249
-0.382451077	-22.01455913
-1.216127311	-30.79041049
-2.210835609	-39.51172195
-3.317930804	-47.94265436
-4.421671192	-56.39642223
-5.917927153	-65.11877567
-7.466183036	-73.58465303
-9.155341938	-82.09700143
-10.82437185	-90.55857298
-12.62088545	-99.10743166
-14.27314118	-107.4332114
-15.96565494	-115.7750654
-17.71687828	-124.4257072
-19.57042405	-132.3431767
-21.48938908	-139.9402137
-23.27919301	-146.5668959
-25.0740292	-153.6669793
-26.8520912	-160.7057704
-28.72241116	-168.1285665
-30.57092468	-174.5557054
-32.35905121	-180.1083438
-34.26124207	-183.6713267
-35.21066008	-174.3148376
-34.18240347	-165.5400361
-32.49156715	-156.9115183
-30.56924727	-148.7667692
-28.8649916	-140.7828023
-27.15402626	-132.6985076
-25.6862864	-124.6034
-24.13970793	-116.2902719
-22.59983913	-107.937498
-20.83519646	-99.65206049
-18.97829585	-91.53755467
-17.14991132	-83.62599634
-15.25275271	-75.42632752
-13.43946494	-67.85857881
-11.57082243	-60.76715019
-9.707212132	-53.55359613
-7.992891964	-45.49502419
-6.31715239	-37.00043838
-4.938315625	-28.43931902
-3.685285136	-19.7883034
-2.56812542	-10.6626254
-1.502965625	-2.118840943
-0.211354543	6.465853246
0.883998765	15.5410696
1.944126287	24.51087587
2.928770063	33.03392018
4.067736213	41.74938557
5.498572899	50.69846336
7.05186103	59.32986136
8.826568224	67.36450662
10.69185591	75.11071106
12.52191786	83.46046111
14.27146376	91.78923547
16.03610643	100.1471937
17.92320055	108.3960214
19.59223046	116.5192183
21.34345381	124.629499
23.16512868	132.6852957
25.03377119	140.9006635
26.90409115	149.1535499
28.75763692	156.8345691
30.65479554	164.0975059
32.48150263	169.6022459
