SPECIMEN A7			
DISP(mm)	SHEAR(kN)		
2.518244341	10.66845764		
3.756652888	16.00727406		
5.041099392	19.39001418		
6.302526155	22.11710012		
7.577766252	24.86878793		
8.797759011	27.50017559		
8.609004778	23.08880337		
7.370596257	17.4569754		
6.081547324	13.88449132		
4.833930896	11.3918398		
3.554088345	8.931968169		
2.320283752	6.506242282		
2.472206409	10.40390901		
3.719822837	15.74522494		
4.990457482	19.20794106		
6.251885769	22.08147002		
7.50410615	24.68019548		
8.774740794	27.47266186		
8.701080693	23.65985961		
7.402822355	17.54995833		
6.150603498	13.98769414		
4.870760947	11.38130813		
3.609332659	8.905799273		
2.352509849	6.557286414		
2.407754189	10.02946243		
3.669182451	15.54228743		
4.944421048	19.13201205		
6.169017761	21.70195724		
7.45346424	24.56094236		
8.701080693	27.30501564		
9.980923218	30.18382438		
10.84182482	30.49176806		
9.561982298	22.54341654		
8.305157964	18.20559087		
7.039127248	15.37229475		
5.777698986	12.66654347		
4.525480129	10.3402286		
3.590918396	9.675731149		
4.847741206	16.69549158		
6.13218771	20.97901113		
7.389012019	23.89332634		
8.66885457	26.83506234		
9.953301074	29.73595718		
11.21933177	32.50596877		
12.48996793	34.92174554		
13.72837648	36.92951668		
14.96678503	38.95844166		
16.25122998	40.62387595		
17.51726222	42.36755757		
18.74186043	43.8892376		
20.02169994	45.63698213		
20.26109605	41.97645528		
18.9766511	34.67637343		
17.72903465	30.4668954		
16.46760788	27.23681897		
15.21999145	24.19984169		
13.93554345	21.235986		
12.66030638	18.40031804		
11.40348204	15.75855296		
10.14665771	13.17962546		
8.899041282	10.81312641		
7.614594804	8.435379732		
6.376186257	6.238876641		
5.096343706	4.072255325		
3.830313015	2.056262669		
2.559678345	0.122768092		
1.823078752	0.457245308		
3.098317349	6.749232207		
4.355140159	10.66885025		
5.644190591	13.52924356		
6.905617355	16.13053257		
8.130215566	18.67921232		
9.423869951	21.4784025		
10.67608883	24.03511781		
10.9845411	21.90229207		
9.746131054	15.4744943		
8.461686074	11.67255652		
7.200257812	8.903646112		
5.925019214	6.466163854		
4.691214621	4.124220299		
3.402164163	1.829452948		
2.149943808	-0.371191347		
0.920743142	-2.35575057		
-0.36830729	-4.462085184		
-1.615922956	-6.305234222		
-2.904972651	-8.223074935		
-4.147985125	-10.08591064		
-5.423223723	-11.91581223		
-6.680048057	-13.71991781		
-7.936871629	-15.52366888		
-9.202902702	-17.35137319		
-10.48274525	-19.05710846		
-11.73496507	-20.85947547		
-12.9779776	-22.4500552		
-14.26242385	-24.24073267		
-15.5100401	-25.85358479		
-16.7944864	-27.49759474		
-18.01908385	-29.0616609		
-19.30813355	-30.39361573		
-20.56495712	-31.73548696		
-21.83098857	-32.97652677		
-23.0924161	-34.15342804		
-24.3538436	-35.26681688		
-25.60606322	-36.4203755		
-25.1733112	-30.32816314		
-24.3216175	-26.2097594		
-24.31701355	-26.29223525		
-24.31701355	-26.37556878		
-24.31701355	-26.35462207		
-24.31701355	-26.41700941		
-24.33082462	-26.50473708		
-24.32622069	-26.46175637		
-24.33082462	-26.48378825		
-24.33542857	-26.50605005		
-24.33542857	-26.50650531		
-24.32622069	-26.48293037		
-24.32622069	-26.5031963		
-24.33082462	-26.44234999		
-24.33082462	-26.4840161		
-24.33542857	-26.44343567		
-24.33082462	-26.44234999		
-24.33542857	-26.48555648		
-24.33082462	-26.46352456		
-24.33082462	-26.50496493		
-24.33542857	-26.42271632		
-24.32622069	-26.46152856		
-24.32622069	-26.37819467		
-24.3216175	-26.39805632		
-24.32622069	-26.44126475		
-24.32622069	-26.41986294		
-24.33082462	-26.44212266		
-23.18449122	-21.46576054		
-21.92306372	-18.02649264		
-20.65242829	-15.02450615		
-19.4094162	-12.09343674		
-18.12957365	-9.214526315		
-16.87735365	-6.553615835		
-15.63434135	-3.936710713		
-14.3544988	-1.434842272		
-13.11148638	1.014607811		
-11.8270401	3.454690525		
-10.57942395	5.800703689		
-9.299581426	8.092875503		
-8.042757854	10.27377087		
-6.772122448	12.37478165		
-5.524506756	14.3227984		
-4.25387135	16.15167711		
-2.99244385	17.91503759		
-1.74943135	19.52654686		
-0.464985608	21.27549603		
0.773422913	22.80185755		
2.062473371	24.489306		
2.463000027	22.02701048		
1.169345642	15.58323215		
-0.078270786	11.93859988		
-1.34890543	9.439514695		
-2.601125075	7.029545408		
-3.871760481	4.823686874		
-4.304512498	6.187382536		
-3.056896807	12.30371967		
-1.777054282	16.1042063		
-0.538645735	18.63606868		
0.745800769	21.22293601		
1.993417197	23.65264058		
3.245637578	25.81135109		
4.511668269	27.51324196		
5.79151082	28.88364023		
7.043731201	30.51876862		
8.300554011	32.00839189		
8.139423472	27.03965989		
6.901014925	21.28206117		
5.602756587	17.66483124		
4.373555947	15.03093815		
3.084505515	12.52657305		
1.841493015	10.16106338		
0.56165049	7.847899964		
-0.672154104	5.757320343		
-1.951996655	3.548882895		
-3.21342418	1.324811882		
-4.465643799	-0.938646068		
-5.71786418	-3.013462986		
-6.970083799	-5.318870508		
-8.254530278	-7.717071976		
-9.497542778	-10.06180053		
-10.7819889	-12.41768457		
-12.02960513	-14.8057378		
-13.3002401	-17.01177134		
-14.55246007	-19.25407944		
-15.84151002	-21.46496823		
-17.075315	-23.55581403		
-18.3505536	-25.5532667		
-19.61198112	-27.56750972		
-20.85959755	-29.34753661		
-22.13483615	-31.28307519		
-22.83920964	-30.27030363		
-21.56397105	-22.53206865		
-20.31635462	-17.96600444		
-19.04111602	-14.64886846		
-17.79349995	-11.63250846		
-16.5274687	-8.799283128		
-15.2614376	-6.050173367		
-14.01842507	-3.391674384		
-12.7293751	-0.845792351		
-11.50017385	1.578892527		
-10.20652023	4.126563118		
-8.981922752	6.403062542		
-7.692872702	8.739703601		
-6.46367168	10.9339989		
-5.183829129	13.07961236		
-3.917797676	15.05371127		
-2.670181985	17.02253237		
-1.404150532	18.85000143		
-0.142723006	20.65523486		
-0.151930913	16.92399706		
-1.390339434	11.43862321		
-2.693200202	7.924888372		
-3.913194485	5.544950081		
-5.206848108	3.123225232		
-6.459067727	0.692022006		
-7.692872702	-1.565863943		
-8.949696655	-4.103204544		
-10.21572773	-6.600794019		
-11.49096632	-9.247697217		
-12.73397885	-11.80194735		
-14.0138213	-14.42906347		
-14.13812255	-11.65797569		
-12.85367635	-5.405270195		
-11.6336826	-1.601180796		
-10.33082145	1.263410974		
-9.092412549	3.837174406		
-7.812570379	6.33880113		
-7.582382905	4.226158811		
-8.862225075	-1.669229441		
-10.12825653	-5.444499513		
-11.39428763	-8.340334227		
-12.62809265	-11.05929953		
-13.8895201	-13.99600033		
-14.21638627	-12.24574501		
-12.97337385	-5.774813309		
-11.71194648	-1.811704067		
-10.45972648	1.058866118		
-9.170676604	3.668132796		
-7.913852651	6.246771382		
-7.485704206	4.882013596		
-8.75633885	-1.240861687		
-10.02697388	-5.143671572		
-11.2976089	-8.040337671		
-12.5083951	-10.77414138		
-13.79744507	-13.78069328		
-14.3544988	-13.06045884		
-13.05624135	-6.112906069		
-11.79941768	-2.067406007		
-10.51497138	0.896475091		
-9.26275135	3.536957936		
-7.97370168	6.188025926		
-6.735293133	8.740711491		
-5.460053799	11.05246088		
-5.335752549	8.323231663		
-6.601784002	2.620416764		
-7.867815075	-0.903628881		
-9.120035075	-3.585963317		
-10.41829265	-6.365312838		
-11.6659089	-9.088013804		
-11.89149263	-6.890492201		
-10.63466885	-0.750414456		
-9.364034028	2.92136469		
-8.093398977	5.756335578		
-6.818160379	8.340019478		
-5.570543952	10.83277593		
-5.234470252	9.106225095		
-6.514312803	2.875911495		
-7.757325303	-0.641547134		
-9.050978926	-3.461275429		
-10.28938765	-6.18181561		
-11.58304148	-8.959966755		
-12.82605385	-11.76489013		
-14.11050007	-14.60326988		
-15.37653135	-17.45681035		
-16.6563737	-20.04270119		
-17.90399013	-22.57706523		
-18.54851497	-23.13811952		
-18.53009995	-22.88150014		
-18.53470388	-22.58989755		
-18.55311855	-22.65764536		
-18.90300367	-22.21298794		
-17.62316115	-14.97721721		
-16.4077712	-10.90237976		
-15.11411757	-7.662847115		
-13.84808635	-4.788316903		
-12.54522515	-1.923822534		
-11.2884014	0.571206169		
-9.985540252	3.142424908		
-8.728716299	5.637567983		
-7.435062676	8.101326254		
-6.146013006	10.56365943		
-4.8753776	12.83231019		
-3.600139002	15.01864433		
-2.361730456	17.0057899		
-1.040453926	19.33082079		
0.202557812	21.38215961		
1.50081615	23.28168748		
2.771450794	25.04767946		
4.069707609	26.82149645		
5.344946206	28.60971972		
6.657014855	30.21985851		
7.927651023	31.92303488		
9.189077786	33.49783593		
10.46892034	35.16187155		
11.73495103	36.50725174		
12.93653102	34.58770586		
14.33607013	40.22402204		
16.416966	41.44313261		
16.55047287	42.21713564		
17.69220307	43.75742618		
18.96744319	45.29456184		
20.23807784	46.74625369		
20.90562128	45.00852951		
19.62577873	36.9777406		
18.3781623	32.28543457		
17.13975376	29.08337392		
15.86451668	25.89145115		
14.62150268	22.96067428		
13.84807302	22.84505393		
15.10489735	30.49309564		
16.33870042	35.1179765		
17.59092232	38.42920155		
18.87076487	41.66369512		
20.14600195	44.93909174		
21.41203416	47.79311179		
21.30614794	42.7776521		
20.06313394	36.24308832		
18.77868896	31.8969384		
17.53107253	28.69176115		
16.26043789	25.54338067		
14.99901112	22.565338		
15.00361355	26.12797319		
16.23741967	32.55537772		
17.50344886	36.6019622		
18.76948108	40.08488261		
20.05853151	43.40612729		
21.29694006	46.64947699		
21.43505238	43.40074358		
20.13679407	36.26390813		
18.89378309	31.92976587		
17.61854297	28.61213709		
16.36632411	25.48979111		
15.08648156	22.46460291		
13.85267544	19.57793951		
12.58664625	16.89193052		
11.3068022	14.2643467		
10.04997939	11.8531267		
8.78855113	9.461430525		
7.559350464	7.204324123		
6.284111867	5.081279699		
5.031891486	3.048398965		
3.747445007	1.069047421		
2.50903646	-0.75058884		
1.22459148	-2.625159093		
-0.023024948	-4.531164679		
-1.293660354	-6.192359065		
-2.555087879	-8.102292275		
-3.816515379	-9.802753018		
-5.068735024	-11.50063199		
-6.311747498	-13.13294529		
-7.59159043	-14.81770505		
-8.839206477	-16.49318608		
-10.12825653	-18.11771088		
-11.37126882	-19.83373005		
-12.63269635	-21.42917101		
-13.9079351	-23.05009558		
-15.17396622	-24.66775164		
-16.42618622	-26.1564993		
-17.68761375	-27.709784		
-18.95364482	-29.26536961		
-20.19205337	-30.51855415		
-21.46729273	-32.07620551		
-22.71951235	-33.43918182		
-23.9993549	-34.85129569		
-25.23776342	-36.10516338		
-26.53602023	-37.31399092		
-27.80205245	-38.49092167		
-29.07729105	-39.46225787		
-30.33411388	-40.51129172		
-31.6001461	-41.39561206		
-32.87078074	-42.34527323		
-34.15522722	-43.21418839		
-35.39823972	-43.94558859		
-36.73332658	-41.85542228		
-37.91649079	-45.45871928		
-39.17791755	-46.23719766		
-40.43474189	-46.86809544		
-41.68696075	-47.55896734		
-42.95759542	-48.15307914		
-44.19600699	-48.7976156		
-45.48965985	-49.37739354		
-46.73267082	-50.10733356		
-47.99870304	-50.59552099		
-49.3015638	-51.15342968		
-50.5445778	-51.73701475		
-51.82902278	-52.29237642		
-53.09965743	-52.73760516		
-54.36568964	-53.05681041		
-55.62251398	-53.77034887		
-56.89775105	-54.02824387		
-55.87571738	-45.365073		
-54.58666997	-39.50808665		
-53.35286388	-35.49229592		
-52.09143712	-31.99027785		
-50.79778423	-28.37529107		
-49.51794171	-25.05699287		
-48.25190949	-21.72121217		
-46.94904872	-18.48055214		
-45.69222439	-15.52485797		
-44.42619217	-12.46219924		
-43.14634962	-9.624366943		
-41.90333865	-7.008519009		
-40.61889064	-4.338899963		
-39.37127422	-1.782979804		
-38.11905536	0.584982656		
-36.83460886	2.92025523		
-35.58699395	5.181532655		
-34.31635778	7.409148096		
-33.07794924	9.458391362		
-31.78429638	11.29421996		
-30.55509421	13.02784712		
-29.26144132	14.77899513		
-28.0138249	16.34947277		
-26.7385863	17.78273388		
-25.47255485	19.12685052		
-24.2341463	20.31819529		
-22.94969982	21.58549815		
-21.70208337	22.67429991		
-20.42224084	23.68853785		
-19.1838323	24.67021903		
-17.89938617	25.53969109		
-16.65177013	26.44035972		
-15.3811351	27.17956326		
-14.11510382	28.10643297		
-12.83986513	28.88951818		
-11.58764523	29.6445935		
-10.3492365	30.31215992		
-9.060186426	31.09846382		
-7.812570379	31.74780236		
-6.528123901	32.40766435		
-5.275904256	33.07901452		
-4.00526885	33.67189223		
-2.753049231	34.3224122		
-1.491621706	34.87067709		
-0.225591014	35.60891573		
1.035837248	36.26200523		
2.288057629	36.74486413		
3.531070129	37.39284859		
4.820119062	38.09566128		
6.06773549	38.68209657		
7.338370134	39.37946893		
8.604402349	40.18056676		
9.8842449	40.94373289		
11.13185983	41.78119954		
12.38408171	42.72524426		
13.64550847	43.69254596		
14.92074555	44.55904781		
16.18217533	45.61012533		
17.41597843	46.59031308		
18.69582098	47.85591738		
19.94343741	48.84035661		
21.1864514	49.92803788		
22.48470669	51.09409518		
23.76454925	52.17130315		
25.02597903	53.30609016		
26.29200822	54.19105984		
27.54423013	55.36458911		
28.81486477	56.08300939		
30.08549942	57.03127708		
31.31009461	57.79965974		
32.58993716	58.5831958		
33.83755358	59.50508335		
35.10819128	60.28562697		
36.36501256	61.0419036		
37.61262899	61.64785019		
38.87866121	62.42836041		
40.14929588	63.02018696		
41.39230987	63.68980116		
42.67675181	64.41157242		
43.93357916	64.95538811		
45.18579805	65.4390961		
44.05788118	56.13545411		
42.80566232	50.37412709		
41.55804589	46.43689885		
40.33805008	42.8632318		
39.00296322	39.11046972		
37.74153343	35.77560593		
36.46169088	32.4574976		
35.22328236	29.29647469		
33.94804526	26.25164451		
32.69122095	23.29583986		
31.45281241	20.4924918		
30.17757228	17.69868261		
28.92995888	15.10209895		
27.65011633	12.53764243		
26.39329202	10.16801737		
25.13186526	7.943724117		
26.01578355	14.64659782		
27.26800244	20.05195367		
28.54784496	23.87398103		
29.8461033	27.13406735		
31.10753006	30.27941302		
32.32752585	33.35006999		
31.58171685	26.49834237		
30.35251618	20.91246205		
29.00361596	17.15472098		
27.76520744	14.09909857		
26.48536489	11.13640841		
25.25156179	8.375622222		
23.97632169	5.728917043		
22.70568702	3.502012081		
21.43044995	1.588018559		
20.17362562	-0.425256885		
18.91680131	-2.081728145		
17.64616664	-3.617878998		
16.416966	-5.015058493		
15.11410523	-6.350719577		
13.86188335	-7.524979514		
12.59585416	-8.702925037		
11.32061404	-9.925632528		
10.07299761	-10.99362276		
8.806966892	-12.02541117		
7.550142583	-13.0750057		
6.28871582	-14.08430303		
5.041099392	-15.04753486		
3.765860794	-15.91413559		
2.504432507	-16.69277252		
1.229193909	-17.55930514		
-0.023024948	-18.48206513		
-1.279849282	-19.21761452		
-2.532068901	-20.07746317		
-3.816515379	-20.8418361		
-5.050319973	-21.6336825		
-6.325559333	-22.29067819		
-7.596194002	-23.1139358		
-8.820791452	-23.73561504		
-10.1098415	-24.64792144		
-11.352854	-25.52635625		
-12.62348888	-26.30762007		
-13.8895201	-27.2130965		
-15.17396622	-28.12405527		
-16.4077712	-29.06276738		
-17.6830098	-29.97044878		
-18.55772247	-28.98573727		
-17.27787995	-21.12053889		
-16.0302637	-16.45000873		
-14.7964588	-13.33288682		
-13.5028051	-10.34584757		
-12.2597926	-7.686814496		
-10.984554	-5.018424708		
-9.727730252	-2.565578662		
-8.457095227	-0.150272442		
-7.209479155	2.132854422		
-5.943447702	4.337146802		
-4.682020176	6.540573236		
-3.420592676	8.597179997		
-3.112141909	6.443923707		
-4.355154383	0.831578113		
-5.653411198	-2.869606819		
-6.8826126	-5.461497025		
-8.167059104	-8.110991589		
-9.410071579	-10.79068733		
-9.782975329	-9.074909929		
-8.516943875	-2.869547105		
-7.250912778	0.864264908		
-5.980277752	3.468023663		
-4.732661325	5.939558319		
-3.471233799	8.289309818		
-2.232825252	10.56984859		
-0.939171629	12.69849062		
0.294633701	14.55866423		
1.072667324	14.04739663		
-0.174949129	7.533036047		
-1.459395608	3.731278268		
-2.720823133	1.234794593		
-3.982250633	-1.073074138		
-5.24828135	-3.466143374		
-6.012503875	-3.537510831		
-4.778699282	2.763382641		
-3.526478901	6.514073649		
-2.260448184	9.263278214		
-1.012831756	11.63011287		
0.276217939	14.07161255		
1.127911638	14.41924669		
-0.138119053	7.564493299		
-1.399546579	3.874060793		
-2.683993057	1.308168045		
-3.917797676	-1.075599592		
-5.193036274	-3.450335738		
-6.099975049	-4.128096798		
-4.84775543	2.429518421		
-3.577120024	6.352995921		
-2.329504358	9.013071329		
-1.035850735	11.51881025		
0.202557812	13.88302057		
1.473192456	16.2564479		
2.435376359	16.80313848		
1.146327425	9.648558143		
-0.101289002	5.836370795		
-1.358112575	3.236525831		
-2.624144028	0.927290915		
-3.862552575	-1.353176138		
-5.142395125	-3.666310757		
-4.447228774	1.538221594		
-3.176594129	6.299737642		
-1.938185583	9.334313726		
-0.64453196	11.79801015		
0.658328808	14.4110495		
1.915153142	16.67579208		
1.256817603	11.02070244		
-0.009214637	6.386317704		
-1.275245329	3.385810158		
-2.513653875	1.105508833		
-3.80730826	-1.274539603		
-5.041112854	-3.616331517		
-4.461040608	1.471564586		
-3.199613083	6.08369829		
-1.947392702	9.205967118		
-0.672154104	11.74824168		
0.607688421	14.14522304		
1.864511232	16.61945057		
1.284439748	11.21709538		
0.041427273	6.547392589		
-1.210793108	3.508954947		
-2.499842778	1.172242969		
-3.747459231	-1.215468055		
-5.018093875	-3.525977087		
-4.530096782	1.158603649		
-3.250254231	5.985463499		
-1.988826706	9.256915355		
-0.718192061	11.65132665		
0.53402832	14.0404261		
1.809266917	16.49891997		
1.348891968	11.54970218		
0.092067659	6.708470317		
-1.173963057	3.624229835		
-2.430786629	1.191917203		
-3.678403057	-1.0911386		
-4.944433774	-3.421317119		
-4.53470071	1.010574373		
-3.282480329	5.934314559		
-2.016448875	9.081513212		
-0.759625303	11.59762043		
0.524820413	14.01683186		
1.76322896	16.42291192		
1.445570312	11.91242261		
0.147313498	6.76612121		
-1.095699002	3.68843607		
-2.384749434	1.288860393		
-3.64617696	-1.102791025		
-4.90760446	-3.38981846		
-4.603756883	0.697655234		
-3.346932549	5.622696855		
-2.085505811	8.977986092		
-0.814870379	11.41428377		
0.446556359	13.84788067		
1.689568859	16.21342279		
1.440966359	11.99489889		
0.216369646	6.995287156		
-1.072680786	3.715928615		
-2.347919383	1.341282079		
-3.604742956	-0.881635167		
-4.84775543	-3.288958263		
-4.645190125	0.371626232		
-3.39757446	5.50348212		
-2.131542981	8.860136385		
-0.842493311	11.40640458		
0.395915998	13.68679789		
1.680362476	16.27362303		
2.923374976	18.61825139		
4.212423884	20.66165274		
5.473852171	22.50893484		
5.280493986	17.84516923		
4.005255388	12.34928498		
2.734620744	8.928518341		
1.463986099	6.513245018		
0.207161765	4.37425619		
-1.05426576	2.171081179		
-2.311089333	0.073979937		
-3.595535049	-2.282477771		
-4.829340405	-4.582347712		
-6.118390075	-7.002901069		
-5.570543952	-1.77755021		
-4.295305354	3.027127811		
-3.033877829	6.13094725		
-1.754035303	8.611739636		
-0.497211731	11.00214406		
0.78263082	13.33626693		
0.239387863	8.258698918		
-1.022038875	3.604680368		
-2.27886321	0.54392698		
-3.512667803	-1.735057852		
-4.801717498	-4.260439676		
-6.063144998	-6.840569085		
-5.611977956	-1.998789927		
-4.359757575	2.904047794		
-3.079915024	6.096924765		
-1.818488286	8.572406581		
-0.557059998	10.88033966		
0.713574646	13.21185363		
0.317651917	8.69997273		
-0.966794561	3.767060893		
-2.228221325	0.684119863		
-3.489648825	-1.707577508		
-4.755680303	-4.163517743		
-6.049333926	-6.668824804		
-5.685638057	-2.334010685		
-4.405795532	2.723255601		
-3.139764053	6.016952336		
-1.869129409	8.474171211		
-0.598494002	10.80566727		
0.616896328	13.1842743		
0.340670159	8.811272472		
-0.902341579	3.93208623		
-2.19139201	0.799382039		
-3.439007702	-1.651206038		
-4.718850252	-4.090037499		
-5.980277752	-6.628406598		
-5.722468133	-2.595937397		
-4.456436655	2.541231925		
-3.18580201	5.815382956		
-1.94278951	8.411337233		
-0.685965202	10.61313513		
0.589272634	13.13448307		
0.405123879	9.22765287		
-0.856304383	4.133744098		
-2.126939053	0.943469821		
-3.392970506	-1.491475293		
-4.65900196	-3.926335793		
-5.929636629	-6.488111949		
-7.186460176	-9.067047898		
-6.012503875	-1.631250575		
-4.760284231	2.643041245		
-3.498856731	5.453706847		
-2.21901418	8.018218145		
-0.985208825	10.15070669		
0.322255871	12.66032271		
-0.801059307	5.59485886		
-2.090108977	1.624229483		
-3.346932549	-1.26877649		
-4.608360075	-3.723451736		
-5.8697876	-6.345578267		
-7.126611528	-8.945374704		
-6.173635176	-2.263794601		
-4.921415557	2.199124889		
-3.636969053	5.225817512		
-2.40316446	7.630572134		
-1.114114028	10.05112118		
0.133501663	12.37606026		
1.404136308	14.70760813		
2.674772476	17.12286473		
3.936199214	19.38897496		
5.197627502	21.73862834		
6.463658193	23.90139663		
6.362375921	19.57806958		
5.119363447	13.98670306		
3.844124849	10.41795939		
2.596508421	8.072204259		
1.284439748	5.728866941		
0.059841536	3.620024318		
0.110483447	6.77656543		
1.362703802	12.16106219		
2.642546353	15.64740989		
3.862539113	18.27862921		
5.151589544	20.82481058		
6.413016308	23.40498083		
6.422224214	19.86745462		
5.142381663	13.86748871		
3.903973117	10.37225962		
2.610318732	7.971431465		
1.358099875	5.624191859		
0.087465205	3.502218286		
0.041427273	6.275079139		
1.321269824	11.93984644		
2.564282298	15.41551444		
3.821105109	18.01544287		
5.100947659	20.62188717		
6.339356206	23.04887377		
6.449846359	19.95906177		
5.239059982	14.16737701		
3.926991333	10.46265131		
2.670168523	8.009350852		
1.436363929	5.814078705		
0.179539595	3.549430608		
-0.004610684	5.822053475		
1.261420032	11.65044608		
2.527452248	15.21645967		
3.788879011	17.85958338		
5.036495439	20.26829865		
6.31633799	22.91644712		
7.476482456	24.9441407		
6.224263599	16.92026358		
4.958231384	12.51637349		
3.664578523	9.738434685		
2.41696207	7.350721966		
1.362703802	5.730292481		
1.362703802	6.442500587		
1.362703802	6.484395347		
0.253199722	3.423812767		
0.865498828	8.667733693		
2.117717685	13.52858313		
3.342315896	16.70578413		
4.635968782	19.37917231		
5.892793091	21.8743488		
7.177239595	24.56566103		
8.434062405	26.74649638		
7.715878574	20.17366713		
6.463658193	15.20802451		
5.183815667	11.91045368		
3.931595286	9.458383667		
2.66556457	7.149298325		
1.399533879	4.881919734		
2.034851201	10.34188371		
3.328504062	15.25654294		
4.571516562	18.4598807		
5.85596304	21.025621		
7.117391302	23.73177774		
8.388025972	26.39844294		
9.649452736	28.53870699		
10.75435289	29.43999573		
9.47911429	21.22131537		
8.222289956	16.71486858		
6.956259265	13.73564978		
5.694832502	11.30211643		
4.428800286	8.867036319		
3.185787786	6.648295242		
1.896738853	4.353437633		
0.662932761	2.304773785		
-0.603097956	0.246931756		
-1.878336553	-1.918315479		
-3.162783032	-4.086005578		
-4.41039946	-6.264325579		
-5.662619104	-8.611476034		
-6.937857702	-10.98613575		
-8.190077702	-13.22885153		
-9.474523799	-15.62668338		
-10.71293273	-17.88648346		
-12.0019826	-20.16036789		
-13.2357876	-22.27148692		
-14.52483752	-24.46153551		
-15.79547247	-26.47918939		
-17.075315	-28.33052039		
-18.32293107	-30.11155653		
-19.4738688	-30.85947159		
-18.2216488	-22.39518262		
-16.95561732	-17.50948083		
-15.6849825	-14.004687		
-14.43276257	-11.13428053		
-13.13910885	-8.272802427		
-11.88688885	-5.611059993		
-10.61165025	-3.047654081		
-9.359430075	-0.5959426		
-8.079587905	1.77998513		
-6.790537473	4.116736027		
-5.49688385	6.392012562		
-4.240060278	8.552025667		
-3.010858875	10.53658793		
-1.72180918	12.62186607		
-0.488003825	14.48202677		
-1.767846375	6.890187361		
-3.043085735	2.881631636		
-4.299909307	0.156115037		
-5.561336807	-2.319241288		
-6.841179358	-4.779172495		
-8.102606502	-7.317405783		
-9.364034028	-9.855875091		
-10.6300651	-12.478992		
-11.87768143	-15.16029132		
-13.15752388	-17.87118048		
-14.40053627	-20.55123901		
-15.69419	-23.22412479		
-16.95101375	-25.92850627		
-18.22625235	-28.57560771		
-19.4830763	-31.00745271		
-20.75371132	-32.62720889		
-22.02434599	-33.84779065		
-23.28577349	-34.83633633		
-24.57022	-35.85174253		
-25.80862855	-36.87469098		
-27.10688536	-37.76852288		
-28.39593579	-38.63903675		
-29.53306204	-38.6090655		
-28.2624274	-29.95158818		
-26.94115084	-24.6521735		
-25.6705162	-21.08438539		
-24.4090887	-17.98078634		
-23.13845327	-14.97861407		
-21.98291199	-12.7631975		
-23.2397363	-20.87230711		
-24.49655987	-25.88100011		
-25.76719454	-29.4692042		
-27.01020702	-32.65152316		
-28.32687962	-36.00146503		
-29.5468739	-38.61217473		
-28.3360875	-29.783274		
-27.04243314	-24.59676266		
-25.7579874	-20.92152721		
-24.52418204	-17.7412952		
-23.2397363	-14.60928109		
-21.9783088	-11.69418963		
-20.72148523	-8.948732801		
-19.44624625	-6.321759423		
-18.19402625	-3.786953377		
-16.90958013	-1.304404151		
-15.65275638	1.10721397		
-14.37291382	3.483192593		
-13.1068826	5.834045225		
-11.8270401	8.063539235		
-10.56100893	10.18414079		
-9.290373901	12.22238128		
-8.033550329	14.17312148		
-6.785934282	15.84879094		
-5.483072752	17.58186177		
-4.244664231	19.17099296		
-2.93719951	20.7589052		
-1.689583083	22.22495383		
-0.382117625	23.70810409		
0.856290921	25.15062387		
2.131529519	26.54073662		
3.3837499	27.79878698		
4.682006714	29.15361608		
5.897397044	30.48472626		
7.154219855	31.63914831		
8.475496409	33.02155676		
9.72771679	34.32153767		
11.0259736	35.75996547		
12.25517425	37.0322431		
13.55803804	38.45171805		
14.82867268	39.77691323		
15.52844222	38.11188078		
14.24399422	30.37227196		
12.99637779	25.80618092		
11.72114072	22.76111662		
10.48733612	19.95840581		
9.212096003	17.31162388		
8.038141201	15.02861226		
6.624788757	12.40496419		
5.35875804	10.07494801		
4.005255388	7.677999641		
2.734620744	5.576924929		
1.491608244	3.56755418		
0.216369646	1.56993449		
-1.049661807	-0.362228849		
-2.320296452	-2.274765349		
-3.563308952	-4.346934314		
-4.852359383	-6.327538869		
-6.076956833	-8.28975875		
-7.3798176	-10.40012022		
-8.609019002	-12.42619038		
-9.893465125	-14.36373692		
-11.15489263	-16.39939433		
-12.41632015	-18.35104814		
-13.67314385	-20.11296464		
-14.95298627	-21.92305398		
-16.21901755	-23.77165112		
-17.44821875	-25.27413909		
-18.74647632	-27.04748308		
-19.97567773	-28.59272667		
-21.26012347	-30.11072523		
-22.51234385	-31.66200199		
-23.77837454	-33.07015664		
-25.03980207	-34.45648747		
-26.29662564	-35.882674		
-27.5580539	-37.18468837		
-28.8332925	-38.32410615		
-30.09471926	-39.4163439		
-31.3515436	-40.40305871		
-32.63138615	-41.35473375		
-33.85598283	-42.14340375		
-35.14042934	-42.97070229		
-36.38804577	-43.82906908		
-37.67249224	-44.52857443		
-38.94312691	-45.33238906		
-40.19074334	-45.91876565		
-41.42915189	-46.7325595		
-42.71820232	-47.3710453		
-43.96581875	-48.06212096		
-45.21803761	-48.69167251		
-46.48406985	-49.34480807		
-47.7270808	-49.9079734		
-49.01613125	-50.48421656		
-50.24993735	-51.08750676		
-51.54359023	-51.64453006		
-52.80501697	-52.21329471		
-54.08485952	-52.68254888		
-55.32326807	-53.1813569		
-56.63994217	-53.7249408		
-56.38673574	-47.81433836		
-55.2311952	-41.53661491		
-54.01119942	-37.10126213		
-52.68071498	-33.01751753		
-51.3870621	-29.44250682		
-50.19469303	-26.27486461		
-48.91024503	-22.97668559		
