SPECIMEN A10	
DISP(mm)	SHEAR(kN)
-1.23233E-05	-2.05261E-06
0.004591634	-0.061768744
0.069043829	1.105371799
-0.032238442	-1.599517253
-1.27985487	-10.73049678
-2.541282395	-16.74354998
-3.798105942	-22.33668727
-5.059533467	-27.867894
-6.316357802	-33.23051336
-6.279527751	-28.94825603
-5.008892319	-20.33566164
-3.770483798	-14.64233286
-2.4952452	-8.709846783
-1.247628747	-2.343983652
0.018402706	5.722908311
1.275226279	14.12280938
2.536653779	22.98464794
3.793477351	30.58852629
5.054904876	35.7847053
6.3163323	40.3102826
7.550137275	44.3268906
8.825375974	48.16458144
10.0637847	51.63785015
11.34362705	55.05716888
11.24694835	49.65136387
9.971709749	42.31566663
8.728697249	36.3698001
7.467269775	30.67086016
6.215049825	24.97428781
4.944414902	19.08486704
3.696798652	12.97026863
2.458390105	6.669384776
1.173943626	-0.291598688
-0.069068493	-6.132731913
-0.962196196	-8.477766223
0.285420232	1.679539357
1.542243804	9.409108012
2.799067376	16.74062016
4.074306152	23.13390452
5.331129927	28.62235323
6.3163323	31.70111986
5.054904876	22.33649067
3.816495948	16.14033317
2.541257351	9.286260176
1.293641304	1.768224209
0.013798753	-5.317392153
-1.068082421	-9.71737864
0.197949033	1.093556568
1.436357579	8.839770377
2.711596177	16.19655389
3.963816177	22.50065079
5.229847249	28.05384093
6.3807848	32.80524201
5.156187351	23.09328307
3.894759825	16.70319173
2.656351101	10.21375753
1.37650855	2.541641119
0.128892884	-4.599270586
-1.141742548	-10.61441636
-2.393962167	-15.8712484
-2.242038747	-11.14340326
-0.985215175	-4.084140852
0.271608398	2.40947447
1.514621253	9.884436272
2.776048779	16.79811709
4.037476101	22.99962703
3.959212427	19.00148851
2.688577579	11.14290877
1.440961152	3.54121815
0.170326126	-3.898340108
-1.081893518	-9.972018562
-2.352528925	-15.50540662
-2.306490967	-11.47260763
-1.035856323	-4.326404157
0.21176013	2.206982054
1.440961152	9.532105584
2.730011202	16.70356014
3.973023702	22.77507682
5.25286605	28.39427078
6.495878575	33.73271283
7.761909749	38.99256379
9.018733575	44.16645116
10.28476485	49.27962018
11.5323809	54.15836495
12.79841197	58.22414911
