"Saatcioglu, 1999, Specimen RC-6"	
0.91	24.66016032
1.25	25.79109924
1.29	26.0129744
1.44	26.15750624
1.54	26.52719412
1.67	26.74578836
1.68	27.15875714
1.84	28.13625771
2.3	30.65282164
2.72	33.59751016
2.92	33.96688554
3.9	38.15782364
5.2	44.26375793
5.83	46.96078558
6.73	48.91796518
7.54	52.42842369
8.8	56.11246349
9.07	57.98261369
9.73	57.86853451
10.3	60.13773655
10.33	59.70664186
10.33	59.42664186
10.3	59.27773655
9.35	38.94573195
8.78	35.84652642
7.64	30.9981097
6.56	25.19749819
6.39	23.93703107
6.26	23.75843848
6.18	23.56468916
6.08	23.29500248
2.23	3.82204019
0.89	-2.505777263
0.01	-6.797031204
-0.45	-9.443595796
-0.95	-11.28203549
-1.25	-12.40109924
-1.66	-14.66281957
-2	-16.66375824
-2.18	-17.15719629
-2.75	-19.94641647
-3.31	-23.04266729
-3.38	-23.2034486
-4.23	-26.07579206
-4.95	-29.27954021
-5.17	-30.07485181
-5.85	-32.96672294
-6.57	-35.69046684
-7.09	-37.46483602
-7.47	-38.98764345
-7.78	-40.38967003
-8.14	-41.49653897
-8.33	-41.83294174
-8.55	-42.37824995
-8.83	-44.01136909
-9.19	-45.25823586
-10.14	-48.60024146
-10.15	-47.85320991
-10.17	-47.5391468
-10.17	-47.2991468
-10.15	-47.19320991
-10.12	-44.49430456
-10.14	-42.02024146
-10.03	-38.43758849
-10.03	-37.88758849
-9.91	-35.92196697
-9.89	-34.29603004
-9.77	-32.26040841
-9.72	-30.94556603
-9.46	-29.72838542
-9.14	-26.8733933
-8.71	-23.85574666
-8.34	-21.8859103
-8	-19.95497891
-7.78	-18.37967003
-7.55	-17.6213923
-6.76	-13.34687111
-5.98	-9.885315748
-5.86	-9.22969162
-5.28	-5.987507552
-4.3	-0.806573195
-3.93	0.823270128
-3.68	1.587488797
-3.12	4.233739165
-2.54	7.47592774
-2.25	9.242022253
-1.33	12.89515044
-1.06	15.00530779
-0.71	16.28921555
-0.49	17.24452902
0.82	23.14344118
1.41	25.76859988
1.58	26.33906927
1.68	26.60875714
1.7	26.85469471
1.73	27.27360107
1.84	27.58625771
1.85	28.20922649
2.54	31.79407226
3.22	35.78594845
3.53	36.38797993
4.59	41.42266633
5.27	44.76453885
6.95	49.53327521
7.63	52.04514111
8.44	55.07559588
9.23	58.2001099
9.57	58.79103881
9.68	58.30369212
9.69	58.0666606
9.8	57.92931382
9.8	57.78931382
10	58.25868312
9.52	40.44619637
9.26	38.46901542
8.28	34.04809893
8.26	32.8321618
7.75	31.16076426
7.26	28.46530259
6.51	25.07265493
6.32	24.05625046
6.25	23.89546982
6.09	23.15797115
5.37	19.02422585
4.87	16.5457905
4.15	13.87204216
3.15	8.675167123
1.87	1.715164057
-0.13	-8.588594344
-0.95	-10.80203549
-1.19	-11.5932865
-1.4	-12.82563109
-1.64	-14.106882
-2.14	-15.63532117
-2.68	-18.68563508
-3.19	-21.21704217
-3.76	-24.07626119
-3.93	-25.94672987
-5	-28.98438377
-5.54	-31.66469367
-6	-32.9712531
-6.4	-34.49999973
-6.69	-34.86609061
-6.79	-35.44577703
-7.33	-37.6760829
-7.74	-39.34779566
-8.29	-41.92106749
-8.83	-43.63136909
-9.39	-45.41760595
-9.67	-47.29072364
-10	-47.62868312
-10.02	-47.29462003
-10.17	-47.1991468
-9.29	-28.32792094
-8.57	-24.32418705
-7.79	-19.51263862
-7.67	-19.2070155
-7.34	-17.17905152
-7.22	-17.69342812
-7.09	-17.65483602
-7.09	-17.58483602
-7.07	-17.53889877
-7.09	-17.61483602
-7.07	-17.50889877
-7.07	-17.47889877
-7.09	-17.44483602
-7.03	-15.87702426
-6.81	-13.85171431
-6.59	-11.78640414
-6.35	-10.88515644
-6.14	-10.58281449
-5.88	-9.575628978
-5.79	-9.208910852
-4.76	-4.143134606
-4.12	-0.85313595
-3.73	1.782645051
-3.23	5.131082787
-2.97	5.58827063
-2.04	9.724366636
-1.14	14.95155746
-0.42	18.43531059
0.13	20.49859434
1.22	25.47219287
1.41	26.31859988
1.61	26.61797564
1.92	27.23000797
1.96	27.58188311
2.35	30.52766553
2.91	33.89391677
3.82	37.88407368
4.4	39.88626051
4.77	42.57610332
5.51	44.55578759
6.28	48.09437581
7.16	50.73561639
7.47	52.47764345
7.9	53.22529309
8.25	55.49919323
9.42	59.01651144
10.21	61.22102058
10.95	63.37068348
11.76	64.54112064
12.4	66.00109202
13.26	68.28636062
13.38	66.57197898
13.4	65.81791536
13.47	65.31869267
13.5	65.60759721
13.59	64.7743108
14.34	65.71692106
14.36	65.41285726
14.34	65.16692106
14.4	65.01472965
14.4	64.87472965
14.38	64.72879346
14.4	64.39472965
14.4	65.67472965
14.4	65.67472965
15.4	66.48153422
15.38	66.26559823
15.41	66.10450221
15.38	65.95559823
15.38	65.85559823
15.41	65.68450221
15.55	64.31605402
16.57	67.33878231
16.55	67.16284657
16.55	67.02284657
16.55	66.82284657
16.57	66.47878231
16.58	66.10175017
16.67	65.61846093
16.81	63.69001082
16.79	59.96407514
16.57	49.66878231
16.34	47.05052104
15.64	44.05276579
13.26	33.79636062
12.74	31.99201293
11.35	26.96941851
10.8	25.69615754
10.76	25.27428392
10.61	25.87975777
10.57	25.5578841
10.49	25.12413673
10.35	24.60257873
9.99	22.46571466
9.18	17.63526735
7.88	13.00935592
5.71	3.49516138
4.94	0.066571498
4.27	-2.182333006
3.34	-5.598426435
2.27	-10.7060847
1.98	-12.03217933
1.34	-14.25218165
0.86	-16.24468364
0.17	-18.86953047
-0.25	-19.96421989
-0.8	-22.5375036
-1.52	-25.68125655
-2.59	-29.19891613
-2.95	-30.61579184
-3.55	-32.05391743
-4.05	-33.98235477
-4.93	-37.41360278
-5.83	-39.98078558
-6.5	-42.28968628
-7.17	-44.41858501
-7.67	-46.0770155
-8.59	-48.85012414
-8.93	-49.93105438
-9.6	-52.12994426
-10.38	-54.22148403
-10.72	-55.3824103
-11.22	-56.63082976
-12.44	-59.65296512
-13.1	-61.68886928
-14.03	-64.64490946
-15.73	-66.79947747
-16.25	-67.40380995
-17.06	-68.3342065
-17.3	-67.85543368
-17.3	-66.37543368
-17.32	-65.93136924
-17.37	-64.53620814
-17.39	-64.12214369
-17.41	-63.74807924
-17.7	-63.11414413
-17.74	-62.98601507
-17.75	-62.9189828
-17.75	-62.0289828
-17.78	-61.89788599
-17.84	-61.43569234
-17.89	-61.31053093
-17.87	-61.5745955
-17.92	-61.38943407
-17.91	-61.27646636
-17.84	-61.60569234
-17.82	-61.2497569
-17.8	-61.31382145
-17.75	-57.3389828
-16.77	-41.29813945
-15.73	-36.09947747
-13.37	-25.33901079
-12.91	-24.96247301
-12.24	-21.59359949
-11.51	-18.17691218
-10.79	-15.30318913
-10.45	-14.48226303
-9.67	-11.22072364
-9.48	-10.1943224
-9.36	-9.918700452
-8.33	-6.41294174
-7.26	-1.555302593
-6.33	2.220780882
-5.52	6.061243715
-4.11	11.89983279
-2.97	16.67827063
-1.73	21.32639893
-0.9	24.01280847
-0.32	25.20499854
-0.16	25.58249927
0.03	25.97890639
0.29	26.78609507
0.37	27.24984543
0.89	28.56422274
1.11	29.22953617
1.58	30.19906927
2.04	32.10563336
2.15	32.66828995
2.44	33.72438451
3.54	37.18094868
3.92	38.22376113
4.49	40.98297907
5.49	43.3298502
5.61	43.6654745
5.87	44.7726603
6.94	47.76030658
7.88	50.43935592
8.25	51.53919323
9.21	53.83417288
9.92	55.68493543
10.26	55.99586279
11.07	58.48630412
11.71	60.17627899
11.92	61.0686138
12.95	63.14434594
13.62	65.15321531
14.64	66.25596366
15.55	69.10605402
16.14	69.56116294
16.7	69.8273645
16.72	69.21330021
16.74	68.93923591
16.84	68.83891434
16.89	68.57375352
17.03	68.58530306
17.05	68.48123869
17.01	68.33936742
16.48	50.99207144
15.33	46.75075823
14.78	45.41751657
13.57	41.15837445
12.55	37.13561607
12.17	35.78282144
12.09	35.28907505
11.73	33.83221566
11.52	32.55988053
10.19	28.34508369
9.95	27.44384082
9.11	25.29448776
8.8	24.58246349
8.94	24.21402291
8.52	21.5093443
7.44	16.15873763
6.7471185	14.10304705
5.093286	8.600876277
4.32	4.372510661
3.37	1.820479838
2.53	-1.908896514
-0.04	-10.94187518
-0.44	-11.960627
-0.83	-13.34640998
-1.71	-17.5076635
-3.33	-22.35860481
-3.85	-22.75297992
-4.83	-26.97391563
-5.24	-27.61563274
-5.67	-29.22328663
-5.97	-29.69234707
-6.07	-30.37203381
-6.6	-32.87937279
-7.09	-33.29483602
-7.53	-35.56545509
-7.91	-35.84826168
-8.24	-37.46622467
-9.12	-40.30745628
-9.21	-40.57417288
-10.05	-42.7235254
-10.34	-43.42961029
-11.22	-46.92082976
-12.03	-48.20126523
-12.7	-50.87013993
-14.55	-55.69925098
-17.51	-63.4677569
-17.53	-62.68369242
-17.53	-62.34369242
-17.53	-62.13369242
-17.53	-61.92369242
-17.51	-58.5077569
-17.53	-57.51369242
-17.47	-53.05588585
-17.41	-51.13807924
-17.37	-49.81620814
-16.41	-40.40129627
-15.7	-36.64057359
-15.15	-33.41733403
-14.56	-32.10221906
-14.01	-29.4889732
-13.77	-28.68773774
-12.91	-25.27247301
-12.39	-22.80812374
-12.24	-22.31359949
-11.77	-21.21408897
-11.38	-18.88832359
-10.96	-17.56365187
-10.43	-15.33632618
-10.24	-14.79992591
-9.77	-13.07040841
-9.36	-10.74870045
-9.14	-10.5133933
-9.02	-9.957771097
-8.86	-9.320274685
-8.65	-8.397935412
-7.91	-5.488261675
-7	-1.498118369
-6.31	1.906718204
-5.55	3.612337638
-1.68	19.82124286
-0.94	22.0709333
-0.68	20.90812193
-0.66	20.64405952
-0.54	20.53968505
-0.51	20.44859143
-0.49	22.45452902
-0.54	22.83968505
0.01	24.8329688
0.32	26.20500146
0.94	26.9390667
0.94	27.4590667
1.3	27.11594319
1.58	28.46906927
1.65	29.93985078
2.08	31.27750849
3.03	34.09954196
3.39	35.30641735
4.2	36.82688585
5.51	41.53578759
6.59	44.60640414
7.18	46.50155364
8.44	51.00559588
10.26	55.06586279
10.67	54.94756825
10.95	56.23068348
11.9	58.93267717
12.69	60.96717168
13.47	62.04869267
14.1	63.68568636
14.47	64.8955063
15.48	66.50527814
16.31	68.44161735
16.74	68.07923591
17.12	69.23201336
17.36	68.64324036
17.45	68.21995032
17.38	68.06917592
17.51	67.9677569
17.53	67.76369242
17.53	62.46369242
17.36	58.37324036
15.96	44.41774027
14.69	40.46080401
13.57	37.72837445
13.16	36.40667856
10.55	26.63194726
10.05	25.1635254
9.56	23.53807032
9.61	23.85291275
9.85	23.93415617
9.42	22.56651144
8.49	19.74043865
6.08	10.71500248
4.09	2.794229734
0.87	-8.641714849
-0.13	-11.58859434
-0.32	-12.23500146
-1.23	-15.22516166
-2.61	-20.45485367
-2.85	-20.70610416
-4.38	-26.01032305
-5.62	-30.03844319
-6.88	-33.89249477
-7.84	-35.58748157
-8.22	-37.49028753
-9.26	-40.51901542
-9.76	-41.32743993
-10.45	-43.83226303
-11.62	-47.52956397
-11.89	-47.73970885
-12.72	-49.87607643
-12.79	-50.21685416
-13.82	-53.59257851
-14.39	-55.03176156
-15.82	-59.48618907
-16.58	-61.30175017
-17.13	-61.60498116
-17.16	-60.92388457
-17.18	-60.64982017
-17.15	-60.33091677
-17.18	-60.12982017
-17.03	-48.33530306
-15.77	-37.18134931
-15.32	-35.32779023
-14.8	-33.19345268
-14.34	-31.31692106
-13.93	-30.29522811
-13.44	-28.80978811
-13.44	-28.69978811
-13.34	-29.12010621
-13.39	-29.03494717
-13.34	-29.22010621
-13.37	-29.02901079
-13.34	-29.36010621
-13.12	-25.98480571
-12.63	-24.94936216
-12.07	-21.64313845
-11.53	-19.28284888
-11	-18.74552542
-10.72	-16.4924103
-9.96	-13.67680928
-9.64	-12.2818182
-9.34	-12.05276345
-9.24	-11.02307841
-8.96	-9.899959961
-8.69	-8.689809579
-6.21	1.316404837
-5.55	2.442337638
-3.16	12.35186412
-2.71	14.17545861
-1.95	18.09108568
-0.87	20.94171485
0.03	23.73890639
0.7	26.27781566
1.34	26.77781835
1.51	27.41828776
1.48	27.7893814
1.77	28.39547621
1.84	29.34625771
2.08	29.82750849
2.34	30.48469675
2.7	31.80157262
3.23	33.36891721
3.37	33.52047984
4.47	37.14704162
4.61	38.36860378
5.4	40.40313194
5.9	41.74156634
6.82	43.98468295
7.42	46.20280041
8.25	48.15919323
9.57	52.27103881
10.24	53.70992591
11.33	55.21348179
11.38	55.94832359
12.57	58.6115526
13.14	61.05074214
14.47	63.1055063
15.19	64.9992061
15.89	67.0669647
16.57	67.54878231
17.36	68.68324036
17.72	69.7900796
18.72	71.15684703
19.55	72.12315442
20.84	73.36595133
21.92	74.3364145
22.46	73.77663967
22.61	73.16114588
23.29	72.11290302
23.65	71.12971269
23.68	70.2086134
23.66	69.8226796
23.68	69.4886134
23.66	69.2726796
23.66	70.1226796
24.16	70.01102284
25.42	71.14482953
25.42	71.38482953
25.89	71.45425845
27.97	73.00125825
27.94	72.78235978
27.95	72.40532594
27.94	72.16235978
27.99	71.90719055
28.04	72.92202127
28.01	73.01312285
29.21	73.08904655
29.23	72.85497837
29.26	72.62387609
29.26	72.58387609
29.87	73.11479254
29.87	72.90479254
29.9	72.71368988
30.5	73.2716328
30.49	73.08866715
30.59	72.9183236
30.57	72.70239233
31.31	73.51184395
31.57	73.30894584
32.61	73.97733885
32.61	73.85733885
33.12	73.14856139
33.14	72.81449156
33.16	72.61042173
33.23	72.46117725
33.21	73.55524711
33.67	73.03163798
33.81	72.83314729
34.28	73.4624967
34.33	73.33732081
34.45	73.20289842
34.4	73.07807446
34.43	72.87696884
34.500488	72.69606601
34.414352	72.60162053
34.552174	72.57356872
34.483261	65.31756059
34.087032	55.5181936
33.466843	50.16604114
29.917995	41.74026579
27.99	36.44719055
25.54	31.00042877
24.51	27.97486069
24.3	27.63255822
24.1	27.44322186
23.85	25.6790505
23.15	23.85136537
19.43	13.16754427
16.52	5.893942949
13.45	-2.287243702
10.85	-7.469000465
10.35	-9.137421273
9.54	-10.61786665
7.75	-15.34923574
6.25	-18.58453018
5.7	-19.57780731
4.35	-23.10858314
3.46	-25.47280136
1.49	-30.35764982
0.05	-34.28515602
-0.63	-31.9870341
-0.63	-30.9970341
-0.61	-31.10109651
-0.73	-31.13672204
-0.75	-31.07265963
-0.76	-32.32562842
-1.25	-35.18109924
-2.64	-39.79375999
-3.81	-43.07110493
-4.42	-44.61219797
-5.66	-47.08031795
-6.66	-49.39718467
-7.36	-51.01498874
-9.17	-55.03229884
-10.05	-56.2235254
-10.05	-56.4335254
-11.29	-58.66160833
-11.67	-59.91440566
-12.17	-60.30282144
-13.08	-62.19293285
-13.89	-63.74335554
-14.34	-64.04692106
-15.25	-64.89701418
-15.3	-65.09185422
-16.6	-67.47768591
-17.8	-68.98382145
-19.34	-70.21083653
-20.73	-71.45331063
-22.21	-71.8624619
-22.76	-72.33565174
-24.33	-71.18145862
-24.52	-70.27782745
-24.88	-70.65462992
-25.78	-72.35162649
-26.33	-73.46478415
-27.57	-74.2026106
-28.71	-74.72074839
-28.84	-74.20930638
-29.65	-74.88954485
-30.31	-73.84528501
-29.93	-73.2525872
-30.57	-73.51239233
-30.67	-73.09204862
-30.67	-72.75204862
-30.67	-72.54204862
-30.95	-72.76508513
-31.34	-73.12074039
-31.65	-72.93266921
-31.64	-72.79970379
-33.17	-74.04338681
-33.17	-73.76338681
-33.51	-73.66419822
-33.77	-73.70128754
-34.32	-73.69435599
-34.32	-73.48435599
-34.34	-73.22028562
-34.34	-73.11028562
-34.34	-72.98028562
-34.34	-72.87028562
-34.34	-72.60028562
-34.32	-72.45435599
-34.34	-70.08028562
-34.34	-65.98028562
-34.288593	-64.72648438
-34.168003	-58.62662939
-33.565041	-52.21147486
-31.825073	-45.28688824
-31.22	-43.5651545
-28.71	-36.30074839
-24.99	-25.34726358
-24.38	-24.98629258
-20.85	-15.15891866
-20.63	-14.54363711
-20.4	-14.1653875
-19.99	-12.45372335
-19.61	-12.03095943
-19.04	-9.451809971
-15.92	-0.665868524
-13.77	4.342262258
-13.39	5.735052827
-11.13	10.36588561
-10.86	10.99603207
-9.29	13.74207906
-9.19	14.14176414
-7.79	17.18736138
-6.85	19.46641114
-5.33	22.86764894
-4.26	25.03530174
-3.52	26.47498883
-2.54	27.64592774
-2.5	27.22780284
-1.61	27.01202436
-1.56	26.8868683
-1.54	26.99280588
-1.37	26.35327528
-1.33	27.53515044
-1.18	28.09968229
-1.35	28.14921286
-1.07	30.032339
-0.52	31.36562264
-0.07	32.45921843
0.67	34.19890928
1.17	35.44734891
2.09	37.48047727
3.85	41.55297992
4.94	43.9065715
6.8	47.31874567
7.35	48.17202013
8.62	49.16902978
10.23	53.39695747
11.81	56.07596228
14.24	58.62724
15.09	59.67952588
17.17	62.24685237
18.2	63.9025295
19.86	66.21514644
21.7	68.07113634
22.2	68.73949476
23.49	70.29224198
24.25	71.51772419
26.85	73.93903736
29.13	74.44531917
30.14	74.94486793
30.74	74.9928079
30.81	75.04356708
33.9	75.47983162
34.38	75.66214485
34.397125	75.28401308
34.259304	64.07968769
33.966438	57.72202086
33.277344	51.28132803
33.05	50.00780569
32	45.52645733
31.11	43.37253383
28.78	39.06151043
27.16	34.75099367
26.63	33.20377698
25.58	30.77229512
24.08	26.80728819
23.85	26.3690505
23.72	25.980481
19.65	15.06282941
18.31	12.63517388
14.53	4.443314812
13.16	1.706678561
11.5	-1.386056166
9.06	-6.040354824
7.56	-9.855639101
5.8	-13.27812047
4.7	-15.15467771
4.21	-15.75014542
2.51	-19.55483406
0.63	-23.8329659
-2.5	-29.28219716
-3.76	-31.65626119
-5.12	-33.82000828
-7.57	-38.2973295
-8.29	-39.92106749
-10.88	-43.27990473
-10.95	-43.54068348
-12.69	-46.32717168
-13.62	-48.14321531
-14.96	-50.54094145
-16.41	-53.25129627
-18.27	-56.62330321
-21.26	-61.3105779
-23.06	-64.53466244
-24.14	-66.09508919
-25.19	-67.26659697
-28.07	-70.08091969
-30.38	-71.93604481
-30.81	-72.89356708
-31.53	-73.7270841
-33.1	-74.9526312
-33.74	-75.31239269
-34.48	-75.01179277
-35.0466	-74.25409347
-34.926006	-62.77924243
-34.340275	-52.51023215
-34.271366	-52.76544487
-33.582268	-48.80552565
-31.38	-40.57260229
-29.38	-35.9794668
-28.95	-34.27193212
-27.81	-31.17379955
-26.93	-28.78276819
-26.16	-26.86435417
-25.75	-25.39272683
-25.04	-23.53209699
-24.25	-21.69772419
-23.78	-20.98828234
-23.06	-18.56466244
-22.42	-16.41477129
-21.3	-13.82244696
-21.01	-12.92639572
-20.35	-11.24055053
-20.23	-11.49494167
-19.8	-9.877341633
-19.03	-7.488842399
-18.715008	-7.459357
-17.388496	-3.482355039
-17.130085	-1.82072779
-16.1	-0.239291264
-14.29	5.777919454
-11.86	10.37919611
-11.26	11.53729677
-10.43	12.60367382
-8.93	16.52894562
-7.21	20.1595405
-6.47	21.59921968
-5.92	22.38249631
-4.59	24.93733367
-3.83	26.59295758
-3.35	26.83545768
-2.73	27.56952107
-2.57	27.96702142
-2.19	28.14983493
-1.81	28.29264865
-1.8	28.43561743
-1.66	28.78718043
-1.56	29.6368683
-1.18	30.68968229
-0.92	30.86687088
-0.42	32.28531059
0.44	33.990627
0.77	34.72859722
1.94	36.67594554
3.01	39.54360443
3.39	40.06641735
4.21	40.85985458
5.14	43.0059457
5.61	43.7654745
6.61	44.78234144
7.38	46.56092597
8.68	47.70684104
9.49	49.6372909
10.99	51.90255704
11.38	52.87832359
12.55	53.98561607
13.12	55.74480571
14.29	57.34208055
15.21	58.08514213
16.33	58.84755314
16.98	60.04046396
17.98	61.35724031
19.1	63.23961538
20.51	64.88802871
22.32	66.15510023
22.7	66.71784944
24.39	68.07925937
24.56	68.7096945
26.28	69.90995186
27.33	72.02142058
29.9	73.22368988
30.66	74.619083
30.92	73.25618844
33.21	74.15524711
33.54	74.06309322
33.55	74.35605822
34.57	74.3584757
34.57	69.4384757
33.71	50.61349783
33.33	48.5708278
31.23	43.19812
29.43	37.73429618
28.61	35.69108817
26.92	31.58980184
25.87	28.54832538
25.08	26.74396369
24.46	25.66002683
24.37	25.90332579
24.35	25.68739221
24.09	25.02025503
23.23	22.21510121
20.7	15.74440859
18.81	10.28355549
18.08	8.766917292
14.17	2.506463204
13.67	1.468056142
10.88	-4.740095274
7.95	-10.83986399
5.58	-14.47343157
5.01	-15.99264752
3.56	-18.24311381
2.7	-19.79842738
0.63	-23.5129659
-0.23	-25.2682823
-1.06	-26.61469221
-2.9	-29.290948
-3.83	-31.43704242
-5.52	-33.93875628
-7.05	-36.39296151
-8.65	-39.66793541
-9.53	-41.02916486
-10.2	-42.34805214
-12.12	-44.70797996
-14.63	-49.14299559
-15.48	-51.29527814
-19.66	-58.0357969
-21.08	-60.05716682
-23.3	-62.98586998
-26.38	-67.1696164
-28.69	-70.88481636
-30.33	-72.51121639
-32.79	-74.69071217
-33.42	-73.6175131
-33.69	-73.39756791
-34.77	-73.34777042
-34.85	-68.44148805
-33.8	-46.63018236
-30.5	-38.2416328
-29.36	-34.56353503
-27.95	-31.18532594
-26.14	-26.0984212
-25	-22.80023026
-24.28	-20.99662461
-24.16	-20.72102284
-23.26	-17.83400212
-22.92	-16.97312429
-22.14	-15.16169195
-21.92	-13.7864145
-21.32	-13.05838148
-20.87	-11.44485331
-19.46	-8.026446827
-19.04	-5.661809971
-17.27	-1.866530315
-14.17	5.893536796
-12.38	9.724844533
-12.24	10.00640051
-10.95	12.06931652
-10.14	14.68975854
-9.14	16.2866067
-7.97	18.16392683
-7.12	21.1362581
-3.38	27.4465514
-2.62	28.12217755
-2.31	28.38420958
-1.83	28.80671108
-1.76	29.06749257
-1.26	29.48593197
-0.99	29.94608934
-0.95	30.02796451
-0.87	31.14171485
-0.75	31.49734037
-0.28	32.25687372
1.25	34.61109924
2.41	37.81547818
4.47	40.87704162
5.25	43.16860145
7.51	46.55951788
8.66	47.87090395
9.59	49.45697578
10.86	50.41396793
11.31	51.10754506
12.6	53.04045738
12.81	53.96279064
13.98	55.6900688
15.34	56.85372623
15.88	56.80399676
16.31	58.10161735
17.1	59.60607774
18.77	61.24168508
19.5	62.79831688
21.34	65.244316
23.04	66.39872843
24.18	67.63695648
24.97	69.1413302
28.16	72.43761482
29.54	73.77692063
30.11	74.56597074
32.98	76.41704989
35.88	76.84683889
35.95	76.66758996
37.43	77.14629874
38.43	77.40269236
38.96	77.1497705
39.01	77.27458881
41.55	77.52727054
45.01	78.25228361
45.13	78.15782682
45.13	77.70782682
45.96	77.93365531
46.27	77.4254653
48.7	77.76503152
49.35	77.74747555
49.32	77.25859382
49.33	76.9815544
49.66	76.94925159
49.71	76.75405388
49.7	76.58109343
49.7	76.37109343
50.95	76.7411235
50.9	76.45632333
50.9	76.20632333
51.21	76.16808305
51.23	76.03400291
51.21	75.85808305
51.37	75.7254416
51.35	75.47952183
51.31	75.19768225
50.63	53.63640087
49.61	47.23444922
48.61	44.61838433
47.46	42.37786914
44.8	35.79008193
43.98	33.77718645
41.36	30.73097371
41.15	30.21874972
40.77	29.65615081
39.12	25.37718887
38.36	23.28194565
35.71	18.29644293
33.05	12.31780569
32.73	11.94292115
29.14	5.448285099
27.01	0.806498899
24.37	-3.48667421
20.58	-7.751199697
19.58	-9.767943067
18.08	-11.21308271
16.69	-12.55560335
15.95	-14.84522766
14.88	-16.4828029
12.66	-19.92173308
11.66	-21.79856268
7.73	-25.58517293
7.52	-26.54751352
5.64	-28.12561943
4.77	-29.68389668
3.47	-31.8698326
2.66	-34.12030247
0.96	-36.07499571
-0.44	-37.420627
-0.87	-36.65828515
-0.9	-36.96719153
-1.75	-38.01953864
-2.38	-38.71657186
-3.49	-41.18610491
-3.73	-41.77735495
-4.92	-43.09063407
-5.23	-43.84266404
-5.64	-44.13438057
-6.21	-44.88359516
-6.81	-46.32171431
-7.6	-47.85623531
-9.05	-50.28667666
-10.79	-53.20318913
-11.88	-54.66674053
-13.7	-57.26696063
-15.56	-60.119022
-16.98	-62.69046396
-18.89	-65.15729626
-21.61	-67.09443143
-23.78	-69.39828234
-25.42	-71.04482953
-26.26	-71.79401893
-27.81	-72.95379955
-29.28	-74.6898079
-29.95	-75.08851874
-32.2	-76.85576364
-34.08	-77.9131997
-36.03	-78.19130533
-37.42	-78.30333467
-37.46	-77.81519092
-39.06	-76.57940706
-39.11	-76.18422524
-39.11	-75.87422524
-39.11	-76.00422524
-45.49	-77.19445383
-45.5	-77.62741563
-45.57	-76.88814818
-49.14	-77.94530286
-49.17	-76.95418476
-49.16	-76.44122413
-49.17	-77.28418476
-50.95	-78.4111235
-50.98	-78.12000357
-52.43	-76.74916946
-52.27	-64.23181684
-52.12	-60.15742294
-51.58	-53.27759836
-50.29	-48.17575424
-49.24	-44.34490908
-48.55	-42.32061938
-48.14	-40.77922244
-47.61	-40.02228659
-46.57	-37.52431083
-45.92	-36.30180864
-45.21	-33.78152205
-44.42	-32.67752312
-43.59	-30.61165596
-43.14	-29.72834598
-41.95	-26.94578687
-41.16	-25.07171279
-39.9	-22.43834367
