Kowalsky & Moyer 2001 No.1	
58.235	99.87913338
59.652	100.4601816
61.495	101.6834411
63.216	103.1513524
64.897	104.007634
66.517	105.2614749
68.116	106.2400825
69.979	107.6162493
71.478	108.350205
72.936	109.7263719
74.798	111.4695166
76.459	112.2340537
78.2	113.1514983
79.942	114.6499911
81.683	116.2402284
83.283	117.3411619
84.842	118.1362805
86.522	119.5124474
88.163	121.0721032
89.418	121.6837329
91.2	122.8152479
92.941	124.1302518
94.804	125.3840927
96.626	126.3015373
98.327	127.0966559
99.805	129.115034
101.527	129.7572452
103.349	130.7970158
104.969	132.0508567
106.649	133.3352791
108.33	134.2527237
110.072	134.8949349
111.712	136.1793573
113.23	137.5249427
114.769	137.6472686
116.409	138.6870392
117.948	139.7268097
119.629	140.4301839
121.33	140.9500691
122.788	141.5311174
124.549	142.4791434
126.311	143.1825176
127.587	143.0296102
129.348	143.8858918
131.373	144.0693807
132.831	144.7115919
134.694	145.3538031
136.314	145.8736884
137.65	146.1489217
139.554	146.0877588
141.214	147.3721812
142.955	146.7605515
144.332	147.2498552
146.033	147.739159
147.754	148.1978813
149.172	147.5250886
149.232	145.6290365
149.232	144.8033364
149.273	144.528103
149.232	144.0693807
149.273	143.7941473
149.273	143.5800769
149.232	143.396588
149.232	142.9990287
149.273	142.9990287
149.293	142.8155398
149.273	142.6626323
149.273	142.5403064
149.273	142.3568175
149.293	142.3568175
149.273	142.20391
149.293	142.0815841
149.293	141.9592582
149.293	141.9898396
149.273	141.8675137
149.293	141.8063507
149.313	141.7451878
149.313	141.6840248
149.293	141.6228618
149.313	141.5922803
149.334	141.5005359
149.293	141.3476284
149.293	141.4699544
149.293	141.4393729
149.273	141.2864655
149.313	141.255884
149.313	141.255884
149.313	141.133558
149.313	141.0723951
149.313	141.0418136
149.313	140.9806506
149.334	140.8889061
149.313	140.9806506
149.293	140.9500691
149.313	140.6748357
149.313	140.8277432
149.313	140.8889061
149.293	140.6748357
149.273	140.7665802
149.293	140.7054172
149.313	140.7054172
149.334	140.7054172
149.313	140.5525098
149.293	140.6442543
149.293	140.5830913
149.313	140.4607653
149.313	140.5219283
149.334	140.5219283
149.313	140.4301839
149.334	140.3996024
149.313	140.3996024
149.313	140.3078579
149.313	140.3078579
149.313	140.2772764
149.313	140.2772764
149.334	140.2161135
149.334	140.2772764
149.313	140.1549505
149.313	140.2161135
149.313	140.1549505
149.334	140.0937875
149.313	140.0326245
149.354	140.0326245
149.313	140.0326245
149.334	139.9714616
149.354	140.063206
149.313	140.0020431
149.334	140.0326245
149.334	139.8797171
149.293	139.9408801
149.313	139.9102986
149.293	133.6105125
149.334	124.9865334
147.714	119.5736104
146.479	114.6805726
144.656	109.9710238
143.036	105.0474045
141.781	99.87913338
139.999	95.87295871
138.663	91.16340986
136.982	86.54560547
135.241	82.47826783
133.54	77.95220789
132.244	73.36498499
130.462	69.29764735
128.721	65.29147268
126.999	61.25471652
125.845	57.18737888
124.003	53.4258561
122.707	49.32793697
120.925	45.68874013
119.264	41.89663586
117.523	38.68557983
115.741	34.70998665
114.425	31.34602318
112.663	28.34903755
110.922	25.04623706
109.403	21.74343657
107.783	18.80761391
105.961	15.81062828
104.26	12.81364265
102.559	10.03072742
100.798	7.064323273
99.32	4.587222905
97.74	1.865470648
95.978	-0.733955665
94.055	-2.752333743
92.374	-4.801293307
90.552	-7.217230703
88.729	-9.32735324
87.231	-11.10107943
85.652	-12.63015373
83.85	-14.52620586
82.088	-16.17760611
80.529	-17.89016933
78.97	-19.66389552
77.269	-21.55994765
75.568	-23.15018493
73.948	-25.04623706
72.227	-26.85054474
70.546	-27.95147823
68.785	-30.12276374
67.266	-31.7435825
65.606	-32.90567897
63.986	-34.74056813
62.244	-36.39196838
60.503	-38.07395011
59.086	-39.08313915
57.364	-40.64279494
55.582	-42.23303221
53.801	-43.97617691
52.079	-44.95478447
50.622	-46.36153282
48.84	-47.86002564
47.179	-48.89979616
45.357	-50.00072966
43.474	-51.46864099
41.793	-52.38608557
39.91	-53.48701907
38.169	-54.83260445
36.529	-56.23935281
34.767	-56.9121455
33.107	-58.38005683
31.244	-59.38924587
29.583	-60.24552748
27.862	-61.25471652
25.979	-62.41681299
24.359	-63.15076865
22.638	-64.15995769
21.018	-65.35263565
19.418	-66.57589509
17.738	-67.00403589
16.057	-68.10496939
14.296	-69.1753214
12.898	-69.66462518
11.076	-70.36799936
9.355	-71.56067731
7.674	-72.60044784
5.913	-73.08975161
4.252	-74.19068511
2.673	-74.80231483
0.931	-75.7503409
-0.85	-76.45371508
-2.551	-77.40174115
-4.232	-78.13569681
-5.852	-78.68616356
-7.37	-79.78709706
-9.112	-80.45988975
-10.813	-80.94919352
-12.514	-82.05012702
-14.134	-82.93699012
-15.956	-83.57920132
-17.738	-84.37431996
-19.52	-85.20002008
-21.383	-86.33153507
-23.286	-86.6985129
-24.987	-87.67712045
-26.728	-88.53340206
-28.591	-89.63433556
-30.535	-90.06247636
-32.398	-91.22457283
-34.018	-91.83620255
-35.759	-92.44783227
-37.683	-93.88516212
-39.363	-94.55795481
-41.105	-95.4448179
-42.704	-96.05644762
-44.385	-97.49377747
-46.066	-98.19715165
-47.827	-99.1757592
-49.467	-100.3378557
-51.027	-101.3776262
-52.748	-102.2033263
-54.57	-103.2430968
-56.109	-104.2828674
-57.992	-105.8425232
-59.612	-106.4847344
-61.293	-107.4327604
-63.176	-108.9618347
-64.755	-109.6346274
-66.476	-110.8273054
-68.076	-112.0811463
-69.817	-113.1820798
-71.457	-114.3747578
-73.138	-115.5980172
-74.92	-116.9436026
-76.702	-117.8610472
-78.544	-119.35954
-80.286	-120.368729
-81.906	-121.7448959
-83.748	-122.5400145
-85.611	-124.1914148
-87.393	-125.1088594
-89.377	-126.0263039
-91.2	-127.4330523
-93.042	-128.6563117
-95.128	-129.6349193
-96.91	-130.7970158
-98.51	-131.8979493
-100.474	-133.2435346
-102.377	-134.1609792
-104.078	-134.9560979
-105.9	-136.4851722
-107.804	-137.0968019
-109.403	-138.5341317
-111.084	-139.4209948
-112.663	-140.4607653
-114.425	-141.4393729
-116.146	-141.9898396
-117.523	-143.0601917
-119.285	-143.4271695
-121.006	-144.4363585
-122.767	-145.2926401
-124.428	-146.2406662
-125.987	-146.3018292
-127.728	-147.4333442
-129.611	-147.861485
-131.414	-148.5036962
-133.114	-148.6566036
-134.917	-149.5128852
-136.557	-149.7575371
-138.582	-150.0327705
-140.282	-150.5220742
-141.983	-151.3477744
-143.684	-151.2254484
-145.365	-151.7147522
-147.127	-152.1123115
-149.01	-152.8768487
-149.82	-150.7667261
-149.82	-142.1733286
-149.82	-142.2344915
-149.799	-142.20391
-149.84	-142.1733286
-149.84	-142.1427471
-149.84	-142.1121656
-149.84	-142.0510026
-149.84	-142.1427471
-149.82	-142.0815841
-149.82	-136.9438944
-149.516	-127.2495634
-147.957	-121.2861736
-146.499	-115.9955765
-145.021	-110.1239312
-143.34	-104.7721711
-141.538	-99.29808514
-140.161	-94.16039549
-138.258	-89.08386881
-136.476	-83.82385321
-134.856	-79.17546733
-133.074	-74.06835917
-131.393	-69.57288072
-129.834	-64.61867998
-128.174	-60.33727194
-126.432	-55.71946755
-124.651	-51.34631505
-123.112	-47.18723295
-121.431	-43.15047679
-119.791	-38.89965023
-118.009	-34.92405705
-116.369	-31.13195278
-114.243	-27.24810405
-112.4	-23.91472208
-110.902	-20.39785118
-108.938	-16.97272475
-107.277	-13.7922502
-105.536	-10.91759051
-103.896	-7.55362705
-102.134	-4.801293307
-100.514	-2.048959564
-98.692	0.703374179
-96.89	3.333381977
-95.047	5.841063832
-93.063	8.379327173
-91.24	10.67293862
-89.418	12.87480562
-87.555	15.1072541
-85.733	16.72807286
-83.87	18.68528797
-82.047	20.52017713
-80.266	22.20215886
-78.605	24.03704802
-76.864	25.78019272
-75.041	27.24810405
-73.341	28.99124876
-71.761	30.82613792
-70.141	32.47753817
-68.359	34.28184584
-66.699	35.9026646
-65.039	37.61522782
-63.378	38.7467428
-61.576	40.64279494
-59.936	42.23303221
-58.397	43.33396571
-56.899	44.61838812
-55.137	46.78967363
-53.355	48.04351456
-51.472	48.99154062
-50.055	50.55119641
-48.192	51.92736328
-46.349	53.27294867
-44.77	54.0680673
-43.17	55.62772309
-41.591	57.06505293
-39.89	57.64610117
-38.148	58.99168655
-36.205	60.36785343
-34.301	60.88773869
-32.6	62.08041664
-30.899	63.08960568
-29.016	64.28228364
-27.275	64.83275039
-25.473	66.05600983
-23.569	67.61566562
-21.909	67.76857305
-20.006	68.86950654
-18.062	70.2762549
-16.401	71.25486245
-14.782	71.3771884
-13.162	72.63102932
-11.38	73.85428877
-9.659	74.06835917
-7.856	75.07754821
-6.156	76.48429656
-4.698	77.37115966
-2.875	77.73813749
-1.053	78.47209316
0.688	79.51186368
2.491	80.03174894
4.171	80.70454164
5.609	81.6525677
7.33	82.38652337
9.011	83.02873457
10.671	83.79327173
12.574	84.98594968
14.073	84.95536819
15.875	85.32234603
17.576	85.96455723
19.358	86.51502398
21.079	86.97374627
22.678	88.04409828
24.217	88.90037989
25.939	88.83921692
27.66	89.57317259
29.522	90.79643203
31.264	91.43864323
33.127	91.16340986
34.605	92.41725079
36.286	93.05946199
38.169	93.64051023
39.951	94.22155846
41.651	94.98609561
43.454	95.75063276
45.276	95.99528465
46.795	96.45400694
48.516	97.24912558
50.196	97.6466849
51.917	98.56412948
53.659	99.20634069
55.218	99.32866663
56.838	100.0626223
58.579	100.735415
60.28	101.6222781
62.163	101.744604
63.5	102.6314671
65.302	103.5794932
67.003	104.068797
68.704	104.2828674
70.425	105.5978713
71.842	106.3318269
73.543	106.8822937
75.244	107.3715975
77.066	108.1972976
78.686	109.1759051
80.205	109.5734644
81.885	110.1545127
83.748	111.1331202
85.49	111.4389351
87.15	112.2034722
88.608	113.1209168
90.187	113.6102206
91.929	114.4665022
93.65	115.3227838
95.614	116.3319729
97.133	116.5154618
98.854	117.5858138
100.595	118.5032584
102.337	119.0537251
104.139	119.5736104
105.88	120.5216364
107.399	121.8366403
109.1	122.2647812
111.043	122.6623405
112.663	124.0690888
114	125.0171149
115.68	124.894789
117.422	125.903978
118.819	127.1272374
120.54	127.4330523
122.221	128.2281709
123.922	129.176197
125.298	129.9407341
127.04	130.1242231
128.741	130.7664343
130.604	131.9285307
132.001	132.4789975
133.803	133.3046976
135.504	134.0386533
136.941	134.9866793
138.46	135.1090053
140.161	135.6900535
141.862	136.3016832
143.543	136.9744759
145.426	137.922502
147.005	138.6870392
148.483	139.2375059
149.455	137.8919205
149.475	136.6686611
149.475	136.1793573
149.475	135.7512165
149.475	135.5065646
149.496	135.2619127
149.475	135.0172608
149.496	134.9560979
149.475	134.711446
149.475	134.4973756
149.516	134.4056311
149.516	134.4056311
149.516	134.2221422
149.516	134.0998162
149.556	133.9774903
149.496	133.9163273
149.475	133.8551644
149.516	133.7634199
149.516	125.7204891
149.172	117.8610472
147.896	112.5092871
146.296	107.4327604
144.94	103.1207709
143.158	98.47238502
141.558	94.129814
140.201	89.51200961
138.582	85.35292751
136.719	81.49966027
135.403	76.91243737
133.924	72.75335527
132.143	68.80834357
130.644	64.61867998
128.984	60.94890166
127.242	57.09563442
125.481	53.4258561
123.922	49.66433331
122.383	46.33095134
120.682	42.53884707
119.001	39.20546509
117.24	35.65801271
115.842	32.78335303
114.04	29.48055253
112.36	26.14717056
110.618	23.36425533
108.978	20.5813401
107.439	17.79842487
105.86	14.8931837
103.997	12.32433887
102.154	9.541423642
100.534	7.339556648
99.056	4.678967363
97.234	2.844078201
95.371	0.366977832
93.913	-1.681981732
92.253	-4.097919128
90.491	-5.993971262
88.77	-7.523045564
87.029	-9.663749586
85.328	-10.97875349
83.91	-12.32433887
82.23	-14.31213546
80.468	-16.14702462
78.848	-17.82900636
77.471	-19.41924363
75.568	-21.19296982
73.786	-22.81378858
72.146	-24.28169991
70.425	-26.33065947
69.007	-28.07380418
67.428	-29.20531916
65.585	-31.13195278
63.844	-32.81393451
62.325	-34.28184584
60.705	-35.71917568
58.903	-37.18708701
57.081	-38.71616132
55.4	-39.87825778
53.639	-41.49907654
51.938	-42.78349896
50.176	-43.88443245
48.516	-45.5358327
46.896	-47.00374403
45.114	-48.04351456
43.494	-48.89979616
41.672	-50.55119641
39.768	-51.71329288
38.108	-52.56957449
36.225	-53.8539969
34.666	-55.01609337
32.965	-55.78063052
31.223	-57.21796036
29.482	-58.25773089
27.741	-59.17517547
25.716	-60.33727194
23.974	-61.10180909
22.476	-62.35565002
20.876	-62.81437231
19.115	-64.15995769
17.515	-64.8021689
15.855	-65.71961348
14.255	-66.69822103
12.433	-67.67682859
10.772	-68.34962128
9.294	-68.99183249
7.613	-70.03160301
5.811	-71.10195502
4.232	-71.46893286
2.551	-72.29463298
0.688	-73.30382202
-0.952	-73.91545174
-2.551	-74.71057037
-4.212	-75.29161861
-6.014	-76.27022616
-7.35	-76.72894845
-9.152	-77.4934856
-10.894	-78.3803487
-12.615	-78.83907099
-14.498	-79.63418963
-16.28	-80.67396015
-17.88	-81.25500839
-19.702	-81.95838256
-21.545	-82.7535012
-23.245	-83.33454944
-25.068	-84.12966807
-26.931	-84.43548293
-28.834	-85.41409049
-30.535	-86.05630169
-32.479	-86.63734993
-34.2	-87.46305005
-35.962	-88.2275872
-37.824	-88.74747246
-39.566	-90.00131339
-41.145	-90.39887271
-42.947	-91.59155066
-44.547	-91.92794701
-46.228	-92.72306565
-47.787	-93.60992874
-49.569	-94.16039549
-51.371	-95.13900304
-53.193	-95.90354019
-54.833	-96.69865883
-56.311	-97.40203301
-58.033	-98.2888961
-59.895	-98.80878137
-61.394	-100.0626223
-63.176	-100.5825076
-64.796	-101.744604
-66.577	-102.6620486
-68.258	-103.1513524
-69.898	-104.4357748
-71.66	-105.1697305
-73.381	-105.9648491
-75.143	-107.1269456
-76.985	-108.289042
-78.868	-108.9618347
-80.711	-110.0933497
-82.371	-110.8273054
-84.093	-112.2340537
-86.057	-113.0291724
-87.697	-113.8548725
-89.722	-114.894643
-91.605	-115.5980172
-93.387	-116.6989507
-95.412	-117.7998842
-96.95	-118.6867473
-98.915	-119.6041919
-100.858	-120.491055
-102.519	-121.561407
-104.402	-122.7540849
-106.386	-123.4880406
-107.966	-124.6501371
-109.545	-125.4758372
-111.286	-126.3932818
-113.008	-127.7388672
-114.85	-128.5951488
-116.389	-129.6043378
-117.928	-130.4606194
-119.528	-131.5309714
-121.229	-132.6013234
-123.091	-133.5493495
-124.529	-134.3444681
-126.108	-135.8123795
-128.052	-136.2711018
-129.733	-137.4026167
-131.393	-138.1671539
-133.175	-139.1763429
-134.998	-139.7573912
-136.901	-140.7359987
-138.663	-141.6534433
-140.343	-142.4179804
-142.024	-143.2742621
-143.907	-144.0082177
-145.871	-144.6810104
-147.653	-145.1703142
-149.394	-145.9960143
-149.84	-144.3751956
-149.84	-142.5403064
-149.84	-141.8369322
-149.82	-141.6534433
-149.799	-141.317047
-149.84	-141.1029765
-149.82	-141.0112321
-149.82	-140.7665802
-149.84	-140.4607653
-149.84	-140.5219283
-149.84	-140.2772764
-149.759	-140.1549505
-149.82	-140.3078579
-149.799	-139.9714616
-149.82	-140.0937875
-149.82	-139.8491356
-149.82	-139.9102986
-149.799	-139.7573912
-149.84	-139.6044837
-149.84	-139.5127393
-149.84	-139.6044837
-149.82	-139.3598318
-149.84	-139.3292504
-149.82	-139.3292504
-149.84	-139.2986689
-149.82	-139.2069244
-149.84	-139.11518
-149.84	-139.1457614
-149.84	-138.931691
-149.82	-139.0845985
-149.84	-139.054017
-149.82	-138.931691
-149.82	-138.992854
-149.88	-138.931691
-149.84	-138.8399466
-149.84	-138.7482021
-149.82	-138.8093651
-149.84	-138.5952947
-149.799	-138.5341317
-149.84	-138.3812243
-149.799	-138.2283169
-149.82	-138.1977354
-149.759	-138.0448279
-149.84	-138.0448279
-149.84	-137.922502
-149.84	-137.8919205
-149.82	-137.8307575
-149.84	-137.7084316
-149.799	-137.8001761
-149.82	-137.6778501
-149.84	-137.8001761
-149.84	-137.6166871
-149.86	-137.5861057
-149.84	-137.5249427
-149.86	-137.6472686
-149.84	-137.4637797
-149.84	-137.5861057
-149.84	-137.4943612
-149.82	-137.6166871
-149.84	-137.5555242
-149.84	-137.4637797
-149.84	-137.4026167
-149.82	-137.3414538
-149.82	-137.4026167
-149.84	-137.4026167
-149.799	-137.4026167
-149.82	-137.3108723
-149.82	-137.3414538
-149.84	-137.2802908
-149.84	-137.1885463
-149.82	-137.1885463
-149.84	-137.2802908
-149.84	-137.1579649
-149.84	-137.2497093
-149.86	-137.2802908
-149.84	-137.1579649
-149.84	-137.0968019
-149.84	-137.0968019
-149.84	-137.1579649
-149.86	-137.1273834
-149.799	-137.0050574
-149.88	-137.0050574
-149.84	-136.9438944
-149.86	-137.1579649
-149.82	-136.9438944
-149.84	-136.9744759
-149.82	-136.9744759
-149.84	-136.85215
-149.84	-137.0356389
-149.84	-136.913313
-149.82	-136.913313
-149.84	-136.9438944
-149.84	-136.913313
-149.84	-136.9438944
-149.84	-136.913313
-149.82	-136.8827315
-149.88	-136.7604055
-149.82	-136.8215685
-149.84	-136.85215
-149.82	-136.8827315
-149.84	-136.790987
-149.84	-136.790987
-149.82	-136.7604055
-149.86	-136.729824
-149.901	-136.790987
-149.84	-136.790987
-149.84	-136.790987
-149.82	-136.7604055
-149.86	-136.6686611
-149.799	-136.7604055
-149.84	-136.6992426
-149.82	-136.6686611
-149.82	-136.5769166
-149.84	-136.6686611
-149.84	-136.4851722
-149.84	-136.6380796
-149.84	-136.6380796
-149.84	-136.6074981
-149.82	-136.5769166
-149.799	-136.5463351
-149.84	-136.5157536
-149.84	-136.6686611
-149.82	-136.5769166
-149.799	-136.5463351
-149.84	-136.6992426
-149.82	-136.6380796
-149.84	-136.5157536
-149.84	-136.5463351
-149.84	-136.4851722
-149.84	-136.4240092
-149.84	-136.4545907
-149.82	-136.5157536
-149.82	-136.3628462
-149.84	-136.3934277
-149.84	-136.3628462
-149.86	-136.3934277
-149.84	-136.3628462
-149.82	-136.3934277
-149.86	-134.9255164
-149.759	-124.7418815
-148.787	-118.1056991
-147.086	-112.5704501
-145.709	-107.1575271
-143.887	-101.6528596
-142.105	-96.5457514
-140.525	-91.77503958
-138.703	-86.30095358
-137.245	-81.74431216
-135.666	-76.54545954
-134.026	-72.20288852
-132.264	-67.67682859
-130.482	-63.2730946
-128.781	-58.77761615
-126.999	-54.52678959
-125.299	-50.27596304
-123.658	-46.05571796
-122.038	-42.17186924
-120.439	-38.34918348
-118.576	-34.40417179
-116.814	-30.70381198
-115.053	-27.18694108
-113.109	-23.79239613
-111.61	-20.48959564
-109.869	-17.27853961
-107.945	-14.40387992
-106.305	-11.25398686
-104.665	-8.379327173
-102.661	-5.77990086
-101.243	-2.599426313
-99.522	-0.061162972
-97.72	2.782915229
-95.796	4.831874793
-93.994	7.55362705
-92.232	9.694331072
-90.268	11.92677955
-88.527	13.97573912
-86.705	15.68830233
-84.902	17.37028407
-83.161	19.2663362
-81.258	20.73424753
-79.334	22.59971818
-77.755	24.06762951
-75.973	25.78019272
-74.272	27.49275594
-72.693	29.23590065
-70.931	31.04020832
-69.21	32.38579371
-67.367	34.19010138
-65.93	35.81092014
-64.269	37.03417958
-62.447	38.56325389
-60.624	40.33698008
-58.964	41.83547289
-57.486	42.84466193
-55.866	44.49606218
-54.023	46.26978837
-52.241	47.24839592
-50.5	48.56339982
-48.84	50.21480006
-47.119	51.4380595
-45.397	52.44724854
-43.535	53.73167096
-42.117	55.04667486
-40.376	55.84179349
-38.675	57.12621591
-36.954	58.19656792
-34.949	59.23633844
-33.167	60.214946
-31.304	61.40762395
-29.725	62.84495379
-28.004	63.18135014
-26.242	64.3740281
-24.44	65.65845051
-22.638	66.08659131
-20.856	67.09578035
-18.953	68.19671385
-17.13	69.23648437
-15.308	69.57288072
-13.769	70.42916233
-11.987	71.56067731
-10.367	72.38637744
-8.585	72.6921923
-6.885	74.03777768
-5.366	74.89405929
-3.645	75.38336307
-1.822	76.14790022
-0.142	77.03476331
1.762	77.95220789
3.523	78.25802275
5.082	78.99197842
6.581	79.909423
8.342	80.09291192
10.084	81.0103565
11.845	81.71373068
13.688	82.17245297
15.308	82.84524566
16.827	83.88501618
18.71	84.61897185
20.431	84.61897185
22.132	85.47525346
23.812	86.54560547
25.25	86.85142033
27.093	87.15723519
28.854	88.25816869
30.555	89.08386881
32.459	89.42026516
34.099	89.90956893
35.638	90.79643203
37.379	91.2857358
39.12	91.89736552
40.862	92.14201741
42.623	93.12062497
44.527	93.2735324
46.248	93.88516212
48.07	94.37446589
49.852	95.04725859
51.249	95.78121425
52.991	96.30109951
54.874	97.00447369
56.534	97.21854409
57.871	97.92191827
59.531	98.90052583
61.333	99.23692217
63.155	99.63448149
64.877	100.4601816
66.679	100.8883224
68.137	101.5916966
69.696	102.3256523
71.478	103.1819339
72.956	103.8241451
74.657	104.068797
76.317	104.8027526
78.079	105.6590342
79.8	106.1177565
81.156	106.6682233
83.019	107.341016
84.801	107.7691568
86.441	108.6560199
88.122	109.3899755
89.479	110.2462571
91.159	110.490909
93.144	111.5306796
94.905	112.2340537
96.869	112.5092871
98.449	113.1514983
100.19	114.5276652
101.648	115.4451098
103.47	115.3839468
105.293	116.3931358
106.933	117.4023249
108.371	118.2586065
110.092	118.3809324
111.793	119.5736104
113.433	120.307566
115.032	120.3381475
116.835	121.439081
118.414	122.4176886
120.176	122.7235034
121.978	123.2433887
123.334	124.3137407
125.096	125.2311853
126.837	125.7510706
128.457	126.1792114
129.956	127.4942153
131.717	127.8306116
133.54	128.2587524
134.957	129.1456155
136.536	129.8795712
138.116	130.368875
139.898	131.0722491
141.68	132.0814382
143.198	132.387253
144.98	132.8765568
146.438	133.8551644
148.058	134.4667941
149.435	134.0998162
149.536	132.5707419
149.536	131.8979493
149.556	131.378064
149.556	131.0416676
149.556	130.7664343
149.577	130.6746898
149.556	130.368875
149.536	130.1548045
149.556	130.0936416
149.536	130.0018971
149.556	129.9407341
149.577	129.7266637
149.556	129.6349193
149.597	129.6655008
149.597	129.4514304
149.597	129.3291044
149.597	129.3291044
149.597	129.3291044
149.556	129.2067785
149.536	129.176197
149.577	129.0844525
149.597	128.9621266
149.597	128.9009636
149.597	128.9009636
149.556	128.8398006
149.556	128.8703821
149.597	128.7174747
149.577	128.7786377
149.597	128.5951488
149.556	128.6257302
149.556	128.5951488
149.577	128.5645673
149.577	128.5339858
149.577	128.5034043
149.597	128.3810784
149.597	128.4728228
149.577	128.3504969
149.556	128.4116598
149.556	128.3199154
149.597	128.2587524
149.597	128.2281709
149.597	128.2281709
149.637	128.167008
149.658	128.105845
149.617	128.167008
149.637	128.167008
149.597	128.0141005
149.617	127.9529376
149.637	127.983519
149.637	127.983519
149.637	127.8917746
149.637	127.9223561
149.637	127.9223561
149.637	127.8611931
149.637	127.8306116
149.637	127.8000301
149.637	127.8306116
149.637	127.7388672
149.637	127.6165412
149.617	127.7694486
149.597	127.7694486
149.637	127.6777042
149.637	127.6777042
149.637	127.7388672
149.617	127.7082857
149.637	126.3015373
149.658	126.3015373
149.658	126.3321188
149.637	126.2097929
149.617	126.3015373
149.637	122.2953626
149.637	113.885454
148.463	108.0138087
146.863	103.2125154
145.324	98.71703691
143.785	94.25213995
142.145	89.81782447
140.444	85.96455723
139.311	81.37733433
137.448	77.40174115
135.727	73.36498499
134.309	69.51171775
132.79	65.38321713
131.09	61.56053138
129.287	57.89075306
128.073	53.97632285
126.27	50.45945195
124.57	47.00374403
122.929	43.63978057
121.492	40.2758171
119.791	37.0035981
118.09	33.73137909
116.389	30.67323049
114.546	27.61508189
113.068	24.70984071
111.408	22.1104144
109.626	19.17459174
107.925	16.81981732
106.265	14.03690209
104.645	11.52922023
102.823	9.143864323
101.101	6.880834357
99.482	4.709548849
98.003	2.018378078
96.302	0.214070402
94.561	-1.77372619
92.84	-3.822685754
91.038	-5.93280829
89.519	-7.675952994
87.758	-9.357934726
86.016	-10.79526457
84.356	-12.32433887
83.019	-13.54759831
81.156	-15.29074302
79.375	-16.88098029
77.653	-18.41005459
76.115	-20.03087335
74.474	-21.896344
72.713	-23.45599979
70.992	-24.64867774
69.412	-26.33065947
67.954	-28.07380418
66.213	-29.38880808
64.35	-30.88730089
62.629	-32.53870114
61.11	-33.60905315
59.531	-35.10754596
57.79	-36.48371284
56.048	-38.07395011
54.449	-39.02197618
52.646	-40.82628385
50.925	-42.17186924
49.305	-42.84466193
47.422	-44.31257326
45.762	-45.78048459
44.061	-46.78967363
42.198	-47.86002564
40.457	-49.11386657
38.736	-50.18421858
36.893	-51.16282613
35.152	-52.26375963
33.37	-53.45643758
31.993	-54.46562662
30.211	-55.29132674
28.348	-56.23935281
26.546	-57.52377522
24.622	-58.25773089
22.84	-59.3280829
21.322	-60.18436451
19.763	-60.6430868
18.082	-61.83576476
16.28	-62.93669825
14.68	-63.64007243
13.243	-64.28228364
11.582	-65.2303097
9.962	-66.14775429
8.18	-66.94287292
6.318	-67.61566562
4.738	-68.5331102
3.118	-69.26706586
1.357	-70.00102153
-0.445	-70.67381422
-1.984	-71.43835137
-3.685	-72.11114406
-5.305	-73.02858864
-6.824	-73.70138134
-8.585	-74.40475551
-10.347	-74.98580375
-11.947	-75.84208536
-13.749	-76.48429656
-15.51	-77.00418183
-17.171	-77.89104492
-19.236	-78.53325613
-20.978	-79.05314139
-22.84	-79.84826003
-24.46	-80.61279718
-26.262	-81.34675284
-28.227	-81.92780108
-29.867	-82.50884931
-31.709	-83.54861984
-33.39	-84.00734213
-35.273	-84.71071631
-37.015	-85.53641643
-38.938	-86.30095358
-40.7	-86.72909438
-42.441	-87.58537599
-44.021	-88.2275872
-45.681	-89.02270584
-47.524	-89.69549853
-49.245	-90.58236162
-50.844	-91.13282837
-52.363	-91.71387661
-54.003	-92.69248416
-55.765	-93.45702131
-57.587	-94.34388441
-59.207	-94.83318818
-60.827	-95.72005128
-62.406	-96.60691437
-64.249	-97.15738112
-65.99	-98.0748257
-67.63	-98.9616888
-69.331	-99.84855189
-71.113	-100.3684372
-72.733	-101.5916966
-74.474	-102.2033263
-76.317	-103.2430968
-78.22	-103.885308
-79.82	-104.6804267
-81.582	-105.7201972
-83.424	-106.7905492
-85.328	-107.5550864
-87.211	-108.5642754
-89.033	-109.5123015
-90.876	-110.4297461
-92.718	-111.4083536
-94.602	-112.2646352
-96.464	-113.2432428
-98.327	-114.2218503
-100.129	-115.1392949
-101.911	-115.8120876
-103.632	-116.9130211
-105.516	-117.6163953
-107.318	-118.8702362
-108.857	-119.5430289
-110.517	-120.8274513
-112.218	-121.5919885
-113.878	-122.5400145
-115.741	-123.5492036
-117.361	-124.3749037
-119.305	-125.4758372
-120.763	-126.1792114
-122.362	-127.1884004
-124.205	-128.2587524
-125.825	-128.9009636
-127.769	-129.9713156
-129.227	-131.0110862
-130.907	-131.7450418
-132.588	-132.7542309
-134.329	-133.7634199
-136.111	-134.711446
-138.096	-135.5677276
-139.817	-136.4240092
-141.497	-137.2191278
-143.36	-138.0142465
-145.183	-138.931691
-146.843	-139.6044837
-148.787	-140.5219283
-149.982	-139.8491356
-150.083	-138.1977354
-150.083	-137.0968019
-150.042	-131.6838789
-150.083	-131.7450418
-150.083	-131.8062048
-150.063	-131.7450418
-150.042	-131.7450418
-150.042	-131.7756233
-150.063	-122.8152479
-148.989	-114.6499911
-147.451	-108.9312532
-145.547	-103.0596079
-143.745	-97.31028855
-141.923	-91.89736552
-140.201	-86.75967587
-138.318	-81.53024176
-136.476	-76.27022616
-134.775	-71.3771884
-132.973	-66.69822103
-131.009	-61.80518327
-129.166	-57.21796036
-127.202	-52.7530634
-125.42	-48.10467753
-123.679	-43.94559543
