"Benzoni and Priestley 1994,specimen nr.1"	
-0.33147	-36.571456
-0.67818	-58.89152
-1.09982	-82.11008
-1.53035	-104.528
-2.01803	-127.47968
-2.5019	-150.43136
-2.96545	-172.98272
-3.429	-195.712
-3.92049	-218.48576
-4.4196	-241.39296
-4.9276	-264.03328
-5.47751	-286.98496
-6.0198	-309.75872
-6.65099	-331.99872
-7.14883	-342.0512
-6.95833	-317.45376
-6.65099	-292.76736
-6.32841	-269.59328
-5.969	-245.92992
-5.588	-222.93376
-5.20065	-200.96064
-4.7371	-177.38624
-4.24688	-154.74592
-3.73888	-132.5504
-3.18897	-109.8656
-2.62255	-86.86944
-2.10058	-64.76288
-1.58623	-42.184832
-1.06934	-19.74912
-0.50927	2.361888
-0.07874	25.08672
0.53848	54.79936
1.00203	77.35072
1.46177	100.08
1.93167	122.36448
2.39903	144.87136
2.8575	167.2448
3.29946	189.79616
3.77063	212.08064
4.20624	234.45408
4.67106	256.73856
5.13207	279.02304
5.62229	301.39648
6.1468	323.68096
6.81863	345.96544
7.13994	355.79552
6.99008	333.1552
6.73862	310.64832
6.4516	287.42976
6.16331	264.25568
5.84073	241.17056
5.49275	218.35232
5.09778	195.00032
4.67106	171.73728
4.21132	149.008
3.71602	126.14528
3.17627	103.54944
2.64922	80.90912
2.09931	58.44672
1.55194	35.793056
0.94742	13.259488
0.14605	-9.091712
-0.35179	-31.82544
-0.71882	-55.73344
-1.12649	-79.04096
-1.5494	-101.90368
-2.03581	-124.36608
-2.54381	-147.54016
-3.02006	-170.31392
-3.49758	-192.95424
-4.00304	-216.1728
-4.51612	-239.48032
-5.07238	-261.89824
-5.62991	-284.36064
-6.20776	-306.6896
-6.84911	-329.01856
-7.14629	-338.22592
-7.00532	-314.4736
-6.71195	-289.87616
-6.37794	-266.03488
-6.02996	-242.50496
-5.63626	-219.15296
-5.21081	-196.02336
-4.75615	-173.73888
-4.27736	-151.18752
-3.76047	-128.63616
-3.21818	-105.68448
-2.68859	-83.44448
-2.14503	-60.58176
-1.6129	-37.790208
-1.07696	-15.216608
-0.47244	7.281376
-0.03048	30.60224
0.45466	53.46496
0.92456	75.74944
1.40081	98.16736
1.89103	121.6528
2.38379	144.7824
2.86639	167.82304
3.33248	190.50784
3.78333	213.45952
4.26212	236.4112
4.72821	259.14048
5.22986	282.18112
5.71246	304.82144
6.23443	327.41728
6.78688	350.14656
7.47776	372.9648
9.56818	384.48512
9.50468	362.11168
9.24433	339.42688
8.95477	315.89696
8.65759	293.47904
8.33374	270.61632
7.98322	247.35328
7.59079	224.31264
7.17423	201.89472
6.72084	178.8096
6.21411	155.76896
5.66293	132.9952
5.08381	110.5328
4.49326	88.20384
3.8608	65.65248
3.15849	43.23456
2.39649	20.829984
1.39192	-1.619072
0.13081	-24.183776
-0.45339	-47.19328
-0.99568	-69.47776
-1.4986	-92.38496
-1.99517	-115.24768
-2.51333	-138.19936
-2.99085	-161.19552
-3.47472	-183.96928
-4.00685	-206.65408
-4.52755	-228.93856
-5.07873	-251.9792
-5.62864	-274.93088
-6.21411	-297.21536
-6.82498	-319.45536
-7.52856	-342.0512
-9.27989	-364.2912
-9.67613	-363.00128
-9.62279	-340.67232
-9.34847	-317.76512
-9.04875	-295.21376
-8.68172	-271.41696
-8.29183	-247.62016
-7.88035	-224.75744
-7.43839	-202.47296
-6.94182	-179.2544
-6.41223	-156.52512
-5.80771	-133.39552
-5.16763	-111.06656
-4.51739	-88.2928
-3.87096	-65.34112
-3.18389	-42.669664
-2.43459	-20.011552
-1.36906	2.31296
-0.70104	25.037792
0.02794	47.3712
0.69342	70.45632
1.29667	93.8528
1.82626	116.40416
2.36474	139.04448
2.91719	162.1296
3.46837	185.17024
3.99288	207.54368
4.57962	230.31744
5.16382	253.00224
5.72262	275.73152
6.32206	298.2384
6.99262	320.65632
7.74573	342.98528
8.57758	365.44768
9.6012	376.3008
9.43102	353.66048
9.15924	330.97568
8.85698	308.024
8.53694	284.53856
8.18134	261.14208
7.80034	238.27936
7.39902	215.2832
6.95706	192.46496
6.46557	169.73568
5.95376	147.13984
5.40639	124.81088
4.80695	102.17056
4.18719	79.8416
3.50393	57.02336
2.80289	34.685504
1.96342	12.401024
0.54991	-10.012448
-0.36703	-32.42592
-1.01727	-55.24416
-1.6002	-77.6176
-2.17297	-100.12448
-2.72542	-123.07616
-3.25628	-145.53856
-3.80365	-168.3568
-4.37261	-191.13056
-4.97332	-213.59296
-5.57911	-236.50016
-6.22935	-259.096
-6.90753	-281.60288
-7.62254	-304.15424
-8.39851	-326.61664
-9.54532	-347.12192
-9.33069	-323.3696
-9.01065	-299.52832
-8.66394	-276.08736
-8.29818	-253.536
-7.88035	-229.91712
-7.43204	-206.92096
-6.93293	-183.52448
-6.38429	-160.17248
-5.77469	-136.3312
-5.10794	-112.89024
-4.45135	-89.89408
-3.77698	-66.14176
-3.11912	-43.416928
-2.36982	-19.846976
-1.32207	2.651008
-0.58928	25.745024
0.51435	60.80416
1.11125	83.35552
1.69926	106.92992
2.23266	129.4368
2.79146	152.21056
3.34391	175.0288
3.8735	197.4912
4.43357	220.176
5.00761	243.03872
5.58292	265.768
6.17855	288.05248
6.8453	310.95968
7.59587	333.6
8.40486	355.97344
9.3218	378.56928
9.56437	373.98784
9.48055	351.74784
9.2202	328.88512
8.91159	304.95488
8.58647	281.51392
8.24611	258.91808
7.86638	236.50016
7.47522	213.9488
7.0358	191.44192
6.56336	168.3568
6.0325	145.31616
5.45592	123.03168
4.84251	99.94656
4.18338	77.08384
3.4925	54.44352
2.73939	32.034496
1.90754	9.723328
0.43307	-12.627872
-0.49657	-35.237056
-1.13538	-58.4912
-1.72593	-81.176
-2.27203	-103.6384
-2.83337	-126.41216
-3.3782	-148.69664
-3.94335	-171.248
-4.52374	-194.19968
-5.12699	-217.01792
-5.7658	-240.05856
-6.41604	-262.83232
-7.09422	-285.5616
-7.7978	-308.06848
-8.60679	-330.7088
-9.55929	-347.43328
-9.41705	-325.1488
-9.13892	-302.73088
-8.80745	-279.60128
-8.43915	-256.38272
-8.04672	-234.00928
-7.61746	-211.23552
-7.12978	-188.19488
-6.60273	-165.86592
-6.02488	-143.58144
-5.36194	-120.67424
-4.66725	-97.98944
-3.99161	-75.48256
-3.29946	-52.97568
-2.68224	-30.108512
-1.8796	-7.810688
-0.94234	15.003104
-0.09017	37.54112
0.59436	60.2704
1.21666	82.9552
1.78054	105.23968
2.32918	127.70208
2.88036	150.38688
3.47599	173.38304
4.0386	196.11232
4.59613	218.75264
5.19557	241.5264
5.78358	264.2112
6.40715	286.98496
7.09041	309.66976
7.82955	332.08768
8.67156	354.59456
9.59485	377.1904
11.52652	399.51936
14.1224	396.7616
14.0335	374.5216
13.7668	350.36896
13.4493	326.7056
13.1064	303.62048
12.7635	279.60128
12.36599	255.0928
11.95959	232.23008
11.52652	209.45632
11.04773	186.99392
10.47496	162.66336
9.83869	138.3328
9.12622	114.71392
8.35406	90.91712
7.51205	67.6096
6.54812	44.7024
5.3848	21.163584
3.75031	-0.560448
1.48336	-23.498784
0.00635	-46.12576
-1.17729	-68.67712
-2.06248	-91.53984
-2.78511	-115.47008
-3.40868	-139.35584
-4.00558	-163.19712
-4.56311	-186.63808
-5.15112	-209.99008
-5.77342	-232.80832
-6.49224	-256.47168
-7.25043	-279.86816
-8.04926	-303.1312
-8.94588	-326.30528
-9.98347	-349.03456
-11.80846	-371.27456
-15.0241	-392.93632
-18.034	-386.35328
-17.9832	-364.0688
-17.6276	-339.96064
-17.2593	-315.94144
-16.8783	-292.9008
-16.4465	-269.45984
-15.9893	-246.68608
-15.4432	-222.57792
-14.8463	-198.46976
-14.2113	-175.20672
-13.5509	-151.8992
-12.8651	-129.52576
-12.06881	-107.10784
-11.18997	-84.7344
-10.12698	-61.42688
-8.9154	-38.89776
-7.41807	-16.137344
-4.9657	6.636416
-3.37185	29.321216
-1.53416	52.0416
-0.16637	75.26016
0.82423	97.72256
1.65608	120.71872
2.40665	143.13664
3.12674	165.37664
4.37642	203.80736
5.14604	226.89248
5.94868	249.93312
6.83895	273.24064
7.80161	295.61408
8.90905	318.20992
10.13079	341.20608
11.43381	363.57952
14.1097	385.81952
14.1605	384.5296
14.0716	361.97824
13.7541	336.98048
13.4112	312.96128
13.081	290.232
12.69619	266.12384
12.28979	243.70592
11.83259	220.35392
11.34999	197.31328
10.82294	174.40608
10.28192	151.4544
9.65581	128.14688
8.93318	105.1952
8.13689	82.33248
7.24281	59.46976
6.223	36.82944
5.00507	14.202464
2.91465	-8.304416
0.54737	-30.55776
-1.25476	-55.46656
-2.55016	-78.19584
-3.39598	-100.92512
-4.04749	-123.60992
-4.66979	-146.07232
-5.38988	-168.93504
-6.16585	-191.4864
-7.01167	-214.21568
-7.92861	-236.90048
-8.90778	-259.3184
-9.95426	-281.91424
-11.24077	-304.55456
-12.65936	-327.23936
-14.2875	-343.74144
-14.1097	-320.0336
-13.7414	-296.0144
-13.335	-272.39552
-12.8905	-248.24288
-12.38758	-223.82336
-11.85799	-201.44992
-11.24331	-177.78656
-10.59815	-155.41312
-9.86155	-132.95072
-9.05383	-110.22144
-8.2296	-87.53664
-7.42442	-64.76288
-6.50367	-41.775616
-5.38099	-19.001856
-3.7846	3.336
-2.21361	25.758368
-0.69215	48.12736
0.45339	70.58976
1.3589	92.9632
2.11709	115.8704
2.86385	138.68864
3.6068	161.86272
4.34848	184.54752
5.07492	206.832
5.87121	229.87264
6.71703	252.91328
7.6073	275.42016
8.62203	298.2384
9.75868	320.96768
10.98931	343.47456
12.32789	366.11488
14.1478	379.68128
14.0335	357.35232
13.7668	333.28864
13.4366	309.66976
13.081	285.3392
12.69619	262.38752
12.28979	239.61376
11.81989	216.03936
11.33983	193.2656
10.8077	169.51328
10.22731	145.8944
9.56056	122.94272
8.81126	99.4128
8.01116	76.9504
7.09168	54.0432
6.02742	31.474048
4.70154	8.76256
2.31902	-13.575296
0.1651	-35.886464
-1.45542	-58.84704
-2.63525	-81.6208
-3.40487	-104.21664
-4.03098	-127.03488
-4.66852	-149.58624
-5.40766	-172.71584
-6.19506	-195.35616
-7.08025	-218.35232
-7.97941	-240.72576
-8.99541	-263.27712
-10.05078	-285.784
-11.3665	-308.33536
-13.1191	-330.75328
-14.2113	-343.29664
-14.0843	-320.9232
-13.7033	-296.72608
-13.3096	-273.50752
-12.8524	-247.7536
-12.34694	-223.24512
-11.81354	-200.16
-11.20394	-176.808
-10.54354	-154.30112
-9.78916	-131.03808
-8.94207	-107.864
-8.07339	-85.09024
-7.16026	-62.36096
-6.18617	-39.9208
-4.9784	-17.631872
-3.59537	4.955072
-1.94056	27.26624
-0.42418	49.5952
0.31877	47.86048
0.65532	70.2784
1.31064	92.5184
1.98628	114.84736
2.7178	137.39872
3.49758	159.77216
4.24053	182.23456
5.13334	204.78592
5.97408	227.33728
6.87705	249.66624
7.7978	272.2176
8.84936	294.54656
9.9568	316.78656
11.22172	339.11552
12.67079	361.4
14.5796	383.81792
17.7546	399.29696
19.0881	396.67264
19.0754	374.43264
18.8468	351.92576
18.5039	329.5968
18.1864	307.17888
17.8054	284.76096
17.4244	262.47648
16.9799	240.14752
16.51	217.86304
16.002	195.53408
15.4432	173.2496
14.859	150.83168
14.1732	128.1024
13.3223	105.59552
12.42949	82.9552
11.41476	60.67072
10.21588	38.11936
8.71728	15.72368
6.13283	-6.525216
3.38455	-28.912
0.98679	-51.50784
-0.98171	-74.10368
-2.50825	-96.38816
-3.51282	-118.85056
-4.28879	-141.40192
-5.04698	-163.81984
-5.84454	-186.10432
-6.71195	-208.52224
-7.64032	-231.02912
-8.66775	-253.66944
-9.76757	-276.13184
-11.03884	-298.63872
-12.50061	-321.05664
-14.1605	-343.29664
-16.1417	-365.53664
-19.1516	-378.79168
-19.0373	-356.5072
-18.7325	-333.51104
-18.3642	-310.55936
-17.9578	-287.96352
-17.4879	-264.56704
-16.9672	-241.70432
-16.4338	-218.57472
-15.8369	-195.9344
-15.2273	-172.62688
-14.5161	-149.6752
-13.7287	-126.85696
-12.8524	-104.03872
-11.88974	-81.13152
-10.79881	-58.66912
-9.46912	-35.997664
-7.88289	-13.748768
-5.27431	8.76256
-2.64541	31.011456
-0.29591	56.0448
1.16078	79.21888
2.24663	101.81472
3.18897	124.81088
4.02209	147.18432
4.88569	169.60224
5.75437	191.88672
6.65988	214.43808
7.61365	237.0784
8.70331	259.94112
9.96442	282.27008
11.34618	304.9104
12.8016	327.32832
14.5161	349.47936
16.637	371.94176
19.1008	383.06176
18.9865	360.5104
18.6563	336.0464
18.288	311.84928
17.8689	285.73952
17.4117	260.03008
16.9545	235.56608
16.4846	213.54848
15.9385	190.19648
15.3416	167.73408
14.6685	144.96032
13.9065	122.67584
13.0556	100.03552
12.13739	78.10688
11.09853	55.77792
9.89203	33.40448
8.45439	10.706336
5.70357	-11.52032
2.88925	-33.8048
0.49022	-56.44512
-1.54051	-78.7296
-3.02768	-101.59232
-4.0386	-124.36608
-4.90347	-146.73952
-5.75564	-169.64672
-6.64083	-191.9312
-7.60095	-215.19424
-8.66521	-238.05696
-9.80059	-260.4304
-11.03249	-282.71488
-12.53998	-305.39968
-14.1986	-327.77312
-16.002	-349.92416
-18.1864	-372.43104
-19.2405	-372.78688
-19.0119	-347.34432
-18.6309	-324.43712
-18.1864	-299.30592
-17.6784	-272.17312
-17.1831	-248.91008
-16.637	-225.15776
-16.0528	-201.85024
-15.367	-177.51968
-14.6177	-153.58944
-13.843	-131.39392
-13.0175	-109.24288
-12.07135	-86.46912
-10.97534	-63.73984
-9.8679	-41.29968
-8.5217	-18.841728
-5.85343	3.807488
-3.36931	26.207616
-0.89281	48.928
0.762	71.21248
1.95199	93.71936
2.98069	116.76
3.89763	140.20096
4.77774	163.10816
5.70611	186.23776
6.6802	210.03456
7.71271	234.09824
9.1059	256.60512
10.27557	279.15648
11.57224	301.5744
13.1064	323.76992
14.8971	346.18784
16.9418	368.87264
19.1897	377.10144
19.0881	354.81696
18.7833	331.50944
18.4404	307.93504
18.0594	285.25024
17.6911	263.27712
17.2212	240.23648
16.764	217.19584
16.256	194.28864
15.6845	171.248
15.0368	147.98496
14.3383	125.16672
13.5128	102.17056
12.55649	78.90752
11.45032	54.97728
10.20826	32.568256
8.65124	10.20816
5.79755	-12.067424
2.95402	-34.543168
0.46101	-57.1568
-1.56591	-79.8416
-3.10007	-103.37152
-4.14147	-125.38912
-5.00634	-148.25184
-5.88391	-171.64832
-6.80974	-194.77792
-7.75335	-217.2848
-8.84682	-241.03712
-10.04697	-263.85536
-11.42873	-286.76256
-13.0048	-309.62528
-14.7574	-332.13216
-16.6624	-354.63904
-19.0373	-376.56768
-20.0279	-372.69792
-19.9644	-350.36896
-19.5834	-327.3728
-19.1643	-303.7984
-18.7452	-281.20256
-18.2372	-257.89504
-17.6911	-234.32064
-17.145	-211.9472
-16.4973	-188.50624
-15.8496	-166.08832
-15.0749	-143.09216
-14.1732	-120.22944
-13.2334	-97.67808
-12.31265	-75.03776
-11.23061	-52.79776
-9.85012	-30.731232
-8.03656	-8.442304
-5.32384	14.091264
-2.26695	36.282336
-0.04318	58.7136
1.36398	81.53184
2.4892	103.99424
3.50393	127.2128
4.3942	149.76416
5.31749	172.22656
6.29793	194.73344
7.38759	217.0624
8.39216	239.3024
9.61644	261.58688
11.0236	284.04928
12.59459	306.55616
14.3256	328.97408
16.256	351.43648
18.6436	373.76544
21.844	394.76
23.8887	391.37952
23.8125	368.7392
23.5077	346.09888
23.1521	322.30208
22.7711	298.63872
22.352	274.97536
21.9202	252.91328
21.4249	229.42784
20.8915	205.89792
20.3327	183.83584
19.7104	161.24
18.9738	137.71008
18.1737	115.82592
17.2085	92.5184
16.1417	69.87808
14.8717	46.83744
13.3604	24.103712
11.3411	1.988256
8.16102	-18.677152
4.96443	-40.76592
2.08915	-63.1616
-0.3683	-85.66848
-2.16154	-108.7536
-3.63982	-131.57184
-4.93522	-155.0128
-6.04266	-177.4752
-7.11327	-200.16
-8.19023	-222.44448
-9.39927	-245.48512
-10.74801	-268.4368
-12.24915	-291.21056
-14.0208	-313.8064
-15.9639	-336.2688
-18.3388	-358.64224
-21.5265	-380.5264
-23.7871	-384.88544
-23.7871	-374.12128
-23.5077	-350.45792
-23.0759	-325.1488
-22.5298	-295.5696
-21.9456	-266.88
-21.3487	-240.72576
-20.7645	-218.30784
-20.1168	-194.64448
-19.4056	-171.29248
-18.6436	-149.49728
-17.7292	-126.27872
-16.637	-102.65984
-15.4051	-79.66368
-14.0716	-57.1568
-12.20216	-31.367296
-10.26287	-8.74032
-7.43712	13.85552
-4.20497	34.262944
-1.44653	56.4896
0.63754	79.44128
2.25044	103.14912
3.4925	125.70048
4.59613	148.91904
5.62483	171.29248
6.73354	194.6
7.88543	217.55168
9.11987	240.32544
10.52068	263.01024
12.18819	285.51712
14.0208	307.66816
16.5481	330.0416
19.1008	352.45952
22.3012	369.27296
24.3205	359.88768
24.7904	337.69216
24.511	314.96288
24.1554	291.61088
23.7744	268.48128
23.3045	244.90688
22.7965	222.31104
22.2123	198.91456
21.6027	175.9184
20.9169	153.0112
20.1549	129.92608
19.2786	107.24128
18.3134	84.7344
17.3101	61.73824
16.0528	38.74208
14.5161	16.608832
11.73099	-5.653408
8.50011	-26.149792
5.6642	-48.66112
3.30835	-71.47936
1.56083	-94.03072
0.2286	-117.2048
-0.85471	-139.8896
-1.94945	-162.70784
-3.06832	-185.12576
-4.27101	-207.944
-5.55498	-230.89568
-6.88721	-253.71392
-8.28675	-275.86496
-10.00506	-298.14944
-11.96467	-320.87872
-13.97	-343.1632
-16.383	-365.53664
-19.2405	-387.6432
-22.4409	-404.27872
-24.003	-400.89824
-23.9522	-378.56928
-23.495	-351.43648
-23.0632	-328.21792
-22.5806	-304.42112
-22.0472	-278.80064
-21.4503	-253.93632
-20.7772	-228.4048
-20.066	-203.496
-19.3167	-180.27744
-18.4531	-157.05888
-17.4498	-134.552
-16.3068	-112.00064
-15.0241	-90.11648
-13.5255	-67.6096
-11.81735	-45.3696
-10.0584	-22.253344
-6.87578	-0.240192
-3.64236	17.70304
-0.36195	37.189728
2.53619	59.95904
4.48183	82.37696
5.98297	104.79488
7.23138	127.52416
8.41629	150.52032
9.61898	173.29408
10.90041	196.55712
12.27709	219.37536
13.8176	242.50496
15.6083	265.1008
18.8087	283.60448
21.971	262.12064
23.3426	240.23648
23.3299	240.28096
23.0251	218.08544
22.5933	195.17824
22.0599	172.67136
21.4503	150.12
20.7518	127.52416
19.939	104.9728
19.0881	82.15456
18.161	59.46976
17.1704	37.078528
16.0401	14.665056
13.8557	-7.908544
11.48461	-30.44656
9.61263	-53.06464
8.00227	-75.57152
6.64083	-98.5232
5.46227	-121.34144
4.32562	-143.58144
3.17754	-166.04384
1.91897	-188.77312
0.62865	-211.10208
-0.87503	-233.38656
-2.45491	-255.67104
-4.26847	-278.08896
-6.37413	-300.37344
-8.76554	-322.61344
-11.33475	-344.9424
-14.4145	-367.36032
-17.5895	-386.88704
-20.7645	-402.18816
-23.9522	-412.1072
-24.0665	-410.23904
-24.1427	-388.088
-23.8125	-363.71296
-23.3426	-337.95904
-22.8219	-311.89376
-22.2885	-287.51872
-21.6662	-261.40896
-21.0693	-238.8576
-20.3962	-215.99488
-19.6977	-193.53248
-18.8849	-170.18048
-17.9705	-148.16288
-16.8021	-125.07776
-15.5194	-102.83776
-13.9319	-80.7312
-12.19327	-58.2688
-9.99871	-35.837536
-6.87578	-13.686496
-3.69062	2.575392
-0.49657	16.270784
2.68732	35.646272
5.85724	55.55552
8.11276	77.79552
9.86917	100.08
11.33983	122.36448
13.0175	144.7824
15.0749	167.28928
17.1831	189.57376
19.0754	211.81376
22.2758	227.42624
24.2697	205.09728
24.3205	198.06944
24.13	175.20672
23.622	152.5664
22.987	130.104
22.2123	107.50816
21.3741	84.91232
20.3962	62.36096
19.4183	39.32032
18.3769	17.267136
17.1069	-4.794944
14.9479	-27.630976
13.0175	-49.86208
11.47572	-72.14656
10.09142	-94.47552
8.7122	-116.9824
7.27964	-139.40032
5.8293	-161.6848
4.36372	-184.32512
2.7051	-206.832
0.80137	-229.2944
-1.18745	-251.66784
-3.29819	-273.95232
-5.84581	-296.32576
-8.57758	-318.65472
-11.58367	-341.1616
-14.7066	-363.35712
-17.8943	-382.61696
-21.082	-399.47488
-24.257	-411.75136
-27.4574	-418.37888
-28.8036	-405.6576
-28.956	-383.32864
-28.5623	-359.6208
-28.067	-333.77792
-27.5463	-309.31392
-26.9748	-284.62752
-26.3525	-260.16352
-25.6794	-236.4112
-24.9682	-213.9488
-24.1935	-191.39744
-23.2918	-168.84608
-22.225	-146.51712
-20.8534	-123.52096
-19.2532	-100.88064
-17.399	-78.41824
-14.8717	-56.08928
-11.69543	-37.00736
-8.45058	-17.983264
-5.25145	-11.333504
-2.03454	-5.008448
1.1049	3.073568
4.33705	15.710336
7.56031	31.812096
10.7569	50.2624
13.6779	72.54688
15.6591	94.83136
17.4752	117.4272
20.1295	121.03008
19.6977	98.65664
19.1262	75.88288
18.4404	53.55392
17.6276	31.00256
16.6878	8.42896
15.5067	-14.135744
13.589	-36.5848
11.87069	-59.46976
10.40511	-81.79872
8.90778	-104.17216
7.25932	-126.72352
5.51053	-148.96352
3.67919	-171.07008
1.39446	-193.53248
-1.77165	-215.77248
-4.95046	-234.89888
-8.11276	-254.51456
-11.30681	-274.39712
-14.5161	-295.48064
-17.6911	-317.09792
-20.8915	-338.53728
-24.0665	-360.11008
-27.2542	-375.72256
-30.1625	-375.23328
-30.2641	-352.2816
-29.7688	-327.1504
-29.2862	-303.30912
-28.6766	-276.93248
-28.0035	-250.8672
-27.2669	-225.38016
-26.5176	-201.36096
-25.654	-177.43072
-24.6253	-153.81184
-23.368	-131.39392
-21.7678	-108.7536
-19.6342	-86.20224
-17.1577	-64.09568
-13.8811	-41.38864
-10.65657	-32.434816
-7.51078	-30.508832
-4.31038	-33.15984
-1.12649	-24.094816
2.04597	-13.050432
5.22351	4.216704
8.18515	20.963424
7.8486	-1.472288
6.76783	-23.81904
5.40512	-46.52608
4.17195	-68.98848
2.99212	-91.13952
1.6637	-113.69088
0.18288	-136.3312
-1.65989	-159.06048
-4.85648	-177.34176
-8.04926	-195.84544
-11.26363	-214.97184
-14.478	-235.25472
-17.653	-257.80608
-20.4978	-280.224
-23.2918	-302.6864
-25.9334	-324.9264
-28.6131	-347.3888
-31.5468	-369.71776
-32.5628	-368.60576
-32.5247	-346.45472
-32.131	-321.90176
-31.6357	-298.50528
-31.1531	-276.04288
-30.5562	-253.04672
-29.9212	-230.71776
-29.2354	-208.21088
-28.448	-185.74848
-27.5463	-163.15264
-26.4287	-140.73472
-24.9301	-118.40576
-23.2791	-95.89888
-21.2217	-73.56992
-18.0721	-51.24096
-14.8844	-43.283488
-11.65225	-38.648672
-8.46709	-35.152544
-5.26669	-33.306624
-2.08153	-25.424768
-0.47625	-24.33056
-0.47498	-25.189024
-1.10109	-2.853392
