"Soderstrom, 2001,C2"	
-3.38234303	-16.49938149
-3.030806875	-15.68178469
-3.306984486	-14.7733669
-3.160997589	-14.0238997
-3.070635359	-13.20633063
-3.043834975	-12.43414432
-2.879654234	-11.66198574
-2.695528844	-10.35611524
-2.60473101	-8.970762523
-2.357588257	-7.778432124
-1.703300107	-6.72238865
-1.885216393	-5.62090696
-1.876532206	-4.848748377
-1.529097186	-3.906258858
-1.426852027	-3.145452898
-1.114761955	-2.384633076
-1.012361123	-1.578388899
-0.467897787	-0.851640809
-0.438117138	0.090862571
-0.194568818	0.828949423
0.052076645	1.544331029
0.215767709	2.23702125
0.522520207	3.474762143
0.596167813	4.451337253
0.844128428	5.223495837
1.056666256	6.200043225
1.256698646	7.301524915
1.66259155	8.244028294
1.339194601	9.220589544
1.416515398	10.44696395
2.013320076	11.62792787
2.149401478	12.88837401
2.352103066	14.09205703
2.584414687	15.46604326
3.140652656	16.5902302
2.752573042	17.49867571
2.801630336	19.04300674
3.226137555	20.28073377
3.201119254	20.97341013
3.480386342	22.30199973
3.655921342	23.06283341
3.609495274	23.834992
3.709429921	24.62985583
3.815519905	25.39067565
3.966939043	26.14014285
3.955468971	26.84415797
4.302593705	28.19543896
4.292633167	28.89949566
3.40686561	27.45736597
4.147322032	26.3672369
4.270009957	25.3679704
3.972191212	24.60715058
3.819806976	23.69873279
3.476083122	22.67673333
3.44153135	21.7456103
3.542228032	20.99612924
3.444231099	20.0763311
3.484890779	19.22469029
2.952892972	17.63494877
3.095665992	16.94225855
3.028173773	15.93162557
2.727226509	14.76202814
2.692130159	13.9898557
2.590530257	13.24040236
2.490595659	12.44552467
2.165688209	11.21912254
2.202783864	10.52646004
2.039170591	9.81106457
1.960729213	8.471122345
1.735460283	7.244734076
1.414498194	6.188690601
1.374685815	5.030459657
1.194473776	3.872187127
0.871340651	3.009179834
0.94370356	2.157525164
0.586968534	1.408071827
0.174725675	0.556417157
0.353334243	-0.420144093
-0.099272318	-1.215021784
-0.28850264	-2.24834615
-0.773395996	-3.213568638
-0.881368697	-3.883553612
-1.007651927	-4.610287841
-1.199045717	-5.393799048
-1.541290399	-6.143266247
-1.603972746	-6.813223498
-1.880141867	-7.66489203
-1.916895031	-8.698230257
-2.355377454	-9.776992839
-2.345758673	-10.93525151
-2.577921263	-12.16161205
-2.442688178	-13.22902201
-2.855770869	-13.94441748
-2.920196402	-14.68253205
-3.225290289	-16.04516566
-2.990877905	-16.80598549
-3.457538331	-17.73710852
-3.699225951	-19.09976985
-3.601431155	-20.51920817
-3.691715596	-21.314072
-3.893949475	-22.17707929
-4.154944006	-23.00602871
-4.055242778	-23.86902214
-3.965229777	-25.35659006
-4.515615077	-26.04926642
-4.475180328	-27.02584153
-4.828233722	-28.28628767
-5.07700279	-29.51266207
-5.167139264	-30.70497861
-5.37054028	-31.90864777
-5.651238379	-32.76030244
-5.717173542	-33.49840316
-5.950799392	-34.2705756
-6.118271845	-35.12223027
-6.104933413	-36.07608627
-6.774473992	-37.17756796
-7.317933335	-38.05191402
-6.982995217	-38.99443126
-7.280649894	-39.94828726
-7.278921981	-40.7658702
-7.564149106	-41.61752487
-8.01873213	-42.5486479
-8.160695778	-43.44574079
-8.365365437	-44.13841715
-8.365380619	-45.02412969
-8.603699659	-44.08165403
-8.953881669	-44.94464747
-8.995584235	-45.66004293
-9.140100303	-46.42084889
-9.230618209	-47.28385619
-9.505083133	-48.07874774
-9.838970017	-49.03260374
-10.0590087	-49.80474846
-10.38453022	-50.52014393
-10.5141441	-51.33774073
-10.63408499	-52.41648945
-10.79737852	-53.37033159
-11.15232312	-54.30149621
-11.29354752	-54.98281995
-11.52543023	-55.68684893
-11.77841707	-56.82237463
-11.94480783	-57.79894974
-12.23920974	-58.68467614
-12.39928944	-59.58175517
-12.6856372	-60.31985588
-12.53294176	-61.13743882
-13.1939224	-61.94366913
-13.40862273	-62.92023038
-13.6541704	-63.64699233
-13.70900922	-62.90887776
-13.62460789	-62.06860344
-13.47668338	-61.19422966
-13.65554899	-60.52424468
-13.5807892	-59.85427357
-13.61770652	-59.1729637
-13.48081662	-58.43486298
-13.231036	-56.9132372
-13.19846171	-55.77769764
-12.85648939	-55.10772653
-13.11219286	-54.39233106
-12.84512082	-53.55205674
-12.55636091	-52.10989932
-12.53249457	-50.87217229
-12.52261191	-50.19084855
-12.07731265	-48.88496419
-11.86055793	-47.74941077
-11.85063643	-47.05674827
-11.6339672	-46.38679102
-11.31296704	-45.22851849
-11.28182469	-44.07028755
-11.03786453	-43.3662447
-10.57867459	-42.4123887
-10.79704894	-40.93618727
-10.61807508	-39.8120142
-10.43112487	-38.56292068
-10.53020353	-37.51821597
-10.07592411	-36.23506459
-9.973943696	-35.11089151
-9.717937413	-33.97533809
-9.386369626	-32.81709328
-8.95834581	-32.14712217
-9.13890805	-31.09106483
-9.026437701	-29.98959701
-8.624109649	-28.88811532
-8.515740385	-27.66174091
-8.491142364	-26.65109407
-8.365933254	-25.35659006
-7.902214294	-24.40273405
-7.738453834	-23.31260499
-7.481054704	-22.21115102
-7.385579829	-21.22323715
-7.197438712	-20.50782782
-6.994271115	-19.37228826
-7.234294304	-18.48657572
-6.777547719	-17.80523812
-6.185078418	-16.72647554
-6.261200842	-15.5909637
-6.025287175	-14.59166948
-5.913089188	-13.56969774
-5.663782966	-12.6271805
-5.720551879	-11.57113703
-5.365373959	-10.57187053
-5.158766634	-9.754273731
-4.906207741	-8.743654611
-4.680511696	-7.642172921
-4.404685208	-6.449870245
-3.781866726	-5.325669447
-4.165425708	-4.474000915
-3.677668722	-3.554230506
-3.413927204	-2.804777168
-3.379267235	-1.941756014
-2.979732729	-1.215007923
-2.427643276	-0.465568447
-2.425238869	0.204416527
-2.054877824	0.942503379
-1.814348901	1.680604093
-1.414105606	2.509539655
-1.359616942	3.349855563
-0.98395644	4.303711566
-0.53226745	5.098575396
-0.45900889	6.188704463
-0.21353052	7.244734076
0.174129595	8.221295325
0.352178167	9.129754696
0.552949802	10.01546724
0.769440654	10.71949622
0.74871796	11.48030218
1.095577852	12.46824377
1.698965953	13.49021552
1.546473521	14.37594192
1.452586111	15.34115054
1.977237632	16.43126575
1.635996942	17.32833091
1.856970214	18.48660344
2.685494457	19.45179821
2.553289211	20.14447457
2.664056234	21.30273323
2.589755758	22.27928062
3.128959308	23.528388
3.50546808	24.67529404
3.471539742	25.76540925
3.521958697	26.91230143
3.832119592	28.03648837
4.216098951	29.20609966
4.276237363	30.1599418
4.318843243	30.94345301
4.353161502	31.94273337
5.01496767	32.65811497
5.237333932	33.85044537
5.857717506	34.75886316
6.032202151	35.82627312
5.841500952	36.84827258
5.707280299	37.68856077
6.258179822	38.6083589
6.340224215	39.77794247
6.588301515	40.51604318
6.518140873	41.60618611
6.945285965	42.51461776
7.081686188	43.24136585
7.31137507	44.05894879
7.519889604	44.88788435
7.935579756	45.61463244
7.914701434	46.42086275
8.163821525	47.29523653
8.406747335	48.2150208
8.530486635	49.11208597
8.635604004	50.15679068
9.087324274	51.38316509
9.453654364	52.41651718
9.497925452	53.15463175
9.763146286	54.17660349
10.00885798	55.16453123
9.736712202	56.16379772
10.08249041	57.02681888
10.60695497	57.73086172
10.88254901	58.80961044
11.43224255	60.08140921
11.50283191	61.06933694
11.70526884	61.90962512
11.69786087	62.74992717
12.18221804	63.70376931
12.38214131	64.39645953
12.61101325	65.45248915
12.77009741	66.16791234
13.34232695	67.03091963
13.47054789	66.1792511
12.98703909	65.41843128
12.75661862	64.37374043
12.76240019	63.56751011
12.66711135	62.73856069
12.09349647	61.39861846
12.3455961	60.08140921
12.29393217	59.297898
12.05773779	58.6165604
12.01556752	57.26526555
11.85485686	56.58394182
11.72736663	55.45976874
11.70021531	54.13117914
11.40971153	53.43848892
11.34439034	52.23481976
11.04629919	51.55350988
10.95257415	49.82748143
10.76570846	48.40805698
10.49999712	46.64797067
10.26804326	44.7289199
10.1697892	43.00289145
10.00135848	41.04975509
9.37967503	39.19882006
8.766115862	37.62043117
8.770908759	35.78084876
8.462848722	34.04346769
8.588680295	32.56728012
8.052503613	30.87533727
7.589328453	29.46726544
7.520684275	27.91158179
6.86152364	26.42402774
6.898369871	24.482244
6.476772929	22.83571164
5.879664608	21.30273323
6.108076408	19.84922319
5.797074714	18.0891646
5.548273444	16.68109277
5.208938168	14.81880512
4.777279279	13.02464707
4.562391216	11.41215872
4.165602778	10.01546724
3.846041293	8.550618431
3.6696266	7.165265713
3.52569318	5.552805082
3.097707388	4.008474053
2.482483012	2.475481785
2.065991053	1.10148169
1.295527254	-0.374719738
0.801762801	-1.726014587
0.287983571	-3.19084953
-0.574725222	-4.712475312
-1.445986382	-6.08650313
-1.810541128	-7.619453813
-2.350879756	-9.345496123
-2.633289573	-10.69676325
-2.800154789	-12.25246076
-3.572127482	-13.72867605
-4.124154374	-15.34113668
-4.18766132	-16.69241767
-4.80893875	-18.24810132
-5.304913179	-19.80379884
-5.374497817	-21.16646017
-5.970881294	-22.5064024
-6.303110442	-23.85768338
-6.5308684	-25.56099272
-6.985194337	-27.29835993
-7.063066549	-28.87677655
-7.579748395	-30.30753977
-8.404411664	-32.18118004
-8.56782954	-33.61195711
-8.602613855	-34.9519132
-8.87217579	-36.51893561
-9.13407276	-38.05192788
-9.502923208	-39.51677669
-9.776469542	-40.92483465
-10.0555954	-42.63951048
-10.46733927	-44.2860567
-10.69543967	-45.64867645
-11.00135069	-47.24981218
-11.12726006	-48.74870499
-11.72906733	-50.349813
-12.05158473	-51.95093487
-11.81644833	-53.38171194
-12.2856376	-55.05094955
-12.79802389	-56.54985622
-13.11689938	-57.96926681
-13.31337453	-59.35463339
-13.73018449	-60.71729473
-13.49801424	-59.04805712
-13.29046558	-57.51506485
-13.34610625	-56.12971213
-13.30930657	-54.64215808
-12.7068455	-53.29086323
-12.52375534	-51.40587033
-12.0660599	-49.56630179
-11.72252373	-47.99923779
-11.47014418	-46.15968311
-11.25233143	-44.27467635
-10.84639285	-42.56000053
-10.70317675	-40.85670505
-10.39363158	-39.51676282
-9.645852636	-38.05191402
-9.8452161	-36.31454681
-9.697626561	-34.65666182
-9.047159473	-32.95333862
-9.11460523	-31.48850368
-8.617043336	-29.91010092
-8.30927254	-28.20677772
-7.985556818	-26.69653228
-8.093958189	-25.28843273
-7.420184659	-23.39208721
-6.726870803	-21.961324
-6.528769338	-20.54191341
-6.526108579	-18.88401456
-6.25430529	-17.54407234
-5.932293671	-16.09057616
-5.57896035	-14.30778459
-5.462575825	-12.94513712
-4.555464033	-11.24184164
-4.685537966	-9.549871065
-4.045101639	-8.130460477
-3.377763377	-6.79050439
-2.788726234	-4.950949709
-2.647797813	-3.47473442
-1.87535833	-1.862273789
-1.517348015	-0.476934932
-0.610118569	0.942503379
0.053571093	2.430057431
0.550768483	4.042531923
1.070883364	5.575510329
1.77637705	7.199337444
2.089549729	8.76637372
2.753433913	10.19715079
2.901281462	11.54844564
3.422205715	13.28582671
3.818877421	14.71658992
4.097825687	16.57887757
4.493602473	18.27084815
4.85689808	20.18989892
5.306750911	21.96133786
5.97999674	23.74414329
6.053092155	25.32253219
6.264073752	26.75330926
6.559791638	28.12732322
6.881827848	29.75113647
7.039114879	31.43174056
7.389601452	33.12369728
7.711365349	34.82699276
8.085313992	36.2805028
8.384782862	37.88161081
8.36729771	39.46001357
9.044302137	41.02704985
9.244482588	42.52595652
8.817252921	44.2860567
9.680180777	45.78497724
10.03806015	47.52234444
10.5170248	49.16886295
10.73969466	50.7132217
10.89725409	52.31431584
11.18054448	53.79051727
11.71366287	55.49382661
11.52240943	57.11765373
12.06632901	58.7528196
12.4046215	60.47883419
12.24275219	61.89825864
13.00859395	63.53345224
13.18442512	65.08912203
13.21793308	63.68106407
13.00060153	62.3411357
12.71181712	60.70595596
12.72546588	59.3660276
12.26888176	57.3561004
12.19357642	55.98210031
11.75750519	54.15388439
11.72366894	52.13263229
11.17637991	50.59965388
11.04487399	48.88500578
10.66497201	46.96594115
10.38400833	45.25126533
10.29450111	43.61607172
9.787280572	41.84464665
9.819901419	40.2548774
9.057662488	38.44938059
9.295093396	37.00723703
8.629551474	35.17903497
8.246855989	33.63469008
8.038667937	31.82917941
7.861404976	30.25077665
7.535960417	28.74050349
7.136891922	27.128029
6.973643884	25.42474738
6.632557898	24.07345253
6.137181345	22.37015705
6.06214841	20.91664701
5.741816447	19.23604292
5.321028928	17.79389936
5.186231301	16.15874734
4.869767005	14.67117943
4.664901948	13.21768325
4.324166113	11.76418707
3.836610297	9.981395504
3.329506539	8.175884831
3.215338684	6.68833078
3.076821501	5.257553707
2.401482332	3.645106938
1.942641769	2.293784367
1.312554008	0.692676359
0.584462624	-0.817569077
0.024233564	-2.180216549
-0.485327942	-3.735914063
-1.753361297	-5.030431934
-1.984636819	-6.438517622
-2.203640272	-7.789784747
-2.855072313	-9.334115777
-2.804038556	-10.74220146
-3.737702087	-12.26382725
-4.211653803	-14.00119446
-4.628385873	-15.34112282
-5.046705408	-16.70375643
-5.191734914	-18.05506514
-5.678378885	-19.53125271
-6.51848149	-21.06424498
-6.371334246	-22.61994249
-6.719204867	-24.13021565
-7.100015985	-25.56099272
-7.568816259	-27.11669024
-8.325536431	-28.54743959
-7.928631403	-29.91010092
-8.201096003	-31.44306546
-8.893444954	-33.03283471
-8.727481255	-34.3841157
-9.44561137	-36.00794281
-9.395161134	-37.58634557
-9.685352933	-39.00579775
-10.03461641	-40.48197145
-10.34265956	-42.26479074
-11.09214266	-43.78640266
-10.77219218	-45.13771137
-11.24618274	-46.88641734
-11.49925507	-48.48753921
-11.45759053	-49.98644588
-12.043764	-51.87143878
-12.37688802	-53.48391327
-12.65368712	-54.96010084
-13.20099046	-56.51578449
-13.08132863	-58.16233072
-13.20127718	-59.6839565
-13.62976865	-58.28722343
-13.18218167	-56.75424503
-12.94741244	-54.76706466
-12.60654557	-53.09782705
-11.7527781	-51.54212954
-12.21490285	-49.82746757
-11.86652645	-48.16956873
-11.36783631	-46.26185672
-10.99638694	-44.47907902
-11.24425448	-42.79847492
-10.72075585	-41.1406038
-10.40435489	-39.56217332
-10.21600417	-37.90430219
-9.811458571	-36.1555685
-8.948477465	-34.55446049
-9.13181807	-32.98742422
-8.91629314	-31.32953923
-8.34916945	-29.71706474
-8.339154885	-28.11595673
-7.865436587	-26.44671912
-7.451412565	-25.01592819
-7.571307816	-23.43751157
-7.057800949	-22.05217271
-6.865387985	-20.53054693
-6.570472731	-19.0543455
-6.228835333	-17.60084932
-5.96272069	-16.15873348
-5.726838352	-14.72794255
-5.186001604	-13.29715161
-4.700711636	-11.77552583
-4.491692244	-10.25390005
-4.12523873	-8.607381547
-3.677963003	-7.165251851
-3.231302032	-5.461914788
-2.530439799	-4.031151576
-1.850323976	-2.486834409
-1.210969289	-0.942489518
-0.668677084	0.408805331
0.174547253	1.930417252
0.738287136	3.508806151
1.053475224	4.928230601
1.825238994	6.597482071
2.172208005	7.994215136
2.439164319	9.390920478
2.997371234	10.82169755
3.336013823	12.44552467
3.566543409	13.89900699
4.209868047	15.60233019
4.544137239	17.18073295
5.059528619	18.77047447
5.308368781	20.16719367
5.367067698	21.54119377
5.632631071	22.90382738
6.071768065	24.2778552
6.301675186	25.91302107
6.448013105	27.26430206
6.87325186	28.72915087
6.883368758	30.18266091
7.716064262	31.69292021
7.64407517	33.31674732
7.93734976	34.96326582
8.195325766	36.33727978
8.650719132	37.81348121
8.734498958	39.35781224
9.388702627	40.97027287
9.420219771	42.78713616
9.59961492	44.1838415
10.11043828	45.78496337
10.28634715	47.31795564
10.58062563	49.11209983
10.80213602	50.55424339
11.06130292	52.46194153
11.37323829	53.94948172
11.66670735	55.5392371
11.80560592	57.29933728
12.63353893	58.87774004
12.59464606	60.53561117
13.1509931	62.06860344
13.08070821	63.63565357
12.97397205	62.18215739
12.94121002	60.72864735
12.58351756	59.37736636
12.70148955	57.99201364
12.08309776	56.06159639
11.67396731	54.30149621
11.61206204	52.54143762
11.36853661	50.4747473
10.96292363	49.0098985
10.63636606	46.94320818
10.38617176	45.50109235
10.29391754	43.78640266
9.918147919	42.42375519
9.650148764	40.89079064
9.412459849	39.32375437
8.713666224	37.50689107
8.814261308	35.90578306
8.490598831	34.31599996
8.355684522	32.71490581
7.886859705	31.19328003
8.015212561	29.42182723
7.263074521	27.75258962
7.124712919	26.27640205
6.717707047	24.77746765
6.498250921	23.17637351
6.177529912	21.60932337
5.898690764	20.15582719
5.74101464	18.58879091
5.517839003	17.19205785
5.038757622	15.57961108
4.783800917	14.20561098
4.458006209	12.79753916
4.215360327	11.35540946
4.254790306	9.981409366
3.515928182	8.402992743
3.160484642	6.835942606
2.827686134	5.268920192
2.338651972	3.917625343
1.863944081	2.350575206
1.295169441	0.919798133
0.488893811	-0.510978941
0.384586641	-1.873640274
-0.889796574	-3.258979131
-1.362814618	-4.723827936
-1.763018051	-6.086461546
-2.374692899	-7.483208472
-3.364369997	-9.050244748
-3.289648222	-10.59457578
-3.797116484	-11.97994236
-4.302343393	-13.59238913
-4.930087561	-15.27300708
-5.146966537	-16.88546771
-5.511754797	-18.48657572
-5.968360936	-20.0082015
-6.518457775	-21.93860489
-6.525725304	-23.61919512
-7.306335722	-25.41336703
-7.354403425	-27.10532375
-7.734483056	-28.76323646
-8.400389339	-30.12587007
-8.41361773	-31.78374119
-8.726804717	-33.30536698
-8.961605319	-34.86106449
-9.258030248	-36.33726592
-9.629472059	-37.67719428
-9.821340302	-39.03982789
-10.30047484	-40.52738194
-10.4760091	-41.96953936
-10.65061717	-43.58199999
-11.01977888	-45.13769751
-11.26092939	-46.78422987
-11.65567774	-48.31720828
-11.46502213	-49.95236029
-12.17428871	-51.63296438
-12.36828923	-53.17732314
-12.58045227	-55.17586999
-12.70148256	-56.57258919
-13.34118725	-58.21909383
-13.62681104	-59.62716566
-13.48696444	-58.02607151
-13.47579031	-56.52715098
-13.26575941	-54.71028768
-12.79270247	-53.23408625
-12.48953854	-51.55348216
-12.15246149	-49.66848926
-11.87767018	-47.89705032
-11.625524	-46.12561138
-11.09618109	-44.52448951
-11.10215049	-42.74169795
-10.66903784	-41.02704985
-10.37489302	-39.33507927
-9.792983874	-37.81346735
-9.773716688	-36.1555685
-9.523585914	-34.53174138
-9.278334314	-33.0101156
-8.727077902	-31.18189968
-8.589129984	-29.69434563
-8.278534407	-28.04781327
-8.131878586	-26.66246055
-7.728920506	-24.93644596
-7.622512525	-22.96060436
-7.027483095	-21.57523778
-6.533368494	-20.1217416
-6.495098038	-18.64554017
-5.733926583	-17.2374822
-5.970728288	-15.85212948
-5.778385503	-13.91034575
-5.285313739	-12.32059036
-4.769207847	-10.61729489
-4.320500188	-9.197856574
-3.732318833	-7.608087328
-3.445379943	-6.256806341
-2.87883987	-4.814676645
-2.312105271	-3.31576997
-1.448003536	-1.828215919
-0.420856775	-0.340634145
0.055142456	1.090129067
-0.015951809	2.452776539
1.00951525	4.0993089
1.347348467	5.518733351
2.023621261	6.858675576
2.085417412	8.209942701
2.893646759	9.811078432
3.106869567	11.46897728
3.355437467	12.94516484
