"Saatcioglu, 1999, Specimen RC-3"	
-20.16	-74.15416974
-20.18	-73.92010459
-20.2	-73.71603942
-20.2	-73.36603942
-20.25	-73.18087649
-20.27	-72.87681131
-20.28	-72.76977872
-20.28	-72.39977872
-20.25	-72.18087649
-20.27	-72.04681131
-20.3	-71.67571353
-20.28	-71.52977872
-20.3	-71.43571353
-20.35	-71.24055053
-20.39	-70.32242011
-20.39	-70.29242011
-20.4	-70.0153875
-20.45	-69.69022444
-20.49	-69.66209396
-20.47	-69.6261592
-20.49	-69.46209396
-20.7	-69.41440859
-20.73	-69.08331063
-20.73	-68.91331063
-20.71	-68.24737593
-20.75	-68.70924531
-20.75	-68.56924531
-20.75	-68.32924531
-20.75	-68.22924531
-20.77	-68.16517999
-20.77	-68.09517999
-20.77	-68.06517999
-20.75	-67.98924531
-20.77	-67.95517999
-20.77	-67.88517999
-20.78	-67.82814733
-20.78	-67.75814733
-20.8	-67.724082
-20.77	-67.54517999
-20.87	-67.54485331
-20.87	-67.50485331
-20.89	-67.30078796
-20.92	-63.24968992
-20.87	-63.12485331
-20.63	-54.10363711
-20.2	-50.93603942
-19.44	-47.17051179
-18.54	-43.52342981
-17.6	-40.59446669
-16.65	-36.45252522
-11.39	-16.01129195
-7.22	0.636571882
-5.88	5.784371022
-4.83	8.676084368
-3.9	11.47217636
-2.83	15.15983337
-2.47	16.20670916
-1.68	18.60124286
-1.3	19.61405681
-0.71	21.08921555
-0.21	22.55765529
-0.02	22.99406241
0.34	23.69093905
0.82	25.14344118
1.46	27.39344382
1.44	27.80750624
1.72	28.13063229
2.53	30.92110349
2.89	32.29797924
3.69	34.53547995
4.09	35.89422973
4.87	37.5357905
5.33	38.98235106
5.66	39.78031795
6.32	42.07625046
7.14	44.72967915
7.9	46.54529309
8.35	47.77887886
8.68	48.83684104
9.92	51.30493543
10.16	52.06617836
10.8	53.15615754
11.07	53.98630412
11.59	54.94065894
11.92	55.9286138
12.21	56.53469462
12.6	57.44045738
13.02	58.06512352
13.31	58.58120162
13.35	58.96307441
13.74	59.63883327
14.09	60.57271823
14.41	61.52769775
14.81	62.47642074
14.9	62.84313319
15.15	63.29733403
15.69	64.75760563
16.58	65.99175017
17.41	67.82807924
17.72	68.1600796
17.91	68.21646636
18.39	68.75891515
18.62	69.04717085
19.05	69.15477754
19.29	69.24599885
19.36	68.95677159
19.25	68.75412869
19.29	68.59599885
19.6	68.57799193
19.94	68.41888611
20.05	68.57152801
20.05	65.06152801
19.4	53.7386417
19.17	51.36038829
18.13	47.74175574
17.51	45.8977569
16.64	43.03955736
15.93	40.62883646
15.21	37.61514213
14.93	36.63203733
14.19	33.61239944
12.86	29.51763184
12.16	26.77985315
9.73	17.51853451
8.61	12.66606123
7.28	7.901239827
0.08	-16.94624963
0.03	-16.75109361
-0.42	-16.42468941
-0.4	-16.04875182
-0.4	-15.84875182
-0.4	-15.66875182
-0.42	-15.50468941
-0.44	-15.370627
-0.4	-16.01875182
-0.39	-16.11578303
-0.99	-18.60391066
-1.66	-21.32281957
-2.71	-24.70454139
-3.85	-27.69297992
-5.23	-32.25266404
-5.85	-34.43672294
-6.48	-35.87374897
-7.48	-38.21061206
-7.97	-40.21607317
-8.34	-41.3559103
-8.45	-41.72856444
-9.24	-43.38307841
-10.26	-46.40586279
-10.89	-48.28287312
-11.82	-51.5189306
-12.44	-52.89296512
-12.79	-53.76685416
-13.74	-55.47883327
-14.22	-56.40130378
-14.65	-57.62893173
-15.84	-60.33212497
-16.17	-61.39006668
-16.65	-62.87252522
-17.65	-64.54930543
-18.25	-65.86736787
-19.08	-68.04368025
-19.77	-68.76843921
-20.01	-68.93965824
-20.27	-68.80681131
-20.33	-68.62461574
-20.3	-64.37571353
-19.783108	-55.36479098
-19.059555	-49.29269905
-18.73	-48.56981464
-17.73	-44.24304734
-17.63	-43.83336994
-16.53	-38.54691082
-12.32	-22.65734578
-11.63	-21.28253231
-10.26	-16.49586279
-9.02	-11.3377711
-7.52	-6.902486485
-6.85	-3.913588863
-5.85	0.52327706
-4.93	4.206397215
-3.61	9.248270053
-1.32	15.99811923
-0.26	18.42281131
-0.02	18.09406241
0.27	19.15015748
1.15	22.48141133
1.67	25.11578836
2.1	26.24344605
3.06	28.59844825
4.13	31.25610469
4.96	34.12250892
6.14	37.88281449
6.87	40.16952614
7.4	42.04686319
8.81	44.32543202
9.35	45.58573195
10.09	47.84539921
10.42	49.42335775
11.59	51.39065894
11.92	52.4386138
12.43	54.04999685
13.33	54.96713802
14.15	57.04052697
14.96	59.90094145
15.64	61.64276579
16.93	63.82562484
17.68	65.80820865
18.48	66.97562398
18.7	67.24091181
19.06	67.83774511
19.58	68.16205693
19.55	68.53315442
19.91	69.56998374
19.81	69.1903091
20.13	69.01526747
20.31	68.89868093
20.12	68.73230004
20.13	68.59526747
20.08	64.73043031
19.43	52.54754427
18.84	49.64245829
17.81	46.27678917
17.15	44.29091677
16.36	41.19645682
15.12	35.98842996
14.31	32.58801676
12.95	27.77434594
11.81	23.81596228
11.17	21.6659879
9.97	17.10977774
8.69	12.34980958
7.83	9.274512983
6.9	6.478432043
5.73	1.51109875
4.73	-1.745771553
3.42	-6.374676378
-0.83	-19.86640998
-4.04	-29.04938603
-5.21	-33.29672663
-6.47	-34.94078032
-7.71	-38.89888988
-9.07	-42.79261369
-9.84	-45.1811877
-10.96	-48.30365187
-12.38	-52.27515547
-13.27	-54.70932883
-14.7	-57.61377208
-15.95	-60.49477234
-16.2	-61.08897041
-17.29	-63.53246589
-18.13	-65.88175574
-19.11	-68.77258294
-19.83	-69.60624404
-20.2	-68.75603942
-20.06	-68.12449544
-20.06	-67.88449544
-20.06	-67.67449544
-20.06	-67.47449544
-20.04	-67.35856057
-19.87	-54.9381139
-19.59	-53.65502443
-17.82	-44.3797569
-16.42	-39.37426415
-10.05	-15.9235254
-9.46	-14.29838542
-8.57	-10.03418705
-8.02	-7.980916071
-7.59	-7.263266705
-6.91	-3.961400678
-6.57	-3.450466842
-5.97	-1.442347073
-5.12	1.949991718
-3.64	7.109363799
-3.04	9.387489274
-2.47	11.34670916
-1.8	14.36561743
-1.13	15.22452625
0.29	18.74609507
1.23	21.91516166
1.42	22.94156867
1.98	24.06782067
2.78	26.75532278
3.22	28.57594845
4.27	30.70766699
4.58	32.59969761
6.11	35.84390849
6.83	38.77765159
7.73	40.99482707
8.57	43.22418705
9.59	45.96697578
10.43	48.35632618
11.55	50.20878557
13	53.97918707
13.62	56.36321531
14.15	57.38052697
15.26	60.02998219
15.98	61.06367614
16.33	62.30755314
17.36	64.35324036
18.07	65.2639496
18.89	66.50729626
19.22	67.98522605
19.91	68.97998374
20.41	69.50835489
20.96	71.08155918
22.06	72.40795478
22.54	72.89037636
23.52	74.39114277
24.85	75.9957298
26.32	76.6018177
27.73	77.33007002
28.87	78.16820433
29.78	78.43810042
30.18	78.33673083
30.54	77.1334954
30.81	77.44356708
32	77.35645733
33.05	77.56780569
34.04	77.24134019
34.14	77.8309889
35.79	77.72015876
36.24	77.30355743
37	77.52884166
38.64	77.98493175
39.2	77.6708978
39.7	77.43907476
40.24	77.41909834
40.24	77.14909834
39.98	76.93205093
40.05	76.74279464
40.27	76.63798831
40.29	76.26391494
40.48	76.19021739
40.22	75.93317168
40.25	75.01206166
38.91	59.62495212
35.43	49.2234363
34.45	47.45289842
33.02	44.16891036
31.06	39.10770617
29.71	35.22733977
29.13	32.81531917
28.16	31.73761482
26.64	28.35674338
24.89	23.49759663
23.39	18.36257258
21.17	13.40387241
19.94	10.24888611
19.86	9.705146439
17.32	3.641369243
15.26	-0.96001781
14.84	-2.8746751
13.88	-4.779612606
12.21	-8.935305381
11.38	-10.32167641
9.74	-14.10849702
8.23	-17.3467439
4.44	-26.43186457
2.94	-29.90717693
2.46	-30.56967794
0.79	-34.8854652
0.6	-35.12187228
0.08	-35.87624963
0.08	-35.27624963
-0.28	-36.68312628
-0.88	-37.66125394
-1.9	-40.41407041
-3.42	-43.78532362
-4.35	-45.96141686
-4.97	-47.48547764
-5.86	-49.50969162
-7.1	-52.76780465
-8.09	-54.79169611
-8.83	-56.63136909
-10.15	-59.41320991
-11.93	-63.30158212
-12.74	-64.68201293
-15.25	-68.92701418
-16.96	-71.43452832
-18.09	-73.25988498
-19.42	-74.56457675
-19.51	-74.99128439
-21.13	-75.95200327
-21.16	-76.58090513
-22.42	-77.85477129
-23.83	-78.65311675
-25.71	-79.43086059
-26.12	-79.47248822
-26.79	-78.75123916
-28.83	-78.25634039
-30.4	-77.77197616
-31	-77.63991291
-31.41	-77.28149869
-32.07	-77.41721464
-34.44	-77.14993363
-36.77	-77.91066505
-36.8	-77.91955773
-37.87	-77.57671509
-37.87	-77.63671509
-38.56	-77.14122164
-39.61	-76.5724034
-39.61	-75.9224034
-40.13	-75.76650158
-40.15	-75.43242829
-40.13	-75.17650158
-40.18	-74.99131833
-40.15	-74.81242829
-40.16	-74.60539164
-40.15	-74.39242829
-40.15	-74.25242829
-40.16	-74.08539164
-40.18	-73.85131833
-40.18	-64.10131833
-39.85	-60.62352654
-39.16	-57.73904336
-38.78	-55.72642403
-38.58	-55.08714919
-37.87	-53.25671509
-36.91	-50.73216402
-36.01	-48.1153765
-35.48	-46.13825905
-34.91	-45.15927617
-34.15	-43.74395376
-33.05	-39.86780569
-32.15	-37.19093714
-31.14	-34.9414304
-29.53	-31.65395478
-27.97	-26.99125825
-27.81	-26.66379955
-26.79	-25.02123916
-25.05	-20.43506367
-23.68	-15.8286134
-23.49	-15.15224198
-22.09	-12.97685623
-21.01	-10.10639572
-20.7	-8.704408586
-19.66	-7.845796898
-19.03	-5.798842399
-18.46	-3.73968869
-17.13	-1.204981163
-16.01	0.747420062
-14.84	3.2946751
-14.34	4.863078936
-13.39	5.585052827
-12.34	7.446717652
-11.74	8.834816014
-10.08	12.49756924
-8.22	15.80971247
-7.17	18.94141499
-6.21	19.39640484
-5.38	21.06280545
-3.99	24.77545767
-2.23	28.43795981
-0.11	32.16734325
0.63	32.5870341
0.32	31.39500146
0.99	32.49391066
1.08	31.92062979
1.13	32.73547375
1.32	31.87188077
2.74	36.2134477
5.08	39.80813345
5.85	40.86672294
6.68	42.18312196
8.28	44.68809893
9.19	46.29823586
10.35	48.29257873
10.69	49.15350507
12.52	51.59671128
13.78	53.7907059
14.15	54.50052697
16.93	58.82562484
17.76	60.14195053
20.39	64.55242011
20.8	64.474082
22.17	66.38059336
23.23	66.99510121
24.35	67.88739221
25.06	68.26803034
27.37	70.62328566
27.94	71.39235978
29.07	71.92752356
32.88	73.72739856
33.74	74.41239269
34.38	74.80214485
35.36	75.18268435
36.41	75.29395119
37.27	75.50887339
39.58	76.2635129
39.44	75.91202357
39.89	75.87538025
39.96	75.61612413
40.24	75.45909834
39.31	61.4734973
39.01	60.45458881
38.45	58.80861997
37.72	56.31225552
37.12	53.93441155
36.83	53.22845038
35.59	51.00086889
34.78	48.45073513
33.93	46.12872635
32.59	44.32140844
31.78	41.70121939
31.07	39.42067171
30.57	37.69239233
28.71	34.66074839
28.28	33.4632081
27.87	32.06159662
27.28	30.09658919
26.37	28.72664996
25.8	27.24755959
25.32	25.21516331
24.39	23.33925937
23.77	21.85531545
22.96	19.54499236
22.39	17.65586999
21.15	15.37793785
20.55	13.6998982
19.98	12.15075591
18.26	9.720335545
17.72	8.790079604
17.08	7.290142125
16.43	6.377232038
15.12	4.26842996
14.34	2.656921064
13.53	-0.303498253
12.5	-0.959225256
11.48	-3.561992866
11.14	-4.49291723
9.73	-6.221465493
9.19	-7.721764136
9	-7.848165946
8.31	-8.852995384
7.85	-9.87954984
6.99	-11.42485026
5.59	-14.14046287
4.9	-16.33530336
4.59	-16.63733367
3.68	-17.5274888
2.47	-19.98670916
2.06	-21.65842907
0.96	-22.67499571
0.22	-24.7946865
-1.25	-26.43109924
-2.14	-27.43532117
-2.37	-27.70360308
-3.95	-30.51266736
-5.04	-33.07625861
-5.5	-33.4328189
-7.88	-37.73935592
-9.36	-39.55870045
-10.02	-41.33462003
-11.03	-42.84443058
-12.36	-45.06921891
-13.46	-46.32572448
-15.2	-49.21217412
-15.67	-49.5516697
-17.01	-51.71936742
-17.23	-52.02465915
-18.35	-53.94704452
-19.21	-55.1222585
-20.11	-56.06933261
-21.75	-58.18597235
-22.14	-59.16169195
-23.64	-60.51674578
-25.05	-62.53506367
-26.24	-63.78808599
-26.85	-64.69903736
-28.28	-65.6932081
-29.52	-67.36098893
-29.88	-67.86775833
-31.53	-68.9470841
-32.32	-70.00134701
-33.27	-70.4630375
-33.6	-71.14088316
-35.74	-73.25533639
-38.41	-74.22676474
-40.65	-75.40059244
-40.73	-73.87429806
-40.77	-73.40615081
-40.09	-58.59464813
-38.75	-53.23753287
-37.92	-51.35153482
-37.1	-49.60848326
-36.49	-47.70766566
-35.03	-43.86485215
-34.53	-41.44661665
-33.53	-40.32012822
-31.62	-35.00377296
-31.24	-33.9210855
-28.83	-28.34634039
-27.54	-25.21371191
-27.5	-25.09184695
-26.54	-23.0570793
-25.76	-20.71569339
-24.9	-18.26056333
-24.74	-18.04309589
-24.11	-16.2661887
-23.47	-14.49630811
-22.71	-12.61081649
-21.68	-10.99520193
-20.68	-8.768473886
-20.04	-7.338560567
-19.2	-3.679290948
-17.8	-2.403821447
-17.51	-1.4877569
-16.73	-0.916268057
-15.67	1.808330305
-14.68	4.032164059
-13.55	5.7475619
-12.65	7.564701332
-11.41	10.72277134
-10.96	11.61634813
-9.22	13.47285861
-8.48	16.0725299
-7.59	17.95673329
-7.02	18.67594437
-5.35	21.21171155
-3.76	23.60373881
-2.8	25.92873968
-1.8	28.77561743
1.6	32.33500685
3.47	35.9901674
3.8	36.46813618
6.83	40.59765159
8.02	43.64091607
10.35	45.64257873
11.52	47.84988053
13.09	50.18590106
15.14	51.954366
16.45	54.1431678
16.96	55.53452832
18.2	57.0325295
20.05	58.20152801
20.65	59.79957183
21.34	60.934316
23.77	63.71531545
26.92	66.06980184
28.47	67.64956355
30.44	70.52383884
30.62	70.2872205
33.81	73.00314729
36.57	74.51137997
38.86	76.26013368
39.29	74.86757014
40.13	75.04650158
40.12	74.59353822
40.31	74.33984156
40.51	74.26910716
40.22	71.73317168
39.13	56.21015249
38.46	54.11158377
37.6	51.85668746
36.74	51.10177235
34.5	46.05772233
32.73	41.71292115
31.12	38.36549936
29.95	34.19851874
28.8	31.58744242
28.28	30.2932081
26.92	28.02980184
24.78	23.12496279
23.23	18.83510121
22.34	16.71103445
21.1	14.0631014
19.93	10.89591865
18.82	9.016523091
17.67	7.745240912
15.27	3.412950199
13.67	0.528056142
13.6	0.337278967
12.48	-1.345161794
11.08	-4.650727503
9.09	-7.721449271
7.02	-11.21594437
4.59	-15.63733367
2.13	-20.67764761
0.27	-24.73984252
-2.9	-29.360948
-5.64	-33.62438057
-6.6	-35.52937279
-9.55	-38.82510183
-9.77	-39.02040841
-10.84	-40.91803114
-12.43	-43.56999685
-13.1	-44.41886928
-14.1	-45.38568636
-16.11	-48.58225918
-18.08	-51.37691729
-18.68	-52.10497657
-21.06	-54.75123222
-23.02	-57.01279442
-25.64	-59.79009461
-27.72	-62.22710382
-29.64	-64.69657902
-31.38	-66.73260229
-32.07	-67.58721464
-34.34	-69.47028562
-36.49	-71.12766566
-37.73	-72.26521951
-40.3	-73.23687825
-40.65	-73.03059244
-41.18	-72.80763893
-41.64	-71.63393711
-39.39	-54.18720583
-38.56	-50.24122164
-36.96	-45.76698496
-35.8	-43.19312323
-34.55	-40.72254618
-34.53	-40.44661665
-33.51	-37.73419822
-32.24	-34.5276248
-30.91	-31.17322287
-27.98	-22.5142244
-26.43	-18.74444861
-25.9	-17.28722498
-24.88	-15.18462992
-24.16	-13.67102284
-23.09	-11.45356343
-22.66	-10.6259812
-21.87	-9.191578621
-20.77	-7.455179992
-19.12	-4.245550501
-18.94	-3.572134193
-18.06	-1.720981906
-17.03	0.144696942
-15.98	2.716323857
-15.48	3.904721857
-14.15	5.669473033
-13.1	7.81113072
-11.86	10.65919611
-11.63	11.17746769
-10.86	12.05603207
-10.12	12.76569544
-9.21	14.58582712
-7.91	16.76173832
-6.59	20.18359586
-5.47	22.34608718
-3.64	24.0593638
-2.35	26.71233447
-1.32	28.42811923
-0.94	29.6809333
0.29	31.58609507
1.49	33.04235018
2.73	34.29047893
3.8	36.18813618
4.13	36.66610469
5.06	37.11219603
6.04	38.71312779
6.47	40.08078032
8.33	42.39294174
9.09	43.59855073
10.02	44.65462003
10.3	44.90773655
11.52	47.11988053
12.1	47.75204336
13.4	49.71791536
14.31	50.43801676
14.57	50.68518713
16.58	52.83175017
17.46	54.68291808
19.5	57.45831688
21.6	60.11146421
22.48	60.96257385
24.54	63.28376098
25.2	63.72956362
25.8	64.11755959
27.33	65.51142058
28.99	67.02379596
29.44	67.91726205
31.57	69.86894584
32.88	70.85739856
33.54	71.55309322
35.12	72.62153392
37.29	74.6548016
39.5	76.82980477
41.2	76.81356506
42.75	76.68280589
45.39	76.19483561
45.65	76.24184233
47.3	76.23048973
50.13	76.11838976
51.45	76.22912055
51.68	76.02719627
52.28	75.75477641
52.37	75.36141233
52.45	75.85508847
54.24	76.22478212
54.48	76.65579365
55.52	76.56348567
57.65	76.5135351
59.27	75.89260964
59.26	75.86965271
59.31	74.97443732
59.34	76.09330804
60.2	75.0275866
60.26	74.76532585
60.31	74.47010844
60.36	74.24489093
59.81	56.44227793
57.4	50.11959467
55.93	47.48477622
48.39	33.46324562
46.73	30.16169395
44.79	26.08711991
