SPECIMEN A8	
DISP(mm)	SHEAR(kN)
1.26709E-05	3.59644E-06
0.004616628	-0.061518749
0.234804839	2.706647805
0.29925706	2.913643625
0.280841272	2.3846811
0.616915733	5.350766863
1.896758259	12.69298738
3.208826933	19.29033383
4.474857624	25.91633803
5.796134179	31.78315165
7.057561679	36.45983067
8.314385251	40.59057956
7.066768823	29.40349304
5.80534206	22.35988617
4.507084483	15.59872301
3.199619026	8.562767427
1.896758259	1.800480375
0.630727568	-5.370262976
-0.736586919	-12.80045206
-2.030241304	-18.55474049
-3.328498118	-23.59809382
-3.434384343	-20.27661938
-2.191371868	-13.57347317
-0.842473144	-6.54657252
0.414351165	0.81001319
1.754041983	8.169449442
2.987846577	14.47211047
3.218034052	12.31776268
1.896758259	3.979088375
0.653745784	-3.64595062
-0.685945034	-11.65480796
-1.965787585	-17.6775001
-3.287064114	-23.16733406
-3.462006513	-20.61988722
-2.145333911	-13.35086658
-0.939151487	-7.244627696
0.432765454	0.899088042
1.744834102	8.187741215
2.997054483	14.49569737
3.250260175	12.80881826
1.947399407	4.496285838
0.672160048	-3.28457395
-0.635304648	-11.28416965
-1.933561462	-17.58441819
-3.222611894	-22.89755199
-3.52185478	-20.97199883
-2.255824089	-13.82234417
-1.012811589	-7.66371915
0.239408792	-0.245593198
1.620532852	7.481786676
2.89577145	13.9429582
3.254864102	12.95667779
1.905965403	4.295901552
0.616915733	-3.447046998
-0.658322864	-11.33268663
-1.910543245	-17.5987845
-3.241026182	-23.02851325
-3.659968626	-21.74486982
-2.311069927	-14.0686188
-1.054245593	-7.822215455
0.262427009	-0.218053406
1.546873487	7.104601062
2.835923183	13.77920061
3.443618335	14.83329086
2.002644483	4.847296573
0.722801958	-2.851111248
-0.543228759	-10.54557911
-1.887525029	-17.36176578
-3.125933575	-22.47183672
-3.673778962	-22.18865284
-2.389332458	-14.38426645
-1.058849546	-7.865429385
0.234804839	-0.33070171
1.5284577	6.910797049
2.757659128	13.40069094
3.360750327	14.11824432
2.080907802	5.183939797
0.824084229	-2.17270433
-0.497192325	-10.3648046
-1.800053093	-16.9387263
-3.066083784	-22.3708905
-3.710609013	-22.63909916
-2.416956152	-14.53881406
-1.11409386	-8.237386344
0.156540784	-0.793021875
1.436383335	6.465461021
2.711621933	13.13612751
3.374561425	14.49925467
2.071700657	5.223214583
0.810272395	-2.260460768
-0.497192325	-10.32291476
-1.83227919	-17.13645531
-3.07529169	-22.35264096
-4.451812559	-27.81639786
-3.282460186	-18.22217488
-1.942769368	-12.24536819
-0.676738652	-5.619302635
0.589293564	1.928474591
1.905965403	9.155585685
3.21343086	15.73079216
2.053285632	5.406423139
0.791858106	-2.119108038
