"Vu,Priestley,Seible,Benzoni 1998,Specimen nr NH4"	
3.3969	311.3
3.5254	321.3
3.66415	331.6
3.7989	341.8
3.93815	352.2
4.0869	362.6
4.23365	372.8
4.39315	383.3
4.5684	393.7
4.74165	404.1
4.93515	414.1
5.12265	424.6
5.31015	434.6
5.52515	444.7
5.73015	455
5.84515	460.9
5.96015	449.9
5.96015	438.8
5.96265	429
5.96265	419
5.94265	408.9
5.89265	398.8
5.81515	388.7
5.78265	398.8
5.77515	383.7
5.77765	375.2
5.75265	364.4
5.66015	354.1
5.59515	344
5.48015	333.9
5.37515	323.8
5.27765	313.9
5.15765	303.3
5.04015	293.3
4.9189	282.7
4.79265	272.4
4.6714	262.3
4.5539	252
4.42965	241.4
4.2824	230.7
4.16715	220.2
4.0489	209.9
3.92615	199.4
3.7944	188.9
3.65665	178.8
3.5134	167.8
3.37565	157.4
3.23965	148.2
3.10815	137.8
2.9649	127.2
2.82565	116.4
2.69065	106.4
2.5424	95.36
2.3959	84.81
2.26465	74.03
2.11765	63.58
1.97115	53.21
1.8384	42.11
1.7159	31.74
1.5799	20.5
1.4424	9.357
1.3124	-1.33
1.16715	-11.93
1.02065	-22.8
0.8784	-32.98
0.7454	-43.16
0.63665	-53.07
0.48415	-64.13
0.352675	-74.22
0.213425	-85
0.0654	-95.59
-0.0826	-106.4
-0.22485	-117.3
-0.363825	-127.2
-0.50605	-137.5
-0.6481	-148
-0.7916	-158.4
-0.92785	-168.1
-1.06685	-178.4
-1.2166	-189
-1.3676	-199.4
-1.4961	-210.2
-1.61385	-220.8
-1.7301	-230.7
-1.86625	-241
-2.00085	-251.6
-2.12475	-262.2
-2.2593	-273.4
-2.38925	-283.8
-2.5193	-294.2
-2.658375	-305.6
-2.79885	-315.6
-2.92135	-326
-3.06635	-336.7
-3.2041	-347
-3.3581	-357
-3.51985	-367.8
-3.6921	-378.7
-3.87485	-389.3
-4.05935	-400.4
-4.2756	-411.1
-4.4856	-421.1
-4.6986	-431.5
-4.9056	-442
-5.10835	-452.2
-5.23385	-458.8
-5.40535	-447.7
-5.42685	-437.4
-5.4326	-427.8
-5.4341	-418.2
-5.41335	-407.5
-5.3441	-397.3
-5.2601	-387.3
-5.2616	-375.7
-5.22485	-366.2
-5.15535	-355.4
-5.05535	-344.7
-4.9391	-333.8
-4.84085	-323.8
-4.72135	-312.4
-4.60035	-301.5
-4.4781	-290.8
-4.36335	-280.4
-4.23185	-269.1
-4.1261	-259.4
-3.9901	-248.7
-3.8676	-238.5
-3.7481	-227.4
-3.6151	-217.3
-3.4791	-206
-3.34135	-195.7
-3.20535	-184.6
-3.07235	-173.8
-2.9501	-163.2
-2.81135	-152.2
-2.65545	-142
-2.514875	-131.5
-2.3668	-120.9
-2.221675	-110.3
-2.081125	-99.58
-1.963275	-89.4
-1.8273	-78.9
-1.6776	-68.3
-1.5446	-58.12
-1.34185	-46.56
-1.19535	-37.2
-1.0486	-26.24
-0.9081	-15.96
-0.7691	-6.101
-0.62245	4.679
-0.47445	14.72
-0.34595	25.46
-0.188675	36.1
-0.02715	47.15
0.125625	57.48
0.282675	68.81
0.45665	79.4
0.62115	90.23
0.7574	100.3
0.9114	110.7
1.07765	121.1
1.23665	131.5
1.4044	141.8
1.56465	152.2
1.7339	162.5
1.8804	172.8
2.06015	183.5
2.23715	194
2.3824	204.4
2.54415	214.9
2.70565	225.4
2.8714	235.5
3.01365	245.7
3.1634	255.7
3.30965	265.8
3.4649	276.3
3.61715	286.4
3.7789	297.1
3.92215	307.1
4.0829	317.8
4.21015	328
4.3844	338.9
4.52415	349.4
4.6459	359
4.79265	369.6
4.96015	380.3
5.08765	390.6
5.23015	400.9
5.38015	411.4
5.55015	421.6
5.70015	431.7
5.86765	443
6.02015	453.1
6.17015	462.9
6.36765	473.7
6.52515	483.8
6.68265	494
6.88015	504.4
7.05265	514.7
7.26515	525.3
7.46765	536.3
7.68015	546.8
7.88515	557.6
8.11265	568
8.17765	570.8
8.32515	560.3
8.33515	550.1
8.33765	540
8.33515	529.8
8.33515	519.7
8.30265	509.8
8.21265	499.8
8.13765	509.9
8.16765	499.9
8.16515	483.8
8.16515	474.1
8.14265	463.3
8.06515	452.9
7.95015	442.2
7.85015	431.7
7.73515	421.8
7.59765	411.4
7.46515	400.5
7.35015	391.1
7.21265	379.8
7.06765	369.1
6.92265	358.9
6.77265	348
6.63265	337
6.49015	326.4
6.35515	316.1
6.21015	305.7
6.06015	295
5.92765	285.2
5.76765	274
5.62265	263.7
5.48515	253.4
5.33515	242.7
5.18765	232.2
5.05765	222.5
4.8914	211.3
4.73515	201
4.5984	190.8
4.44765	180.6
4.2899	169.8
4.12115	158.6
3.94515	148.5
3.7724	137.1
3.60915	127
3.4409	116.2
3.28065	105.6
3.1294	95.59
2.9614	85.09
2.78315	74.49
2.6059	64.86
2.4639	53.81
2.3159	43.85
2.1589	33.53
1.96365	23.07
1.8034	12.38
1.6359	1.514
1.48615	-8.624
1.3229	-18.9
1.16715	-28.81
1.00865	-40.09
0.82715	-50.32
0.66665	-60.69
0.51565	-70.46
0.358675	-81.24
0.1999	-91.28
0.009325	-101.7
-0.141675	-112
-0.327525	-122.8
-0.506075	-133.7
-0.69035	-144.2
-0.8671	-154.8
-1.0471	-165
-1.22835	-175.4
-1.40985	-186
-1.5866	-196.6
-1.7331	-206.6
-1.8843	-217.2
-2.065875	-227.3
-2.238125	-238.3
-2.410375	-248.9
-2.56	-258.9
-2.717125	-269.5
-2.89085	-280.4
-3.04985	-290.8
-3.2101	-301.5
-3.3626	-311.6
-3.51535	-322.3
-3.6831	-332.7
-3.8356	-343.8
-3.98535	-354.5
-4.13035	-364.7
-4.2846	-376.1
-4.45385	-387.1
-4.6141	-398.3
-4.7546	-407.8
-4.9011	-417.8
-5.0646	-428.8
-5.22135	-439.4
-5.3871	-449.7
-5.5461	-460
-5.7336	-470.7
-5.9116	-481.5
-6.09685	-491.4
-6.27635	-501.7
-6.4831	-512.9
-6.69635	-523.8
-6.9141	-534.2
-7.13885	-544.7
-7.34985	-555.2
-7.56485	-565.5
-7.63235	-568.3
-7.81235	-557.6
-7.81735	-547.7
-7.81985	-537.4
-7.81735	-527.3
-7.80235	-517.4
-7.72985	-507
-7.65485	-517.4
-7.65985	-506.9
-7.64985	-497
-7.68735	-485.8
-7.68485	-474.8
-7.62735	-464.4
-7.53485	-453.3
-7.41735	-442.5
-7.33735	-432.2
-7.21235	-421.9
-7.0921	-410.9
-6.9746	-400.7
-6.8301	-389.7
-6.69135	-379.5
-6.5641	-368.7
-6.43685	-357.4
-6.3166	-347.2
-6.17135	-335.9
-6.01785	-325.2
-5.8756	-314.2
-5.73835	-303.6
-5.5971	-293.2
-5.4541	-282.9
-5.30035	-272.7
-5.1551	-262.6
-4.9906	-251.5
-4.83635	-240.7
-4.6746	-229.8
-4.52035	-219.7
-4.35585	-209
-4.20735	-198.6
-4.0381	-188.1
-3.8916	-178.3
-3.7436	-167.5
-3.5606	-156.9
-3.39585	-146.7
-3.24185	-136.3
-3.0876	-125.8
-2.92285	-115.4
-2.73685	-104.8
-2.557075	-93.99
-2.37125	-83.44
-2.210875	-73.07
-2.008425	-62.47
-1.8136	-50.46
-1.6306	-39.45
-1.46885	-29.27
-1.28285	-18.3
-1.1016	-6.789
-0.90035	5
-0.7131	15.78
-0.5273	26.74
-0.342975	38.67
-0.158625	49.95
0.039475	61.05
0.227025	71.42
0.4144	81.51
0.58965	91.24
0.79365	103.5
0.9904	113.8
1.18065	124
1.3649	134.3
1.55265	144.1
1.7354	154.5
1.92115	164.8
2.1164	175.5
2.30515	185.8
2.51065	198.3
2.70265	208.6
2.8969	219.1
3.08615	229.9
3.26465	240.5
3.4424	251.1
3.63365	262
3.8084	272.5
3.9944	283.4
4.17615	294
4.3394	305
4.51765	315.9
4.68965	326.7
4.8659	337.8
5.07515	351.2
5.25015	362.5
5.44015	373.7
5.58765	382.8
5.77015	394.3
5.95265	405.4
6.13265	417.2
6.30515	428.7
6.49515	440.3
6.66515	451.7
6.84515	463.2
6.99015	472.9
7.16765	484.2
7.33765	495.8
7.52265	507.5
7.69515	519.6
7.87515	530.9
8.06265	542.9
8.25265	554
8.42765	565.4
8.61765	576.1
8.81265	586.9
8.99015	597
9.20015	607.6
9.45015	619.2
9.66515	629.7
9.91765	639.9
10.16265	648.4
10.42015	655.4
10.67515	662.6
10.71765	663.3
10.78765	653
10.79265	642.9
10.82265	632.6
10.82515	622.6
10.82265	612.3
10.80015	602.3
10.72765	592.1
10.64765	582
10.65015	592.1
10.67015	582
10.66765	592.1
10.66765	574.8
10.67015	567.2
10.66015	557.2
10.58515	544
10.47515	531.8
10.36015	519.7
10.23515	509.1
10.07015	498.1
9.91265	486.9
9.72515	475.4
9.58015	463.7
9.45015	454.5
9.28265	443.4
9.12265	432.3
8.94515	420.9
8.78515	409.7
8.63015	398.2
8.46265	387.3
8.27265	373.8
8.13515	365
7.97515	353.8
7.80515	342.6
7.63265	331.7
7.47765	320.7
7.32015	310
7.16015	299.2
6.99515	288.6
6.82765	278
6.67265	267.6
6.51515	257.2
6.34265	247.1
6.15015	235.2
5.98015	224.6
5.78015	213.8
5.58515	200.4
5.38015	190.3
5.18515	178.7
5.02015	168.1
4.8259	157.8
4.6424	146.6
4.43365	135.1
4.20565	123.8
4.0399	112.1
3.84015	100.5
3.62265	89.31
3.4169	76.97
3.2129	65.59
3.01815	54.54
2.80915	42.84
2.60315	31.97
2.4064	21.42
2.21915	10.87
2.00915	0.688
1.7974	-11.05
1.5919	-21.74
1.3834	-33.49
1.1944	-45
0.9784	-56.19
0.76215	-67.47
0.5459	-78.8
0.3662	-88.02
0.153075	-98.9
-0.067575	-110
-0.2792	-120.6
-0.501325	-131.2
-0.71585	-141.8
-0.9231	-152.5
-1.1406	-163.3
-1.35385	-174
-1.56535	-184.7
-1.771075	-195.7
-1.97195	-206.9
-2.18065	-217.6
-2.399675	-228.9
-2.6099	-240.1
-2.81985	-251.5
-2.9906	-261.1
-3.16585	-271.3
-3.3731	-283
-3.57385	-294.7
-3.7796	-306.2
-3.9836	-318.1
-4.15135	-328.3
-4.3511	-339.9
-4.55185	-351.7
-4.7486	-364
-4.91785	-374.5
-5.0871	-384.6
-5.27835	-397.3
-5.44985	-407.3
-5.61735	-417.6
-5.78035	-427.9
-5.94185	-438.5
-6.1106	-448
-6.2731	-458.3
-6.4396	-468.3
-6.6016	-479.1
-6.7866	-490.7
-6.9531	-501.3
-7.15585	-512.8
-7.34235	-524.7
-7.53735	-536.2
-7.73485	-547.7
-7.91985	-559
-8.08985	-568.3
-8.28735	-579.3
-8.48735	-590.3
-8.69235	-600.7
-8.89735	-611
-9.13235	-621.8
-9.36985	-632.7
-9.61985	-643.1
-9.87735	-653
-10.14985	-662.2
-10.39235	-670.8
-10.64485	-677.3
-10.71485	-679.2
-10.79735	-668.8
-10.81735	-658.5
-10.82485	-648.7
-10.82485	-638.2
-10.77985	-628
-10.69985	-617.9
-10.61735	-608
-10.61235	-617.9
-10.61735	-628.1
-10.68985	-638.1
-10.79985	-648.2
-10.86735	-638
-10.86985	-628
-10.91235	-617.9
-10.90235	-604.9
-10.84235	-590.8
-10.74985	-580.2
-10.59485	-568.9
-10.44235	-557.7
-10.30235	-547.1
-10.14735	-534.4
-9.99235	-522.6
-9.86485	-512.7
-9.71235	-500.8
-9.56235	-488.8
-9.41735	-477.5
-9.26735	-465.9
-9.10235	-453.9
-8.93735	-442.7
-8.80985	-433
-8.64235	-421.6
-8.48235	-410.4
-8.32735	-399.7
-8.16985	-388.4
-7.99735	-377.6
-7.83985	-366.2
-7.68485	-355.3
-7.52985	-344.8
-7.37735	-334.5
-7.21235	-323.3
-7.02035	-311.1
-6.82385	-298.3
-6.6271	-286
-6.4601	-275
-6.26185	-262.6
-6.0991	-252.4
-5.89035	-240.4
-5.72735	-230.5
-5.56235	-219.8
-5.38285	-209.5
-5.1856	-198
-4.9801	-186
-4.77285	-174.1
-4.56435	-162
-4.3526	-150.5
-4.18785	-141.2
-3.9886	-129.9
-3.79035	-118.2
-3.58035	-106.8
-3.3686	-95.91
-3.1526	-83.9
-2.93785	-73.03
-2.7656	-63.58
-2.558775	-52.48
-2.338025	-41.19
-2.122025	-30.32
-1.90575	-19.49
-1.698825	-8.807
-1.4976	1.651
-1.2771	12.11
-1.07285	22.02
-0.86135	33.26
-0.6392	44.63
-0.41555	55.59
-0.1904	65.78
0.02275	76.37
0.24635	86.56
0.50815	98.57
0.7059	108.7
0.92365	118.9
1.1519	129.5
1.39815	141.2
1.6569	153.3
1.8729	163.6
2.09365	174
2.31565	184.5
2.52115	195
2.73565	205.4
2.96465	215.8
3.1719	226.6
3.3954	237.3
3.61665	248
3.82015	258.7
4.0319	269.6
4.2424	280.3
4.44815	291.3
4.65515	302.3
4.8704	313.4
5.07765	324.3
5.28265	335.6
5.50765	347.3
5.69265	356.7
5.90015	368.1
6.11265	379.5
6.31515	391
6.53765	402.7
6.72765	414.3
6.94265	425.7
7.14265	437.3
7.32015	447.1
7.52265	458.8
7.71765	470.7
7.89515	480.7
8.10765	493
8.29015	503.1
8.50265	515.4
8.71765	527.1
8.92265	539.2
9.11765	549.8
9.30765	560.1
9.51015	569.8
9.68015	580.4
9.87265	589.6
10.07515	601
10.28515	611.1
10.53265	621.1
10.71515	627.2
10.74765	617.2
10.75265	607
10.75515	596.6
10.75515	586.3
10.75765	576
10.71765	563.1
10.61265	547.9
10.47015	533.2
10.34765	520.3
10.21765	509
10.06515	496.7
9.88765	484.2
9.69015	472.2
9.53265	460.6
9.36765	449.1
9.19765	437.9
9.01015	426.7
8.86015	415.3
8.69015	404.3
8.51765	393.5
8.36265	382.4
8.18515	371.4
8.02015	360.2
7.85765	349.3
7.68515	338.2
7.52015	327.3
7.36265	316.7
7.20765	306
7.03765	296.1
6.87265	286.3
6.67515	274.4
6.49015	262.7
6.30265	252
6.15265	241.8
5.94765	229.8
5.75015	217.8
5.55265	206.5
5.37015	196.1
5.20265	185.8
4.99015	174.5
4.77915	162.6
4.5814	151.4
4.38115	139.2
4.17065	127.7
3.9579	116.3
3.7504	105.4
2.8789	59.45
2.66465	48.67
2.4684	38.3
2.26915	27.61
2.0574	17.38
1.8519	6.88
1.62965	-4.541
1.41665	-15.41
1.2154	-25.64
1.0174	-36.6
0.78165	-48.35
0.55815	-59.08
0.308625	-71.69
0.084975	-82.34
-0.14015	-92.89
-0.37005	-103.5
-0.6012	-113.9
-0.81285	-124.2
-1.06835	-135.3
-1.3341	-147
-1.5806	-158.7
-1.798325	-168
-2.052275	-179.7
-2.271325	-190.3
-2.492025	-200.5
-2.706525	-211.1
-2.92885	-221.1
-3.14335	-232.4
-3.3671	-242.7
-3.5741	-253.1
-3.79185	-264.3
-4.00185	-274.7
-4.2166	-286
-4.46435	-298.2
-4.67135	-309.3
-4.88135	-320.1
-5.0931	-331.6
-5.2931	-342.7
-5.4716	-352.1
-5.68585	-363.9
-5.8901	-375.1
-6.10435	-387
-6.30685	-398.3
-6.4781	-407.8
-6.6816	-419.5
-6.88935	-430.6
-7.0961	-442
-7.30485	-453.7
-7.49985	-464.9
-7.69485	-476
-7.89235	-487.2
-8.04485	-497
-8.25235	-508.6
-8.44985	-519.6
-8.64235	-531.3
-8.84735	-542.8
-9.04485	-553.7
-9.21735	-564.3
-9.41985	-575
-9.62735	-586.4
-9.81985	-597.4
-10.00235	-607.3
-10.19485	-617.6
-10.40235	-627.9
-10.61485	-637.8
-10.71735	-642.8
-10.78235	-632.5
-10.78485	-622
-10.78235	-611.5
-10.76985	-598.2
-10.70735	-586.9
-10.64735	-578.7
-10.45235	-564.8
-10.30985	-553.8
-10.15985	-541.8
-9.99735	-529.9
-9.86985	-519.8
-9.71985	-508.2
-9.58985	-498.5
-9.44235	-487
-9.29485	-475.8
-9.14735	-464.5
-9.01235	-455.1
-8.85485	-443.9
-8.68985	-432.1
-8.52485	-420.7
-8.36485	-409.4
-8.20235	-398.5
-8.04235	-387
-7.88235	-376.7
-7.71985	-365.4
-7.55485	-354.9
-7.39735	-343.6
-7.24235	-332.7
-7.0421	-320.4
-6.8886	-310.2
-6.7216	-299.8
-6.5481	-288.9
-6.3836	-279.1
-6.17985	-266
-5.99985	-255.5
-5.80585	-243.6
-5.6001	-231.2
-5.39185	-218.8
-5.1871	-207.7
-4.9846	-195.7
-4.77435	-184.3
-3.92335	-136.4
-3.7166	-124.7
-3.50485	-113.6
-3.29185	-102.4
-3.0771	-91.01
-2.8566	-80.27
-2.637175	-68.71
-2.427225	-58.21
-2.211	-47.25
-1.9905	-36.51
-1.7818	-25.37
-1.57785	-15.41
-1.3646	-4.312
-1.1591	5.688
-0.92335	16.38
-0.72685	27.16
-0.519725	37.75
-0.27205	49.08
-0.0499	59.95
0.1785	70.32
0.4309	81.88
0.66365	93.53
0.87815	103.8
1.1004	114.1
1.31665	124.5
1.53415	134.9
1.7519	144.9
1.96815	155.4
2.19915	166
2.4064	176.4
2.6284	187
2.8509	197.3
3.06115	207.9
3.28665	218.9
3.4979	229.5
3.7194	240.3
3.9299	250.9
4.14415	261.9
4.3139	271
4.5194	282
4.73465	292.9
4.95515	303.9
5.15765	315
5.37515	326.4
5.58765	337.8
5.79765	349.2
6.01265	360.3
6.23015	371.9
6.42765	383.2
6.64515	395
6.85265	406.6
7.05765	418.2
7.22765	428
7.42515	439.8
7.62765	451.6
7.84015	463.6
8.00765	473.7
8.19515	483.7
8.37265	494.1
8.55765	504.4
8.74015	514.3
8.93765	525.9
9.13515	537.1
9.35765	548.6
9.56015	560.2
9.73015	569.8
9.93515	581.2
10.12265	590.9
10.34265	601.5
10.57265	611.9
10.72265	617.7
10.78765	607.6
10.79015	597.5
10.78765	587.3
10.78515	577.1
10.76265	567
10.69015	556.8
10.58015	546.8
10.56515	556.8
10.56515	541.2
10.54765	533.3
10.47015	521.5
10.37515	509.5
10.29265	500.6
10.17515	488.7
10.01265	475.7
9.85515	465
9.67265	453.7
9.51765	442.8
9.34015	431.8
9.17015	420.6
9.00765	409.6
8.83765	398.3
8.67765	387.4
8.51265	376.7
8.34515	365.6
8.17265	354.6
8.01265	343.8
7.84015	333
7.67015	322.3
7.51265	311.7
7.35265	301.3
7.18515	290.8
7.02265	280.2
6.86515	270.1
6.69765	260
6.50765	247.6
6.29515	235.6
6.09265	224.2
5.89765	213.6
5.68765	202.5
5.51515	192.5
5.32015	180.7
5.10765	169.1
4.89765	157.5
4.68465	146.2
4.47865	135.6
4.2639	124.6
4.0769	113.2
3.86415	102.5
3.64615	91.24
3.4319	80.73
3.2279	68.85
3.02265	58.3
2.81665	47.57
2.6074	37.2
2.3929	27.06
2.1979	17.02
1.9514	5.367
1.7264	-5.459
1.51465	-16.28
1.31365	-25.92
1.1019	-37.15
0.8649	-48.53
0.6424	-59.03
0.4099	-69.54
0.186175	-79.77
-0.037475	-89.86
-0.261125	-99.9
-0.5258	-111.5
-0.7796	-122.7
-1.0426	-134.1
-1.29485	-145.5
-1.55935	-156.8
-1.77575	-166.3
-1.987175	-176.5
-2.236575	-188.6
-2.46185	-198.3
-2.676375	-209.1
-2.8926	-219.3
-3.1101	-229.9
-3.33385	-240.4
-3.54535	-251.3
-3.79335	-263.7
-4.00635	-274.2
-4.2196	-284.9
-4.4281	-295.7
-4.64585	-306.2
-4.85285	-317.8
-5.0676	-328.4
-5.26285	-339.4
-5.4781	-350.8
-5.69685	-362
-5.8896	-373.5
-6.10385	-385
-6.30835	-396.7
-6.5106	-407.8
-6.71585	-419.3
-6.9336	-430.6
-7.14035	-441.7
-7.32985	-452.6
-7.53485	-464
-7.69735	-473.4
-7.92735	-486.3
-8.11985	-497.8
-8.32735	-508.8
-8.51485	-520.2
-8.71235	-531.2
-8.91235	-542.6
-9.10485	-553.5
-9.31235	-564.9
-9.49985	-575.1
-9.68235	-586
-9.89985	-597.3
-10.09485	-607.9
-10.27985	-617.7
-10.48235	-627.6
-10.69985	-637.6
-10.70985	-638.6
-10.77735	-628.2
-10.77985	-617.5
-10.78235	-607.4
-10.75485	-597.2
-10.68735	-586.9
-10.59235	-577.2
-10.59235	-565
-10.52985	-552.7
-10.42235	-542.6
-10.26235	-530.2
-10.10485	-519.5
-9.95735	-508
-9.80735	-495.9
-9.65735	-484.7
-9.50985	-473
-9.36485	-461.2
-9.21735	-450.2
-9.05735	-438.6
-8.90735	-427.1
-8.72735	-414.8
-8.56485	-403.5
-8.40985	-392.7
-8.25235	-381.4
-8.08485	-370.5
-7.91485	-359.3
-7.75735	-348.1
-7.60235	-337.9
-7.44235	-327.8
-7.27985	-317.4
-7.11135	-307.2
-6.92385	-294.9
-6.74935	-284.6
-6.59035	-274.9
-6.3826	-262.1
-6.22485	-252
-6.04785	-242.1
-5.8416	-230.2
-5.6726	-220
-5.4986	-210.1
-5.28585	-198.5
-5.1176	-188.8
-4.90885	-177.6
-4.70785	-165.6
-4.4916	-154.8
-4.29385	-143.3
-4.0851	-132.6
-3.8736	-121.2
-3.65735	-110.2
-3.45035	-99.54
-3.2326	-88.25
-3.0151	-77.8
-2.84135	-68.62
-2.5829	-56.47
-2.369725	-45.96
-2.1492	-35.5
-1.936025	-24.95
-1.72305	-14.77
-1.51585	-4.541
-1.2576	6.88
-1.0066	9.22
-0.97635	-1.101
-0.96735	-10.87
