"Vu,Priestley,Seible,Benzoni 1998,Specimen nr NH5"	
0.12675	-54.13
0.0665	-55.96
0.015	-58.21
-0.03925	-60.41
-0.09375	-61.24
-0.14375	-62.93
-0.20425	-65
-0.255675	-67.66
-0.3085	-69.4
-0.359875	-71.19
-0.415875	-72.11
-0.4672	-74.4
-0.52155	-76.1
-0.574525	-76.92
-0.6365	-78.85
-0.6954	-81.01
-0.746775	-82.84
-0.798175	-84.22
-0.85265	-86.14
-0.905525	-87.57
-0.969	-89.68
-0.97505	-89.86
-1.0204	-79.72
-1.01735	-69.54
-1.018875	-59.4
-1.0068	-49.31
-0.956875	-45.55
-0.9025	-39.13
-0.8496	-34.82
-0.798175	-32.75
-0.78615	-42.8
-0.78465	-52.89
-0.7756	-42.8
-0.7529	-32.25
-0.692375	-24.91
-0.64105	-21.88
-0.58965	-20.5
-0.53065	-17.98
-0.4763	-15.87
-0.42495	-13.26
-0.373525	-11.51
-0.322125	-9.633
-0.261675	-7.018
-0.20875	-4.679
-0.1575	-2.156
-0.1015	-1.238
-0.0365	1.514
0.01775	3.578
0.068	5.183
0.12075	7.89
0.1765	10.18
0.2325	12.98
0.284	14.91
0.3355	17.84
0.38975	18.03
0.4425	20.41
0.49575	22.11
0.5515	26.56
0.60275	28.26
0.66175	29.36
0.71025	29.91
0.76475	32.02
0.8265	34.63
0.88525	37.48
0.934	38.12
0.98375	40.78
1.04425	43.81
1.1045	45.82
1.1575	47.48
1.215	49.91
1.274	52.2
1.3345	55
1.37975	57.48
1.434	58.9
1.4855	60.78
1.543	62.7
1.59275	65.14
1.64275	66.37
1.71075	69.91
1.7605	72.11
1.8135	73.9
1.86775	76.6
1.92075	77.47
1.97675	81.19
2.0355	83.53
2.08875	85.36
2.14	87.02
2.19875	89.81
2.25625	93.12
2.30775	94.95
2.36225	95.82
2.4195	100
2.477	101.8
2.524	103.8
2.57675	105
2.63725	108.4
2.69025	110.2
2.7415	112.6
2.7945	114.1
2.84575	115.9
2.90475	119.1
2.95625	121
3.0075	122.4
3.071	124.6
3.1225	127.1
3.17525	128.9
3.22675	130.8
3.2795	133.2
3.30225	133.8
3.3445	123.1
3.34775	112.2
3.369	102.2
3.366	92.15
3.31575	83.35
3.26175	73.3
3.21	69.03
3.192	79.22
3.1935	89.26
3.192	77.52
3.192	67.34
3.159	56.92
3.1075	53.16
3.05475	49.31
3.00325	45.37
2.95025	43.71
2.893	40.5
2.82625	37.2
2.76625	34.04
2.7145	32.25
2.66025	30.27
2.603	27.66
2.5515	25.23
2.4985	23.3
2.44725	22.06
2.39575	19.86
2.3415	17.66
2.29	16.15
2.2385	14.49
2.17975	12.16
2.12825	9.495
2.07675	8.532
2.024	6.101
1.965	4.404
1.91375	2.293
1.86225	0.0459
1.81075	-1.238
1.752	-3.211
1.6975	-5.688
1.646	-7.247
1.59175	-9.312
1.53125	-10.6
1.4785	-13.12
1.427	-14.17
1.3725	-16.42
1.321	-17.89
1.268	-20.23
1.21525	-21.33
1.164	-23.03
1.10325	-25.23
1.052	-27.38
1.00075	-28.62
0.94925	-30.14
0.88725	-32.15
0.82375	-34.49
0.768	-36.1
0.71525	-38.07
0.6635	-39.17
0.60775	-41.1
0.55025	-43.35
0.499	-44.49
0.446	-46.33
0.387	-47.75
0.331	-49.81
0.2675	-52.11
0.21625	-54.13
0.16475	-55.23
0.109	-57.11
0.04675	-59.45
-0.0135	-61.28
-0.065	-63.58
-0.118	-64.54
-0.17225	-66.51
-0.2252	-68.76
-0.27655	-71.19
-0.327875	-72.34
-0.379375	-74.03
-0.439825	-76.47
-0.49115	-78.9
-0.542625	-80.32
-0.595475	-82.52
-0.6544	-84.58
-0.707325	-86.79
-0.7633	-88.07
-0.816175	-90.59
-0.869	-93.12
-0.92195	-94.35
-0.974875	-95.96
-1.029225	-98.25
-1.0807	-100.1
-1.13505	-101.7
-1.186425	-103.9
-1.24835	-106.6
-1.299625	-108.6
-1.35275	-110.1
-1.41	-112
-1.4675	-114
-1.522	-116.6
-1.57325	-118.1
-1.6295	-120
-1.68375	-122.8
-1.7365	-124.7
-1.788	-126.1
-1.83925	-127.9
-1.892	-129.9
-1.94375	-131.6
-1.995	-133.2
-2.0235	-135.1
-2.07525	-134.3
-2.08275	-123.9
-2.08425	-113.8
-2.08575	-103.8
-2.07825	-93.71
-2.02675	-86.69
-1.9755	-79.08
-1.92425	-75.59
-1.88475	-85.69
-1.88475	-75.55
-1.859	-65.41
-1.80175	-60.69
-1.75325	-57.15
-1.7005	-54.03
-1.649	-52.25
-1.5975	-48.99
-1.54475	-46.05
-1.4935	-44.17
-1.43575	-41.79
-1.3845	-39.36
-1.333	-37.25
-1.278625	-35.09
-1.225725	-33.49
-1.171325	-30.46
-1.12	-28.39
-1.06855	-27.43
-1.00805	-25.14
-0.953675	-23.21
-0.90085	-21.01
-0.852375	-20.27
-0.798025	-17.94
-0.745125	-15.87
-0.693725	-14.63
-0.634775	-13.12
-0.5819	-11.56
-0.51995	-8.715
-0.468575	-7.752
-0.414125	-6.101
-0.36125	-4.22
-0.3053	-2.339
-0.253975	-0.9174
-0.198125	1.33
-0.1435	3.073
-0.08775	5
-0.03625	6.284
0.0165	8.027
0.07075	9.312
0.1195	10.96
0.17675	13.07
0.228	15.14
0.28725	18.3
0.3415	19.49
0.393	19.68
0.44725	22.11
0.4985	25.23
0.55175	27.29
0.606	28.71
0.662	29.27
0.721	30.37
0.7735	32.34
0.82825	34.17
0.881	34.91
0.9355	37.15
0.9975	39.68
1.05175	42.8
1.105	43.07
1.16525	44.59
1.23475	46.74
1.28925	49.68
1.339	50.46
1.3905	51.97
1.448	53.67
1.50375	56.28
1.56125	58.39
1.614	58.94
1.67325	61.51
1.7245	63.03
1.78475	66.24
1.8365	67.52
1.88775	68.12
1.942	71.51
2.0025	73.67
2.0585	75.78
2.11	77.2
2.163	78.58
2.208	80.82
2.26425	82.43
2.32	84.58
2.37125	87.29
2.42275	88.85
2.47575	91.46
2.527	93.3
2.583	95.73
2.63725	98.07
2.6905	100.3
2.74025	101.9
2.793	105.2
2.843	107.5
2.8975	108.9
2.95325	112
3.00925	115.2
3.07125	117.6
3.12575	120.1
3.1785	122.1
3.23425	124.9
3.28575	127.8
3.33725	129
3.393	132.2
3.452	135.4
3.508	138.1
3.561	139.8
3.61525	142
3.67725	144.2
3.72575	146.8
3.777	149.4
3.8285	151.1
3.87975	152.9
3.93575	154
3.98725	156.5
4.04	159.6
4.093	159.9
4.152	163.5
4.2025	163.3
4.255	165.6
4.31175	167.1
4.36825	169
4.4185	171.7
4.4735	173.3
4.526	175.2
4.5835	176.8
4.631	178.8
4.646	179.3
4.6985	173.2
4.6985	162.9
4.6985	152.7
4.701	141.6
4.696	132.2
4.641	123.2
4.5885	117.4
4.541	113.9
4.5335	124.2
4.531	134.2
4.4785	136.4
4.461	126.3
4.4585	115.8
4.431	105.6
4.37625	101.1
4.32025	96.92
4.268	92.7
4.2165	89.68
4.1635	87.84
4.10375	85.04
4.0495	82.15
3.99325	79.17
3.9435	76.28
3.8905	73.21
3.8315	69.86
3.76975	66.83
3.71825	63.58
3.66525	62.25
3.608	58.48
3.552	55.69
3.50075	52.89
3.44775	51.24
3.38575	48.62
3.3345	45.59
3.283	43.44
3.2315	41.79
3.17575	39.31
3.11525	36.74
3.067	34.91
3.0095	32.8
2.955	30.78
2.89625	28.62
2.843	26.19
2.79175	24.82
2.7315	23.07
2.67675	20.87
2.615	18.58
2.5635	17.34
2.5075	15.23
2.45625	13.62
2.40475	11.93
2.3535	10.87
2.29775	8.211
2.243	7.339
2.192	5.229
2.13575	3.67
2.0875	2.293
2.024	0.9174
1.974	-0.5504
1.91825	-2.293
1.8715	-4.037
1.82	-5.229
1.767	-6.972
1.7155	-8.348
1.66275	-9.816
1.59775	-11.79
1.55075	-13.16
1.504	-14.27
1.45125	-15.83
1.39825	-17.34
1.34525	-19.08
1.294	-20.6
1.241	-21.56
1.18825	-23.3
1.1335	-24.86
1.08525	-26.15
1.0265	-27.8
0.9735	-29.72
0.92075	-31.83
0.86625	-32.57
0.81175	-33.58
0.7605	-35.32
0.7075	-36.93
0.656	-37.93
0.60175	-40
0.55025	-41.56
0.496	-42.7
0.44	-43.99
0.387	-45.92
0.33425	-47.29
0.28125	-48.76
0.22975	-49.81
0.16325	-51.92
0.11175	-53.62
0.0575	-55.27
0.00625	-56.33
-0.053	-58.21
-0.11475	-60.09
-0.166125	-61.56
-0.221975	-63.71
-0.27505	-65
-0.3309	-66.92
-0.383825	-68.62
-0.436675	-70.36
-0.48815	-71.28
-0.540975	-73.16
-0.605975	-75.09
-0.6649	-77.15
-0.711825	-78.44
-0.77225	-80.27
-0.820625	-82.06
-0.87195	-83.99
-0.92945	-85.27
-0.98235	-87.24
-1.035225	-89.31
-1.0881	-90.96
-1.139575	-92.34
-1.190975	-94.31
-1.254325	-96.97
-1.307375	-98.9
-1.36325	-100.5
-1.416	-103
-1.4735	-105.2
-1.528	-107.7
-1.58075	-108.2
-1.63375	-111
-1.69875	-114.1
-1.74425	-116.3
-1.797	-117.7
-1.90875	-123
-1.96325	-124.9
-2.0175	-126.5
-2.072	-129.6
-2.12925	-132.4
-2.181	-134.7
-2.23225	-136.3
-2.2865	-138.8
-2.341	-141.4
-2.3925	-142.7
-2.45275	-145.5
-2.50575	-148
-2.557	-150.4
-2.60875	-152.2
-2.6675	-153.9
-2.71875	-156.9
-2.77025	-159.5
-2.82175	-160.2
-2.8775	-163.1
-2.9305	-165.6
-2.98175	-166.7
-3.0335	-169
-3.08475	-171.3
-3.139	-173.7
-3.19375	-175.5
-3.248	-177.5
-3.30525	-180.1
-3.32825	-180.6
-3.35825	-170.4
-3.35825	-160.3
-3.35975	-150.2
-3.37025	-140.1
-3.325	-130.1
-3.27375	-124.9
-3.224	-118.8
-3.17525	-128.8
-3.17675	-138.9
-3.18925	-149
-3.2405	-156.1
-3.293	-162
-3.34325	-166.3
-3.396	-167.8
-3.402	-157.7
-3.4035	-147.7
-3.402	-137.3
-3.36575	-126.5
-3.30075	-115
-3.239	-108
-3.1875	-103
-3.136	-100.1
-3.068	-97.84
-3.003	-96.05
-2.94725	-93.53
-2.896	-90.36
-2.84425	-87.34
-2.7855	-83.94
-2.7325	-80.04
-2.67975	-78.48
-2.6225	-73.58
-2.56175	-71.37
-2.515	-68.99
-2.47275	-66.65
-2.406	-63.99
-2.35325	-60.92
-2.29875	-58.62
-2.2445	-57.02
-2.1885	-54.86
-2.14325	-52.34
-2.08575	-50.73
-2.028	-48.94
-1.9755	-46.1
-1.92275	-43.99
-1.8665	-41.83
-1.80625	-40.37
-1.75	-39.04
-1.69125	-36.33
-1.6355	-34.77
-1.578	-32.75
-1.5235	-31.93
-1.4675	-29.72
-1.41625	-27.84
-1.36325	-26.93
-1.30865	-25.55
-1.246875	-23.58
-1.192525	-21.19
-1.1426	-20.41
-1.083675	-18.58
-1.02925	-16.97
-0.982425	-15.5
-0.929475	-14.49
-0.87505	-13.07
-0.82375	-10.69
-0.772325	-9.587
-0.719375	-8.486
-0.668025	-6.697
-0.6106	-5
-0.559225	-3.807
-0.50785	-2.523
-0.482175	-1.56
-0.43375	-11.97
-0.427725	-22.34
-0.374825	-27.43
-0.32335	-28.81
-0.268975	-30.55
-0.220675	-30.73
-0.16925	-31.47
-0.115	-32.89
-0.06225	-35.64
-0.05275	-45.55
-0.1075	-49.4
-0.15875	-52.89
-0.17375	-42.84
-0.17225	-32.8
-0.0955	-12.75
0.31125	7.936
1.03675	28.53
1.809	48.71
2.49825	69.13
3.09975	89.31
3.7	109.9
4.1645	130
4.636	150.1
5.071	170.4
5.561	190.5
6.1435	210.7
6.9785	231.1
7.116	233.8
7.256	212.7
7.2585	193.2
7.191	173.1
7.056	152.6
6.746	132.6
6.346	111.7
5.976	91.88
5.5335	71.83
5.061	51.42
4.496	31.47
3.818	11.56
3.0715	-8.624
2.2265	-28.76
1.32275	-48.99
0.47025	-69.17
-0.279575	-89.35
-0.917325	-109.7
-1.457	-129.9
-1.96475	-150.1
-2.45275	-170.1
-2.9245	-190.4
-3.511	-210.5
-4.129	-230.6
-5.12975	-248.5
-5.844	-268.8
-6.844	-280
-7.1215	-278.9
-7.1415	-258.7
-7.144	-238.6
-6.9815	-218.4
-6.899	-197.7
-6.5715	-177.3
-6.199	-157
-5.8065	-136.4
-5.376	-116.3
-4.894	-95.46
-4.3815	-74.77
-3.82375	-54.4
-3.186	-34.26
-2.388	-13.81
-1.43275	6.651
-0.436825	25.64
0.56525	43.39
1.5675	61.05
2.447	81.28
3.3615	105.3
4.06575	125.7
4.7235	145.8
5.3235	165.6
5.9535	186.1
6.591	206.3
7.1085	218
7.1435	197.9
7.131	177.7
6.9435	156.2
6.6885	136
6.251	115.6
5.8085	95.27
5.301	75.14
4.7685	55.14
4.14775	34.91
3.4115	14.63
2.55775	-5.459
1.557	-24.95
0.555	-41.37
-0.4502	-58.44
-1.457	-78.44
-2.276	-98.62
-2.99825	-118.8
-3.653	-139.6
-4.259	-160.6
-4.815	-180.8
-5.3305	-200.6
-5.8665	-220.7
-6.434	-240.9
-7.0315	-261
-7.1165	-262.3
-7.139	-242.2
-7.114	-222.1
-6.9515	-200.7
-6.604	-180.5
-6.239	-161
-5.8165	-140.3
-5.379	-119.7
-4.91375	-99.03
-4.41025	-78.53
-3.8525	-58.76
-3.2225	-38.48
-2.43025	-18.26
-1.47675	1.835
-0.0545	25.82
0.95825	41.88
1.98	62.02
2.94725	82.75
3.703	102.9
4.386	123.3
5.021	143.8
5.6085	164.1
6.156	184.2
6.7885	204.4
7.116	212.9
7.1285	192.8
7.121	172.4
6.9085	151
6.6985	130.1
6.246	109.6
5.796	89.17
5.2735	69.13
4.671	48.81
4.0085	28.71
3.256	8.669
2.2825	-11.47
1.27875	-29.13
0.27825	-43.48
-0.735925	-60.14
-1.73175	-80.13
-2.5435	-100.8
-3.263	-121
-3.8735	-141.1
-4.44325	-161.6
-5.007	-181.5
-5.5255	-202.2
-6.0515	-222.6
-6.6115	-242.6
-7.114	-259.1
-7.1265	-238.8
-7.099	-219
-6.864	-198.8
-6.6765	-177.7
-6.314	-157
-5.884	-136
-5.44875	-115.5
-4.994	-95.27
-4.4665	-74.95
-3.90425	-54.77
-3.23625	-34.54
-2.37775	-14.08
-1.746	-1.147
-1.586	-21.47
-1.62975	-41.47
-1.867	-21.15
-1.681	-0.2294
-0.660925	19.31
0.3425	33.26
1.34325	47.93
2.34825	67.15
3.2055	87.38
3.9655	108
4.646	128.3
5.2885	149
5.8735	169.3
6.4035	189.4
6.9435	209.9
7.5235	231
8.301	250.8
9.3035	267.5
10.306	276
10.676	275.5
10.706	255.5
10.7085	235.4
10.5485	215.1
10.4085	193.6
9.9885	173.3
9.5485	153.7
9.1035	133
8.6135	112.9
8.0935	92.15
7.5235	71.1
6.9235	50.82
6.2435	30.69
5.4935	10.64
4.5635	-9.77
3.53525	-26.38
2.53325	-41.05
1.528	-54.81
0.52275	-70.41
-0.482375	-89.17
-1.489	-109.5
-2.3835	-130
-3.2435	-149.9
-4.02825	-170.5
-4.71725	-190.7
-5.37325	-210.8
-6.0115	-231.5
-6.6615	-252.2
-7.3215	-272.6
-8.3415	-292.3
-9.3665	-305.4
-10.3615	-311.2
-10.669	-310.5
-10.704	-289.8
-10.709	-269.8
-10.469	-246.9
-10.2665	-226.2
-9.879	-204.9
-9.434	-184.7
-8.994	-164.4
-8.5165	-144.3
-8.019	-123.8
-7.489	-103
-6.9115	-82.89
-6.289	-62.84
-5.55625	-42.43
-4.7205	-22.11
-3.70175	-1.881
-2.698	13.99
-1.19725	33.58
-0.1815	46.6
0.84175	61.19
1.84525	75.64
2.8505	94.03
3.86625	113.9
4.806	134.4
5.731	154.3
6.5585	174.4
7.381	194.7
8.1735	214.7
8.9835	235.3
9.8485	255.7
10.686	265.7
10.691	245
10.686	225.2
10.546	204.3
10.196	183.9
9.701	163.6
9.1985	142.8
8.6835	122.5
8.116	102.2
7.526	82.15
6.871	61.74
6.151	41.37
5.3185	21.1
4.36625	0.9633
3.3555	-15.92
2.3565	-30.41
1.33925	-43.12
0.331	-54.45
-0.68015	-67.8
-1.69125	-83.67
-2.70225	-102.1
-3.703	-122.1
-4.643	-142.4
-5.497	-162.5
-6.3115	-183.3
-7.0665	-203.6
-7.7915	-223.9
-8.479	-244.1
-9.189	-264.4
-9.9565	-284.5
-10.6765	-298.1
-10.7015	-277.9
-10.6915	-257.8
-10.4665	-236.1
-10.0565	-216
-9.614	-196
-9.1465	-175.6
-8.6715	-155.6
-8.1665	-135.3
-7.624	-114.5
-7.0415	-94.03
-6.4265	-73.44
-5.71625	-52.89
-4.906	-32.98
-3.9525	-12.94
-2.92775	3.945
-1.73825	20.09
-0.731675	31.24
0.2855	43.16
1.29525	57.02
2.311	73.62
3.319	89.95
4.2345	110.1
5.1985	130.8
6.156	151.4
6.991	171.8
7.791	192.1
8.561	212.6
9.3185	232.9
10.1835	253
10.676	261
10.686	240.8
10.676	220.5
10.3985	197.6
10.146	176.9
9.626	156
9.1285	136
8.5585	115.2
7.9685	94.63
7.351	74.17
6.651	53.53
5.8685	33.21
4.941	12.84
3.9285	-5.642
2.9235	-21.1
1.91375	-34.08
0.8935	-44.86
-0.11925	-55.92
-1.1305	-69.63
-2.1295	-85.59
-3.16625	-105
-4.141	-125.5
-5.06175	-145.5
-5.889	-165.6
-6.659	-185.7
-7.419	-206.6
-8.134	-226.6
-8.814	-247.3
-9.534	-267.7
-10.3165	-288
-10.679	-294.4
-10.694	-274.4
-10.649	-254.3
-10.434	-234.2
-10.1915	-213
-9.764	-192.4
-9.339	-172.2
-8.8465	-151.8
-8.359	-131.5
-7.819	-110.8
-7.229	-90.41
-6.5415	-70.09
-5.804	-49.63
-4.96675	-29.08
-3.951	-9.174
-2.926	6.376
-1.39525	24.27
-0.3916	34.45
0.6195	46.05
1.62	59.81
2.62825	76.14
3.632	93.39
4.6335	114.1
5.556	134.2
6.451	154.5
7.311	175.1
8.086	195
8.8685	215.3
9.6085	235.5
10.3435	255.9
11.2585	276.6
12.261	288.7
13.256	296.8
14.226	295.9
14.271	275.7
14.2685	255.6
14.111	235.5
13.9185	215
13.426	194.7
12.946	174
12.4385	153.4
11.8785	132.8
11.286	112.5
10.666	92.02
9.986	71.88
9.2735	51.01
8.496	30.82
7.571	10.6
6.5635	-7.431
5.561	-21.6
4.536	-35.09
3.51875	-45.41
2.5015	-55.27
1.495	-66.47
0.4945	-79.36
-0.5183	-94.35
-1.5205	-111
-2.5285	-128.5
-3.54125	-146.2
-4.5385	-166.3
-5.5495	-186
-6.5115	-206.3
-7.449	-226.6
-8.3165	-246.7
-9.2165	-266.8
-10.159	-287.2
-11.169	-302.2
-12.179	-313
-13.1915	-321
-14.1965	-322
-14.2265	-322.2
-14.2515	-301.9
-14.249	-281.5
-14.004	-261.6
-13.809	-240.7
-13.4065	-220.4
-12.954	-200.2
-12.469	-179.9
-11.9565	-159.5
-11.4215	-139.3
-10.849	-118.7
-10.2065	-98.12
-9.519	-78.07
-8.7865	-57.93
-7.9615	-37.89
-6.9915	-17.75
-5.989	-1.605
-4.983	11.56
-3.97625	22.71
-2.97125	31.28
-1.95425	39.86
-0.936925	49.45
0.0725	61.24
1.07775	72.61
2.09825	87.29
3.10475	103.1
4.10725	119.7
5.111	138.1
6.126	154.1
7.141	171.7
8.1335	189.2
9.146	207.7
10.1485	226.5
11.156	244.6
12.1585	262.1
13.166	277.1
14.1685	282.4
14.231	281.9
14.2535	261.7
14.2535	238.8
14.0685	217.2
13.6185	198.4
13.0885	177.3
12.5335	156.6
11.9185	135.6
11.2435	114.4
10.571	94.26
9.856	74.22
9.1035	54.13
8.216	33.99
7.2135	13.62
6.2085	-3.257
5.2035	-17.61
4.19275	-30.14
3.15925	-39.63
2.15725	-47.61
1.137	-55.37
0.12425	-65.04
-0.904975	-77.25
-1.94175	-90.78
-2.95125	-105.8
-3.97625	-122
-4.9585	-138.2
-5.9815	-156.5
-6.9815	-174.6
-7.999	-193.9
-9.0315	-213.9
-10.0315	-234.2
-11.0215	-254.4
-11.999	-274.7
-12.994	-294.8
-13.999	-308.9
-14.2265	-309.5
-14.279	-288.9
-14.2415	-268.6
-13.9465	-247
-13.4965	-226.1
-13.004	-205.9
-12.4915	-185.7
-11.9515	-165.4
-11.3615	-144.5
-10.729	-123.9
-10.1165	-103.3
-9.409	-82.75
-8.6465	-62.75
-7.7715	-42.29
-6.7815	-22.11
-5.76675	-5.871
-4.7515	7.431
-3.7495	17.61
-1.6305	33.67
-0.60875	43.16
0.4115	53.9
1.42275	66.05
2.446	80.55
3.4375	95
4.44575	111.6
5.4585	128.1
6.461	145.4
7.4685	163.2
8.501	182.2
9.491	200.6
10.4935	217.4
11.5035	236.4
12.501	255.5
13.521	272.9
14.226	278.1
14.2385	257.9
14.2335	237.9
13.9585	217.7
13.7885	196.3
13.2035	175.7
12.6585	155.1
12.046	134.5
11.386	113.8
10.6785	93.39
9.9035	72.84
9.0885	52.2
8.201	32.29
7.201	13.12
6.1835	-3.119
5.166	-17.25
4.14975	-28.71
3.12475	-37.52
2.11375	-44.45
1.09025	-51.79
0.07925	-60.69
-0.925975	-71.74
-1.95375	-85.18
-2.989	-100.2
-3.994	-116.2
-4.99	-132.2
-5.9965	-149.5
-6.9965	-167.8
-8.009	-187.1
-9.029	-207.1
-10.0315	-227.4
-11.0415	-248.1
-11.994	-267.7
-12.9565	-287.8
-13.964	-303.6
-14.2315	-305.3
-14.249	-285
-14.194	-265.1
-13.9565	-245
-13.6815	-224.7
-13.234	-204.6
-12.719	-184.3
-12.199	-163.9
-11.629	-143.5
-11.029	-123.3
-10.369	-103.3
-9.644	-82.89
-8.869	-62.93
-7.9815	-42.48
-6.949	-22.11
-5.934	-6.055
-4.92375	6.972
-3.923	17.02
-2.909	24.49
-1.913	29.45
-0.907925	38.71
0.10475	47.2
1.11	57.98
2.6515	78.53
3.6945	93.76
4.7085	109.6
5.706	126.4
6.7385	143.9
7.7235	161.8
8.7285	180.1
9.7335	198.3
10.7535	216
11.761	235.1
12.7885	254.8
13.8035	274.3
14.811	289.8
15.821	299.5
16.846	307.5
17.8735	314
18.891	320.3
19.906	325.5
20.911	327.5
21.3385	324.9
21.351	304.4
21.3485	284.2
21.191	263.9
21.036	242.2
20.626	223
20.0985	202.8
19.556	182.6
19.0085	161.8
18.396	141.5
17.7585	121.1
17.071	100.2
16.3385	80.32
15.566	60.09
14.691	39.86
13.671	19.22
12.661	1.881
11.641	-12.52
10.6285	-24.04
9.6285	-33.99
8.6235	-40.96
7.6085	-46.88
6.6085	-52.93
5.591	-60.55
4.586	-69.54
3.5795	-79.81
2.57	-91.28
1.559	-103.5
0.56425	-115.5
-0.4513	-129.3
-1.4685	-143.4
-2.48725	-157.8
-3.506	-171.9
-4.5095	-186.2
-5.516	-200.9
-6.5265	-215.1
-7.5315	-229.3
-8.5365	-243.8
-9.554	-258.2
-10.554	-272.2
-11.574	-285
-12.599	-296.7
-13.6115	-306.1
-14.6265	-314.3
-15.6465	-322.1
-16.6665	-329.3
-17.6665	-335.7
-18.6765	-342.1
-19.694	-347.6
-20.709	-350.8
-21.3365	-348.5
-21.374	-327.8
-21.374	-307.8
-21.124	-287.6
-20.9565	-267
-20.479	-246.6
-19.9415	-226.2
-19.4115	-206
-18.844	-185.7
-18.2515	-165.6
-17.589	-145.2
-16.8765	-124.1
-16.1565	-104.1
-15.404	-84.31
-14.544	-64.13
-13.5365	-44.26
-12.529	-25.5
-11.5115	-9.862
-10.494	2.385
-9.4765	12.94
-8.4665	21.1
-7.459	26.83
-6.424	31.74
-5.4055	37.29
-4.36875	43.9
-3.36525	51.1
-2.34975	59.54
-1.32945	69.03
-0.31515	79.95
0.68675	90.96
1.704	102.7
2.72125	115
3.743	127.1
4.7335	139.2
5.7485	151.9
6.756	164.5
7.7635	177.3
8.7635	189.6
9.786	201.9
10.8085	212.6
12.1135	227.7
13.1285	239.9
14.1335	251.9
15.136	263.3
16.1485	274.3
17.151	284.8
18.166	294.4
19.1735	302.8
20.196	309.8
21.206	311.3
21.331	310
21.3835	289.3
21.371	269
21.166	248.8
20.8335	228.6
20.2335	208.1
19.656	188
19.0285	167.7
18.351	147
17.6385	127.1
16.8685	106.4
16.046	86.01
15.1685	65.73
14.1585	45.23
13.166	26.97
12.136	10.09
11.1285	-3.761
10.1085	-15.92
9.106	-26.05
8.0935	-33.81
7.0785	-38.62
6.0585	-42.8
5.036	-47.11
4.0505	-52.29
3.04625	-57.98
2.023	-65.27
1.0285	-73.48
0.02475	-82.8
-0.9788	-92.8
-1.99	-103.6
-3.0055	-115.5
-4.009	-127.7
-5.02625	-140.1
-6.0365	-153.2
-7.039	-166.2
-8.0615	-179.4
-9.0865	-192.8
-10.0815	-206
-11.0715	-219
-12.0865	-232.1
-13.094	-245.3
-14.099	-258.3
-15.109	-271.7
-16.1115	-284.3
-17.1215	-297.5
-18.129	-309.9
-19.1415	-321.7
-20.1465	-331.6
-21.1515	-336.1
-21.349	-335.6
-21.384	-315.5
-21.3815	-293.8
-21.104	-273.6
-20.5715	-252.7
