"Vu,Priestley,Seible,Benzoni 1998,Specimen nr NH2"	
5.1715	64.46
5.12325	63.09
5.06425	61.77
5.00975	60.06
4.94325	58.04
4.89625	56.76
4.839	55.07
4.78	53.73
4.709	52.14
4.6485	50.52
4.57875	48.56
4.5005	46.67
4.4595	45.35
4.40675	44.4
4.34775	42.9
4.29025	41.37
4.236	39.78
4.19375	38.9
4.127	37.37
4.07125	36.18
4.02275	35.04
3.9715	33.85
3.9065	32.41
3.843	31.01
3.7675	29.3
3.69625	27.64
3.636	26.27
3.5875	25.14
3.52725	23.79
3.46825	22.72
3.40925	21.44
3.34875	20.12
3.27625	18.78
3.22025	17.49
3.17175	16.51
3.10375	15.2
3.0375	13.98
2.989	12.94
2.9135	11.71
2.8665	10.67
2.80625	9.633
2.75775	8.654
2.69425	7.462
2.628	6.269
2.581	5.26
2.5175	4.098
2.45535	2.844
2.401025	1.682
2.3452	0.7645
2.2921	-0.1835
2.239275	-1.315
2.180175	-2.508
2.115325	-3.639
2.056225	-4.77
1.995875	-5.902
1.937025	-6.789
1.8719	-7.89
1.82355	-8.776
1.75695	-9.877
1.6966	-10.98
1.64075	-11.87
1.584675	-12.97
1.5303	-13.85
1.460925	-14.98
1.40025	-16.12
1.3415	-16.97
1.27475	-18.1
1.21	-19.23
1.16175	-20.12
1.1025	-21.28
1.05575	-21.93
0.987625	-23.12
0.91975	-24.25
0.865275	-25.44
0.82155	-26.33
0.7551	-27.25
0.689975	-28.53
0.62965	-29.66
0.569075	-30.86
0.499675	-32.02
0.452925	-33.03
0.39225	-33.94
0.32735	-35.17
0.27435	-36.42
0.20495	-37.64
0.157975	-38.65
0.09755	-39.66
0.029675	-40.89
-0.028	-42.14
-0.07925	-43.42
-0.13525	-44.65
-0.18975	-45.41
-0.25	-46.7
-0.318	-48.04
-0.377	-49.29
-0.43	-50.55
-0.48125	-51.37
-0.54475	-52.75
-0.59925	-54.13
-0.658	-55.47
-0.71725	-56.51
-0.773	-57.55
-0.83175	-58.96
-0.89075	-60.27
-0.96325	-61.96
-1.02375	-63.3
-1.08125	-64.4
-1.13575	-65.47
-1.20675	-67.18
-1.27925	-68.87
-1.34425	-70.3
-1.4	-71.68
-1.45	-72.72
-1.5105	-73.91
-1.5605	-75.01
-1.6345	-76.82
-1.67675	-77.92
-1.73425	-79.08
-1.79475	-80.27
-1.846	-81.74
-1.9125	-83.24
-1.96375	-84.65
-2.0155	-85.5
-2.07725	-87
-2.1395	-88.47
-2.19525	-89.94
-2.2405	-90.85
-2.3025	-92.08
-2.36	-93.54
-2.4145	-95.04
-2.45825	-95.93
-2.5095	-97.15
-2.58375	-99.02
-2.66225	-100.8
-2.72275	-102.3
-2.7845	-103.9
-2.86175	-105.7
-2.913	-107.2
-2.969	-108.5
-3.0385	-109.6
-3.10075	-111.2
-3.1605	-112.7
-3.20225	-114.2
-3.2545	-115.4
-3.3215	-116.7
-3.38325	-118.2
-3.4355	-119.7
-3.494	-121.3
-3.54975	-122.4
-3.60425	-123.7
-3.676	-125.5
-3.72825	-127.1
-3.7815	-128.6
-3.8415	-129.7
-3.89925	-131
-3.95225	-132.6
-4.0205	-134.4
-4.0845	-136.3
-4.13775	-137.5
-4.19975	-139
-4.2605	-140.6
-4.3255	-142.2
-4.40175	-144
-4.46275	-145.6
-4.51	-147.2
-4.5625	-148.4
-4.62	-149.8
-4.6875	-151.6
-4.7575	-153.6
-4.82	-155.2
-4.87	-156.5
-4.9275	-158.1
-4.99	-159.6
-5.05	-161.2
-5.1175	-163.3
-5.1775	-164.9
-5.22	-165.7
-5.285	-167.3
-5.3425	-169
-5.4075	-170.9
-5.48	-172.9
-5.5475	-174.9
-5.595	-176.4
-5.655	-177.8
-5.71	-179
-5.7625	-180.6
-5.8125	-181.9
-5.8675	-183.1
-5.925	-184.8
-5.99	-186.4
-6.0375	-187.6
-6.09	-189.1
-6.15	-190.5
-6.2125	-191.9
-6.28	-193.8
-6.325	-195.2
-6.38	-196.3
-6.4425	-197.7
-6.5	-199
-6.5525	-200.6
-6.6125	-201.8
-6.6725	-203
-6.7275	-204.1
-6.76	-204.3
-6.7975	-199.5
-6.8	-193.3
-6.7775	-187.6
-6.715	-181.8
-6.6675	-178.1
-6.5975	-173.8
-6.5375	-169.4
-6.47	-165.2
-6.4025	-161.3
-6.36	-158.7
-6.3	-156.5
-6.2425	-153.3
-6.1625	-149.6
-6.0925	-146
-6.0225	-142.6
-5.9475	-139
-5.8825	-136.2
-5.8375	-133.7
-5.7825	-131.9
-5.72	-129.5
-5.6525	-126.8
-5.5925	-123.9
-5.5125	-120.6
-5.4375	-117.6
-5.375	-114.9
-5.335	-112.7
-5.28	-111
-5.23	-109.2
-5.1425	-106.1
-5.0825	-103.7
-5.045	-102
-4.9875	-100.2
-4.9225	-97.83
-4.845	-95.38
-4.7775	-92.96
-4.7125	-90.64
-4.6725	-88.62
-4.62	-87.09
-4.5575	-85.17
-4.485	-82.84
-4.4165	-80.61
-4.348	-78.32
-4.27825	-76.08
-4.2245	-74.25
-4.163	-72.44
-4.10325	-71.01
-4.04475	-69.23
-3.985	-67.09
-3.93275	-65.01
-3.89	-63.94
-3.833	-62.54
-3.76325	-60.49
-3.69675	-58.41
-3.62775	-56.36
-3.55475	-54.28
-3.485	-52.32
-3.41725	-50.61
-3.38	-49.6
-3.319	-48.29
-3.24775	-46.36
-3.17725	-44.4
-3.1165	-42.81
-3.075	-41.16
-3.0145	-40.21
-2.9495	-38.62
-2.8785	-36.76
-2.821	-35.23
-2.77875	-34.04
-2.71975	-32.84
-2.66075	-31.62
-2.596	-30.15
-2.561	-28.96
-2.50225	-27.83
-2.44175	-26.45
-2.372	-24.98
-2.30425	-23.64
-2.2725	-22.78
-2.212	-21.71
-2.153	-20.4
-2.082	-19.11
-2.01075	-17.58
-1.958	-16.24
-1.89625	-15.01
-1.843	-13.98
-1.77975	-12.97
-1.7145	-11.77
-1.66175	-10.52
-1.6	-9.266
-1.54225	-8.012
-1.4895	-7.095
-1.429	-6.116
-1.37625	-5.199
-1.3235	-4.037
-1.26125	-3.058
-1.20225	-1.927
-1.14625	-0.7339
-1.083	0.367
-1.03025	1.315
-0.965	2.202
-0.91375	3.089
-0.8455	4.404
-0.78525	5.504
-0.7215	6.605
-0.67325	7.492
-0.6145	8.348
-0.566	9.205
-0.2245	14.71
-0.16875	15.84
-0.1005	16.91
-0.03875	17.92
0.021875	18.99
0.07475	19.91
0.133825	20.98
0.192675	21.9
0.259075	23
0.31815	24.07
0.375475	24.98
0.428575	25.81
0.487375	26.97
0.5432	27.83
0.5963	28.53
0.676375	29.69
0.7188	30.67
0.788175	32.02
0.8442	33.15
0.8895	33.88
0.9574	35.08
1.0225	36.3
1.095	37.52
1.16625	38.99
1.2295	40.12
1.287	41.31
1.32775	42.05
1.38675	43.09
1.4502	44.25
1.486525	45.29
1.54685	46.24
1.60445	47.31
1.654075	48.53
1.704125	49.29
1.752475	50.37
1.823575	51.89
1.883925	53.21
1.9353	54.52
1.997375	55.29
2.053225	56.51
2.109325	57.86
2.172675	59.26
2.23455	60.58
2.289125	61.65
2.353975	62.99
2.408575	64.03
2.4705	65.41
2.5385	66.69
2.6035	68.01
2.65325	69.17
2.7185	70.52
2.76525	71.62
2.827	72.87
2.868	74.06
2.92975	75.14
2.9875	76.27
3.04625	77.58
3.0885	78.77
3.146	79.81
3.2065	81.28
3.26825	82.66
3.31375	83.51
3.37725	84.86
3.43025	86.21
3.49225	87.64
3.548	89.14
3.595	90
3.6615	91.4
3.71725	92.78
3.77325	94.19
3.83675	95.44
3.88825	96.54
3.96975	98.28
4.035	99.81
4.0755	100.9
4.136	101.8
4.1965	103.3
4.2645	105.1
4.33875	106.8
4.4035	108.3
4.4595	109.8
4.50325	110.6
4.56375	112
4.62425	113.4
4.68175	114.9
4.72375	116.1
4.7875	117.2
4.84775	118.7
4.9115	120.3
4.96425	121.5
5.025	123
5.07325	124.2
5.138	125.7
5.20325	127.2
5.27875	129
5.33775	130.6
5.3815	131.7
5.4445	133.1
5.51025	134.5
5.57225	136
5.627	137.5
5.68	139.1
5.73875	140.3
5.79925	141.5
5.86875	143.4
5.9345	144.9
5.9915	146.5
6.04525	148
6.09875	149
6.16075	150.4
6.22	151.9
6.284	153.5
6.33925	154.9
6.39225	156.3
6.44875	157.5
6.5085	159.1
6.556	160.6
6.61375	161.7
6.67275	163.1
6.73175	164.6
6.802	166.4
6.8625	168
6.93025	169.7
6.97225	171.1
7.0275	172
7.095	173.4
7.1325	174.8
7.1925	176
7.2475	177.5
7.3075	179.5
7.3775	181.1
7.4325	182.7
7.485	184.3
7.54	185.1
7.6025	186.6
7.66	188.2
7.7025	189.2
7.77	190.7
7.8375	192.1
7.9075	193.7
7.9675	195.3
8.0125	196.8
8.0725	197.4
8.125	198.7
8.2	200.3
8.265	201.2
8.285	196.1
8.335	192.4
8.3875	190.8
8.41	185
8.3725	179.4
8.3125	174.1
8.2425	169
8.18	164.5
8.1075	161.1
8.0625	159
8.0075	156.2
7.9425	153.4
7.875	149.9
7.8025	147
7.7625	144.6
7.7075	143.1
7.6425	140.3
7.57	137.6
7.51	134.8
7.4475	131.6
7.39	129.2
7.3325	126.8
7.2775	124.3
7.2175	122
7.145	119.2
7.07	116.8
7.02675	115
6.97075	113.7
6.907	110.9
6.8445	108.6
6.79025	106.4
6.74025	104.7
6.68725	103.4
6.6245	101.2
6.5585	99.05
6.51725	97.34
6.45575	95.56
6.386	93.51
6.32	91.34
6.261	89.29
6.18425	86.85
6.12425	84.77
6.066	82.75
6.0115	81.1
5.95175	79.94
5.89925	78.41
5.84125	76.39
5.7775	74.37
5.72	73.27
5.65675	71.31
5.59425	69.23
5.536	67.58
5.476	65.93
5.4325	64.71
5.36575	63.06
5.29875	61.4
5.2305	59.42
5.17175	57.8
5.11	55.81
5.05675	54.28
5.0085	53.12
4.93425	51.56
4.871	50.03
4.79825	48.16
4.744	46.63
4.70025	45.53
4.63975	44.1
4.57475	42.6
4.5035	41.19
4.4555	39.69
4.4055	38.62
4.3465	37.25
4.283	35.84
4.2255	34.43
4.15925	33.06
4.10925	32.08
4.04875	30.76
3.993	29.42
3.93225	28.23
3.866	26.85
3.78725	25.29
3.736	23.97
3.6725	22.78
3.609	21.53
3.55	20.18
3.4805	18.84
3.408	17.52
3.33675	16.24
3.272	14.86
3.2235	13.94
3.157	12.63
3.10725	11.74
3.04525	10.76
2.994	9.816
2.93775	8.868
2.888	7.92
2.82625	7.003
2.7775	6.147
2.71275	4.893
2.643	3.731
2.57375	2.477
2.5056	1.376
2.442	0.2446
2.377125	-0.948
2.313525	-2.049
2.242425	-3.089
2.186575	-4.189
2.13375	-5.046
2.06865	-6.055
2.012775	-6.911
1.952425	-7.706
1.897825	-8.746
1.8405	-9.602
1.776875	-10.58
1.718025	-11.35
1.655925	-12.42
1.579025	-13.49
1.5079	-14.56
1.44	-15.66
1.38875	-16.42
1.337	-17.28
1.28425	-18.04
1.21	-19.2
1.14225	-20.27
1.07425	-21.41
1.01975	-22.23
0.94725	-23.36
0.88525	-24.49
0.817375	-25.69
0.759775	-26.54
0.7024	-27.43
0.63275	-28.59
0.5679	-29.78
0.499775	-30.98
0.431875	-32.23
0.36225	-33.42
0.291325	-34.65
0.226475	-35.9
0.1734	-36.88
0.114525	-37.8
0.050875	-39.08
-0.010925	-40.27
-0.0791	-41.65
-0.1485	-42.96
-0.2105	-44.25
-0.268	-45.26
-0.31925	-46.24
-0.3935	-47.58
-0.44625	-48.93
-0.51575	-50.27
-0.57775	-51.65
-0.629	-52.69
-0.69575	-53.73
-0.756	-55.14
-0.8075	-56.18
-0.86025	-57.58
-0.91925	-58.62
-0.97675	-59.66
-1.037	-61.16
-1.09775	-62.6
-1.1655	-63.97
-1.22775	-65.5
-1.2805	-66.63
-1.3425	-67.7
-1.4075	-69.11
-1.47525	-70.67
-1.5375	-72.14
-1.60225	-73.58
-1.657	-74.74
-1.71875	-75.96
-1.77	-77.03
-1.82925	-78.53
-1.888	-80.09
-1.9395	-81.25
-1.9955	-82.41
-2.05875	-83.94
-2.13	-85.59
-2.2025	-87.12
-2.266	-88.71
-2.33075	-90.27
-2.3825	-91.46
-2.43975	-92.69
-2.50625	-94.34
-2.57425	-95.87
-2.6345	-97.58
-2.70575	-99.11
-2.77225	-100.8
-2.83425	-102.3
-2.8855	-103.6
-2.94925	-104.8
-3.0185	-106.4
-3.07725	-108
-3.15825	-110
-3.228	-111.7
-3.26575	-112.9
-3.3245	-114.1
-3.3955	-115.7
-3.466	-117.3
-3.52375	-119
-3.58675	-120.5
-3.644	-122.3
-3.69975	-123.9
-3.76725	-125.2
-3.828	-126.7
-3.8905	-128.5
-3.9585	-130
-4.02275	-131.8
-4.0795	-133.4
-4.155	-135.4
-4.224	-137.2
-4.27625	-138.4
-4.34925	-140.2
-4.405	-141.9
-4.45825	-143.2
-4.5215	-144.9
-4.5725	-146.5
-4.625	-147.8
-4.6875	-149.5
-4.7425	-150.9
-4.7975	-152.5
-4.8625	-153.9
-4.9175	-155.6
-4.97	-156.9
-5.0225	-158.6
-5.0775	-160.5
-5.145	-161.7
-5.205	-163.5
-5.2725	-165.4
-5.3325	-166.9
-5.3875	-168.7
-5.4275	-170.1
-5.4875	-171.5
-5.5525	-173.3
-5.63	-175.5
-5.7025	-177.2
-5.76	-179
-5.8075	-180.3
-5.875	-182.1
-5.935	-183.9
-5.9975	-185.5
-6.0675	-187.3
-6.1375	-189
-6.2	-190.9
-6.25	-192.7
-6.3025	-193.8
-6.3625	-195.1
-6.4175	-196.7
-6.4725	-198.3
-6.525	-199.7
-6.57	-200.5
-6.625	-202
-6.6775	-203.4
-6.7375	-204.9
-6.7825	-204.8
-6.8075	-199.8
-6.8325	-194.8
-6.8825	-192.7
-6.9525	-190.7
-6.995	-190.8
-6.925	-184.6
-6.8775	-178.8
-6.82	-175.7
-6.7725	-171.5
-6.7175	-166.5
-6.66	-162.3
-6.6	-159.2
-6.545	-156.8
-6.4775	-153.3
-6.41	-149.8
-6.3475	-147
-6.3025	-144.3
-6.255	-142.3
-6.1875	-139.5
-6.13	-136.8
-6.0825	-134.3
-6.0325	-132.2
-5.97	-129.8
-5.91	-127.3
-5.835	-124
-5.7675	-121.5
-5.7225	-119.1
-5.6625	-117.2
-5.595	-114.9
-5.535	-112.4
-5.4625	-109.5
-5.4	-107.1
-5.3525	-105
-5.3025	-103.1
-5.2475	-101.4
-5.1875	-99.26
-5.105	-96.45
-5.045	-94.25
-4.97	-91.53
-4.8925	-88.9
-4.835	-86.82
-4.7825	-85.26
-4.725	-83.7
-4.665	-81.65
-4.59	-79.11
-4.51	-76.54
-4.432	-74.06
-4.36	-72.17
-4.2985	-70.18
-4.23325	-68.35
-4.198	-67.4
-4.13325	-65.44
-4.06575	-63.58
-3.98775	-61.22
-3.931	-59.48
-3.8565	-57.12
-3.81225	-55.78
-3.751	-53.97
-3.69825	-52.63
-3.64625	-51.28
-3.583	-49.54
-3.5185	-47.8
-3.45675	-46.08
-3.401	-44.77
-3.3335	-43.52
-3.28125	-42.23
-3.22075	-40.49
-3.1635	-38.81
-3.10925	-37.55
-3.0505	-36.33
-2.99025	-35.11
-2.92675	-33.52
-2.86325	-31.93
-2.80725	-30.3
-2.7545	-29.57
-2.69375	-28.38
-2.626	-26.85
-2.55625	-25.32
-2.47025	-23.52
-2.405	-22.08
-2.33275	-20.7
-2.26	-19.3
-2.218	-18.26
-2.1575	-17.22
-2.1015	-16.18
-2.0275	-14.86
-1.9835	-13.91
-1.9185	-12.57
-1.87025	-11.56
-1.80375	-10.58
-1.757	-9.602
-1.68575	-8.318
-1.627	-7.431
-1.58025	-6.514
-1.512	-5.199
-1.441	-3.975
-1.3865	-3.058
-1.32025	-1.896
-1.2595	-1.009
-1.19925	-0.1223
-1.14175	1.101
-1.06775	2.202
-1.01325	3.058
-0.96475	3.914
-0.897	5.015
-0.8485	5.841
-0.7865	6.666
-0.73975	7.462
-0.67775	8.532
-0.616	9.296
-0.55675	10.09
-0.48725	11.19
-0.41775	12.2
-0.371	12.97
-0.31975	13.76
-0.265	14.53
-0.20625	15.32
-0.1305	16.36
-0.06725	17.46
0.0085	18.53
0.05825	19.27
0.1292	20.37
0.179225	21.19
0.2396	22.05
0.309225	23.12
0.357475	23.94
0.420875	24.71
0.472425	25.56
0.535875	26.39
0.605475	27.58
0.65675	28.5
0.71715	29.39
0.771725	30.24
0.838075	31.41
0.909225	32.57
0.97875	33.85
1.05875	35.01
1.13125	36.3
1.19025	37.52
1.27025	38.81
1.32475	40.06
1.37625	40.67
1.432	41.68
1.4985	42.96
1.5636	44.28
1.629975	45.53
1.681575	46.6
1.7404	47.58
1.795	48.5
1.85385	49.94
1.920475	51.22
1.99435	52.57
2.054725	53.97
2.1108	55.07
2.181925	56.36
2.24525	57.4
2.314875	58.87
2.383	60.27
2.453875	61.71
2.5235	63.03
2.57925	64.13
2.62625	65.2
2.70175	66.6
2.7745	68.07
2.84225	69.51
2.90275	70.92
2.96175	72.02
3.03425	73.51
3.09775	75.01
3.14925	76.05
3.208	77.18
3.2775	78.59
3.326	79.72
3.394	81.25
3.43925	82.38
3.49975	83.54
3.56475	84.92
3.61325	86.05
3.6705	87.24
3.728	88.35
3.7825	90
3.82775	91.13
3.88075	92.29
3.95475	93.42
4.01225	94.86
4.094	96.51
4.1345	97.7
4.192	98.87
4.2495	100
4.32525	102
4.381	103.2
4.449	104.8
4.4975	106
4.55775	107.2
4.6155	108.3
4.68175	109.9
4.75425	111.6
4.81775	113.2
4.89325	114.7
4.9675	116.4
5.01575	117.6
5.06575	119.2
5.1215	120.5
5.19425	122
5.26675	123.7
5.33775	125.3
5.40875	127
5.47725	128.6
5.55175	130.3
5.61025	131.9
5.6805	133.5
5.723	134.8
5.78125	136
5.83825	137.3
5.89925	138.9
5.969	140.6
6.02	141.9
6.07625	143.1
6.13575	144.3
6.1995	146.1
6.2655	147.6
6.327	149.4
6.40425	150.9
6.46125	152.6
6.519	153.8
6.5755	155.2
6.63975	156.9
6.70825	158.6
6.771	160.2
6.8405	161.9
6.8935	163.6
6.95125	165.3
7.0175	166.5
7.0825	167.8
7.1175	169.1
7.18	170.4
7.2475	172.1
7.2975	173.7
7.36	175.4
7.425	177.3
7.4925	178.8
7.535	180.3
7.5925	181.5
7.6675	183.2
7.7425	184.9
7.8075	186.5
7.875	188.2
7.9125	189.4
7.965	190.8
8.0175	191.9
8.0875	193.6
8.14	194.7
8.195	196.1
8.2625	197.6
8.32	199
8.3925	200.6
8.465	202
8.5375	203.5
8.605	204.9
8.6575	205.6
8.71	206.8
8.77	207.5
8.82	208.5
8.8875	209.6
8.9325	210.3
9.0075	211.4
9.0575	211.9
9.1225	212.8
9.1725	213.3
9.2425	214.1
9.3	214.5
9.36	215.3
9.4225	216.1
9.49	216.8
9.5575	217.1
9.61	217.9
9.6825	218.2
9.7525	218.9
9.83	219.5
9.8825	220.3
9.94	220.5
10.0125	221.2
10.065	221.8
10.1275	222.3
10.1925	222.8
10.2575	223.3
10.31	223.8
10.3625	224.3
10.415	224.8
10.475	225.2
10.5325	225.7
10.59	226
10.645	226.7
10.7125	226.9
10.7725	227.6
10.8275	227.8
10.8875	228.5
10.9475	229.1
11.005	229.3
11.055	230
11.125	230.3
11.185	230.8
11.2525	231.1
11.32	231.7
11.375	232.3
11.43	232.5
11.5	233.2
11.5675	233.7
11.635	234
11.6975	234.6
11.77	235.2
11.8475	235.8
11.915	236
11.9725	236.6
12.005	235.8
12.0425	230.6
12.0775	225.8
12.0875	220.8
12.095	214.5
12.0875	208.9
12.035	203.4
11.9725	200.3
11.9075	195.3
11.83	190.5
11.755	186.6
11.68	182.4
11.62	178.7
11.54	175.1
11.47	171.4
11.415	168.5
11.365	165.7
11.305	163.5
11.245	160.7
11.1775	158
11.135	155.1
11.0775	153.1
11.0175	151.1
10.945	148.5
10.8825	145.1
10.8225	141.8
10.7625	139.3
10.7	136.6
10.6525	135.3
10.59	132.9
10.5375	130.5
10.475	127.9
10.405	124.8
10.33	122.5
10.275	119.5
10.215	117.3
10.1625	115.4
10.0875	113.2
10.0125	110.9
9.955	108.1
9.88	105.9
9.815	103.3
9.7475	101
9.685	98.99
9.635	97.31
9.585	95.72
9.535	94.25
9.4775	92.69
9.415	90.09
9.3575	88.07
9.3075	86.54
9.2425	84.71
9.17	83.09
9.11	81.22
9.055	79.78
8.98	77.34
8.9225	75.47
8.8675	73.54
8.815	72.17
8.7575	70.76
8.7	68.87
8.6375	67.06
8.5875	65.84
8.5375	64.46
8.4675	62.6
8.39	60.85
8.34	59.08
8.28	57.43
8.2125	55.63
8.1475	53.97
8.0875	52.81
8.0175	51.07
7.9575	49.48
7.88	47.37
7.8075	45.78
7.7425	44.16
7.695	42.96
7.6375	41.77
7.5675	40.27
7.5025	39.14
7.4525	37.58
7.395	36.02
7.345	34.89
7.2925	33.73
7.2325	32.23
7.165	30.79
7.0875	29.36
7.01475	27.89
6.9525	26.48
6.88	25.11
6.823	23.73
6.76375	22.75
6.70675	21.68
6.6485	20.64
6.5755	19.33
6.51375	17.95
6.44525	16.67
6.38775	15.69
6.334	15.01
6.273	13.79
6.20475	12.48
6.12825	11.16
6.052	9.969
5.9745	8.746
5.90125	7.462
5.82225	5.994
5.761	5.137
5.7215	4.22
5.66075	3.364
5.60075	2.477
5.55225	1.651
5.477	0.5199
5.398	-0.6422
5.31975	-1.712
5.24425	-2.783
5.173	-3.823
5.10375	-4.893
5.037	-5.933
4.9675	-6.942
4.9145	-7.706
4.8345	-8.715
4.7695	-9.694
4.71825	-10.46
4.667	-10.89
4.60625	-11.9
4.53975	-12.57
4.46575	-13.61
4.39175	-14.59
4.32075	-15.57
4.25125	-16.45
4.183	-17.46
4.12575	-18.16
4.06525	-18.87
4.00175	-19.85
3.9415	-20.55
3.8795	-21.31
3.8055	-22.35
3.74475	-23.3
3.689	-24.04
3.6165	-25.08
3.5665	-25.84
3.5075	-26.64
3.45775	-27.4
3.37925	-28.44
3.32	-29.23
3.25225	-30.27
3.20375	-31.1
3.14325	-31.86
3.0935	-32.66
3.01175	-33.79
2.953	-34.62
2.9015	-35.44
2.85625	-36.02
2.805	-36.85
2.75175	-37.71
2.7005	-38.59
2.646	-39.42
2.5885	-40.27
2.53575	-41.16
2.472325	-42.29
2.4012	-43.48
2.34985	-44.34
2.27875	-45.5
2.21665	-46.7
2.1473	-47.86
2.0837	-49.05
2.017325	-50.3
1.961225	-51.22
1.9099	-52.11
1.837275	-53.27
1.7739	-54.46
1.71955	-55.44
1.65445	-56.7
1.580325	-57.95
1.525975	-58.87
1.473125	-59.81
1.42025	-60.76
1.3675	-61.71
1.31125	-62.69
1.2585	-63.61
1.192	-64.83
1.121	-66.05
1.07125	-67.09
1.009	-68.01
0.95175	-69.02
0.879025	-70.27
0.811125	-71.53
0.744525	-72.78
0.678175	-74.1
0.617625	-75.38
0.5723	-76.02
0.513425	-77.06
0.439275	-78.28
0.398575	-79.32
0.3289	-80.58
0.2761	-81.59
0.2142	-82.5
0.14455	-83.82
0.07365	-85.2
0.010025	-86.57
-0.0595	-87.86
-0.123	-89.08
-0.17575	-90.12
-0.23625	-91.19
-0.29075	-92.17
-0.3585	-93.45
-0.42375	-94.86
-0.49	-96.14
-0.55525	-97.55
-0.6095	-98.56
-0.67175	-99.6
-0.7395	-100.9
-0.81375	-102.3
-0.8785	-103.6
-0.92075	-104.7
-0.97375	-105.7
-1.04025	-106.8
-1.1025	-108
-1.17325	-109.5
-1.214	-110.5
-1.27925	-111.9
-1.3245	-112.6
-1.3865	-113.6
-1.4575	-115
-1.527	-116.4
-1.5995	-117.8
-1.64025	-118.8
-1.69925	-119.8
-1.76875	-121
-1.8355	-122.4
-1.8805	-123.4
-1.9425	-124.9
-2.012	-126.2
-2.0635	-127.3
-2.121	-128.3
-2.1845	-129.4
-2.2375	-130.6
-2.30525	-131.9
-2.3565	-133
-2.41725	-134.1
-2.4685	-135.2
-2.53225	-136.6
-2.6015	-138
-2.67275	-139.3
-2.727	-140.5
-2.78725	-141.5
-2.8465	-142.5
-2.91	-143.9
-2.9885	-145.3
-3.05525	-146.7
-3.14075	-148.5
-3.20225	-149.7
-3.2805	-151.2
-3.349	-152.4
-3.42575	-153.9
-3.4835	-155.3
-3.52725	-156.2
-3.58625	-157.3
-3.64975	-158.6
-3.7035	-159.6
-3.776	-161
-3.84275	-162.4
-3.90825	-163.7
-3.9705	-165.1
-4.03325	-166.5
-4.09125	-167.5
-4.146	-168.4
-4.221	-169.8
-4.27975	-171.1
-4.335	-172.2
-4.395	-173.1
-4.462	-174.6
-4.51475	-175.6
-4.58	-176.9
-4.645	-178.1
-4.7175	-179.4
-4.79	-180.8
-4.84	-181.7
-4.9075	-183.1
-4.9625	-184
-5.0125	-184.8
-5.08	-186.1
-5.1575	-187.3
-5.22	-188.5
-5.28	-189.7
-5.3325	-190.6
-5.3925	-191.4
-5.445	-192.2
-5.5175	-193.3
-5.6	-194.6
-5.6575	-195.6
-5.7325	-196.5
-5.7775	-197.4
-5.8375	-198
-5.905	-199
-5.965	-199.7
-6.0375	-200.6
-6.1125	-201.6
-6.1875	-202.5
-6.255	-203.4
-6.3325	-204.2
-6.4025	-204.9
-6.475	-205.7
-6.545	-206.5
-6.6225	-207.4
-6.69	-208.1
-6.76	-208.8
-6.8375	-209.4
-6.8975	-210
-6.965	-210.6
-7.0375	-211.3
-7.115	-211.9
-7.1675	-212.4
-7.23	-212.7
-7.2975	-213.3
-7.3675	-213.9
-7.4225	-214.4
-7.4775	-214.8
-7.55	-215.4
-7.62	-216
-7.6875	-216.5
-7.7375	-216.8
-7.8025	-217.3
-7.855	-217.7
-7.9075	-218
-7.9625	-218.5
-8.0325	-219.1
-8.085	-219.4
-8.1425	-219.8
-8.1925	-220.2
-8.25	-220.6
-8.3175	-221.1
-8.37	-221.6
-8.4375	-221.9
-8.5075	-222.4
-8.575	-222.9
-8.6275	-223.5
-8.6925	-223.7
-8.755	-224.3
-8.8125	-224.7
-8.865	-225.1
-8.94	-225.7
-8.99	-225.9
-9.0575	-226.5
-9.1175	-227
-9.18	-227.2
-9.2475	-227.8
-9.3075	-228.3
-9.365	-228.5
-9.4375	-229.1
-9.4925	-229.5
-9.55	-229.9
-9.6075	-230.3
-9.6625	-230.7
-9.7375	-231.2
-9.815	-231.6
-9.8875	-232.2
-9.965	-232.7
-10.0375	-233.2
-10.0875	-233.5
-10.1425	-234.1
-10.2025	-234.1
-10.28	-234.7
-10.3475	-235.2
-10.41	-235.7
-10.4825	-236.1
-10.5275	-235.4
-10.5675	-230.6
-10.585	-225.6
-10.6125	-220.7
-10.645	-214.1
-10.6425	-208.6
-10.5875	-204.3
-10.5325	-200.3
-10.465	-195.3
-10.39	-190
-10.34	-187
-10.28	-184
-10.2075	-180.5
-10.1325	-177.3
-10.06	-173.3
-10	-170.6
-9.925	-167.3
-9.8775	-164.7
-9.82	-162.6
-9.7625	-160.2
-9.7025	-157.6
-9.6525	-155.1
-9.5925	-152.7
-9.5375	-150.9
-9.4725	-148.4
-9.4075	-145.5
-9.3525	-143.1
-9.3	-141.3
-9.2425	-139
-9.185	-136.7
-9.1325	-134.3
-9.075	-132.1
-9.01	-129.8
-8.9475	-127.6
-8.885	-125.4
-8.82	-123.1
-8.755	-120.5
-8.6825	-117.9
-8.6225	-115.7
-8.565	-113.6
-8.51	-111.4
-8.46	-109.8
-8.3975	-107.8
-8.34	-105.8
-8.2725	-103.6
-8.225	-102.1
-8.16	-100.1
-8.105	-98.1
-8.045	-96.02
-7.9775	-94.03
-7.92	-92.02
-7.865	-90.49
-7.795	-88.62
-7.73	-86.57
-7.68	-84.68
-7.6275	-83.27
-7.56	-81.28
