"Vu,Priestley,Seible,Benzoni 1998,Specimen nr NH2"	
0.4932	-17.49
0.447975	-19.23
0.3966	-20.55
0.33745	-22.32
0.26955	-24.43
0.1999	-26.73
0.138175	-28.75
0.0821	-30.27
0.03375	-31.56
-0.0175	-33.49
-0.069	-35.04
-0.12775	-37.28
-0.17475	-38.47
-0.23825	-40.3
-0.2955	-42.38
-0.347	-43.88
-0.406	-45.07
-0.4695	-47.22
-0.5255	-49.45
-0.57525	-51.4
-0.62975	-52.32
-0.681	-54.4
-0.73075	-56.54
-0.77925	-57.55
-0.83825	-59.48
-0.86375	-60.73
-0.876	-55.44
-0.83225	-50.55
-0.781	-46.7
-0.72775	-43.94
-0.6765	-40.7
-0.625	-37.49
-0.57375	-36.27
-0.5225	-34.25
-0.46325	-31.77
-0.421	-29.94
-0.36225	-28.71
-0.30775	-26.91
-0.264	-25.17
-0.208	-24.07
-0.1565	-22.08
-0.10075	-20.06
-0.05375	-18.84
0.00075	-17.4
0.068575	-15.05
0.121575	-13.18
0.174275	-11.35
0.233475	-10.46
0.287775	-8.624
0.34655	-6.666
0.40715	-4.404
0.46	-3.027
0.512925	-1.927
0.57645	0.1529
0.632275	1.896
0.6869	2.936
0.7367	4.77
0.797075	6.575
0.85155	8.287
0.9028	9.969
0.952725	10.92
1.005675	12.78
1.069	14.83
1.12075	15.84
1.1765	17.58
1.228	19.27
1.27625	20.43
1.33675	22.11
1.398675	23.97
1.445525	25.69
1.498575	26.73
1.55895	28.65
1.6178	30.76
1.67515	32.84
1.722225	34.04
1.77655	35.47
1.826375	37.52
1.89	39.78
1.94135	41.47
1.99265	42.51
2.044025	44.62
2.104625	46.57
2.158975	48.5
2.2148	49.75
2.26465	52.02
2.332775	54.19
2.3871	55.56
2.4385	57.58
2.48675	59.75
2.5475	61.86
2.59125	63.12
2.6515	65.38
2.7045	67.37
2.76175	69.91
2.80875	71.04
2.86775	73.03
2.9205	75.29
2.963	76.39
3.028	78.41
3.0915	80.79
3.14575	83.48
3.197	85.9
3.25025	87
3.309	89.05
3.31525	89.17
3.32875	83.82
3.31675	78.71
3.26075	75.84
3.226	70.79
3.1745	68.47
3.12475	65.2
3.06725	61.8
3.00075	58.87
2.95375	56.85
2.9025	55.35
2.8435	53.15
2.789	50.89
2.7225	48.35
2.66975	46.33
2.61375	44.19
2.5625	42.93
2.511	41.25
2.45225	39.2
2.40075	38.16
2.349325	36.42
2.2797	34.43
2.21635	32.32
2.169525	30.92
2.105925	29.36
2.056075	27.58
2.000225	25.72
1.948875	24.01
1.8913	23.03
1.836925	21.22
1.785575	19.27
1.738775	18.41
1.673675	16.45
1.620825	14.74
1.560225	12.84
1.510625	11.1
1.45905	10.21
1.4047	8.44
1.35475	6.728
1.30025	5.78
1.243	3.914
1.19	2.538
1.13425	0.6728
1.078	-0.6422
1.027	-2.294
0.974	-3.456
0.920925	-4.77
0.854575	-6.911
0.798575	-8.685
0.741225	-10.09
0.689975	-11.99
0.6353	-13.06
0.5613	-14.95
0.521975	-16.45
0.466	-17.43
0.41475	-19.2
0.363275	-21.16
0.31045	-22.63
0.259025	-23.82
0.193925	-25.87
0.141225	-27.71
0.0899	-28.96
0.03675	-30.34
-0.0205	-32.57
-0.072	-34.43
-0.12475	-35.96
-0.18225	-37.55
-0.23975	-39.45
-0.2865	-41.13
-0.3395	-42.96
-0.4015	-44.46
-0.45275	-46.82
-0.50425	-48.53
-0.56	-50.61
-0.613	-51.92
-0.66425	-54.25
-0.72325	-56.02
-0.77325	-57.98
-0.83525	-60.21
-0.888	-62.26
-0.9455	-64.13
-1.00125	-66.51
-1.05575	-68.32
-1.10275	-69.91
-1.157	-71.47
-1.2115	-73.94
-1.26425	-76.05
-1.31425	-77.89
-1.37025	-79.72
-1.417	-81.62
-1.4685	-83.76
-1.5245	-85.13
-1.5785	-87.12
-1.63025	-89.02
-1.6785	-90.79
-1.6875	-85.65
-1.6695	-80.39
-1.6165	-75.96
-1.559	-71.59
-1.49875	-67.55
-1.44725	-64.16
-1.39425	-62.32
-1.34	-59.85
-1.2855	-57.03
-1.23425	-54.8
-1.17825	-52.81
-1.12525	-51.1
-1.0695	-48.44
-1.0225	-47.12
-0.9635	-45.17
-0.90475	-43.24
-0.85925	-41.07
-0.808	-39.82
-0.75525	-38.16
-0.6915	-36.18
-0.64925	-34.43
-0.58725	-32.6
-0.533	-30.89
-0.4755	-29.14
-0.4225	-27.22
-0.37125	-25.75
-0.31825	-24.53
-0.267	-22.6
-0.2155	-21.59
-0.155	-20
-0.09475	-17.89
-0.0415	-16.05
0.00825	-14.83
0.070125	-13.24
0.1186	-11.35
0.180425	-9.633
0.22725	-8.624
0.283325	-6.972
0.3391	-5.321
0.38455	-3.7
0.4405	-2.599
0.50085	-0.7645
0.553875	0.8562
0.6021	2.018
0.658025	3.364
0.711175	4.251
0.762375	6.33
0.813875	8.104
0.868225	9.266
0.9255	10.92
0.99215	12.72
1.039	14.22
1.09625	15.5
1.14775	17.22
1.2065	18.96
1.25375	19.94
1.308	21.56
1.35775	22.78
1.415425	24.13
1.4728	25.96
1.53165	27.95
1.576975	28.99
1.63455	30.49
1.6934	32.26
1.74625	34.19
1.7961	35.9
1.852175	37.03
1.902025	38.87
1.9579	40.85
2.0077	42.14
2.063775	43.42
2.125875	45.41
2.18625	47.58
2.234375	49.6
2.285925	50.4
2.340275	52.44
2.39775	54.22
2.44925	55.9
2.502	57.22
2.558	59.29
2.61675	61.5
2.65775	62.9
2.71975	64.83
2.7695	67.06
2.8255	69.29
2.8785	70.33
2.9295	72.66
2.981	74.86
3.0295	76.14
3.0975	78.59
3.161	81.53
3.21825	84.55
3.26675	86.82
3.32125	88.25
3.3815	91.13
3.44225	93.79
3.51	96.69
3.5615	99.14
3.60675	100.7
3.65975	102.6
3.72475	105.4
3.77175	107.1
3.81675	109
3.885	111.5
3.93625	114.2
3.991	115.8
4.04525	117.9
4.0965	119.4
4.148	121.8
4.2145	124.4
4.269	126.7
4.32025	128
4.33975	122.7
4.33675	117.5
4.30825	112.4
4.275	107.3
4.22225	103.6
4.16925	100.3
4.11025	95.93
4.062	93.15
4.01225	91.53
3.95	88.41
3.88825	85.29
3.82775	81.98
3.787	80.73
3.7325	78.22
3.6795	75.41
3.62525	73.42
3.57075	71.25
3.51625	69.05
3.4605	67.28
3.40125	65.04
3.31825	62.38
3.26975	60
3.223	58.47
3.16425	56.79
3.1095	54.49
3.05225	52.48
3.0025	51.16
2.94625	49.72
2.889	47.83
2.83625	45.78
2.78175	44.56
2.72575	43.15
2.676	41.19
2.6245	39.36
2.567	37.77
2.51425	36.48
2.45825	34.8
2.40235	32.93
2.338775	30.92
2.2797	28.87
2.21935	26.97
2.1725	25.44
2.12095	24.46
2.0666	22.75
2.01675	20.95
1.963925	20.09
1.903325	18.47
1.849175	17
1.7976	15.32
1.740275	14.16
1.682675	12.29
1.629825	10.92
1.564975	8.868
1.5121	7.125
1.459025	6.269
1.406175	4.832
1.35325	3.18
1.302	1.56
1.246	0.4587
1.1885	-0.8562
1.12825	-2.538
1.08575	-3.67
1.028325	-4.801
0.981575	-6.33
0.925525	-7.676
0.87425	-9.143
0.8199	-10.4
0.763925	-12.23
0.70815	-13.98
0.655025	-15.11
0.60365	-16.18
0.541825	-17.77
0.4873	-19.39
0.43745	-20.58
0.38615	-21.99
0.333175	-23.76
0.281825	-25.41
0.230225	-26.73
0.178975	-28.1
0.126275	-29.97
0.0716	-31.04
0.01125	-32.84
-0.04325	-34.74
-0.0945	-36.39
-0.146	-37.71
-0.211	-39.57
-0.26375	-41.25
-0.31675	-42.96
-0.3695	-44.04
-0.427	-46.02
-0.483	-48.13
-0.53425	-49.85
-0.58575	-50.98
-0.65225	-53.15
-0.72325	-55.56
-0.77475	-57.46
-0.82	-58.77
-0.87275	-60.4
-0.93325	-63.09
-0.977	-64.46
-1.03025	-65.99
-1.0845	-68.07
-1.13425	-70.3
-1.18425	-71.43
-1.24475	-73.64
-1.2945	-75.93
-1.349	-78.84
-1.40175	-80.03
-1.4625	-82.35
-1.51675	-84.89
-1.571	-87.49
-1.624	-89.23
-1.6755	-90.98
-1.72675	-93.67
-1.78125	-95.68
-1.8385	-97.4
-1.8915	-100.1
-1.9475	-102.3
-2.00025	-104.7
-2.05175	-105.9
-2.11225	-108.3
-2.1605	-110.6
-2.2105	-112.7
-2.27075	-114.2
-2.327	-116.5
-2.3765	-119
-2.4265	-120.3
-2.4795	-122.3
-2.53375	-124.8
-2.5975	-127.3
-2.64575	-128.9
-2.67575	-129.8
-2.71375	-124.8
-2.71375	-119.4
-2.65925	-115.1
-2.63225	-110.3
-2.5805	-107.1
-2.52025	-101.8
-2.46	-96.42
-2.4115	-92.57
-2.36	-90.79
-2.29975	-87.64
-2.24075	-84.4
-2.1955	-82.26
-2.13925	-80.18
-2.0865	-77.52
-2.029	-74.49
-1.97775	-72.29
-1.92175	-70.43
-1.8645	-68.5
-1.79925	-65.69
-1.75275	-63.51
-1.701	-62.41
-1.64675	-60.09
-1.577	-57.7
-1.52575	-55.23
-1.4715	-54.07
-1.41675	-52.48
-1.36425	-50.33
-1.31275	-48.41
-1.25975	-47.34
-1.19775	-45.35
-1.13725	-43.33
-1.0935	-41.34
-1.04375	-40.12
-0.98	-38.9
-0.91375	-36.76
-0.85625	-34.56
-0.808	-33.15
-0.7565	-31.77
-0.702	-29.94
-0.65225	-28.26
-0.59625	-27.03
-0.54475	-25.56
-0.4875	-23.88
-0.4195	-21.9
-0.3695	-20.4
-0.31225	-19.05
-0.25625	-17.46
-0.205	-16.15
-0.1535	-14.83
-0.0915	-13.21
-0.037	-11.5
0.01875	-9.633
0.071625	-8.44
0.124775	-7.186
0.18205	-5.596
0.243875	-4.067
0.2894	-2.905
0.348275	-1.529
0.4013	0.0917
0.463175	1.835
0.515925	3.119
0.56455	4.037
0.618825	5.535
0.68075	6.697
0.7247	8.165
0.7881	9.663
0.856225	11.35
0.9074	13.03
0.958975	14.34
1.011875	15.29
1.07975	16.94
1.13875	18.65
1.19175	20
1.25825	21.31
1.308	22.81
1.382	24.77
1.42895	26.08
1.486525	27.22
1.5514	29.14
1.607275	30.73
1.663125	32.41
1.7162	33.67
1.770525	34.92
1.823375	36.76
1.880725	38.56
1.933825	39.94
1.98665	40.98
2.05025	42.84
2.1181	44.77
2.172475	46.91
2.2148	48.29
2.273875	49.39
2.3435	51.53
2.406875	53.42
2.45075	54.43
2.4975	56.08
2.56275	58.04
2.62	60
2.66375	61.8
2.71675	62.81
2.78	65.04
2.85125	67.31
2.92675	69.66
2.99025	72.05
3.0415	73.79
3.099	75.17
3.158	77.64
3.223	80.12
3.26975	82.41
3.33025	83.85
3.38	85.78
3.44825	88.41
3.51475	91.04
3.5585	93.33
3.61	94.95
3.66575	97.06
3.7265	99.87
3.79275	102.7
3.84425	104.6
3.8955	107.2
3.95	109.5
4.0075	112.1
4.06625	114.1
4.13	116.8
4.18425	119.8
4.24475	122.3
4.29925	124.6
4.3565	127.6
4.411	130.3
4.4655	132
4.52275	134.6
4.57125	137.2
4.64075	139.6
4.68775	141.8
4.745	143.3
4.8115	146
4.872	148.6
4.92475	150.7
4.973	152.2
5.03375	154
5.10325	156.1
5.16675	158.4
5.2225	160.3
5.271	161.6
5.3285	163.3
5.38425	164.9
5.44175	166.8
5.48975	167.7
5.54925	169.3
5.609	171
5.6735	172.5
5.71725	174.1
5.77175	175
5.83425	176.8
5.8835	177.9
5.9355	179
5.98675	180.1
6.03925	181.6
6.09425	182.7
6.147	184
6.2055	184.9
6.2695	186.3
6.33125	187.3
6.39075	188.7
6.439	189.5
6.4925	190.4
6.5425	191.6
6.60825	192.8
6.65575	193.4
6.71	194.5
6.786	195.7
6.84975	196.9
6.90575	197.9
6.965	198.9
7.015	199.4
7.0875	200.4
7.1375	201.4
7.195	202.4
7.235	203.3
7.2875	203.9
7.3475	204.8
7.41	205.8
7.4625	206.6
7.5175	207.2
7.5825	208
7.6425	208.9
7.69	209.6
7.7425	210.2
7.8025	210.9
7.8625	211.8
7.925	212.7
7.97	213.1
8.0275	213.8
8.1	214.6
8.1675	215.5
8.2375	216.5
8.2475	216.2
8.2725	211.4
8.32	206.3
8.335	201.3
8.33	195.7
8.3125	190.4
8.28	184.6
8.23	180.9
8.175	177.1
8.115	172.4
8.0425	167.5
7.99	163.4
7.9375	161.4
7.88	158.6
7.815	154.7
7.7625	151.2
7.7125	148.4
7.6625	146.9
7.605	143.5
7.55	139.7
7.495	137.8
7.4325	134.6
7.3575	130.8
7.305	127.4
7.245	123.5
7.165	119.7
7.1	116
7.0275	112.5
6.97375	110.5
6.92275	108.8
6.8635	105.7
6.804	102.6
6.754	100
6.70225	98.56
6.63125	95.62
6.56	92.5
6.5085	89.91
6.4615	87.95
6.40525	85.99
6.34075	83.24
6.286	80.76
6.239	79.23
6.185	77.43
6.12125	74.62
6.05075	71.89
5.9985	69.75
5.933	67.15
5.8815	65.41
5.81575	63.36
5.75675	61.13
5.712	59.08
5.657	57.46
5.599	55.81
5.55225	53.91
5.48825	51.8
5.437	49.97
5.3815	48.68
5.33175	46.85
5.262	44.77
5.20925	42.96
5.15625	41.74
5.09725	40.03
5.0265	37.8
4.97325	35.81
4.913	33.97
4.86	32.54
4.8085	31.34
4.73925	29.51
4.68625	27.89
4.632	26.33
4.57725	25.2
4.51375	23.45
4.45825	21.9
4.40375	20.46
4.34775	19.39
4.29175	18.1
4.236	16.45
4.168	14.77
4.118	13.42
4.0545	12.42
4.006	11.28
3.93975	9.663
3.89275	8.318
3.83525	7.339
3.769	5.994
3.70675	4.465
3.651	3.211
3.601	1.835
3.54525	0.8868
3.48325	-0.6422
3.42125	-2.018
3.36975	-3.089
3.317	-4.404
3.2625	-5.321
3.21425	-6.636
3.149	-8.012
3.08425	-9.48
3.033	-10.64
2.98125	-11.65
2.924	-12.9
2.862	-14.04
2.81375	-15.17
2.75475	-16.33
2.71075	-17.34
2.661	-18.65
2.60225	-19.85
2.537	-21.38
2.48575	-22.66
2.425075	-23.82
2.369275	-25.47
2.3134	-26.79
2.2543	-28.19
2.196725	-29.78
2.128875	-31.31
2.079025	-32.72
2.01995	-33.91
1.950575	-35.5
1.8977	-36.94
1.847625	-37.95
1.790275	-39.39
1.73595	-40.79
1.6891	-42.02
1.6255	-43.42
1.57115	-45.11
1.51055	-46.08
1.46245	-47.61
1.40475	-48.87
1.3505	-50.37
1.29	-51.59
1.225	-53.3
1.17225	-54.55
1.11625	-56.24
1.06475	-57.31
1.003	-58.9
0.948425	-60.3
0.89265	-62.11
0.84255	-62.96
0.7837	-64.55
0.732425	-65.96
0.68095	-67.55
0.62805	-68.68
0.5768	-70.18
0.51165	-71.65
0.4483	-73.45
0.395225	-74.86
0.336325	-76.21
0.283375	-78.01
0.223	-79.57
0.168725	-81.07
0.10805	-82.47
0.04165	-84.22
-0.0265	-86.11
-0.07775	-87.95
-0.1395	-89.75
-0.18825	-90.85
-0.253	-92.5
-0.303	-94.16
-0.365	-95.75
-0.40725	-96.94
-0.47075	-98.53
-0.5265	-100.4
-0.57975	-101.9
-0.631	-103.6
-0.68975	-104.8
-0.74575	-106.8
-0.80925	-108.7
-0.86675	-110.3
-0.91975	-111.5
-0.983	-113.5
-1.03	-115.1
-1.08875	-116.8
-1.13875	-118
-1.19925	-119.9
-1.26725	-121.8
-1.32325	-123.7
-1.382	-125.5
-1.42275	-126.4
-1.491	-128.4
-1.54825	-130
-1.60725	-132
-1.66025	-133.6
-1.7115	-134.8
-1.77975	-136.5
-1.83075	-138.2
-1.88225	-139.9
-1.93675	-140.9
-1.99875	-142.8
-2.07125	-144.8
-2.13475	-146.6
-2.18625	-148.2
-2.2375	-149.5
-2.29975	-150.6
-2.3645	-152.4
-2.431	-154.2
-2.4975	-155.7
-2.5685	-157.5
-2.623	-158.8
-2.67875	-160.2
-2.7305	-160.9
-2.78175	-161.8
-2.836	-163.1
-2.8905	-164
-2.9465	-164.8
-3.00675	-166
-3.06125	-167
-3.11925	-168.2
-3.17325	-169
-3.234	-170
-3.303	-171.3
-3.36725	-172.3
-3.426	-173.6
-3.47225	-174.2
-3.53125	-175
-3.60025	-176.1
-3.6685	-177.2
-3.7335	-178.5
-3.77975	-179.3
-3.8405	-180
-3.895	-180.8
-3.94925	-181.6
-4.0055	-182.8
-4.05875	-183.9
-4.12525	-184.5
-4.1835	-185.3
-4.243	-186.4
-4.29425	-187.2
-4.344	-187.9
-4.42	-188.9
-4.47175	-189.7
-4.53	-190.4
-4.595	-191.3
-4.64	-192.1
-4.6925	-192.8
-4.745	-193.5
-4.7925	-194
-4.855	-194.9
-4.9025	-195.5
-4.965	-196.3
-5.0275	-197.1
-5.0775	-198.1
-5.1375	-198.7
-5.1875	-199.2
-5.2475	-199.8
-5.31	-200.7
-5.365	-201.4
-5.4175	-202
-5.4775	-202.7
-5.55	-203.5
-5.6125	-204.3
-5.685	-205.1
-5.7375	-205.9
-5.785	-206.2
-5.8425	-206.8
-5.9025	-207.4
-5.945	-208.1
-6	-208.5
-6.0625	-209.1
-6.125	-209.9
-6.1875	-210.4
-6.2425	-211
-6.305	-211.7
-6.36	-212.3
-6.4275	-212.9
-6.4925	-213.6
-6.545	-214.1
-6.595	-214.6
-6.65	-214.9
-6.7025	-215.4
-6.7625	-216.1
-6.7925	-211.1
-6.8	-206
-6.8375	-201.1
-6.8825	-199.9
-6.855	-194.1
-6.8375	-188.9
-6.785	-183.1
-6.7275	-179.8
-6.6675	-174.7
-6.5925	-169.8
-6.54	-165.7
-6.4875	-162.6
-6.435	-159.4
-6.3725	-156.7
-6.3125	-153.5
-6.25	-149.6
-6.21	-147.4
-6.15	-145.3
-6.105	-142
-6.0375	-138.4
-5.98	-135.3
-5.925	-133.1
-5.8625	-130.7
-5.7925	-127.7
-5.7275	-124.6
-5.6725	-121.5
-5.6275	-120.3
-5.5625	-117.6
-5.51	-114.7
-5.44	-111.9
-5.405	-110.1
-5.3475	-108.2
-5.2875	-105.7
-5.215	-103
-5.135	-100
-5.0625	-97
-4.995	-94.43
-4.9375	-91.83
-4.8925	-90.43
-4.83	-88.8
-4.7625	-86.24
-4.7125	-84.06
-4.66	-81.92
-4.61	-80.21
-4.545	-78.41
-4.48	-76.27
-4.421	-73.97
-4.38025	-72.63
-4.3215	-71.1
-4.253	-69.11
-4.19775	-67.09
-4.143	-65.14
-4.09175	-64.07
-4.03875	-62.32
-3.9675	-59.94
-3.905	-57.77
-3.84475	-55.81
-3.801	-54.4
-3.746	-53.21
-3.68525	-51.28
-3.61225	-49.17
-3.5455	-47.31
-3.4885	-45.5
-3.44475	-44.59
-3.3955	-43.39
-3.32375	-41.34
-3.265	-39.51
-3.2205	-38.44
-3.16075	-37.12
-3.0915	-35.35
-3.04025	-33.73
-2.98875	-32.26
-2.9375	-31.38
-2.8725	-29.69
-2.80125	-27.92
-2.73475	-26.3
-2.65775	-24.68
-2.59425	-23.06
-2.5595	-22.05
-2.50225	-20.98
-2.44	-19.45
-2.372	-17.92
-2.3255	-16.57
-2.274	-15.81
-2.2075	-14.49
-2.14225	-13.06
-2.091	-11.83
-2.0365	-10.58
-1.98525	-9.694
-1.92175	-8.471
-1.84925	-7.064
-1.7935	-5.657
-1.72375	-4.465
-1.6755	-3.18
-1.6195	-2.385
-1.553	-0.9786
-1.50325	0.2752
-1.4485	1.131
-1.39575	2.079
-1.3415	3.15
-1.2825	4.373
-1.225	5.535
-1.1615	6.544
-1.0995	7.951
-1.04525	9.143
-0.977	10.27
-0.92575	11.41
-0.86525	12.75
-0.814	13.67
-0.7505	14.74
-0.67325	16.24
-0.62825	17.31
-0.5645	18.5
-0.51475	19.45
-0.4555	20.46
-0.406	21.8
-0.3455	22.81
-0.288	23.94
-0.238	24.86
-0.18375	25.96
-0.13375	27
-0.07625	27.83
-0.01275	29.14
0.038425	30.43
0.089775	31.25
0.1383	32.29
0.201675	33.49
0.24865	34.52
0.29855	35.26
0.349775	36.51
0.401275	37.74
0.45865	38.56
0.517475	39.78
0.58875	40.85
0.656625	42.26
0.69745	42.78
0.751925	44.19
0.8153	45.41
0.875875	46.82
0.940675	48.1
1.00125	49.57
1.0525	50.67
1.104	51.4
1.1705	52.87
1.22325	54.25
1.27625	55.35
1.32925	56.33
1.39575	57.58
1.462225	58.99
1.5226	60.76
1.575675	61.4
1.630025	62.87
1.693375	64.03
1.7645	65.53
1.8326	67.28
1.895975	68.84
1.9671	70.36
2.001925	71.31
2.074525	72.6
2.12135	74.03
2.189225	75.29
2.245075	76.6
2.29515	77.55
2.357	78.93
2.411375	80.12
2.4795	81.62
2.53375	82.9
2.58525	83.91
2.6395	85.23
2.694	86.39
2.76975	88.13
2.8135	89.11
2.8755	90.36
2.92825	91.62
2.98125	92.99
3.0415	94.34
3.09	95.26
3.152	96.63
3.211	98.16
3.25625	99.35
3.31075	100.3
3.365	101.5
3.42425	103
3.4755	104
3.52975	105.4
3.58275	106.8
3.64025	107.9
3.70225	109.1
3.76125	110.5
3.83375	112.3
3.90775	113.9
3.97275	115.5
4.0515	117.1
4.10575	118.5
4.15425	119.4
4.21	120.6
4.275	122.1
4.3325	123.9
4.5745	129.1
4.62725	130.5
4.683	131.8
4.7405	133
4.7935	134.1
4.85075	135.6
4.91275	137.1
4.9535	138.1
5.008	139.1
5.07625	140.7
5.1395	142.3
5.20625	143.9
5.24675	145
5.306	146.1
5.36925	147.5
5.436	149
5.48075	150.6
5.53375	151.6
5.5905	152.5
5.6515	154.1
5.724	155.7
5.76575	157.1
5.81725	158
5.882	159.6
5.9485	160.9
5.99525	162.3
6.05025	163.5
6.11075	164.6
6.167	166
6.227	167.3
6.2785	168.8
6.32775	169.5
6.39325	171
6.463	172.4
6.5195	174
6.58125	175.5
6.62575	176.5
6.69075	177.5
6.747	178.8
6.805	180.5
6.8515	181.8
6.90375	182.9
6.96175	183.8
7.0125	185
7.065	185.9
7.1275	186.9
7.195	188.5
7.2575	189.8
7.3225	191.3
7.39	192.7
7.455	194.1
7.5	195
7.555	195.6
7.6225	196.9
7.6775	197.9
7.7275	198.6
7.78	199.4
7.8475	200.5
7.915	201.5
7.985	202.4
8.0375	203.4
8.09	203.8
8.1575	204.9
8.22	205.7
8.24	205.8
8.2875	201.4
8.3	196
8.2825	190.5
8.2325	184.9
8.1625	179.7
8.0925	174.6
8.0225	170.6
7.97	167.1
7.915	164.8
7.86	162.3
7.785	158.8
7.7225	155.8
7.68	153.5
7.625	151.5
7.5525	148.6
7.4825	145
7.435	142.4
7.38	139.8
7.325	138.1
7.2675	135.6
7.2075	132.4
7.135	129.4
7.07	126.7
7.015	124.2
6.95725	123.1
6.8915	120.7
6.8415	118.4
6.772	115.7
6.73125	114.2
6.67475	112.3
6.60725	110
6.548	107.7
6.5055	105.9
6.44625	104.4
6.38525	102.2
6.3215	100.1
6.267	97.86
6.223	96.82
6.15575	94.68
6.09225	92.57
6.0305	90.49
5.984	88.71
5.9285	86.94
5.87125	85.62
5.80975	83.54
5.752	81.56
5.701	79.91
5.6375	78.38
5.58175	76.54
5.51375	74.37
5.4545	72.6
5.39225	70.85
5.347	69.36
5.28325	67.98
5.2275	66.21
