"Hamilton 2002, UCI-5"	
33.9851619	160.6861342
34.18450618	159.5862803
34.14999266	156.7021824
33.8414868	149.3351801
33.1348461	135.878807
32.46787004	124.9800369
31.56703364	111.4696135
30.2086518	92.96006516
28.86491052	76.00340433
27.51033868	60.45695875
25.66922222	42.56453087
23.72983316	26.3905551
21.64898896	14.10156667
19.47714062	4.562768659
17.10042452	-2.149547448
14.60022785	-6.015290946
12.11499203	-10.09169773
9.340093842	-15.73998414
6.699451676	-22.49397391
3.937439928	-31.47720194
1.019934739	-41.72763846
-1.592789652	-51.59103477
-4.533218264	-62.34444149
-7.244414518	-71.29532205
-9.8900742	-80.22440633
-12.63799301	-89.03416707
-15.11277699	-96.82535178
-17.61479129	-104.8184457
-19.96656459	-112.0313572
-22.11145768	-118.8709561
-24.15156866	-125.4949897
-26.11497952	-131.9443773
-27.89126756	-137.2504295
-29.21512826	-141.3882142
-30.57182862	-145.9019359
-31.89905482	-149.669068
-32.75185474	-151.4549445
-33.43179242	-153.5217973
-34.10925106	-154.9453661
-34.39593578	-154.5244798
-34.42212826	-152.950748
-34.19856254	-149.2059993
-33.59409588	-140.7083391
-32.89275108	-131.2668686
-32.14211504	-121.6258954
-30.8860063	-106.5559077
-29.48514296	-91.11705574
-28.19446482	-77.96802813
-26.53134394	-62.24888479
-24.5740268	-44.71181111
-22.56896756	-29.56643899
-20.42412451	-16.54890703
-18.12327948	-6.214702497
-15.6237465	1.373188521
-13.17483471	5.549724947
-10.48054063	9.788574109
-7.774398218	15.32130418
-5.127035212	22.48076536
-2.172393547	31.68507579
0.496097204	41.35010054
3.322887944	52.65290978
6.171955906	63.58289756
8.778562326	73.66158023
11.56408711	84.44360681
14.0978321	94.03464874
16.5667055	103.38155
18.98946367	112.2567352
21.20320067	120.186789
23.32532444	127.5694178
25.24761956	134.3209286
27.1495393	140.3048231
28.59885314	144.6583688
29.90495416	148.8651721
31.31069938	152.6405112
32.31950102	154.3442246
32.98294648	155.8889585
33.6949161	157.2788898
34.1117174	156.7222483
34.20444518	155.2257954
34.09095544	151.7340304
33.79520292	145.2996556
33.17864586	133.4465639
32.5375143	123.3454088
31.93738342	114.2457486
30.96615854	100.8590881
29.74358796	84.72113136
28.52285634	70.1451187
27.47609186	58.8650114
25.94238652	43.9049433
24.16657702	29.13754368
22.43843087	17.81451994
20.7290002	9.784554251
18.76952609	2.52310265
16.5541513	-2.423761094
14.48329412	-4.869085655
12.42724464	-7.736026316
9.932985722	-11.60751954
7.549410352	-16.33486662
5.341232142	-21.76214537
2.729339982	-29.51961078
0.226235362	-37.63813878
-2.150169817	-46.11146183
-4.814054888	-55.70854
-7.230264686	-63.85702366
-9.656610608	-72.14558627
-12.32517169	-80.94305212
-14.62976119	-88.36093763
-16.97928913	-96.21269377
-19.46767455	-104.1239849
-21.6526839	-111.1221852
-23.82871206	-118.5565736
-25.9735193	-125.5625715
-28.06497308	-132.4807616
-30.1677578	-137.2202795
-32.0187193	-146.5389701
-33.7112229	-150.702123
-35.27418904	-154.7493597
-36.6237266	-157.7855111
-37.858573	-160.4270475
-39.0632823	-163.0132881
-40.268144	-164.822362
-41.02342062	-165.4264705
-41.63756976	-166.1619217
-42.04413232	-165.8445633
-42.47914542	-166.8087954
-42.70652876	-166.1481322
-42.73174842	-164.6899963
-42.58787774	-161.6603259
-42.18148282	-155.86722
-41.71666282	-149.4223786
-41.07692318	-140.6886602
-40.35846132	-131.3256385
-39.18753402	-116.8453783
-37.8094494	-100.7907011
-36.44346534	-86.51378246
-35.12536282	-73.77427593
-33.45082718	-58.12926665
-31.47490784	-40.83920761
-29.55983166	-26.84785052
-27.62719138	-15.53662969
-25.35944484	-5.554811044
-22.88782595	1.661293162
-20.71870253	5.193610111
-18.21792927	8.46479848
-15.44422438	12.79935335
-13.00264125	17.74756931
-10.23879893	24.51436506
-7.472880406	32.07109023
-4.78272983	40.69270543
-1.819433826	50.36675518
0.799451665	59.01179382
3.687591812	68.73772362
6.48280517	77.89519295
9.170942796	86.93612776
12.01421346	96.02731858
14.47256542	103.9948753
17.15102437	113.0841445
19.81925703	121.1215605
22.01241724	127.8788717
24.38717195	135.3589211
26.77136378	141.6091796
28.78627466	146.7224548
30.700726	151.1493873
32.67075	155.0210571
34.48946366	157.3219575
35.86720792	159.1524052
37.21288722	160.8557004
38.58049434	162.4576562
39.87692812	163.0011933
40.66811272	163.1146764
41.34402958	163.4395478
41.86916188	163.0728053
42.33555668	163.1975245
42.55523112	162.4063104
42.57546222	160.161551
42.38523146	155.6823475
41.95166362	146.8799441
41.42775306	137.5356806
40.77735558	127.3647285
40.03029586	116.312299
38.80145656	99.92191453
37.4166511	82.93897361
36.07395122	67.61013503
34.72879008	54.10744711
32.96397522	38.45239909
30.98466244	23.87865547
29.06680242	13.45920388
27.1032224	5.383134155
24.76321997	-1.191321823
22.32828072	-4.46345366
20.15598737	-6.731916351
17.57544186	-9.855732024
14.83439019	-13.47768313
12.38789902	-17.49026816
9.575878486	-23.02655281
6.836748074	-29.28513879
4.093089096	-36.44580054
1.168286233	-44.21051699
-1.463735985	-51.73610017
-4.381203582	-59.84419843
-7.135505922	-66.96689994
-9.822338242	-74.42086497
-12.64266458	-81.75441219
-15.08538842	-88.08680262
-17.81860698	-95.22357831
-20.41284843	-101.4442872
-22.56510625	-106.9193808
-24.99997007	-112.9638423
-27.31880998	-117.8097305
-29.29178546	-122.4175276
-31.19790814	-126.9818345
-33.16885162	-131.5169209
-34.91116462	-134.6430332
-36.27512176	-137.658923
-37.50270122	-139.2956595
-38.18333486	-135.5142308
-39.63580084	-145.5412563
-40.58161556	-146.2684426
-41.29803272	-147.8780049
-41.86490992	-147.6530628
-42.32643554	-148.3520564
-42.65755502	-148.2664059
-42.72579466	-147.0959097
-42.65271632	-144.8007564
-42.3008552	-139.9791644
-41.85708418	-133.7811458
-41.26727586	-126.3572953
-40.56591074	-117.6341903
-39.56349974	-105.9285306
-38.1848868	-90.93431835
-36.83259334	-77.91844825
-35.50280428	-66.15442337
-33.97038926	-53.02190756
-32.02089354	-37.58074649
-30.07783418	-25.00361561
-28.18214328	-15.13782082
-26.0372733	-6.578746733
-23.5570108	0.17963728
-21.31613695	3.474779825
-18.98961607	5.896173353
-16.18964606	8.806205272
-13.68588068	12.15132798
-11.05891667	16.66024246
-8.199137018	21.93706679
-5.571617508	27.53680443
-2.637284032	34.44468308
0.077483236	41.13922414
2.845021488	48.72012585
5.750023806	55.95376601
8.390248396	63.52108062
11.26104047	72.14172522
13.82220578	79.81794119
16.36565307	88.04138183
19.13422767	96.69042832
21.41205497	103.6470199
23.70161147	111.1013541
26.16374244	118.4477878
28.26958278	124.4416241
30.15633542	130.0934945
32.10817302	135.4927681
34.03495352	140.1293408
35.48325898	143.2827518
36.84041908	146.65135
38.19730486	149.5816827
39.56389598	151.9774726
40.48759492	152.6586021
41.15464718	153.7884326
41.73511338	153.8580829
42.20950156	154.3532189
42.51863988	153.8979211
42.58103244	152.334091
42.45346348	148.7330777
42.07848074	141.3692737
41.60557846	132.374289
40.96923988	122.8668692
40.26841832	112.780798
39.16850434	98.63101838
37.79801178	81.78944194
36.43862918	66.96615264
35.1188401	53.69785931
33.5046701	39.75752555
31.52494838	25.18329975
29.61325294	14.58517377
27.68010466	6.693220382
25.4764032	0.406890957
22.98582296	-3.466970838
20.77891399	-5.327187092
18.36767472	-7.597598549
15.5607352	-10.36344937
13.07024539	-13.39968045
10.38340799	-17.28984642
7.568048364	-21.84968681
4.915901522	-27.16493488
1.955843612	-33.61534908
-0.7132733	-39.66632099
-3.548204486	-46.58526416
-6.37539492	-53.25238326
-9.02556107	-59.54393012
-11.89267726	-66.28643324
-14.40219065	-71.81370446
-17.01738278	-78.30283242
-19.75336918	-84.23088841
-21.95294492	-89.47211673
-24.29694125	-94.97564334
-26.71567428	-101.1403803
-28.76098388	-103.6832818
-30.66775426	-96.33197728
-32.62180928	-104.150096
-34.49722844	-108.5555791
-35.89215834	-111.9368325
-37.2376446	-115.1791946
-38.59084992	-118.329176
-39.92840376	-121.0794536
-40.78234668	-122.2579165
-41.47563968	-123.6977258
-41.984295	-123.7660638
-42.44003196	-124.7939144
-42.69455266	-124.6999324
-42.72479644	-123.4239689
-42.59062856	-120.8280179
-42.18233372	-115.6585038
-41.73217206	-109.9859181
-41.0910151	-102.4154007
-40.38135688	-94.29743633
-39.22555782	-82.42206357
-37.82868228	-69.58493636
-36.47852496	-57.91132603
-35.1619312	-47.2933899
-33.49107602	-35.16905418
-31.5142245	-22.50940612
-29.5955593	-12.6717966
-27.67350574	-4.813663927
-25.41658366	0.152209416
-22.94767724	2.263763367
-20.77838491	3.969942377
-18.29057658	6.065127041
-15.51375282	8.563553448
-13.05926928	11.30209085
-10.31096134	14.79345596
-7.531370256	18.82366663
-4.840708124	23.34665217
-1.89597411	28.94976912
0.734158273	34.76259971
3.624897754	41.40306062
6.43160639	47.37371144
9.113241616	53.25548812
11.97110306	59.03125479
14.45171532	64.13824023
17.10905595	70.82575444
19.77783878	76.79845277
21.97289865	81.69711465
24.36472978	87.34427433
26.74993634	92.79970677
28.77512914	97.81287922
30.66602198	102.7210558
32.6370823	107.4055092
34.474658	110.824995
35.8580563	113.3686216
37.20798248	116.1585684
