"Saatcioglu, 1999, Specimen RC-4"	
7.40 	46.53686319
7.90 	48.13529309
7.94 	47.72716743
7.97 	47.53607317
7.99 	47.43201033
7.97 	47.29607317
6.83 	28.27765159
5.87 	23.1026603
3.30 	8.449698531
-0.32 	-8.815001458
-2.14 	-19.27532117
-4.81 	-32.0679782
-5.98 	-36.95531575
-6.24 	-37.38250116
-6.48 	-39.48374897
-6.85 	-39.87358886
-7.41 	-42.6898318
-7.57 	-43.9773295
-8.64 	-47.60496687
-8.65 	-46.98793541
-8.67 	-46.7538725
-8.65 	-45.87793541
-8.57 	-42.89418705
-7.31 	-26.29014567
-7.16 	-25.52561639
-4.40 	-9.686260513
-4.19 	-9.033917112
-3.28 	-3.563761013
-3.06 	-2.738448255
-1.16 	7.365619876
-0.57 	10.40077867
0.32 	14.80500146
1.13 	18.55547375
1.32 	20.06188077
1.58 	20.47906927
1.89 	22.12110162
2.11 	23.70641483
2.41 	24.76547818
2.92 	27.63688554
3.30 	29.74969853
3.42 	30.46532362
3.78 	31.85219869
4.42 	35.59219797
5.35 	39.06828845
5.68 	41.26625532
6.26 	41.81843848
7.32 	46.47311429
7.52 	46.98248648
8.11 	48.74763326
8.88 	51.93621174
9.69 	53.6966606
9.71 	54.11259755
10.26 	54.99586279
10.97 	57.27662026
11.48 	59.01800713
12.38 	61.14515547
12.90 	62.29950478
13.41 	62.76088355
14.02 	63.59194133
14.48 	64.41847439
14.76 	65.29158045
15.31 	64.24482222
16.03 	67.3885158
16.24 	66.56084204
16.34 	65.69052104
17.17 	66.59685237
17.81 	65.54678917
17.84 	65.13569234
17.84 	64.86569234
18.58 	65.94530034
18.58 	65.77530034
18.62 	65.57717085
18.58 	65.42530034
18.58 	65.29530034
18.67 	65.07200896
18.69 	64.87794419
18.67 	64.76200896
18.70 	64.64091181
18.69 	64.38794419
18.69 	64.28794419
18.69 	64.01794419
18.69 	63.70794419
18.55 	53.66639744
18.12 	50.09878805
16.46 	41.85613569
16.39 	41.21536049
16.38 	41.0323926
15.89 	39.1369647
15.41 	37.33450221
14.71 	34.68674014
14.28 	33.03911244
13.88 	31.71038739
13.24 	29.25042422
13.09 	28.37590106
13.00 	28.03918707
12.14 	25.06391655
12.05 	24.34720184
11.74 	23.49518399
11.24 	21.2167665
10.52 	18.483042
10.24 	16.64992591
9.12 	12.58745628
7.57 	5.927329502
7.33 	5.546082904
7.16 	4.535616391
6.64 	1.90124738
6.37 	1.161093756
5.46 	-3.379055878
4.58 	-7.57030239
4.42 	-8.787802027
3.04 	-14.12748927
1.99 	-18.11921055
0.98 	-22.07905813
0.48 	-24.39749782
-0.04 	-23.00187518
-0.25 	-24.77421989
-0.75 	-27.55265963
-0.78 	-27.70156601
-1.50 	-30.97531897
-2.09 	-33.60047727
-3.23 	-36.75891721
-3.26 	-37.42782349
-4.47 	-41.67704162
-4.76 	-42.83313461
-5.76 	-46.1300048
-7.55 	-52.8613923
-8.86 	-56.69027468
-9.52 	-59.57619637
-10.65 	-61.19163143
-11.57 	-63.01472226
-12.27 	-63.91250436
-13.68 	-66.46102431
-14.41 	-67.47769775
-14.55 	-65.75925098
-14.75 	-65.67861239
-15.15 	-65.72733403
-15.15 	-65.38733403
-15.61 	-66.10386188
-16.06 	-66.40741957
-16.63 	-66.1365895
-16.84 	-66.08891434
-16.85 	-65.68188218
-17.47 	-66.65588585
-18.04 	-66.65504652
-18.01 	-66.36614342
-18.08 	-65.52691729
-17.94 	-62.62536949
-17.35 	-52.60027259
-16.63 	-47.8765895
-14.77 	-39.01454851
-14.06 	-36.42381385
-12.75 	-31.52498118
-12.00 	-28.1323603
-11.32 	-26.48051343
-8.53 	-13.53231285
-7.60 	-10.70623531
-5.62 	-1.298443194
-2.88 	10.68498953
-1.45 	15.09952497
-1.01 	16.51015175
-0.40 	18.10124818
-0.07 	19.47921843
0.49 	18.36882552
0.91 	22.83291969
2.15 	27.54250842
3.01 	30.55463886
4.66 	35.97270156
6.13 	40.4042158
6.78 	41.42547645
7.23 	43.48793415
8.00 	45.13073329
8.21 	45.53665329
8.64 	47.24943856
9.45 	49.66046914
10.18 	50.97781934
10.24 	51.13609589
11.16 	54.40472434
11.52 	54.16756153
12.16 	56.45852756
12.57 	56.68462044
12.74 	57.42485805
13.59 	59.84609044
14.71 	62.21130712
14.79 	61.27212911
15.67 	64.63386134
16.65 	65.40767215
16.77 	65.65019207
17.43 	66.39576125
17.69 	66.57582229
17.72 	66.00030463
17.76 	65.80379566
17.88 	66.04631803
17.91 	66.36664459
17.98 	66.00808177
18.12 	66.22125725
18.20 	66.00563627
18.24 	65.8091311
17.69 	54.13750929
17.31 	50.71734123
17.08 	49.82395134
16.10 	45.36344691
15.40 	42.08730422
14.98 	41.5166712
13.98 	37.8090459
13.74 	36.25588795
13.40 	35.32669682
12.40 	31.55014718
12.36 	31.91892668
11.85 	29.49147836
11.61 	28.11059296
10.95 	26.71034025
10.57 	24.80617083
10.21 	22.97602312
9.87 	22.70147061
9.42 	20.2944694
9.37 	20.34803646
8.78 	18.17576277
8.54 	17.07051348
8.30 	16.68881956
7.44 	12.53968413
7.37 	13.07050941
6.37 	8.673725982
6.37 	8.122443082
5.21 	4.403184056
5.11 	3.338843978
4.03 	-0.53223901
3.73 	-1.894023577
2.89 	-5.038860659
1.99 	-9.680613015
1.92 	-9.046423478
0.80 	-13.1000181
0.56 	-14.20527463
-0.16 	-15.90165228
-0.95 	-19.47906573
-1.28 	-19.30060048
-2.13 	-22.68662663
-2.19 	-22.7759944
-2.75 	-24.24895026
-2.75 	-24.04222026
-2.78 	-24.01799309
-3.43 	-27.52003382
-3.62 	-27.19728714
-4.57 	-31.09636554
-4.67 	-30.5757686
-5.45 	-33.97578696
-5.57 	-33.42584805
-6.41 	-36.88077573
-6.47 	-36.34483545
-7.60 	-40.71362336
-7.72 	-40.81833415
-9.03 	-44.99706848
-9.05 	-44.2441674
-10.15 	-48.18925021
-10.20 	-48.06676973
-11.57 	-51.8818152
-11.88 	-52.86969739
-11.91 	-52.39755243
-12.08 	-52.44868899
-13.12 	-56.13210362
-13.20 	-56.4677669
-14.17 	-58.40796297
-14.70 	-60.04804493
-14.86 	-59.88733478
-14.92 	-59.70105329
-15.77 	-62.32900224
-15.73 	-61.59521614
-15.84 	-61.7637154
-15.96 	-62.6608834
-15.99 	-62.25765012
-16.68 	-63.90928411
-16.72 	-63.71277615
-16.89 	-64.79756135
-16.87 	-64.41343967
-17.51 	-65.53290154
-17.49 	-64.94204908
-17.73 	-66.39183472
-17.75 	-65.84566223
-17.87 	-66.43273561
-17.91 	-66.20177258
-18.40 	-66.86686281
-18.39 	-66.48274543
-18.42 	-66.21732818
-18.42 	-65.66604718
-17.97 	-56.33360135
-17.51 	-51.88866754
-17.03 	-48.50672561
-15.46 	-42.3908062
-14.29 	-37.46057733
-14.13 	-36.89773032
-12.87 	-32.66547578
-12.31 	-29.3268567
-12.00 	-28.95917089
-10.79 	-24.29431879
-10.02 	-19.8951253
-9.05 	-17.5069814
-7.02 	-8.014093822
-6.83 	-7.682196476
-4.83 	0.215547721
-3.31 	8.211287051
-2.66 	9.680474876
-0.73 	15.8005703
0.05 	19.33841535
0.79 	20.45416944
2.22 	26.49485716
2.61 	27.40495612
3.85 	30.94306547
4.87 	35.03487456
5.46 	35.55331615
6.75 	40.34714005
6.88 	39.49222163
8.16 	44.69438701
8.40 	43.83569408
9.74 	48.92048317
10.02 	48.17538269
11.07 	51.24373762
11.69 	53.56405033
12.05 	53.25797301
12.64 	55.70587572
12.88 	55.12281706
13.86 	58.1362362
13.91 	58.15157646
15.21 	60.94693122
16.07 	63.75226123
16.27 	62.8833263
17.65 	66.15212623
17.79 	65.26274026
17.81 	64.99221076
17.84 	64.69234305
17.84 	65.38144505
17.91 	65.26407459
18.32 	66.11033299
18.53 	66.6540586
18.55 	66.14233994
18.55 	65.90115594
18.55 	64.00612094
18.13 	55.13181868
17.46 	49.83306539
17.05 	48.50443074
15.91 	43.27434863
15.60 	41.52846706
14.41 	38.38479645
13.43 	34.02762771
13.21 	34.13342917
11.66 	28.47048493
11.42 	26.84841147
10.74 	25.20186085
9.97 	21.76740881
9.93 	22.17064318
9.26 	19.38706483
8.92 	17.45866183
8.61 	17.09096962
7.49 	12.48611649
7.09 	10.0599968
6.25 	8.258919872
4.99 	2.855126786
4.70 	1.665618834
3.63 	-2.303716407
2.15 	-8.842114982
1.49 	-11.10377245
0.05 	-14.97890165
-1.50 	-20.60747344
-1.57 	-20.11110424
-2.68 	-23.57384455
-2.75 	-24.42122526
-3.31 	-25.93375295
-4.36 	-29.03659535
-5.19 	-32.86541733
-5.74 	-33.33917185
-6.98 	-37.56637457
-6.98 	-37.08399857
-7.59 	-39.84713114
-8.40 	-42.46490067
-8.86 	-42.36179162
-10.08 	-46.82504462
-10.60 	-49.08022114
-11.34 	-49.81693916
-12.36 	-53.32297537
-12.82 	-54.46023933
-13.31 	-55.05133143
-13.77 	-56.49868849
-13.79 	-55.95252073
-14.05 	-57.09732878
-14.25 	-57.19314642
-14.75 	-58.68518077
-14.80 	-59.18289229
-15.73 	-61.45739814
-15.75 	-61.49696634
-15.82 	-61.13840851
-15.86 	-60.90745028
-16.17 	-62.34323401
-16.41 	-61.966897
-16.56 	-63.04657006
-17.04 	-64.39565827
-17.41 	-64.95094422
-17.65 	-65.2637058
-17.84 	-65.35439863
-17.85 	-64.80823112
-17.85 	-64.67040912
-17.87 	-64.81334361
-17.89 	-64.6806341
-17.92 	-64.51858465
-17.92 	-64.82868165
-17.94 	-64.66151842
-17.97 	-64.77510635
-18.32 	-65.3941876
-18.30 	-65.25125361
-18.32 	-65.1185456
-17.92 	-54.97451365
-16.98 	-48.87039763
-15.63 	-41.40828406
-14.94 	-39.30872693
-13.74 	-35.29855271
-13.43 	-33.27702445
-12.31 	-30.1882357
-11.13 	-24.56886936
-10.76 	-23.56053345
-8.91 	-16.43241542
-7.62 	-10.50158319
-6.69 	-7.675737968
-3.97 	3.813413825
-3.95 	3.163880456
-3.07 	7.318144762
-3.06 	6.909798171
-1.66 	13.52599146
-1.35 	13.85923765
0.01 	18.1222554
0.67 	21.07301518
1.22 	22.20142303
2.65 	26.82944796
3.28 	29.36162946
4.23 	31.15894472
5.13 	34.04348133
6.14 	37.2739121
7.11 	40.90245603
7.69 	42.38563305
8.80 	44.19450499
10.38 	49.52315958
11.30 	50.96566512
13.12 	56.40033489
14.02 	58.83690461
15.62 	61.06964528
17.46 	66.68162939
18.13 	65.84736468
19.15 	68.00958339
19.17 	67.2566766
19.43 	68.36701504
20.36 	69.95236713
20.67 	70.76794735
21.49 	71.0822267
21.98 	72.52307694
23.30 	73.34169557
23.87 	73.08533197
24.68 	74.43968692
24.85 	74.62861257
26.01 	76.17696311
26.25 	75.3526741
26.82 	75.86586715
27.54 	76.97633074
27.85 	75.72456068
27.95 	75.44512346
28.63 	76.81588403
28.69 	75.80266158
29.07 	76.91427233
29.85 	78.0400322
30.12 	76.64021278
30.31 	76.97205531
31.07 	78.02377091
31.74 	77.60281724
31.99 	77.81216243
32.90 	77.87617104
33.07 	78.03061596
34.00 	78.16862541
34.12 	76.99844805
34.48 	77.31244059
34.64 	76.63485262
34.69 	76.13334398
34.67 	75.92151063
35.09 	77.83575257
35.38 	76.95783142
35.47 	76.53545294
35.69 	77.32540145
36.12 	77.45307491
36.17 	76.81374862
36.46 	77.83085509
36.67 	76.99629845
36.74 	76.60326566
36.76 	74.98898014
36.62 	67.88481756
36.59 	68.01242546
36.17 	62.68713962
36.09 	62.55823739
36.09 	62.59269139
35.36 	59.00159435
35.16 	58.94030724
34.57 	56.35479811
34.55 	56.72869672
33.60 	53.45017503
33.57 	53.78451047
32.69 	50.5608564
32.48 	50.98192864
31.62 	48.14237082
31.45 	47.22990236
29.95 	43.44327395
29.69 	42.29852633
28.56 	39.72171108
28.28 	37.98610768
27.33 	35.63775538
27.13 	34.92178524
26.42 	33.71306438
25.25 	29.43765947
24.96 	29.69532687
24.35 	27.17349545
24.23 	26.86207819
23.30 	24.82886257
23.08 	23.38420899
22.61 	23.14283542
21.99 	20.44359347
21.77 	19.65358343
20.05 	15.042229
19.43 	12.34296584
18.46 	10.95410789
17.32 	7.10225203
16.64 	6.691009918
15.15 	1.978855188
14.90 	1.454241203
13.35 	-2.072463495
13.33 	-2.112032398
12.36 	-4.224510522
12.31 	-4.412126795
12.02 	-4.671334089
12.02 	-4.705788889
11.43 	-6.567955649
10.95 	-8.571717946
10.43 	-8.656221577
10.42 	-8.764700289
9.57 	-11.35823018
9.57 	-11.04813418
8.56 	-13.89953857
8.54 	-13.28446152
7.64 	-16.13452925
7.63 	-16.20855343
6.85 	-18.26481378
6.75 	-18.77786895
6.25 	-20.26993343
5.75 	-20.86616296
5.42 	-21.75580143
5.14 	-22.6990103
5.01 	-22.42982784
4.47 	-24.27667331
4.44 	-23.97680701
4.13 	-24.72351348
4.13 	-24.48232748
3.80 	-25.78542966
3.78 	-25.48044713
3.08 	-28.34318351
2.87 	-27.64654347
2.56 	-29.25462918
2.20 	-29.87886028
2.16 	-29.68235715
1.79 	-30.89743895
1.73 	-31.36070029
1.39 	-31.87645141
1.10 	-33.06596122
1.04 	-32.70229659
1.08 	-32.38197268
1.06 	-32.28372113
0.63 	-33.61751275
0.63 	-33.30741675
0.61 	-33.07134421
0.61 	-32.79570421
0.60 	-32.31844668
0.60 	-32.18062668
0.58 	-32.15128514
0.58 	-32.01346414
0.56 	-31.88075963
0.56 	-31.70848363
0.60 	-31.56043368
0.58 	-31.28990714
-0.09 	-36.1408154
-0.33 	-35.10985196
-1.78 	-40.82857969
-2.30 	-41.06790409
-3.93 	-45.37829313
-4.83 	-48.84856668
-5.43 	-48.95865873
-6.88 	-54.21197443
-7.36 	-53.42488123
-8.36 	-57.09810541
-8.74 	-56.65932944
-9.95 	-60.80737264
-10.19 	-59.7074917
-12.13 	-65.00569676
-12.25 	-64.662487
-13.72 	-66.81988817
-13.77 	-66.62849949
-15.87 	-70.56000116
-15.92 	-69.50723267
-17.16 	-72.11493866
-17.20 	-71.05706021
-18.06 	-73.03544552
-18.08 	-72.07581697
-18.82 	-74.19068467
-19.15 	-73.59871805
-19.15 	-73.04743305
-20.30 	-75.69844446
-20.35 	-74.54230288
-21.94 	-77.52782272
-22.07 	-75.67368183
-23.14 	-78.54027648
-23.33 	-76.6670119
-23.37 	-76.67723425
-24.66 	-78.26650091
-24.74 	-76.94830577
-25.50 	-79.24048637
-25.93 	-78.02450233
-26.59 	-79.9070001
-27.14 	-78.4511372
-27.88 	-80.80709271
-28.62 	-79.20068948
-29.02 	-79.97285822
-30.27 	-79.72564792
-30.36 	-78.0973468
-30.38 	-77.48226277
-30.36 	-77.1326028
-30.74 	-78.69212157
-31.91 	-80.14207872
-31.91 	-78.76387472
-31.95 	-78.18835254
-33.25 	-80.88507649
-33.43 	-79.38567374
-34.24 	-81.48632083
-34.56 	-79.82615463
-34.96 	-80.7705461
-35.17 	-79.79818028
-35.18 	-80.25120142
-35.94 	-80.16581741
-36.05 	-80.26537573
-36.25 	-79.53418521
-36.27 	-79.12583191
-36.27 	-78.78128091
-36.29 	-78.54520078
-35.99 	-64.88306486
-35.84 	-64.28582201
-34.62 	-58.89275478
-33.63 	-54.77710015
-33.32 	-53.82377508
-32.08 	-51.11303337
-31.07 	-47.33165262
-30.24 	-46.32840959
-29.28 	-42.45895203
-28.66 	-41.79263492
-27.28 	-37.80050769
-25.66 	-32.59977639
-25.36 	-32.40952983
-24.14 	-29.39360993
-23.19 	-25.52915844
-22.87 	-25.91441546
-21.87 	-22.75816762
-21.75 	-23.41148869
-20.14 	-18.14681689
-19.85 	-16.68170482
-18.89 	-15.12057707
-17.41 	-9.719358619
-17.18 	-10.92773308
-15.17 	-5.402433852
-14.63 	-3.590078859
-13.06 	-0.850724584
-11.67 	3.250174653
-11.53 	3.015442535
-10.27 	5.903973737
-9.57 	8.249861595
-8.76 	9.075955597
-8.31 	11.00058786
-7.76 	11.47433562
-7.00 	14.5591342
-6.57 	14.06679722
-5.76 	17.27030794
-5.66 	16.23288561
-4.85 	18.91957205
-4.78 	18.31983737
-4.09 	20.6950856
-4.05 	20.11957634
-3.09 	22.74893132
-3.04 	22.24744858
-2.38 	25.09483972
-2.23 	24.31394673
-2.19 	24.0485356
-2.18 	23.91582804
-2.16 	23.40411647
-2.14 	22.99576891
-2.13 	22.96642937
-2.09 	22.80438225
-2.07 	25.58447469
-2.06 	26.48958912
-2.04 	22.64745056
-2.02 	22.618108
-2.00 	22.55431444
-1.94 	24.12539026
-1.83 	25.45607695
-1.78 	26.57142031
-0.95 	27.48328327
-0.75 	28.16484783
0.03 	29.11855787
1.30 	32.5979883
2.15 	35.29491142
2.77 	35.168935
4.27 	38.61148343
4.99 	40.92805079
5.11 	39.93019408
6.20 	42.90543977
6.78 	44.90544545
7.87 	45.26209519
9.11 	48.52453684
9.19 	48.06773496
10.74 	50.87093385
11.74 	53.30374956
11.93 	52.36080057
13.38 	55.06437752
14.67 	57.96310094
15.40 	59.72833322
16.72 	60.12203164
19.31 	64.36888702
19.43 	63.81893404
21.11 	66.45613625
21.67 	68.44584453
22.65 	66.73880144
23.91 	69.59270102
24.20 	70.85106832
24.44 	69.57887216
26.90 	74.89221978
27.16 	72.04019325
28.28 	75.50775668
29.09 	76.64374776
29.50 	74.94024913
30.19 	76.14381829
30.61 	77.54127906
31.33 	76.58437319
31.35 	76.17602282
32.33 	78.25888205
32.40 	76.55655235
32.45 	76.98534622
32.71 	75.82158353
32.73 	75.27540694
32.95 	77.54694563
33.05 	76.64730298
33.55 	77.27781138
33.55 	77.31226638
34.38 	78.69445461
34.43 	76.53910828
34.62 	77.24993826
34.66 	77.94925628
34.88 	77.6021851
34.91 	76.81993462
35.03 	77.61369651
35.07 	77.0726342
35.36 	77.81410535
35.40 	77.23858077
35.55 	78.80056627
35.67 	78.18166851
35.67 	77.87157151
36.38 	79.97598947
36.76 	79.81269514
37.07 	78.97432972
37.03 	78.13719
37.03 	72.24536
36.95 	66.6725466
36.88 	65.54955864
36.19 	58.48872035
35.60 	57.45370151
34.91 	54.32072762
34.55 	53.76555372
33.16 	48.87265308
33.09 	48.57658294
31.02 	43.6566727
29.83 	39.65190104
29.07 	38.25561133
27.76 	33.83601856
27.42 	33.80272919
25.47 	27.36788008
25.01 	27.4021649
23.03 	21.85284893
22.89 	20.84721382
21.67 	18.31361753
20.84 	14.93283192
18.34 	10.02248688
16.55 	3.977944712
14.31 	1.418212056
12.71 	-4.053329149
11.12 	-5.522983202
9.33 	-10.9474533
8.45 	-10.86371697
6.33 	-17.72913617
5.52 	-16.97030867
4.18 	-21.67611745
3.56 	-21.58459516
2.61 	-25.17358088
2.10 	-24.77573092
1.10 	-28.03551222
0.75 	-27.44869749
-0.68 	-31.11198129
-0.73 	-30.2659467
-0.73 	-29.9558497
-1.81 	-34.17149161
-2.50 	-33.92815128
-3.69 	-38.07111471
-4.16 	-37.24445888
-5.16 	-40.95214672
-5.60 	-40.15483262
-7.03 	-44.30046716
-7.14 	-43.12522321
-8.40 	-47.08188667
-9.00 	-46.84741764
-10.62 	-51.32491983
-10.79 	-50.06676279
-13.25 	-55.65618418
-13.39 	-54.38779556
-15.86 	-59.39142428
-15.89 	-59.26382933
-18.08 	-63.08302697
-18.15 	-62.41437401
-20.16 	-66.14793457
-20.27 	-65.90296526
-22.02 	-68.66396169
-22.04 	-68.04887921
-23.85 	-70.89407195
-23.85 	-69.89487295
-26.04 	-73.57600112
-26.57 	-73.97560886
-28.04 	-75.78817107
-28.22 	-76.80912399
-30.29 	-77.45671693
-30.33 	-76.57110693
-31.89 	-78.8276753
-31.93 	-77.80423813
-32.39 	-78.8035488
-32.39 	-78.0455298
-32.88 	-79.53231149
-33.27 	-78.9606954
-33.27 	-78.4783274
-33.79 	-80.04422333
-34.13 	-79.25054308
-34.51 	-80.15538312
-34.51 	-79.22509312
-35.08 	-80.73738815
-35.20 	-80.01512756
-35.22 	-79.46895188
-35.68 	-80.6749511
-35.75 	-79.86830087
-36.42 	-80.30691551
-36.44 	-79.90284414
-36.44 	-78.59284414
-34.90 	-56.83631149
-31.76 	-42.42528861
-30.95 	-42.40508513
-30.03 	-41.3022448
-28.19 	-36.00651317
-27.64 	-33.94337415
-26.14 	-31.4684212
-24.69 	-27.03826222
-24.38 	-25.53629258
-22.82 	-22.38345399
-21.68 	-18.77520193
-19.83 	-14.26624404
-16.15 	-5.074130852
-15.86 	-3.778060866
-14.46 	-1.572538209
-13.01 	3.227844701
-11.13 	6.305885607
-10.53 	8.963989577
-9.39 	9.782394051
-7.59 	15.31673329
-5.83 	18.27921442
-4.69 	22.09764644
-2.76 	25.29061476
-1.85 	28.22077351
0.29 	31.95609507
2.11 	34.69641483
3.68 	38.9525112
5.52 	40.94875628
6.61 	44.27234144
9.47 	48.56135391
11.23 	51.60379813
13.09 	53.87590106
14.74 	55.63564433
15.00 	57.0228136
16.79 	58.38407514
17.62 	61.56040219
20.15 	64.31120232
21.27 	64.98354516
21.96 	67.53828318
24.25 	69.93772419
25.92 	70.91315804
26.70 	72.04454174
27.68 	73.225239
29.19 	74.02311471
30.99 	78.37694736
33.69 	79.27756791
34.97 	79.0070642
35.33 	79.94379062
35.59 	78.98086889
35.64 	78.58569145
36.14 	78.73391371
36.14 	78.35391371
35.62 	57.45976243
32.62 	46.78030406
28.76 	35.40557843
26.82 	31.59013827
21.84 	17.43267707
20.31 	14.18868093
16.98 	4.310463963
14.65 	0.828931733
13.76 	-1.675230414
12.23 	-3.609368798
7.25 	-14.45766603
7.02 	-15.87594437
4.52 	-19.57811475
3.39 	-23.56358265
0.53 	-28.89265385
-1.18 	-32.50031771
-3.83 	-36.90704242
-5.98 	-40.40531575
-7.29 	-44.27420844
-14.34 	-55.08692106
-15.65 	-59.19573376
-18.97 	-63.28103694
-21.73 	-66.89003795
-24.90 	-70.96056333
-25.19 	-71.80659697
-28.29 	-74.51617419
-31.74 	-78.94935783
-33.82 	-79.67611223
-35.39 	-80.79157806
-36.05 	-80.26723415
-36.06 	-79.65019855
-36.05 	-79.19723415
-36.06 	-78.93019855
-36.05 	-78.67723415
-31.50 	-45.64818778
-30.89 	-41.28729173
-29.98 	-38.32741603
-28.93 	-36.01600018
-27.85 	-32.21566427
-26.47 	-29.15631434
-25.66 	-26.15602775
-24.18 	-22.99695648
-22.90 	-18.92719024
-21.01 	-14.95639572
-19.04 	-8.581809971
-18.97 	-9.42103694
-19.01 	-9.642907251
-18.96 	-10.00806936
-18.94 	-10.62213419
-15.82 	-1.496189072
-15.51 	0.285817902
-13.53 	3.283498253
-12.72 	6.483923566
-11.32 	7.659486574
-9.45 	12.97458308
-9.07 	13.59738631
-7.03 	17.58297574
-6.69 	18.71390939
-5.66 	20.46968205
-5.38 	21.58280545
-4.31 	24.18045807
-3.02 	26.2134268
-1.81 	28.23264865
-1.35 	30.25921286
-0.25 	31.10578011
1.30 	34.80594319
1.70 	35.71469471
2.96 	37.0187606
3.47 	38.7901674
5.11 	41.85703958
6.39 	42.58703107
7.47 	45.83764345
8.90 	46.8421488
8.92 	47.32808586
10.31 	49.05070499
11.19 	51.66192464
12.67 	53.47123518
13.66 	54.11508798
14.47 	56.5255063
15.74 	58.35244543
16.88 	59.38078569
17.46 	61.37291808
19.22 	63.30522605
21.03 	65.50233032
21.36 	65.87025052
22.61 	66.83114588
23.97 	70.40465288
25.97 	72.54799065
28.02 	73.84608899
28.42 	74.96473323
30.23 	76.8415594
32.69 	79.57106042
34.57 	80.9184757
37.14 	83.06033983
39.34 	83.85238802
39.89 	82.08538025
44.49 	82.72825796
46.13 	83.0340031
48.23 	83.72587102
48.28 	82.64067567
48.30 	82.16659751
49.70 	82.27109343
51.61 	82.55647777
52.64 	82.14131839
53.07 	81.64857083
53.62 	81.46132591
53.64 	80.98724407
54.04 	80.96560423
54.11 	80.57631665
