SPECIMEN A12	
4.074318775	19.94527217
2.831306275	13.00541865
1.583689848	5.205466889
0.313055203	-4.569559654
-0.414336509	-8.108779176
0.879316352	5.610310776
2.122328852	14.93832252
3.402171402	22.11827111
4.64978783	28.55683527
5.915818521	35.25145194
6.657023592	37.85118767
5.377181041	27.13111007
4.138770996	20.19243148
2.891156067	13.48172382
1.615917469	5.381284013
0.391319258	-3.941893879
-0.446562607	-8.473181398
0.810260203	5.068804224
2.085498801	14.63559738
3.337719182	21.85033674
4.603749873	28.39832608
5.851366301	35.00445985
6.698456072	38.49016768
5.441633262	27.37815369
4.217035051	20.58959136
2.92338219	13.59466275
1.684973643	5.880882256
0.423545356	-3.745051597
-0.501808471	-9.283430808
0.782638033	4.663679855
2.025650508	14.24308575
3.291681225	21.58709178
4.543901606	28.02665268
5.805329868	34.67826397
6.758305864	39.11320209
5.506085483	27.91851128
4.226242932	20.67575524
2.98783441	13.96741845
1.717199741	6.077751924
0.478791194	-3.290911683
-0.791844949	-12.91925783
0.21637686	-0.237441214
1.482407576	10.54188984
2.73923191	18.59580235
3.996056219	25.16228689
5.252879029	31.70784841
6.495891529	38.58510136
5.538311606	28.34571645
4.295299106	21.11255122
3.033872342	14.18882286
1.781651961	6.534253798
0.511017317	-2.968394266
-0.741203064	-12.48725668
-2.007233781	-20.71094858
-1.095691789	-8.41023199
0.179546809	1.072736138
1.422559309	10.77783056
2.660967856	18.53353776
3.959226168	25.25744622
5.174614975	31.54107403
4.322921275	22.25078987
3.084512729	14.91403472
1.818482012	7.151208136
0.566261631	-2.074352498
-0.695165107	-10.82055144
-1.961197348	-19.92400482
-1.146333674	-8.674653816
0.119698541	0.826870221
1.353503135	10.32011993
2.637949639	18.36004655
3.871754233	24.87884741
5.14699283	31.51290443
4.396581377	22.79338862
3.125946733	15.21795463
1.864519969	7.623887848
0.603091707	-1.541181013
-0.644524746	-10.2418874
-1.901347556	-19.38486828
-1.19697406	-9.08571663
0.050642368	0.327268672
1.339691301	10.10708394
2.559685559	18.00479401
3.83952811	24.74485053
5.087144537	31.20429721
4.4288075	23.11603332
3.176588618	15.56620142
1.910556402	7.929059048
0.658337545	-1.087038175
-0.603090742	-9.812266369
-1.859915051	-18.76674503
-1.270634162	-9.628401764
0.013812317	0.129241466
1.261428745	9.667933969
2.527459461	17.84975546
3.775075889	24.49780137
5.05491844	31.04925696
4.493259721	23.55147828
3.227229004	15.80959223
1.961198287	8.298206009
0.699770025	-0.61551098
-0.547844904	-9.29528153
-1.790857378	-18.05763702
-1.293652378	-9.822853575
-0.059847785	-0.329655389
1.215390813	9.46751925
2.467611194	17.54107659
3.747453719	24.26018438
4.990464695	30.78121523
4.525487342	23.91585016
3.273266961	16.13573764
2.016442627	8.647611163
0.755015864	-0.203262636
-0.47878873	-8.774748285
-1.758631281	-17.94457306
-3.001643755	-25.4920911
-4.267675971	-30.21747297
-5.519894853	-34.39479901
-6.795134949	-38.43138965
-6.376192505	-30.3844866
-5.105557861	-22.47370121
-3.85333748	-15.97136139
-2.59651467	-9.677113418
-1.335086382	-3.193210615
-0.092073908	4.18664934
-0.428148344	-3.294419722
-1.689575107	-12.12432891
-2.960211275	-18.63149797
-4.20322375	-24.62882982
-5.469252943	-30.86243764
-6.735285158	-36.86572531
-6.417626509	-30.14386569
-5.165407652	-22.44734083
-3.908583318	-16.1950123
-2.656362937	-10.02763337
-1.404142556	-3.839481365
-0.128903959	4.135257486
-0.377506459	-2.317775778
-1.657349009	-11.48764557
-2.904965437	-17.86311984
-4.175600082	-23.78385252
-5.423216509	-29.84509492
-6.684643273	-36.01477244
-6.486684182	-30.35002474
-5.206841631	-22.54167177
-3.95462125	-16.39552445
-2.725419111	-10.35973038
-1.436368654	-4.01531939
-0.20256406	3.718254524
1.077278465	12.00835589
2.315687012	18.67486511
3.600133516	24.80859968
4.852352373	31.03870991
6.104572754	37.4993339
7.352189182	44.16818985
8.627427779	49.105387
9.870440279	53.21782423
11.11805671	56.95386916
12.38869135	60.54928097
13.63170385	63.61411417
14.8977353	66.16136238
16.15455888	67.99376495
17.4159864	69.24066096
18.67280997	70.40272316
19.92963378	71.18754665
21.18185372	71.88755492
22.45248875	72.25693885
21.78034117	62.80292396
20.532725	56.65768601
19.26669375	51.36709269
18.03288888	46.39812558
16.75304653	41.56491939
15.50082653	36.90561607
14.239399	32.2024815
12.98717862	27.71080379
11.72575186	23.23784845
10.47353148	18.80977009
9.207500025	14.5029168
7.955280406	10.30482413
6.71687186	6.340625312
5.427821428	2.258626212
4.212431098	-1.657707564
2.918778237	-5.531545103
1.68036969	-9.118602589
0.395923211	-12.82237261
-0.842485336	-16.5980657
-2.11311998	-20.78007621
-3.369944314	-25.31458858
-4.635975031	-30.0609672
-5.883592983	-35.09585813
-7.117396052	-39.64539703
-8.401844055	-43.74715134
-9.626439243	-47.37253889
-10.91548968	-50.88904047
-12.14929579	-54.07699226
-13.44294865	-57.17576027
-14.67214932	-59.75478028
-15.95199185	-61.46746667
-17.19960827	-62.77369935
-18.45643261	-63.64241052
-19.71785937	-64.49135064
-20.9654758	-65.10591163
-21.90464146	-63.48455923
-20.64781715	-54.17524382
-19.37718248	-48.81944309
-18.12956605	-43.84739357
-16.86813929	-39.12330496
-15.59750464	-34.48030621
-14.34068031	-29.94575911
-13.07925357	-25.64043884
-11.83163712	-21.35940197
-10.57941524	-17.20320081
-9.327196357	-13.23523676
-8.056561713	-9.157905917
-6.818153166	-5.403179648
-5.547518521	-1.388824349
-4.309109975	2.554403805
-3.020059543	6.23848781
-1.777047068	9.805799609
-0.501808471	13.08831263
0.731996148	16.44388221
2.007236245	19.74732378
3.254851174	23.12741476
4.507071555	26.44593655
5.763895864	30.037843
7.011512317	33.33408655
8.295958033	36.76564009
9.53436658	39.99672629
10.81420913	43.32218564
12.05722161	46.65962915
13.31404518	49.79025223
14.56626518	53.08771645
15.83229628	55.99088468
17.09372378	59.01808406
18.33213253	61.66310687
17.34232628	52.10577183
16.09471023	46.31701244
14.8332827	41.29985155
13.57645878	36.55525106
12.32423913	31.87548458
11.06741556	27.46671303
9.81059125	23.0999246
8.553767678	18.81689799
7.287736961	14.72006358
6.044724487	10.64978125
4.797108059	6.536754388
3.512661555	2.330169561
2.288064842	-1.525649553
1.003618364	-5.292232428
-0.243998064	-8.693209342
-1.510028781	-12.11986312
-2.762249162	-15.43821851
-4.037487759	-18.90921554
-5.285104187	-22.41488032
-6.537323044	-25.81715451
-7.79875283	-29.36833277
-9.037161377	-32.78771982
-10.31239848	-36.30053502
-11.550807	-39.57332188
-12.83064955	-42.9828066
-14.07366355	-46.23541792
-15.34890065	-49.49680984
-16.59651707	-52.68870087
-17.87635962	-55.6372621
-19.12397605	-58.45077284
-20.38540282	-61.05977379
-21.6376247	-63.43543912
-22.87603324	-65.09575386
-24.16047822	-65.9505766
-25.39888677	-66.4159973
-26.67412687	-66.8287641
-27.90792996	-67.10439109
-29.19698039	-67.35285775
-28.79645371	-59.54317108
-28.58468129	-58.54514085
-28.58007886	-58.52193773
-28.56626852	-58.45580046
-28.57087095	-58.43604009
-28.59388917	-58.37966889
-28.58468129	-58.35634847
-28.58007886	-58.20879839
-28.58928674	-58.27320917
-28.58468129	-58.18850284
-28.58007886	-58.18731642
-27.43834863	-52.32204231
-26.16771398	-47.55385596
-24.92930544	-43.06625874
-23.65867079	-38.69511845
-22.41105437	-34.47702596
-21.16343791	-30.38522679
-19.88359539	-26.28468847
-18.64518684	-22.38335393
-17.3745522	-18.55781635
-16.11772786	-14.92370923
-14.85169565	-11.39242244
-13.60868467	-8.097463677
-12.33805003	-4.774174157
-11.09043357	-1.352103036
-9.824401357	1.802474587
-8.562974594	4.808870337
-7.324566072	7.495649121
-6.053931402	10.21111622
-4.815522856	12.62517522
-3.535678806	14.94527401
-2.292666332	17.21395861
-1.017427734	19.34425006
0.230188719	21.55128587
1.49621941	23.76307425
2.753043745	26.16105738
4.009866555	28.68458306
5.262086936	31.416666
6.495891529	34.20668905
7.780338008	37.07261639
9.004935483	39.86034376
10.29398515	42.8318165
11.54160158	45.772094
12.82144413	48.82531992
14.05985268	51.80461599
15.33509128	54.66837076
14.82867878	47.35187989
13.56264768	41.20211565
12.31503125	36.25040364
11.08583061	31.72386702
9.801384106	27.18190572
8.562975559	22.96643605
7.283133033	18.76129603
6.03551658	14.79480402
4.769485889	10.88635656
3.526473389	6.942070853
2.255838745	3.158129524
0.99901441	-0.454630658
-0.262413852	-3.984813231
-1.519236662	-7.220555111
-2.757645209	-10.30499482
-4.042091687	-13.50584804
-5.2666884	-16.64957526
-5.381782505	-13.13915889
-4.134166078	-7.036273212
-2.85892748	-3.083427254
-1.615915005	1.028594275
-0.336072455	5.150148367
0.902336092	9.281925605
2.168366783	13.44185163
3.429793547	17.43297657
4.64978783	21.47625628
4.313714893	15.81723188
3.070702393	10.07144543
1.795462297	5.553175029
0.55705375	1.295730422
-0.69976906	-2.861686586
-1.965801275	-6.707299493
-1.652745056	-2.081089594
-0.400526174	3.918575208
0.860902088	8.412401746
2.122328852	12.80151927
3.351531016	16.99368928
4.631373541	21.3877179
4.382771067	16.37970749
3.102928516	10.33103599
1.864519969	5.759490901
0.589279848	1.471612269
-0.639920793	-2.720589438
-1.924367271	-6.675650189
-1.707990894	-2.556178108
-0.441958679	3.656521252
0.810260203	8.127071718
2.062480584	12.47183434
3.328511275	16.79935092
4.553109487	21.07435479
5.837555991	25.49016661
7.075964537	29.41248429
7.936864619	30.38801585
6.680041809	21.87358475
5.418613547	17.12852938
4.161790711	12.69884629
2.904966402	8.520477458
1.65274752	4.385203963
0.414337475	0.337253912
-0.870107505	-3.78541706
-2.108517551	-7.561064043
-3.388358578	-11.15883641
-4.626768648	-14.72499707
-5.888195412	-18.48550589
-7.14962215	-21.68052193
-8.41565439	-24.83490808
-9.663270818	-27.85879027
-10.92009515	-30.82230512
-12.18612432	-33.78866891
-13.41993044	-36.47301247
-12.33805003	-27.58555288
-11.10424391	-22.74285697
-9.829006834	-18.58043541
-8.58599281	-14.76168362
-7.319960595	-11.02078187
-6.063139309	-7.491669118
-7.048341402	-15.05600948
-8.300560259	-20.0083785
-9.575800381	-23.9607188
-10.82341681	-27.92698893
-12.06182536	-31.89140031
-13.34166791	-35.9712957
-14.58467888	-39.09817728
-15.85531353	-41.93956012
-17.10292995	-44.5449263
-18.38277251	-47.1785823
-19.6165786	-49.6119497
-20.8918157	-52.0355783
-20.49128901	-45.33489586
-19.22986228	-39.41656857
-17.9868513	-34.88569279
-16.73923485	-30.71019991
-15.45018442	-26.46052392
-14.21177589	-22.49637144
-12.93653577	-18.60662678
-11.6935248	-14.82968271
-10.44130289	-11.2806075
-9.175273699	-7.83320467
-7.909241484	-4.385528209
-6.661625056	-0.775354534
-5.395592841	2.923960085
-4.143373984	6.430697841
-2.909569365	9.681391513
-1.62972684	12.73461725
-0.38671434	15.63168467
0.893128186	18.45445999
2.136140686	21.24674141
3.402171402	24.25454529
4.64978783	27.38309107
5.920422475	30.66435042
7.168038902	33.93976712
8.447881453	37.13950615
9.68629	40.34993836
10.93390643	43.5833722
12.20914503	46.8866557
13.43834643	50.05273191
14.71818898	53.25244372
15.95659753	56.29465657
17.241044	59.07685989
18.47945255	61.80496983
19.75469125	64.10283697
21.00230747	66.28903279
22.2637349	67.91281536
23.52055867	68.97024035
24.74976008	69.66421976
26.0434137	70.31123643
27.2726151	70.83784449
28.55706084	71.2522167
29.80007332	71.61507764
31.07070872	71.79656565
32.31372122	71.92846602
33.57054403	71.97856162
34.82736837	72.17678372
36.10260697	72.14965318
37.34561944	72.21897055
38.59783982	72.18592849
39.87768237	72.28421012
41.11609092	72.24873857
42.38672556	72.30226384
43.62973804	72.3074853
44.90497664	72.23841543
46.15719552	72.22540236
47.42322773	72.19629193
48.66163628	72.24297093
49.94147881	72.15367306
51.18909526	72.22315496
50.91287059	65.00993856
50.87143659	64.8097907
50.87143659	64.66363569
50.87143659	64.6003193
50.87603901	64.43345036
50.87603901	64.39060117
50.87143659	64.2856338
50.86683416	64.17971068
50.87143659	64.09663396
50.86683416	63.99261357
50.87143659	63.95047784
50.86683416	63.92976916
50.87143659	63.84621628
50.86683416	63.80266133
50.87143659	63.74147847
50.87143659	63.63722113
50.87603901	63.59555622
50.88064449	63.51390811
50.88064449	63.53390214
50.86683416	63.42608391
50.86683416	63.42703525
50.87143659	63.3225314
50.8622287	63.34111096
50.86683416	63.23660791
50.86683416	63.19566581
50.86683416	63.1737635
50.86683416	63.13234519
50.86683416	63.04998585
50.86683416	63.06950505
50.87143659	63.0506961
50.65045626	61.29752438
49.37982161	55.79718709
48.12760273	51.47322197
46.90300452	47.47059132
45.61395409	43.3889504
44.37554554	39.6337137
43.08649511	35.82477738
41.84808656	32.19642766
40.58205587	28.62224401
39.32062758	25.2179856
38.06840872	21.90058521
36.80698044	18.78781439
35.55476006	15.74401996
34.29793725	12.86389739
33.05492477	10.19776886
31.78428937	7.481697947
30.52746579	5.104664988
29.26143508	2.662702828
28.0092147	0.454709428
26.7477872	-1.629983504
25.50017112	-3.585204667
24.2295361	-5.379266765
22.9773161	-7.126027901
21.71588867	-8.666558189
20.46366875	-10.18353712
19.22065628	-11.57154369
17.9454175	-12.88551479
16.71621648	-14.10327283
15.43637393	-15.33363405
14.17954997	-16.43269549
12.91351928	-17.57615121
11.66590283	-18.65156303
10.39987138	-19.69058456
9.138443852	-20.72790077
7.881620305	-21.6387414
6.615589588	-22.53048267
5.390991377	-23.45366174
4.115752779	-24.49475154
2.881948186	-25.44113868
1.597501682	-26.48447235
0.354489207	-27.53810998
-0.925353344	-28.60122329
-2.168365844	-29.7804926
-3.434396535	-30.88198776
-4.686616916	-32.16827577
-5.938837297	-33.45482309
-7.204866489	-34.9961658
-8.452482917	-36.30233855
-9.72312061	-38.0121685
-10.96613159	-39.50615218
-12.24137168	-41.34302785
-13.48438266	-43.10847159
-14.74580942	-44.90022382
-16.00723921	-46.71236838
-17.25945806	-48.52272724
-18.52549028	-50.27315851
-19.78691704	-51.91834677
-21.04374138	-53.72937986
-22.27754445	-55.15781164
-23.56199245	-56.7876212
-24.80500343	-58.25941383
-26.0756381	-59.5711514
-25.38967886	-51.43630584
-24.13285758	-45.70791435
-22.87142779	-41.13042706
-21.59619069	-36.84263419
-20.34396881	-32.72834451
-19.09635236	-28.74091921
-17.83492562	-24.83371535
-16.59191464	-21.14041452
-15.30746664	-17.52083562
-14.07366355	-14.10265464
-12.78921554	-10.79659183
-11.550807	-7.754481035
-10.28017235	-4.745495998
-9.032555925	-1.742380822
-7.761921281	1.14086841
-6.523512734	3.785063221
-5.252878064	6.291376936
-3.991449802	8.627483029
-2.748438826	10.74949224
-1.482406611	12.73072918
-0.243998064	14.60018715
1.045052368	16.50360504
2.278856961	18.28805707
3.554095559	20.10416418
4.80631594	21.93512292
6.072346656	23.6441736
7.319963084	25.39020689
8.590597729	27.20523442
9.838214156	29.01418434
11.07201875	30.86156839
12.36106921	32.84878821
13.5810627	34.60846546
14.87471633	36.49223744
16.12233278	38.23847717
17.38836385	39.98931561
18.63137635	41.62947916
19.89280375	43.21172556
21.15423122	44.79359192
22.42026245	46.22977283
23.6678787	47.72510285
24.90628742	48.98653279
26.17692245	50.42428585
27.42453852	51.83514448
28.70438107	53.08645299
29.94278959	54.28571497
31.20882107	55.47086598
31.6369699	52.06059042
30.36633449	44.88338561
29.11411487	40.53880249
27.84347944	36.50288804
26.60967485	32.75033432
25.34824735	29.24052546
24.08221625	25.500073
22.83460003	22.05802367
21.56396497	18.67159341
20.32095253	15.46049347
19.05492122	12.36931502
17.8027014	9.323227989
16.54587765	6.359604684
15.27984658	3.415169525
14.02762655	0.66289777
12.76619905	-1.988042718
11.5323937	-4.421306734
10.23413689	-6.830060917
9.004935483	-8.969327513
7.72509217	-10.84919151
6.491287576	-12.61274397
5.220652932	-14.30180961
3.973036504	-15.94322179
2.702401834	-17.63224067
1.450181453	-19.19095416
0.188754715	-20.71011913
-1.068069619	-22.20717599
-2.311082119	-23.67974771
-3.581716763	-25.24315179
-4.824730762	-26.86227351
-6.095365406	-28.59345381
-7.347584289	-30.31961123
-8.613616504	-32.17520815
-9.87043779	-34.11205295
-9.85662748	-29.37504932
-8.604408598	-23.33355619
-7.347584289	-19.46939239
-6.081552048	-15.97984612
-4.847748979	-12.75008935
-3.57711281	-9.594465139
-2.324892429	-6.778967492
-1.049653832	-4.020241542
0.197961098	-1.163907439
1.45938936	1.61219706
2.716213694	4.617478995
3.982244385	7.604288857
5.229860813	10.67008716
6.491287576	13.61357777
7.743507957	16.53403946
9.004935483	19.3312326
10.27096617	22.25495681
11.50477153	24.91927773
12.78001013	27.53145849
14.03223051	30.11651396
15.29826122	32.55904047
16.54587765	34.91247729
17.8165125	37.08329267
19.06412875	39.22701814
20.33016	41.20842973
21.58238	43.12325016
22.79776995	44.90288773
24.10063128	46.83052105
25.3206248	48.50752718
26.61427842	50.15997119
27.86649842	51.80191356
27.39691635	44.95500272
26.14469597	39.41693022
24.8786649	35.40416564
23.63104865	31.52201961
22.36962112	27.86542015
21.11279747	24.31641182
19.8882	20.96320361
18.59915005	17.4675398
17.36534525	14.27974409
16.0762952	11.22403122
14.8332827	8.07590653
13.57185558	5.048689932
12.31503125	2.08524275
11.04900053	-0.775615556
9.792176225	-3.403616339
8.535352652	-5.885275982
7.273925127	-8.158425247
6.03551658	-10.23733282
4.774089842	-12.30116197
3.526473389	-14.19385348
2.255838745	-16.07157605
1.012826245	-17.81641875
-0.267016281	-19.63362
-1.514632709	-21.46344686
-2.785267378	-23.15247399
-4.028279853	-24.96030809
-5.294312068	-26.878633
-6.551136402	-28.92036588
-7.168037937	-27.38280083
-5.883592983	-20.20205279
-4.645182912	-16.40548572
-3.365340361	-13.05904223
-2.117723933	-9.972337871
-0.847089289	-6.963455178
0.405131092	-4.210676328
1.671161809	-1.286749799
2.927986118	1.676672764
4.180205	4.76456718
5.432425381	7.936175741
6.109176707	7.670822779
4.815522322	0.801491988
3.577113775	-2.974026155
2.301875178	-6.214477266
1.058862703	-9.278979948
-0.216375894	-12.3309051
-1.468596275	-15.29308649
-2.730023039	-18.34140521
-3.986847373	-21.43036896
-5.248275635	-24.64630281
-6.500494517	-27.81798872
-7.738903064	-30.83957867
-9.027953496	-33.22439435
-10.24794626	-35.50800299
-11.53699669	-37.62101346
-12.78921554	-39.68243958
-14.05064533	-41.7252865
-14.26241778	-37.96813521
-13.00098799	-31.08652469
-11.74876911	-26.78355884
-10.4919448	-22.98235622
-9.22591561	-19.28340193
-7.982901611	-15.90443935
-6.712266941	-12.56035697
-5.469252943	-9.411993256
-4.189411916	-6.484709741
-2.951003369	-3.756402217
-1.675764771	-0.976741315
-0.428148344	1.858647716
0.828675991	4.654500677
2.090102729	7.514390387
3.356134944	10.29170816
4.603749873	13.10602125
5.851366301	15.85769566
7.131208852	18.57569564
8.360410254	21.13408415
9.644856758	23.68542863
10.87866135	26.18235942
12.14929676	28.54176537
13.40151638	30.89664748
14.6721514	33.21426378
15.92897497	35.33949074
17.1765914	37.42039353
16.4952365	30.22678347
15.25222403	25.19366921
13.96777753	21.34287863
12.72476505	17.69209682
11.45873433	14.13985178
10.20651395	10.82148826
8.931275356	7.769608314
7.688262119	4.621368411
6.422231428	1.655633501
5.170011047	-1.411328227
3.917792164	-4.310763014
3.531077342	-2.964814889
4.764881936	3.113989049
6.040120533	7.150281795
7.269321174	10.69329751
8.56757875	14.14872896
9.792176225	17.46026104
11.0766227	20.91278955
12.32423913	24.31339247
13.59026985	27.71905145
14.83788628	31.01535904
13.76981617	22.88397637
12.50378548	18.17964485
11.27918801	14.61703899
9.999345457	10.9984113
8.751729029	7.72332465
7.47648967	4.524879939
6.238081148	1.419576304
4.958238598	-1.759275607
3.715226098	-4.781783449
2.449195406	-7.601007674
1.201578979	-10.1848698
-0.059847785	-12.68854929
-1.321276072	-15.23413541
-1.841499263	-13.81827686
-0.557052785	-7.642757381
0.690563643	-4.325622136
1.970406194	-1.314340103
3.204210787	1.831628113
4.474845432	5.154748832
5.027294771	4.521720298
3.761264055	-1.795468774
2.495233338	-5.389604806
1.243012983	-8.540300094
-0.004603471	-11.54315443
-1.256823852	-14.54723093
-2.527458496	-17.63979628
-1.643538674	-10.81363139
-0.354488242	-6.50127629
0.897732139	-3.518103686
2.172970737	-0.487078115
3.415983237	2.682260124
4.686617881	5.984446704
5.925026428	9.320018099
7.195661072	12.58050779
7.347585254	9.79104131
6.081554537	4.165216639
4.815522322	0.340606405
3.577113775	-2.869323157
2.297271225	-6.068990009
1.058862703	-8.943862851
-0.216375894	-11.91195911
-0.911541509	-11.88172518
0.354489207	-5.66911258
1.491615457	-2.63185102
1.491615457	-3.17643888
1.491615457	-3.2602421
2.200592906	-0.626566497
3.485039385	2.616276406
4.723447932	6.01475756
5.980272266	9.397327826
5.524499746	4.231140224
4.267676936	-0.659455894
3.010852627	-4.104502382
1.77244408	-7.14689024
0.492601529	-10.17908443
-0.755014898	-13.1610268
-0.354488242	-8.428424625
0.888524258	-3.960396006
2.163762856	-0.761787334
3.411379283	2.492483446
4.67741	5.877204338
5.938838262	9.239845621
5.570537703	4.515219017
